,1928 HK Equity,1928 HK Equity,1928 HK Equity,1928 HK Equity,1928 HK Equity
2020-07-22,31.2,31.25,30.35,30.45,12569961.0
2020-07-23,30.4,30.8,30.1,30.5,10713927.0
2020-07-24,30.1,30.2,29.1,29.25,23846390.0
2020-07-25,30.1,30.2,29.1,29.25,23846390.0
2020-07-26,30.1,30.2,29.1,29.25,23846390.0
2020-07-27,29.8,29.85,28.95,29.1,9444478.0
2020-07-28,29.3,29.5,28.9,29.05,9507964.0
2020-07-29,28.9,29.55,28.85,29.25,11572397.0
2020-07-30,29.35,30.45,29.35,29.7,15410058.0
2020-07-31,30.0,30.25,29.6,30.0,7470751.0
2020-08-01,30.0,30.25,29.6,30.0,7470751.0
2020-08-02,30.0,30.25,29.6,30.0,7470751.0
2020-08-03,29.65,29.95,29.1,29.7,13210146.0
2020-08-04,29.9,30.3,29.75,30.1,11106671.0
2020-08-05,30.25,30.35,29.55,29.75,20656442.0
2020-08-06,29.85,29.95,29.2,29.55,11951339.0
2020-08-07,30.2,30.45,29.25,29.5,19722874.0
2020-08-08,30.2,30.45,29.25,29.5,19722874.0
2020-08-09,30.2,30.45,29.25,29.5,19722874.0
2020-08-10,29.75,30.8,29.4,30.0,28490914.0
2020-08-11,31.3,33.0,31.3,32.95,56841654.0
2020-08-12,33.5,34.25,32.45,33.35,44788006.0
2020-08-13,33.3,33.5,32.05,32.65,14665472.0
2020-08-14,32.65,33.15,32.3,32.9,11999725.0
2020-08-15,32.65,33.15,32.3,32.9,11999725.0
2020-08-16,32.65,33.15,32.3,32.9,11999725.0
2020-08-17,33.2,33.2,32.55,32.75,12919752.0
2020-08-18,32.5,32.75,32.25,32.3,11499484.0
2020-08-19,32.35,32.75,32.15,32.15,6854858.0
2020-08-20,32.0,32.2,31.5,32.1,14496018.0
2020-08-21,32.3,34.4,32.0,34.2,31732129.0
2020-08-22,32.3,34.4,32.0,34.2,31732129.0
2020-08-23,32.3,34.4,32.0,34.2,31732129.0
2020-08-24,34.4,34.4,33.35,33.6,13476422.0
2020-08-25,33.95,35.15,33.4,34.35,27696489.0
2020-08-26,34.15,34.55,33.75,33.85,11229043.0
2020-08-27,34.3,34.3,33.0,33.3,14260180.0
2020-08-28,33.1,35.0,33.1,33.95,24237839.0
2020-08-29,33.1,35.0,33.1,33.95,24237839.0
2020-08-30,33.1,35.0,33.1,33.95,24237839.0
2020-08-31,34.1,35.55,34.1,34.2,17245159.0
2020-09-01,34.8,34.9,33.2,34.45,11007113.0
2020-09-02,33.95,34.3,33.35,33.6,15582662.0
2020-09-03,33.25,34.65,33.25,34.3,15722119.0
2020-09-04,33.6,33.8,33.0,33.5,20821396.0
2020-09-05,33.6,33.8,33.0,33.5,20821396.0
2020-09-06,33.6,33.8,33.0,33.5,20821396.0
2020-09-07,33.95,34.15,33.2,33.25,8156748.0
2020-09-08,33.75,33.75,32.25,32.5,11302036.0
2020-09-09,32.0,32.7,31.8,32.65,9857411.0
2020-09-10,32.7,32.95,32.15,32.3,13627240.0
2020-09-11,32.8,33.9,32.6,33.75,13483568.0
2020-09-12,32.8,33.9,32.6,33.75,13483568.0
2020-09-13,32.8,33.9,32.6,33.75,13483568.0
2020-09-14,33.8,34.0,33.15,33.65,10085105.0
2020-09-15,33.8,34.9,33.8,34.6,13712290.0
2020-09-16,34.95,34.95,34.1,34.3,8481367.0
2020-09-17,33.9,34.1,33.2,33.25,20068011.0
2020-09-18,33.3,33.35,33.0,33.15,15147239.0
2020-09-19,33.3,33.35,33.0,33.15,15147239.0
2020-09-20,33.3,33.35,33.0,33.15,15147239.0
2020-09-21,32.9,33.1,31.3,31.55,17582901.0
2020-09-22,30.85,31.0,30.35,30.75,16808851.0
2020-09-23,30.9,31.05,30.5,30.9,8549018.0
2020-09-24,30.75,30.8,30.0,30.3,11990902.0
2020-09-25,30.8,30.8,29.65,29.95,12183090.0
2020-09-26,30.8,30.8,29.65,29.95,12183090.0
2020-09-27,30.8,30.8,29.65,29.95,12183090.0
2020-09-28,30.0,30.35,29.55,30.05,9214636.0
2020-09-29,30.05,30.25,29.85,30.0,10194242.0
2020-09-30,30.05,30.35,29.7,29.85,10148940.0
2020-10-01,30.05,30.35,29.7,29.85,10148940.0
2020-10-02,30.05,30.35,29.7,29.85,10148940.0
2020-10-03,30.05,30.35,29.7,29.85,10148940.0
2020-10-04,30.05,30.35,29.7,29.85,10148940.0
2020-10-05,30.6,30.6,29.55,29.6,8607250.0
2020-10-06,29.5,30.25,29.5,30.0,5465990.0
2020-10-07,29.9,30.2,29.65,29.85,10896979.0
2020-10-08,29.65,29.65,28.55,29.0,13017750.0
2020-10-09,28.9,28.95,28.2,28.35,22607718.0
2020-10-10,28.9,28.95,28.2,28.35,22607718.0
2020-10-11,28.9,28.95,28.2,28.35,22607718.0
2020-10-12,28.1,28.45,27.75,28.35,23585403.0
2020-10-13,28.1,28.45,27.75,28.35,23585403.0
2020-10-14,28.5,28.5,27.3,27.35,30002618.0
2020-10-15,27.15,27.35,26.5,27.0,21251000.0
2020-10-16,26.9,27.5,26.9,27.3,10339059.0
2020-10-17,26.9,27.5,26.9,27.3,10339059.0
2020-10-18,26.9,27.5,26.9,27.3,10339059.0
2020-10-19,27.7,27.85,27.45,27.65,13946899.0
2020-10-20,27.7,27.95,27.55,27.9,8400986.0
2020-10-21,28.0,28.2,27.65,27.9,13126028.0
2020-10-22,28.15,29.7,28.0,29.35,29029640.0
2020-10-23,29.4,29.5,29.15,29.35,12339815.0
2020-10-24,29.4,29.5,29.15,29.35,12339815.0
2020-10-25,29.4,29.5,29.15,29.35,12339815.0
2020-10-26,29.4,29.5,29.15,29.35,12339815.0
2020-10-27,29.2,29.3,28.1,28.85,18998754.0
2020-10-28,28.8,28.95,28.4,28.55,9515975.0
2020-10-29,28.0,28.2,27.45,27.9,16047680.0
2020-10-30,27.5,27.95,27.0,27.15,17893327.0
2020-10-31,27.5,27.95,27.0,27.15,17893327.0
2020-11-01,27.5,27.95,27.0,27.15,17893327.0
2020-11-02,27.15,27.8,27.05,27.6,11340953.0
2020-11-03,27.7,28.65,27.5,28.45,15368006.0
2020-11-04,28.45,29.2,28.05,28.55,10321050.0
2020-11-05,28.85,29.6,28.85,29.4,12332190.0
2020-11-06,30.4,30.4,29.3,29.5,14095589.0
2020-11-07,30.4,30.4,29.3,29.5,14095589.0
2020-11-08,30.4,30.4,29.3,29.5,14095589.0
2020-11-09,30.0,31.1,29.8,30.5,21216522.0
2020-11-10,33.45,33.45,32.0,32.6,51207998.0
2020-11-11,33.0,33.95,32.2,33.35,45202546.0
2020-11-12,33.0,33.2,32.5,32.65,24864361.0
2020-11-13,32.45,33.1,31.85,32.85,23772724.0
2020-11-14,32.45,33.1,31.85,32.85,23772724.0
2020-11-15,32.45,33.1,31.85,32.85,23772724.0
2020-11-16,33.35,34.8,33.3,34.0,27260490.0
2020-11-17,34.25,34.25,33.45,34.1,11752191.0
2020-11-18,33.65,34.4,33.65,34.05,11701833.0
2020-11-19,34.05,34.2,33.55,34.05,34001432.0
2020-11-20,34.0,34.35,33.8,34.2,18428806.0
2020-11-21,34.0,34.35,33.8,34.2,18428806.0
2020-11-22,34.0,34.35,33.8,34.2,18428806.0
2020-11-23,33.95,34.15,32.25,32.95,23240489.0
2020-11-24,32.95,33.55,32.7,33.25,11970137.0
2020-11-25,33.75,34.0,33.2,33.5,9374388.0
2020-11-26,33.55,33.6,32.85,33.2,7385363.0
2020-11-27,33.05,33.5,32.85,33.1,6469827.0
2020-11-28,33.05,33.5,32.85,33.1,6469827.0
2020-11-29,33.05,33.5,32.85,33.1,6469827.0
2020-11-30,32.75,32.9,31.8,31.8,16482529.0
2020-12-01,32.35,33.45,32.25,32.6,12362943.0
2020-12-02,31.95,33.5,31.95,33.45,16140138.0
2020-12-03,33.65,34.4,33.35,34.0,15840585.0
2020-12-04,34.3,34.8,34.2,34.7,21263169.0
2020-12-05,34.3,34.8,34.2,34.7,21263169.0
2020-12-06,34.3,34.8,34.2,34.7,21263169.0
2020-12-07,35.0,35.0,34.25,34.7,12133228.0
2020-12-08,34.65,34.7,33.9,34.25,6681465.0
2020-12-09,34.4,34.8,33.9,34.6,14376728.0
2020-12-10,34.7,34.7,34.0,34.5,7419079.0
2020-12-11,34.2,34.65,33.9,34.4,14003835.0
2020-12-12,34.2,34.65,33.9,34.4,14003835.0
2020-12-13,34.2,34.65,33.9,34.4,14003835.0
2020-12-14,34.6,35.0,34.2,34.45,9318620.0
2020-12-15,34.45,34.5,33.6,34.05,16435194.0
2020-12-16,34.5,34.7,34.15,34.5,12168582.0
2020-12-17,34.65,34.85,34.3,34.65,10356914.0
2020-12-18,34.7,34.75,34.2,34.55,11585782.0
2020-12-19,34.7,34.75,34.2,34.55,11585782.0
2020-12-20,34.7,34.75,34.2,34.55,11585782.0
2020-12-21,34.5,34.7,34.2,34.5,8364587.0
2020-12-22,33.4,33.95,33.05,33.3,8585673.0
2020-12-23,33.55,33.55,32.6,33.05,5509914.0
2020-12-24,33.0,33.9,32.8,33.65,4293001.0
2020-12-25,33.0,33.9,32.8,33.65,4293001.0
2020-12-26,33.0,33.9,32.8,33.65,4293001.0
2020-12-27,33.0,33.9,32.8,33.65,4293001.0
2020-12-28,33.3,34.0,33.1,33.45,4857101.0
2020-12-29,33.3,33.6,33.0,33.4,3894536.0
2020-12-30,33.7,34.35,33.45,34.2,5380390.0
2020-12-31,34.25,34.5,33.65,34.05,4103851.0
2021-01-01,34.25,34.5,33.65,34.05,4103851.0
2021-01-02,34.25,34.5,33.65,34.05,4103851.0
2021-01-03,34.25,34.5,33.65,34.05,4103851.0
2021-01-04,34.2,34.4,33.6,33.95,6559638.0
2021-01-05,34.0,34.2,33.45,34.2,8106847.0
2021-01-06,34.05,34.25,33.45,33.75,4913505.0
2021-01-07,33.4,34.0,33.3,33.6,5173940.0
2021-01-08,33.3,33.5,32.85,33.0,14129586.0
2021-01-09,33.3,33.5,32.85,33.0,14129586.0
2021-01-10,33.3,33.5,32.85,33.0,14129586.0
2021-01-11,33.0,33.05,31.85,32.0,16531138.0
2021-01-12,31.7,31.8,31.25,31.7,12694938.0
2021-01-13,31.7,31.95,31.35,31.85,15229836.0
2021-01-14,31.85,32.15,31.05,31.25,10038103.0
2021-01-15,30.65,31.0,30.35,30.65,16807824.0
2021-01-16,30.65,31.0,30.35,30.65,16807824.0
2021-01-17,30.65,31.0,30.35,30.65,16807824.0
2021-01-18,30.35,30.85,29.8,30.65,17425498.0
2021-01-19,30.45,31.35,30.2,30.9,24896632.0
2021-01-20,31.0,32.3,31.0,31.65,15475578.0
2021-01-21,31.7,32.0,31.05,31.3,16931349.0
2021-01-22,31.0,31.15,30.2,30.65,15396950.0
2021-01-23,31.0,31.15,30.2,30.65,15396950.0
2021-01-24,31.0,31.15,30.2,30.65,15396950.0
2021-01-25,31.0,31.05,29.8,30.4,12820419.0
2021-01-26,30.4,31.05,30.25,30.7,12572366.0
2021-01-27,31.0,31.35,30.55,31.1,16086717.0
2021-01-28,31.0,31.45,30.6,31.2,23683244.0
2021-01-29,31.0,31.3,30.45,30.85,15880608.0
2021-01-30,31.0,31.3,30.45,30.85,15880608.0
2021-01-31,31.0,31.3,30.45,30.85,15880608.0
2021-02-01,31.0,31.5,30.55,30.85,13115553.0
2021-02-02,31.15,32.15,30.85,31.8,15746895.0
2021-02-03,32.0,32.0,31.4,31.7,14517048.0
2021-02-04,31.65,31.95,31.25,31.75,13632909.0
2021-02-05,31.55,33.8,31.55,33.05,40978514.0
2021-02-06,31.55,33.8,31.55,33.05,40978514.0
2021-02-07,31.55,33.8,31.55,33.05,40978514.0
2021-02-08,33.45,34.5,32.65,32.85,21241040.0
2021-02-09,33.0,34.15,32.95,33.95,16159714.0
2021-02-10,34.0,34.35,33.75,34.15,10138826.0
2021-02-11,34.15,34.15,33.55,33.9,4997712.0
2021-02-12,34.15,34.15,33.55,33.9,4997712.0
2021-02-13,34.15,34.15,33.55,33.9,4997712.0
2021-02-14,34.15,34.15,33.55,33.9,4997712.0
2021-02-15,34.15,34.15,33.55,33.9,4997712.0
2021-02-16,34.5,34.5,34.0,34.45,15261659.0
2021-02-17,34.75,36.35,34.45,36.15,22828332.0
2021-02-18,36.0,37.0,35.4,36.0,25166986.0
2021-02-19,35.5,36.0,35.15,35.45,16391369.0
2021-02-20,35.5,36.0,35.15,35.45,16391369.0
2021-02-21,35.5,36.0,35.15,35.45,16391369.0
2021-02-22,35.8,36.5,34.45,35.85,16083660.0
2021-02-23,36.0,40.0,36.0,38.55,58932594.0
2021-02-24,39.05,39.65,36.85,37.45,34155572.0
2021-02-25,37.9,38.65,37.4,37.8,17580614.0
2021-02-26,36.2,36.8,35.8,36.3,13416113.0
2021-02-27,36.2,36.8,35.8,36.3,13416113.0
2021-02-28,36.2,36.8,35.8,36.3,13416113.0
2021-03-01,36.95,37.25,36.15,36.65,11015983.0
2021-03-02,37.15,37.15,35.25,35.6,15328723.0
2021-03-03,36.35,38.15,36.3,37.55,20616461.0
2021-03-04,36.85,38.0,36.7,37.9,17503663.0
2021-03-05,36.8,37.5,36.35,37.1,22107927.0
2021-03-06,36.8,37.5,36.35,37.1,22107927.0
2021-03-07,36.8,37.5,36.35,37.1,22107927.0
2021-03-08,37.45,38.4,36.6,36.8,20448258.0
2021-03-09,37.4,39.1,36.85,38.0,21838931.0
2021-03-10,38.0,38.5,37.45,38.05,14932284.0
2021-03-11,38.2,39.15,37.9,38.15,10645162.0
2021-03-12,38.2,38.3,37.1,37.2,11418956.0
2021-03-13,38.2,38.3,37.1,37.2,11418956.0
2021-03-14,38.2,38.3,37.1,37.2,11418956.0
2021-03-15,37.05,38.55,36.9,38.5,14031426.0
2021-03-16,39.0,39.25,38.25,39.1,12425525.0
2021-03-17,39.3,40.55,38.25,39.25,14792604.0
2021-03-18,39.75,40.45,39.5,40.2,19447473.0
2021-03-19,39.75,39.95,39.0,39.5,19447727.0
2021-03-20,39.75,39.95,39.0,39.5,19447727.0
2021-03-21,39.75,39.95,39.0,39.5,19447727.0
2021-03-22,39.55,40.0,38.9,39.1,7638559.0
2021-03-23,39.6,39.6,38.1,38.8,13468972.0
2021-03-24,37.7,38.05,36.55,37.2,23159706.0
2021-03-25,36.6,38.15,36.55,37.95,9111606.0
2021-03-26,37.95,38.4,37.35,37.8,6569925.0
2021-03-27,37.95,38.4,37.35,37.8,6569925.0
2021-03-28,37.95,38.4,37.35,37.8,6569925.0
2021-03-29,37.8,38.6,37.5,38.05,11830424.0
2021-03-30,38.35,39.0,37.9,38.6,13748259.0
2021-03-31,39.0,39.2,38.3,38.85,11273008.0
2021-04-01,38.85,39.2,38.25,39.15,13257419.0
2021-04-02,38.85,39.2,38.25,39.15,13257419.0
2021-04-03,38.85,39.2,38.25,39.15,13257419.0
2021-04-04,38.85,39.2,38.25,39.15,13257419.0
2021-04-05,38.85,39.2,38.25,39.15,13257419.0
2021-04-06,38.85,39.2,38.25,39.15,13257419.0
2021-04-07,39.6,39.6,38.85,39.15,9726119.0
2021-04-08,39.0,39.1,38.3,38.3,17647677.0
2021-04-09,38.3,38.35,36.9,37.1,14808184.0
2021-04-10,38.3,38.35,36.9,37.1,14808184.0
2021-04-11,38.3,38.35,36.9,37.1,14808184.0
2021-04-12,37.05,37.1,35.9,36.45,14252486.0
2021-04-13,36.25,36.55,35.9,36.25,11971404.0
2021-04-14,36.3,37.1,36.2,36.85,8745048.0
2021-04-15,36.8,36.85,35.8,36.25,7708003.0
2021-04-16,36.4,36.7,36.0,36.3,7545773.0
2021-04-17,36.4,36.7,36.0,36.3,7545773.0
2021-04-18,36.4,36.7,36.0,36.3,7545773.0
2021-04-19,36.4,37.4,36.1,36.95,11012631.0
2021-04-20,36.95,37.85,36.8,37.75,16876798.0
2021-04-21,37.25,37.45,36.8,37.1,12190269.0
2021-04-22,37.0,37.5,36.95,37.15,11443242.0
2021-04-23,37.1,37.6,36.7,37.05,8569297.0
2021-04-24,37.1,37.6,36.7,37.05,8569297.0
2021-04-25,37.1,37.6,36.7,37.05,8569297.0
2021-04-26,37.05,38.05,37.05,37.6,8277678.0
2021-04-27,37.6,37.85,37.3,37.55,5124047.0
2021-04-28,37.55,37.8,37.0,37.7,9111767.0
2021-04-29,37.8,38.3,37.55,38.2,6895219.0
2021-04-30,37.9,37.9,36.7,36.9,9187048.0
2021-05-01,37.9,37.9,36.7,36.9,9187048.0
2021-05-02,37.9,37.9,36.7,36.9,9187048.0
2021-05-03,36.9,37.15,36.0,36.75,9599443.0
2021-05-04,36.5,36.95,36.4,36.95,5688827.0
2021-05-05,36.6,36.7,35.05,35.35,16861027.0
2021-05-06,35.3,35.5,33.8,34.6,26809833.0
2021-05-07,34.4,35.0,34.2,34.55,9127165.0
2021-05-08,34.4,35.0,34.2,34.55,9127165.0
2021-05-09,34.4,35.0,34.2,34.55,9127165.0
2021-05-10,34.85,35.0,34.0,34.95,9229144.0
2021-05-11,34.45,34.7,33.9,34.2,11955426.0
2021-05-12,34.2,34.3,33.05,34.1,9043666.0
2021-05-13,33.6,33.65,32.9,33.15,11247018.0
2021-05-14,33.55,33.7,32.95,33.15,8449925.0
2021-05-15,33.55,33.7,32.95,33.15,8449925.0
2021-05-16,33.55,33.7,32.95,33.15,8449925.0
2021-05-17,33.0,33.3,32.45,33.15,12607680.0
2021-05-18,32.9,33.8,32.9,33.45,8728708.0
2021-05-19,32.9,33.8,32.9,33.45,8728708.0
2021-05-20,33.3,33.45,32.5,33.25,15847849.0
2021-05-21,33.5,34.2,33.3,33.8,13807729.0
2021-05-22,33.5,34.2,33.3,33.8,13807729.0
2021-05-23,33.5,34.2,33.3,33.8,13807729.0
2021-05-24,33.8,33.8,33.05,33.4,5728362.0
2021-05-25,33.6,34.35,33.4,34.05,5858409.0
2021-05-26,34.05,35.55,34.05,35.35,13446186.0
2021-05-27,35.5,35.6,35.05,35.35,12607119.0
2021-05-28,35.45,35.95,35.4,35.55,10073127.0
2021-05-29,35.45,35.95,35.4,35.55,10073127.0
2021-05-30,35.45,35.95,35.4,35.55,10073127.0
2021-05-31,35.1,35.1,34.35,34.55,7402911.0
2021-06-01,34.6,35.45,34.2,35.3,10210630.0
2021-06-02,35.25,35.3,34.7,35.0,4549023.0
2021-06-03,35.0,35.6,34.25,34.55,5131316.0
2021-06-04,34.4,34.6,34.05,34.35,5482415.0
2021-06-05,34.4,34.6,34.05,34.35,5482415.0
2021-06-06,34.4,34.6,34.05,34.35,5482415.0
2021-06-07,34.1,34.1,32.8,33.7,12644317.0
2021-06-08,33.7,34.0,33.45,33.85,6331781.0
2021-06-09,33.85,34.25,33.75,33.95,4206985.0
2021-06-10,34.15,34.4,33.6,33.7,4446549.0
2021-06-11,33.65,34.15,33.5,33.95,5895186.0
2021-06-12,33.65,34.15,33.5,33.95,5895186.0
2021-06-13,33.65,34.15,33.5,33.95,5895186.0
2021-06-14,33.65,34.15,33.5,33.95,5895186.0
2021-06-15,33.8,33.85,33.15,33.65,6677265.0
2021-06-16,33.6,33.8,33.35,33.6,6944561.0
2021-06-17,33.5,34.05,33.45,33.85,8753771.0
2021-06-18,33.85,34.4,33.75,34.05,10785708.0
2021-06-19,33.85,34.4,33.75,34.05,10785708.0
2021-06-20,33.85,34.4,33.75,34.05,10785708.0
2021-06-21,33.65,34.85,33.65,34.75,8812358.0
2021-06-22,34.8,35.1,33.75,33.8,8547758.0
2021-06-23,33.9,33.9,33.3,33.5,12403270.0
2021-06-24,33.5,33.9,33.15,33.5,5823281.0
2021-06-25,33.5,33.75,32.8,33.05,10524175.0
2021-06-26,33.5,33.75,32.8,33.05,10524175.0
2021-06-27,33.5,33.75,32.8,33.05,10524175.0
2021-06-28,33.2,33.3,32.3,32.5,10382243.0
2021-06-29,32.2,32.35,31.85,32.0,10173828.0
2021-06-30,32.0,33.6,32.0,32.7,15984033.0
2021-07-01,32.0,33.6,32.0,32.7,15984033.0
2021-07-02,33.0,33.1,32.05,32.45,11696347.0
2021-07-03,33.0,33.1,32.05,32.45,11696347.0
2021-07-04,33.0,33.1,32.05,32.45,11696347.0
2021-07-05,32.15,32.8,32.15,32.6,6470887.0
2021-07-06,32.8,32.8,32.0,32.0,8892944.0
2021-07-07,31.8,31.85,31.5,31.75,9856871.0
2021-07-08,31.5,31.9,30.8,30.95,7462336.0
2021-07-09,31.3,31.8,30.85,30.85,7201421.0
2021-07-10,31.3,31.8,30.85,30.85,7201421.0
2021-07-11,31.3,31.8,30.85,30.85,7201421.0
2021-07-12,31.2,31.25,30.35,30.7,8439515.0
2021-07-13,31.0,31.4,30.6,31.15,9200627.0
2021-07-14,31.0,31.15,30.65,30.9,5130583.0
2021-07-15,30.95,31.1,30.45,30.95,4534718.0
2021-07-16,30.65,30.95,30.45,30.6,6222232.0
2021-07-17,30.65,30.95,30.45,30.6,6222232.0
2021-07-18,30.65,30.95,30.45,30.6,6222232.0
2021-07-19,30.5,30.55,29.8,30.1,6913576.0
2021-07-20,30.0,30.2,29.2,29.25,8004938.0
2021-07-21,29.55,30.0,29.0,29.4,5910777.0
2021-07-22,29.4,30.7,29.35,30.3,7462201.0
2021-07-23,30.55,30.65,29.25,29.45,8047663.0
2021-07-24,30.55,30.65,29.25,29.45,8047663.0
2021-07-25,30.55,30.65,29.25,29.45,8047663.0
2021-07-26,29.1,29.4,27.5,27.6,23431279.0
2021-07-27,27.65,27.95,26.45,26.95,22769238.0
2021-07-28,26.45,27.05,26.15,26.75,22718223.0
2021-07-29,27.35,27.35,26.05,26.8,36856184.0
2021-07-30,26.5,26.8,26.0,26.55,18807121.0
2021-07-31,26.5,26.8,26.0,26.55,18807121.0
2021-08-01,26.5,26.8,26.0,26.55,18807121.0
2021-08-02,26.45,26.5,25.6,26.25,21010316.0
2021-08-03,26.05,26.65,25.75,25.95,23336857.0
2021-08-04,25.8,26.15,24.55,25.25,26111752.0
2021-08-05,25.0,26.15,24.85,26.0,16483013.0
2021-08-06,26.0,26.3,25.2,26.1,8539360.0
2021-08-07,26.0,26.3,25.2,26.1,8539360.0
2021-08-08,26.0,26.3,25.2,26.1,8539360.0
2021-08-09,25.9,26.65,25.8,25.85,11370721.0
2021-08-10,26.0,26.35,25.55,26.2,5901539.0
2021-08-11,26.2,26.25,25.8,26.0,11039680.0
2021-08-12,26.0,26.6,25.85,26.0,8058273.0
2021-08-13,25.8,26.1,25.0,25.15,19912986.0
2021-08-14,25.8,26.1,25.0,25.15,19912986.0
2021-08-15,25.8,26.1,25.0,25.15,19912986.0
2021-08-16,25.05,25.45,25.0,25.1,9402071.0
2021-08-17,25.1,25.25,24.0,24.0,19190541.0
2021-08-18,23.6,24.2,23.6,24.2,14617397.0
2021-08-19,23.85,24.2,23.75,23.75,13136815.0
2021-08-20,23.5,23.7,22.25,22.35,22926586.0
2021-08-21,23.5,23.7,22.25,22.35,22926586.0
2021-08-22,23.5,23.7,22.25,22.35,22926586.0
2021-08-23,22.55,22.7,21.7,22.05,24757496.0
2021-08-24,22.45,24.1,22.4,24.1,20318871.0
2021-08-25,24.15,24.65,23.9,24.35,12539395.0
2021-08-26,24.35,24.95,24.25,24.65,10266038.0
2021-08-27,24.65,24.8,23.9,24.2,11684747.0
2021-08-28,24.65,24.8,23.9,24.2,11684747.0
2021-08-29,24.65,24.8,23.9,24.2,11684747.0
2021-08-30,24.2,25.3,23.95,25.2,14968852.0
2021-08-31,25.15,25.35,24.6,24.95,11295158.0
2021-09-01,25.5,26.05,25.35,25.4,9739931.0
2021-09-02,25.55,26.2,25.55,26.05,11154070.0
2021-09-03,25.75,26.05,25.35,25.6,9432158.0
2021-09-04,25.75,26.05,25.35,25.6,9432158.0
2021-09-05,25.75,26.05,25.35,25.6,9432158.0
2021-09-06,25.6,26.25,25.6,25.7,2978999.0
2021-09-07,25.8,26.5,25.55,26.3,7226643.0
2021-09-08,26.5,27.95,26.45,26.95,14960752.0
2021-09-09,27.15,27.3,26.4,26.65,10305853.0
2021-09-10,26.65,26.75,25.9,26.55,8574207.0
2021-09-11,26.65,26.75,25.9,26.55,8574207.0
2021-09-12,26.65,26.75,25.9,26.55,8574207.0
2021-09-13,26.1,26.1,24.6,25.1,14636560.0
2021-09-14,25.2,25.4,24.8,24.95,11192063.0
2021-09-15,21.25,21.25,16.8,16.84,208928540.0
2021-09-16,16.5,16.8,15.3,15.5,176234035.0
2021-09-17,15.06,15.42,14.64,15.06,112301450.0
2021-09-18,15.06,15.42,14.64,15.06,112301450.0
2021-09-19,15.06,15.42,14.64,15.06,112301450.0
2021-09-20,15.2,15.38,14.66,15.08,85592833.0
2021-09-21,14.98,15.92,14.92,15.68,62903077.0
2021-09-22,14.98,15.92,14.92,15.68,62903077.0
2021-09-23,15.94,16.34,15.74,16.18,51506142.0
2021-09-24,16.3,16.46,15.4,15.48,31929764.0
2021-09-25,16.3,16.46,15.4,15.48,31929764.0
2021-09-26,16.3,16.46,15.4,15.48,31929764.0
2021-09-27,15.0,15.24,14.7,14.86,40591487.0
2021-09-28,14.82,15.84,14.8,15.4,31477054.0
2021-09-29,15.2,15.82,15.18,15.8,15890869.0
2021-09-30,16.16,16.28,15.86,16.0,28385325.0
2021-10-01,16.16,16.28,15.86,16.0,28385325.0
2021-10-02,16.16,16.28,15.86,16.0,28385325.0
2021-10-03,16.16,16.28,15.86,16.0,28385325.0
2021-10-04,16.0,16.28,15.5,15.98,26139550.0
2021-10-05,15.88,15.96,15.26,15.48,13830912.0
2021-10-06,15.5,15.74,15.38,15.6,14073604.0
2021-10-07,15.8,16.06,15.52,16.06,13757436.0
2021-10-08,16.08,16.36,15.74,16.02,14751155.0
2021-10-09,16.08,16.36,15.74,16.02,14751155.0
2021-10-10,16.08,16.36,15.74,16.02,14751155.0
2021-10-11,16.1,16.5,16.04,16.06,14721916.0
2021-10-12,16.12,16.58,15.96,16.44,9743596.0
2021-10-13,16.12,16.58,15.96,16.44,9743596.0
2021-10-14,16.12,16.58,15.96,16.44,9743596.0
2021-10-15,16.5,16.86,16.12,16.7,24421877.0
2021-10-16,16.5,16.86,16.12,16.7,24421877.0
2021-10-17,16.5,16.86,16.12,16.7,24421877.0
2021-10-18,16.68,17.46,16.46,17.3,20392676.0
2021-10-19,17.5,17.62,16.8,17.12,17164520.0
2021-10-20,17.24,17.84,17.12,17.82,18991838.0
2021-10-21,17.8,18.12,17.32,17.56,22005088.0
2021-10-22,17.56,17.7,17.14,17.56,12581681.0
2021-10-23,17.56,17.7,17.14,17.56,12581681.0
2021-10-24,17.56,17.7,17.14,17.56,12581681.0
2021-10-25,17.38,17.44,16.92,17.18,11248568.0
2021-10-26,17.34,18.04,17.24,17.96,19121405.0
2021-10-27,17.8,18.18,17.66,17.88,12468707.0
2021-10-28,17.88,18.16,17.78,18.04,12246766.0
2021-10-29,18.1,18.38,17.68,17.78,12821614.0
2021-10-30,18.1,18.38,17.68,17.78,12821614.0
2021-10-31,18.1,18.38,17.68,17.78,12821614.0
2021-11-01,17.56,17.86,17.38,17.42,12885400.0
2021-11-02,17.82,17.86,17.22,17.68,12797669.0
2021-11-03,17.68,17.9,17.34,17.7,10661943.0
2021-11-04,17.7,17.74,17.08,17.22,13761590.0
2021-11-05,17.02,17.26,16.64,17.12,12705314.0
2021-11-06,17.02,17.26,16.64,17.12,12705314.0
2021-11-07,17.02,17.26,16.64,17.12,12705314.0
2021-11-08,17.7,18.76,17.62,18.44,35207438.0
2021-11-09,18.44,18.52,17.9,18.1,11895062.0
2021-11-10,17.98,18.08,17.6,17.92,11991879.0
2021-11-11,17.86,18.18,17.68,18.16,12358180.0
2021-11-12,18.22,18.54,17.96,18.14,11290230.0
2021-11-13,18.22,18.54,17.96,18.14,11290230.0
2021-11-14,18.22,18.54,17.96,18.14,11290230.0
