,BKH US Equity,BKH US Equity,BKH US Equity,BKH US Equity,BKH US Equity
2023-08-13,56.5053,56.5173,55.9651,56.0905,428492.0
2023-08-14,55.9554,55.9554,54.7977,54.9232,573827.0
2023-08-15,54.6723,54.8748,53.9391,53.9584,373913.0
2023-08-16,54.1803,54.5083,53.9295,54.4118,417728.0
2023-08-17,54.5436,54.9825,54.085,54.1533,326384.0
2023-08-18,54.1826,54.5241,53.8509,53.8802,422915.0
2023-08-19,54.1826,54.5241,53.8509,53.8802,422915.0
2023-08-20,54.1826,54.5241,53.8509,53.8802,422915.0
2023-08-21,53.7046,53.8314,52.5632,53.5778,529667.0
2023-08-22,53.49,54.3777,53.3826,54.3289,411776.0
2023-08-23,54.6509,54.6989,53.8948,54.2411,499567.0
2023-08-24,53.8704,54.9728,53.7534,53.9582,414610.0
2023-08-25,54.2411,54.6899,53.806,54.046,295582.0
2023-08-26,54.2411,54.6899,53.806,54.046,295582.0
2023-08-27,54.2411,54.6899,53.806,54.046,295582.0
2023-08-28,54.1631,54.8948,54.046,54.1241,292030.0
2023-08-29,54.2802,54.5143,53.9192,54.3582,280358.0
2023-08-30,54.3582,54.6801,54.046,54.2411,293597.0
2023-08-31,54.5436,54.5436,53.5509,53.6558,334576.0
2023-09-01,53.9972,54.1007,52.9339,53.4022,317946.0
2023-09-02,53.9972,54.1007,52.9339,53.4022,317946.0
2023-09-03,53.9972,54.1007,52.9339,53.4022,317946.0
2023-09-04,53.9972,54.1007,52.9339,53.4022,317946.0
2023-09-05,53.1973,53.4217,52.2826,52.3193,510229.0
2023-09-06,52.3193,52.4851,51.9583,52.1925,367250.0
2023-09-07,52.5632,52.9339,52.3095,52.4364,380991.0
2023-09-08,52.5827,52.9339,52.2315,52.7876,469336.0
2023-09-09,52.5827,52.9339,52.2315,52.7876,469336.0
2023-09-10,52.5827,52.9339,52.2315,52.7876,469336.0
2023-09-11,52.7778,53.5973,52.7778,53.0997,398968.0
2023-09-12,53.168,53.607,52.8071,53.5485,320048.0
2023-09-13,53.646,54.2411,53.5387,53.968,337201.0
2023-09-14,54.3875,54.8899,54.3046,54.4265,333056.0
2023-09-15,54.3094,54.8118,53.8802,54.0558,1167734.0
2023-09-16,54.3094,54.8118,53.8802,54.0558,1167734.0
2023-09-17,54.3094,54.8118,53.8802,54.0558,1167734.0
2023-09-18,54.1046,54.168,53.5192,53.7729,242831.0
2023-09-19,53.8314,54.0704,53.3339,53.3534,512189.0
2023-09-20,53.6168,53.8704,53.2948,53.3046,320489.0
2023-09-21,53.0997,53.4119,52.7485,52.7485,286929.0
2023-09-22,52.4364,52.7144,52.2315,52.3583,270639.0
2023-09-23,52.4364,52.7144,52.2315,52.3583,270639.0
2023-09-24,52.4364,52.7144,52.2315,52.3583,270639.0
2023-09-25,52.212,52.4656,51.851,52.4559,332079.0
2023-09-26,52.0461,52.2754,50.6803,50.7584,353922.0
2023-09-27,50.7584,51.0315,50.0755,50.3584,433511.0
2023-09-28,50.573,50.6072,49.0902,49.3146,468312.0
2023-09-29,49.8219,50.2121,48.9731,49.3536,458974.0
2023-09-30,49.8219,50.2121,48.9731,49.3536,458974.0
2023-10-01,49.8219,50.2121,48.9731,49.3536,458974.0
2023-10-02,49.1487,49.1487,46.4854,46.7586,771297.0
2023-10-03,46.3001,46.944,45.2953,46.8464,1355614.0
2023-10-04,46.9927,47.1683,46.2415,46.9635,835215.0
2023-10-05,46.8757,47.3439,46.3781,47.1488,684829.0
2023-10-06,46.6025,47.3239,45.466,47.1976,744498.0
2023-10-07,46.6025,47.3239,45.466,47.1976,744498.0
2023-10-08,46.6025,47.3239,45.466,47.1976,744498.0
2023-10-09,47.1196,48.0756,47.1196,48.0658,756325.0
2023-10-10,48.3,48.778,48.1732,48.7585,487867.0
2023-10-11,49.0609,49.6267,48.7292,49.4804,667491.0
2023-10-12,49.3243,49.5975,48.1341,48.5341,537367.0
2023-10-13,49.1097,49.3829,48.7634,49.3829,580196.0
2023-10-14,49.1097,49.3829,48.7634,49.3829,580196.0
2023-10-15,49.1097,49.3829,48.7634,49.3829,580196.0
2023-10-16,49.5097,50.6901,49.2072,50.5828,668819.0
2023-10-17,50.1243,50.6023,49.8511,50.1438,680318.0
2023-10-18,49.9389,50.0609,48.8853,48.9243,579103.0
2023-10-19,48.6512,49.5292,48.4853,48.856,700793.0
2023-10-20,49.0414,49.295,47.539,47.7049,1086806.0
2023-10-21,49.0414,49.295,47.539,47.7049,1086806.0
2023-10-22,49.0414,49.295,47.539,47.7049,1086806.0
2023-10-23,47.5,47.9293,46.9635,46.983,683569.0
2023-10-24,47.5488,47.7244,46.9098,47.0513,607465.0
2023-10-25,46.8269,47.2415,46.4269,47.2171,681451.0
2023-10-26,47.4415,48.2902,47.3634,47.8317,355742.0
2023-10-27,47.5488,47.8415,46.877,47.1196,407690.0
2023-10-28,47.5488,47.8415,46.877,47.1196,407690.0
2023-10-29,47.5488,47.8415,46.877,47.1196,407690.0
2023-10-30,47.2756,47.9893,46.5684,46.8854,787606.0
2023-10-31,47.1878,47.6561,46.6025,47.1683,631678.0
2023-11-01,47.2464,47.5976,46.3293,47.2561,572703.0
2023-11-02,48.0756,49.2463,47.6171,48.6902,1159212.0
2023-11-03,49.4902,50.6706,49.4902,50.2609,646059.0
2023-11-04,49.4902,50.6706,49.4902,50.2609,646059.0
2023-11-05,49.4902,50.6706,49.4902,50.2609,646059.0
2023-11-06,50.1145,50.534,50.1048,50.2218,519846.0
2023-11-07,50.0853,50.1731,49.6072,49.8414,387428.0
2023-11-08,49.7536,49.7536,48.4073,48.6024,330535.0
2023-11-09,48.6512,49.1273,47.1781,47.2561,863602.0
2023-11-10,47.5586,48.1205,47.1391,47.939,574440.0
2023-11-11,47.5586,48.1205,47.1391,47.939,574440.0
2023-11-12,47.5586,48.1205,47.1391,47.939,574440.0
2023-11-13,47.8024,47.9488,47.0903,47.1098,345143.0
2023-11-14,48.3488,49.9097,48.2658,49.8901,560710.0
2023-11-15,49.7145,51.1096,49.7145,51.0218,861195.0
2023-11-16,51.3032,51.3674,50.4442,50.454,460468.0
2023-11-17,50.8885,51.0662,50.3948,51.0168,453592.0
2023-11-18,50.8885,51.0662,50.3948,51.0168,453592.0
2023-11-19,50.8885,51.0662,50.3948,51.0168,453592.0
2023-11-20,50.5725,50.6021,49.6148,50.069,374497.0
2023-11-21,50.533,50.9379,50.0838,50.2664,464491.0
2023-11-22,50.5725,50.6708,50.0127,50.5429,544813.0
2023-11-23,50.5725,50.6708,50.0127,50.5429,544813.0
2023-11-24,50.612,50.8286,50.459,50.612,117243.0
2023-11-25,50.612,50.8286,50.459,50.612,117243.0
2023-11-26,50.612,50.8286,50.459,50.612,117243.0
2023-11-27,50.6021,50.6614,50.0199,50.4837,354945.0
2023-11-28,50.4244,51.1748,50.0196,50.9082,341153.0
2023-11-29,51.1847,51.5303,50.3751,50.5923,580505.0
2023-11-30,50.691,51.0662,50.143,50.9379,664021.0
2023-12-01,50.8885,52.8188,50.8885,52.7842,736228.0
2023-12-02,50.8885,52.8188,50.8885,52.7842,736228.0
2023-12-03,50.8885,52.8188,50.8885,52.7842,736228.0
2023-12-04,52.3794,53.2483,52.33,52.7941,406450.0
2023-12-05,52.7447,52.8237,52.0141,52.7546,409630.0
2023-12-06,53.2187,53.7321,52.7546,53.1693,386112.0
2023-12-07,53.2088,53.568,52.878,53.3964,377554.0
2023-12-08,53.3569,53.5692,52.9126,53.4161,267128.0
2023-12-09,53.3569,53.5692,52.9126,53.4161,267128.0
2023-12-10,53.3569,53.5692,52.9126,53.4161,267128.0
2023-12-11,53.0607,53.5938,52.8632,53.2483,348808.0
2023-12-12,53.2581,53.3569,52.6361,53.1298,274422.0
2023-12-13,53.2285,55.5784,52.8464,55.302,572249.0
2023-12-14,55.9339,56.4374,54.9268,55.0058,522168.0
2023-12-15,54.986,55.0848,53.5692,53.9295,1378292.0
2023-12-16,54.986,55.0848,53.5692,53.9295,1378292.0
2023-12-17,54.986,55.0848,53.5692,53.9295,1378292.0
2023-12-18,54.2455,54.2788,53.6235,53.742,281918.0
2023-12-19,54.0579,54.6798,53.8604,54.4528,448534.0
2023-12-20,54.4627,54.828,53.3766,53.4754,601811.0
2023-12-21,53.6333,53.8407,52.725,53.2384,589782.0
2023-12-22,53.8209,54.5487,53.2581,53.6333,462664.0
2023-12-23,53.8209,54.5487,53.2581,53.6333,462664.0
2023-12-24,53.8209,54.5487,53.2581,53.6333,462664.0
2023-12-25,53.8209,54.5487,53.2581,53.6333,462664.0
2023-12-26,53.6728,53.9592,53.5445,53.5642,274993.0
2023-12-27,53.5149,53.6136,52.8089,52.9619,386488.0
2023-12-28,52.7052,53.6531,52.7052,53.6235,390186.0
2023-12-29,53.3569,53.5149,53.0014,53.268,286786.0
2023-12-30,53.3569,53.5149,53.0014,53.268,286786.0
2023-12-31,53.3569,53.5149,53.0014,53.268,286786.0
2024-01-01,53.3569,53.5149,53.0014,53.268,286786.0
2024-01-02,52.9916,54.6799,52.9916,54.5022,343121.0
2024-01-03,54.206,54.7886,53.742,54.443,446732.0
2024-01-04,54.5615,54.7589,54.0875,54.2751,359859.0
2024-01-05,53.9888,54.828,53.8604,54.5121,258993.0
2024-01-06,53.9888,54.828,53.8604,54.5121,258993.0
2024-01-07,53.9888,54.828,53.8604,54.5121,258993.0
2024-01-08,54.3047,55.3513,54.285,55.3316,355349.0
2024-01-09,54.8972,55.1835,54.522,54.7589,415920.0
2024-01-10,54.6799,54.8774,54.443,54.6108,272803.0
2024-01-11,54.3047,54.3047,52.8731,53.2581,330351.0
2024-01-12,53.8999,54.0283,52.7743,52.8138,391288.0
2024-01-13,53.8999,54.0283,52.7743,52.8138,391288.0
2024-01-14,53.8999,54.0283,52.7743,52.8138,391288.0
2024-01-15,53.8999,54.0283,52.7743,52.8138,391288.0
2024-01-16,52.4979,52.5769,50.8194,50.928,777083.0
2024-01-17,50.4935,51.3377,50.1578,50.691,472422.0
2024-01-18,50.3849,50.4836,49.6543,49.7431,447529.0
2024-01-19,49.8123,50.0887,49.1805,49.595,357695.0
2024-01-20,49.8123,50.0887,49.1805,49.595,357695.0
2024-01-21,49.8123,50.0887,49.1805,49.595,357695.0
2024-01-22,49.99,50.3652,49.595,49.9604,595821.0
2024-01-23,50.2961,50.5627,49.5901,50.5429,637209.0
2024-01-24,51.2143,51.2143,49.2396,49.4272,2102851.0
2024-01-25,50.3948,50.4738,49.7135,50.3553,637010.0
2024-01-26,50.5133,50.783,50.1578,50.1578,366087.0
2024-01-27,50.5133,50.783,50.1578,50.1578,366087.0
2024-01-28,50.5133,50.783,50.1578,50.1578,366087.0
2024-01-29,50.3849,51.4773,49.9999,51.2933,442620.0
2024-01-30,51.0267,51.7672,50.7108,51.4908,445770.0
2024-01-31,51.787,52.0903,50.849,51.1057,884807.0
2024-02-01,50.9872,51.8956,50.7503,51.8857,440644.0
2024-02-02,51.1156,51.1886,50.1282,50.533,589125.0
2024-02-03,51.1156,51.1886,50.1282,50.533,589125.0
2024-02-04,51.1156,51.1886,50.1282,50.533,589125.0
2024-02-05,49.8616,49.8616,49.0224,49.0421,639748.0
2024-02-06,49.1211,49.5851,48.8397,49.2791,514501.0
2024-02-07,49.3976,49.4963,48.7114,48.9928,579971.0
2024-02-08,49.5161,50.6021,48.8772,50.6021,1699393.0
2024-02-09,50.3652,51.1452,50.2763,50.9675,781375.0
2024-02-10,50.3652,51.1452,50.2763,50.9675,781375.0
2024-02-11,50.3652,51.1452,50.2763,50.9675,781375.0
2024-02-12,51.1353,52.1622,50.9477,52.1523,729832.0
2024-02-13,51.2637,51.5105,49.869,50.3356,720497.0
2024-02-14,50.6515,51.0366,50.1381,50.77,461217.0
2024-02-15,51.11,52.49,51.02,52.36,495899.0
2024-02-16,51.97,52.575,51.67,52.08,554788.0
2024-02-17,51.97,52.575,51.67,52.08,554788.0
2024-02-18,51.97,52.575,51.67,52.08,554788.0
2024-02-19,51.97,52.575,51.67,52.08,554788.0
2024-02-20,51.91,53.0,51.863,52.26,575092.0
2024-02-21,52.5,53.0,52.28,52.92,490146.0
2024-02-22,52.2,52.3278,51.49,52.2,504976.0
2024-02-23,52.15,52.7,52.0,52.32,287787.0
2024-02-24,52.15,52.7,52.0,52.32,287787.0
2024-02-25,52.15,52.7,52.0,52.32,287787.0
2024-02-26,52.05,52.05,51.18,51.59,470446.0
2024-02-27,51.89,52.415,51.8,52.41,373302.0
2024-02-28,52.17,52.735,51.84,51.9,509997.0
2024-02-29,52.37,52.5,51.68,52.03,562296.0
2024-03-01,51.9,51.92,51.07,51.43,595116.0
2024-03-02,51.9,51.92,51.07,51.43,595116.0
2024-03-03,51.9,51.92,51.07,51.43,595116.0
2024-03-04,51.19,52.48,51.19,52.39,345729.0
2024-03-05,52.62,53.3,52.065,52.26,353368.0
2024-03-06,52.71,52.93,52.12,52.32,452611.0
2024-03-07,52.86,53.28,52.81,53.06,308225.0
2024-03-08,53.38,53.89,53.09,53.84,383489.0
2024-03-09,53.38,53.89,53.09,53.84,383489.0
2024-03-10,53.38,53.89,53.09,53.84,383489.0
2024-03-11,53.85,54.45,53.39,54.0,457005.0
2024-03-12,53.62,54.1245,52.93,53.37,360273.0
2024-03-13,53.62,54.35,52.71,52.74,556448.0
2024-03-14,52.49,52.78,51.54,52.36,895730.0
2024-03-15,51.81,52.83,51.81,52.12,1577176.0
2024-03-16,51.81,52.83,51.81,52.12,1577176.0
2024-03-17,51.81,52.83,51.81,52.12,1577176.0
2024-03-18,52.02,52.235,51.515,51.73,710608.0
2024-03-19,51.86,52.52,51.86,52.03,1133003.0
2024-03-20,51.89,52.29,51.81,52.2,677348.0
2024-03-21,52.2,52.76,51.885,52.04,662749.0
2024-03-22,52.5,52.52,52.2,52.25,437123.0
2024-03-23,52.5,52.52,52.2,52.25,437123.0
2024-03-24,52.5,52.52,52.2,52.25,437123.0
2024-03-25,52.49,52.84,52.11,52.83,533408.0
2024-03-26,53.03,53.03,52.05,52.22,452275.0
2024-03-27,52.54,54.09,52.54,54.04,531784.0
2024-03-28,54.09,54.63,54.03,54.6,680697.0
2024-03-29,54.09,54.63,54.03,54.6,680697.0
2024-03-30,54.09,54.63,54.03,54.6,680697.0
2024-03-31,54.09,54.63,54.03,54.6,680697.0
2024-04-01,54.65,54.75,53.65,53.84,347372.0
2024-04-02,53.52,54.3,53.52,54.22,532934.0
2024-04-03,54.1,54.31,53.72,54.04,569965.0
2024-04-04,54.56,54.59,53.52,54.01,292805.0
2024-04-05,53.56,53.93,53.13,53.74,410950.0
2024-04-06,53.56,53.93,53.13,53.74,410950.0
2024-04-07,53.56,53.93,53.13,53.74,410950.0
2024-04-08,53.93,54.56,53.855,54.5,523074.0
