,BURL US Equity,BURL US Equity,BURL US Equity,BURL US Equity,BURL US Equity
2024-01-09,192.8,197.69,191.86,196.69,671666.0
2024-01-10,196.97,198.61,195.05,196.9,661042.0
2024-01-11,196.22,196.6,192.57,194.95,810241.0
2024-01-12,195.9,197.975,191.74,191.76,745026.0
2024-01-13,195.9,197.975,191.74,191.76,745026.0
2024-01-14,195.9,197.975,191.74,191.76,745026.0
2024-01-15,195.9,197.975,191.74,191.76,745026.0
2024-01-16,190.47,193.4,189.3626,193.37,655656.0
2024-01-17,197.03,197.67,192.61,195.97,1208456.0
2024-01-18,196.13,197.765,193.74,195.71,790082.0
2024-01-19,196.12,197.31,193.17,194.8,946991.0
2024-01-20,196.12,197.31,193.17,194.8,946991.0
2024-01-21,196.12,197.31,193.17,194.8,946991.0
2024-01-22,195.43,196.98,194.125,195.78,1039811.0
2024-01-23,198.4,200.56,192.9,194.86,913421.0
2024-01-24,196.36,196.4,190.6,190.83,905792.0
2024-01-25,192.76,197.205,192.535,197.05,766061.0
2024-01-26,197.74,198.82,195.505,198.02,656532.0
2024-01-27,197.74,198.82,195.505,198.02,656532.0
2024-01-28,197.74,198.82,195.505,198.02,656532.0
2024-01-29,198.68,199.94,196.855,198.4,779317.0
2024-01-30,197.11,197.73,194.71,197.11,564198.0
2024-01-31,196.93,197.22,190.17,191.15,834563.0
2024-02-01,191.78,197.37,191.78,197.32,715661.0
2024-02-02,195.37,198.185,192.43,196.73,627548.0
2024-02-03,195.37,198.185,192.43,196.73,627548.0
2024-02-04,195.37,198.185,192.43,196.73,627548.0
2024-02-05,193.52,194.85,191.03,193.61,920622.0
2024-02-06,193.25,195.405,192.26,194.12,555065.0
2024-02-07,194.53,197.18,193.34,194.14,704497.0
2024-02-08,196.05,200.39,195.85,199.95,979557.0
2024-02-09,198.98,201.11,196.385,197.67,725186.0
2024-02-10,198.98,201.11,196.385,197.67,725186.0
2024-02-11,198.98,201.11,196.385,197.67,725186.0
2024-02-12,198.36,200.0,196.38,197.82,480535.0
2024-02-13,192.16,195.44,189.4,194.05,676570.0
2024-02-14,197.13,198.31,192.16,195.21,725047.0
2024-02-15,196.76,197.76,195.45,197.21,462643.0
2024-02-16,196.09,198.61,195.09,195.17,523296.0
2024-02-17,196.09,198.61,195.09,195.17,523296.0
2024-02-18,196.09,198.61,195.09,195.17,523296.0
2024-02-19,196.09,198.61,195.09,195.17,523296.0
2024-02-20,194.37,196.85,193.105,193.73,653646.0
2024-02-21,193.76,196.605,192.78,193.81,662156.0
2024-02-22,195.0,202.3,194.81,202.25,833204.0
2024-02-23,201.65,203.44,199.23,199.4,582745.0
2024-02-24,201.65,203.44,199.23,199.4,582745.0
2024-02-25,201.65,203.44,199.23,199.4,582745.0
2024-02-26,202.73,206.785,201.97,206.16,1129895.0
2024-02-27,206.42,209.98,204.28,206.75,768895.0
2024-02-28,205.99,206.78,204.0,205.4,748229.0
2024-02-29,205.59,206.99,203.02,205.1,749948.0
2024-03-01,205.37,208.95,205.0,205.76,682348.0
2024-03-02,205.37,208.95,205.0,205.76,682348.0
2024-03-03,205.37,208.95,205.0,205.76,682348.0
2024-03-04,205.79,208.85,203.715,208.41,891498.0
2024-03-05,207.26,212.36,207.01,212.11,919852.0
2024-03-06,212.94,213.675,204.01,205.86,1954004.0
2024-03-07,221.976,227.495,216.102,221.26,2747008.0
2024-03-08,223.6,223.6,213.2,216.25,1129483.0
2024-03-09,223.6,223.6,213.2,216.25,1129483.0
2024-03-10,223.6,223.6,213.2,216.25,1129483.0
2024-03-11,216.63,218.98,213.32,214.54,825577.0
2024-03-12,215.02,220.54,215.02,219.52,733406.0
2024-03-13,217.98,221.82,217.28,221.09,567513.0
2024-03-14,221.0,222.2482,216.64,218.46,705838.0
2024-03-15,217.72,220.33,217.25,218.03,1017019.0
2024-03-16,217.72,220.33,217.25,218.03,1017019.0
2024-03-17,217.72,220.33,217.25,218.03,1017019.0
2024-03-18,218.87,222.245,216.15,219.61,1070754.0
2024-03-19,218.7,225.04,218.7,224.57,739088.0
2024-03-20,223.38,228.38,222.71,228.25,1171649.0
2024-03-21,228.25,230.0713,225.86,227.32,799929.0
2024-03-22,226.2,227.12,224.78,226.67,612642.0
2024-03-23,226.2,227.12,224.78,226.67,612642.0
2024-03-24,226.2,227.12,224.78,226.67,612642.0
2024-03-25,226.29,231.57,226.29,227.61,766694.0
2024-03-26,227.82,229.11,224.52,224.8,707814.0
2024-03-27,227.0,230.68,226.24,230.62,676152.0
2024-03-28,230.65,232.69,230.28,232.19,782423.0
2024-03-29,230.65,232.69,230.28,232.19,782423.0
2024-03-30,230.65,232.69,230.28,232.19,782423.0
2024-03-31,230.65,232.69,230.28,232.19,782423.0
2024-04-01,231.56,232.34,227.73,228.73,1086390.0
2024-04-02,225.0,225.715,219.852,221.75,1091802.0
2024-04-03,220.75,221.29,211.53,211.95,1150121.0
2024-04-04,213.98,214.25,202.15,202.44,2213440.0
2024-04-05,202.2,203.1,199.83,199.91,1082984.0
2024-04-06,202.2,203.1,199.83,199.91,1082984.0
2024-04-07,202.2,203.1,199.83,199.91,1082984.0
2024-04-08,200.41,202.38,198.43,200.51,700212.0
