,USNA US Equity,USNA US Equity,USNA US Equity,USNA US Equity,USNA US Equity
2021-09-17,86.28,88.92,85.1701,88.92,242458.0
2021-09-18,86.28,88.92,85.1701,88.92,242458.0
2021-09-19,86.28,88.92,85.1701,88.92,242458.0
2021-09-20,87.7,88.89,87.3382,88.05,88133.0
2021-09-21,88.54,88.71,86.86,87.4,94443.0
2021-09-22,88.18,89.66,87.4272,88.41,60919.0
2021-09-23,88.86,90.02,88.59,89.03,63308.0
2021-09-24,88.83,90.505,88.04,89.93,83752.0
2021-09-25,88.83,90.505,88.04,89.93,83752.0
2021-09-26,88.83,90.505,88.04,89.93,83752.0
2021-09-27,89.66,92.25,89.66,91.47,105767.0
2021-09-28,91.45,92.48,90.89,91.26,84794.0
2021-09-29,91.22,92.49,91.0,91.72,54250.0
2021-09-30,91.58,92.96,90.93,92.2,144479.0
2021-10-01,92.5,95.0,92.5,93.58,86624.0
2021-10-02,92.5,95.0,92.5,93.58,86624.0
2021-10-03,92.5,95.0,92.5,93.58,86624.0
2021-10-04,93.45,95.22,93.0,94.54,90802.0
2021-10-05,95.1,97.22,95.1,95.77,92399.0
2021-10-06,95.21,96.05,94.08,95.04,93452.0
2021-10-07,95.2,96.98,95.15,96.28,88637.0
2021-10-08,96.42,96.42,95.56,95.71,68223.0
2021-10-09,96.42,96.42,95.56,95.71,68223.0
2021-10-10,96.42,96.42,95.56,95.71,68223.0
2021-10-11,95.75,96.79,95.5,96.08,55375.0
2021-10-12,96.72,97.32,96.06,96.83,38876.0
2021-10-13,97.0,97.52,96.44,97.18,45104.0
2021-10-14,98.0,98.25,97.4,98.16,52149.0
2021-10-15,99.14,100.31,98.13,99.08,96913.0
2021-10-16,99.14,100.31,98.13,99.08,96913.0
2021-10-17,99.14,100.31,98.13,99.08,96913.0
2021-10-18,98.91,99.62,98.5,99.34,57122.0
2021-10-19,99.49,99.49,98.23,99.0,47830.0
2021-10-20,99.09,100.0,98.43,99.59,54325.0
2021-10-21,99.42,101.05,99.42,100.32,76879.0
2021-10-22,100.4,101.5,99.83,99.84,52211.0
2021-10-23,100.4,101.5,99.83,99.84,52211.0
2021-10-24,100.4,101.5,99.83,99.84,52211.0
2021-10-25,99.92,101.35,99.35,100.51,45285.0
2021-10-26,100.78,101.0,99.655,99.73,81738.0
2021-10-27,99.32,99.83,92.195,92.48,118268.0
2021-10-28,92.55,97.2,92.55,94.7,136013.0
2021-10-29,94.7,97.66,94.7,97.06,82731.0
2021-10-30,94.7,97.66,94.7,97.06,82731.0
2021-10-31,94.7,97.66,94.7,97.06,82731.0
2021-11-01,97.31,99.12,97.31,98.76,81778.0
2021-11-02,98.45,100.5,97.36,99.8,115112.0
2021-11-03,99.27,101.97,98.55,101.65,86448.0
2021-11-04,101.54,102.87,100.72,102.49,78152.0
2021-11-05,102.88,103.8,102.03,102.32,72471.0
2021-11-06,102.88,103.8,102.03,102.32,72471.0
2021-11-07,102.88,103.8,102.03,102.32,72471.0
2021-11-08,102.32,102.39,100.57,101.12,59985.0
2021-11-09,100.78,101.68,99.82,100.52,58284.0
2021-11-10,99.98,101.095,98.91,100.28,66037.0
2021-11-11,100.47,101.2451,99.58,100.58,48946.0
2021-11-12,100.54,101.93,99.55,100.92,54416.0
2021-11-13,100.54,101.93,99.55,100.92,54416.0
2021-11-14,100.54,101.93,99.55,100.92,54416.0
2021-11-15,100.8,102.155,100.22,101.69,91026.0
2021-11-16,101.61,103.88,101.6,103.74,91112.0
2021-11-17,103.49,103.95,102.73,102.82,99319.0
2021-11-18,102.76,103.0,100.835,102.07,85825.0
2021-11-19,101.77,103.82,101.5,102.2,58127.0
2021-11-20,101.77,103.82,101.5,102.2,58127.0
2021-11-21,101.77,103.82,101.5,102.2,58127.0
2021-11-22,102.18,102.9,100.52,101.16,67513.0
2021-11-23,100.74,102.77,100.23,102.23,58249.0
2021-11-24,101.8,102.19,100.8,101.8,43919.0
2021-11-25,101.8,102.19,100.8,101.8,43919.0
2021-11-26,100.3,101.0,98.72,99.46,73913.0
2021-11-27,100.3,101.0,98.72,99.46,73913.0
2021-11-28,100.3,101.0,98.72,99.46,73913.0
2021-11-29,100.26,100.57,98.97,100.0,63309.0
2021-11-30,99.36,100.605,97.88,99.72,123775.0
2021-12-01,100.97,100.97,99.0,99.01,71190.0
2021-12-02,99.2,100.93,99.125,100.0,67323.0
2021-12-03,100.64,100.64,98.94,100.44,50945.0
2021-12-04,100.64,100.64,98.94,100.44,50945.0
2021-12-05,100.64,100.64,98.94,100.44,50945.0
2021-12-06,101.21,102.9,100.92,101.05,57291.0
2021-12-07,101.48,102.405,100.34,100.55,51967.0
2021-12-08,100.5,101.17,99.58,100.93,88694.0
2021-12-09,100.3,101.11,99.78,100.63,68636.0
2021-12-10,100.25,101.69,100.0,101.13,47507.0
2021-12-11,100.25,101.69,100.0,101.13,47507.0
2021-12-12,100.25,101.69,100.0,101.13,47507.0
2021-12-13,100.56,101.82,99.7,100.96,49806.0
2021-12-14,100.97,102.09,100.53,101.01,63395.0
2021-12-15,101.01,102.67,100.63,102.5,81647.0
2021-12-16,102.61,103.23,99.7379,99.97,129876.0
2021-12-17,99.76,103.115,99.76,101.33,266304.0
2021-12-18,99.76,103.115,99.76,101.33,266304.0
2021-12-19,99.76,103.115,99.76,101.33,266304.0
2021-12-20,101.28,101.28,97.91,99.33,78402.0
2021-12-21,99.93,101.38,99.93,101.14,55010.0
2021-12-22,100.94,101.23,100.09,100.62,36277.0
2021-12-23,100.76,100.8,99.02,100.52,54831.0
2021-12-24,100.76,100.8,99.02,100.52,54831.0
2021-12-25,100.76,100.8,99.02,100.52,54831.0
2021-12-26,100.76,100.8,99.02,100.52,54831.0
2021-12-27,100.54,101.44,99.76,101.35,41167.0
2021-12-28,101.29,101.71,100.86,100.98,35734.0
2021-12-29,101.07,102.25,100.65,102.01,38980.0
2021-12-30,101.56,102.37,101.09,101.24,29586.0
2021-12-31,100.94,101.49,100.47,101.2,43906.0
2022-01-01,100.94,101.49,100.47,101.2,43906.0
2022-01-02,100.94,101.49,100.47,101.2,43906.0
2022-01-03,101.02,102.99,101.02,102.94,34544.0
2022-01-04,103.26,103.26,102.22,102.52,41087.0
2022-01-05,102.32,102.58,100.74,100.97,50347.0
2022-01-06,100.69,101.95,100.34,101.7,39028.0
2022-01-07,102.19,102.19,100.64,101.0,38216.0
2022-01-08,102.19,102.19,100.64,101.0,38216.0
2022-01-09,102.19,102.19,100.64,101.0,38216.0
2022-01-10,100.29,100.99,99.19,99.77,60707.0
2022-01-11,100.29,101.04,98.59,100.92,64965.0
2022-01-12,101.59,101.59,99.45,100.83,53590.0
2022-01-13,101.29,102.13,100.635,100.97,48270.0
2022-01-14,100.96,101.53,99.46,101.25,39377.0
2022-01-15,100.96,101.53,99.46,101.25,39377.0
2022-01-16,100.96,101.53,99.46,101.25,39377.0
2022-01-17,100.96,101.53,99.46,101.25,39377.0
2022-01-18,100.98,100.98,99.04,99.05,43836.0
2022-01-19,99.24,100.05,98.579,98.74,37388.0
2022-01-20,98.96,100.28,98.37,98.58,52347.0
2022-01-21,98.52,100.15,97.81,97.82,59313.0
2022-01-22,98.52,100.15,97.81,97.82,59313.0
2022-01-23,98.52,100.15,97.81,97.82,59313.0
2022-01-24,97.52,99.505,97.03,99.19,73275.0
2022-01-25,98.59,99.385,97.46,98.48,49612.0
2022-01-26,98.81,99.14,95.31,95.54,71222.0
2022-01-27,95.44,97.205,94.845,94.97,44074.0
2022-01-28,95.5,95.56,93.5,95.55,37503.0
2022-01-29,95.5,95.56,93.5,95.55,37503.0
2022-01-30,95.5,95.56,93.5,95.55,37503.0
2022-01-31,95.07,96.02,93.91,95.58,103852.0
2022-02-01,95.33,95.95,94.25,95.84,34154.0
2022-02-02,95.51,95.51,94.38,94.83,51108.0
2022-02-03,94.07,95.3822,93.76,93.82,39335.0
2022-02-04,93.5,93.5,91.45,92.32,42538.0
2022-02-05,93.5,93.5,91.45,92.32,42538.0
2022-02-06,93.5,93.5,91.45,92.32,42538.0
2022-02-07,92.5,93.63,91.45,93.09,26703.0
2022-02-08,92.88,94.95,92.88,94.3,54314.0
2022-02-09,88.0,89.31,79.9235,85.29,182101.0
2022-02-10,84.26,89.42,84.22,86.78,142292.0
2022-02-11,86.95,89.33,86.95,88.23,85495.0
2022-02-12,86.95,89.33,86.95,88.23,85495.0
2022-02-13,86.95,89.33,86.95,88.23,85495.0
2022-02-14,88.3,90.5,88.3,89.28,71455.0
2022-02-15,89.68,91.77,87.44,87.97,81122.0
2022-02-16,87.83,90.83,87.83,90.41,51043.0
2022-02-17,89.56,90.6,88.13,88.76,64199.0
2022-02-18,88.77,90.28,88.77,89.95,80253.0
2022-02-19,88.77,90.28,88.77,89.95,80253.0
2022-02-20,88.77,90.28,88.77,89.95,80253.0
2022-02-21,88.77,90.28,88.77,89.95,80253.0
2022-02-22,89.6,90.265,87.77,87.86,85520.0
2022-02-23,88.6,89.405,87.04,87.11,68180.0
2022-02-24,86.27,87.68,85.03,86.42,73161.0
2022-02-25,86.63,88.51,86.06,87.53,70095.0
2022-02-26,86.63,88.51,86.06,87.53,70095.0
2022-02-27,86.63,88.51,86.06,87.53,70095.0
2022-02-28,87.15,88.89,87.15,88.01,95777.0
2022-03-01,88.38,88.98,87.01,87.96,120929.0
2022-03-02,87.96,90.29,87.74,89.41,76390.0
2022-03-03,89.62,89.62,88.18,88.77,69557.0
2022-03-04,87.87,87.87,82.4,83.1,138702.0
2022-03-05,87.87,87.87,82.4,83.1,138702.0
2022-03-06,87.87,87.87,82.4,83.1,138702.0
2022-03-07,83.53,87.21,83.53,85.12,99934.0
2022-03-08,85.0,88.35,84.67,87.14,83179.0
2022-03-09,87.85,88.54,85.67,86.09,46799.0
2022-03-10,85.17,86.01,83.45,83.71,77320.0
2022-03-11,84.08,84.08,81.8,82.25,59656.0
2022-03-12,84.08,84.08,81.8,82.25,59656.0
2022-03-13,84.08,84.08,81.8,82.25,59656.0
2022-03-14,82.69,83.09,81.395,81.91,50252.0
2022-03-15,82.17,82.805,81.05,82.35,69869.0
2022-03-16,82.68,83.29,80.5,82.5,75162.0
2022-03-17,81.93,83.0447,80.99,81.26,65438.0
2022-03-18,81.64,81.84,79.8504,80.0,123928.0
2022-03-19,81.64,81.84,79.8504,80.0,123928.0
2022-03-20,81.64,81.84,79.8504,80.0,123928.0
2022-03-21,80.2,81.3531,79.52,80.6,54960.0
2022-03-22,80.58,81.76,80.12,80.3,40492.0
2022-03-23,79.72,79.72,77.77,77.82,47037.0
2022-03-24,77.97,78.54,77.03,78.06,66675.0
2022-03-25,77.66,79.21,77.61,78.36,95159.0
2022-03-26,77.66,79.21,77.61,78.36,95159.0
2022-03-27,77.66,79.21,77.61,78.36,95159.0
2022-03-28,78.59,79.99,78.19,79.27,123320.0
2022-03-29,79.94,81.29,79.44,80.34,75499.0
2022-03-30,80.0,80.85,79.33,79.44,89456.0
2022-03-31,79.86,80.01,78.71,79.45,104979.0
2022-04-01,79.05,79.55,78.21,79.33,89198.0
2022-04-02,79.05,79.55,78.21,79.33,89198.0
2022-04-03,79.05,79.55,78.21,79.33,89198.0
2022-04-04,79.1,79.16,78.145,79.16,87200.0
2022-04-05,79.27,79.64,78.52,78.9,68078.0
2022-04-06,78.64,79.09,77.47,78.11,64193.0
2022-04-07,78.31,79.66,77.65,79.21,100549.0
2022-04-08,79.32,81.39,79.31,80.52,64410.0
2022-04-09,79.32,81.39,79.31,80.52,64410.0
2022-04-10,79.32,81.39,79.31,80.52,64410.0
2022-04-11,80.64,82.4302,80.64,81.26,63464.0
2022-04-12,81.82,83.09,81.76,82.87,99112.0
2022-04-13,83.05,83.78,82.4251,82.85,67748.0
2022-04-14,82.93,83.19,81.68,82.11,58496.0
2022-04-15,82.93,83.19,81.68,82.11,58496.0
2022-04-16,82.93,83.19,81.68,82.11,58496.0
2022-04-17,82.93,83.19,81.68,82.11,58496.0
2022-04-18,81.7,82.35,79.01,79.35,59448.0
2022-04-19,79.06,81.83,79.06,80.58,71348.0
2022-04-20,80.74,81.4,80.61,81.35,40535.0
2022-04-21,81.55,82.64,79.7,79.74,77622.0
2022-04-22,79.64,80.14,77.67,77.84,79038.0
2022-04-23,79.64,80.14,77.67,77.84,79038.0
2022-04-24,79.64,80.14,77.67,77.84,79038.0
2022-04-25,77.84,79.1,76.52,78.74,74488.0
2022-04-26,78.05,78.05,75.52,75.52,91802.0
2022-04-27,74.78,76.43,71.194,75.93,142652.0
2022-04-28,75.36,78.05,74.9,76.87,71422.0
2022-04-29,76.38,77.3908,75.88,76.66,76815.0
2022-04-30,76.38,77.3908,75.88,76.66,76815.0
2022-05-01,76.38,77.3908,75.88,76.66,76815.0
2022-05-02,76.06,77.34,75.685,76.8,96731.0
2022-05-03,76.6,77.36,75.77,77.09,76223.0
2022-05-04,76.46,77.58,74.67,76.07,72642.0
2022-05-05,76.61,76.61,73.345,74.28,82811.0
2022-05-06,74.41,74.91,72.99,74.09,57663.0
2022-05-07,74.41,74.91,72.99,74.09,57663.0
2022-05-08,74.41,74.91,72.99,74.09,57663.0
2022-05-09,74.05,75.34,73.5,74.59,68239.0
2022-05-10,74.83,74.83,72.21,72.9,71144.0
2022-05-11,72.85,73.37,69.82,70.1,72637.0
2022-05-12,70.16,72.0,69.9,71.54,61253.0
2022-05-13,72.0,72.48,71.45,71.62,46610.0
2022-05-14,72.0,72.48,71.45,71.62,46610.0
2022-05-15,72.0,72.48,71.45,71.62,46610.0
2022-05-16,71.62,71.84,69.9,70.32,46442.0
2022-05-17,70.63,72.19,70.475,71.79,66546.0
2022-05-18,71.13,71.13,68.74,69.49,83073.0
2022-05-19,69.41,69.88,68.35,69.11,65441.0
2022-05-20,69.57,69.76,67.82,69.34,80766.0
2022-05-21,69.57,69.76,67.82,69.34,80766.0
2022-05-22,69.57,69.76,67.82,69.34,80766.0
2022-05-23,69.55,69.55,68.14,68.68,66112.0
2022-05-24,68.52,68.98,67.01,68.28,69719.0
2022-05-25,67.7,69.55,67.15,69.36,57645.0
2022-05-26,69.62,71.26,69.62,70.57,45707.0
2022-05-27,70.93,71.76,70.88,71.66,37489.0
2022-05-28,70.93,71.76,70.88,71.66,37489.0
2022-05-29,70.93,71.76,70.88,71.66,37489.0
2022-05-30,70.93,71.76,70.88,71.66,37489.0
2022-05-31,71.3,71.8,70.25,70.33,67879.0
2022-06-01,70.45,71.54,69.71,71.39,59911.0
2022-06-02,71.22,72.76,71.08,72.6,48321.0
2022-06-03,72.62,74.0,71.35,73.77,84971.0
2022-06-04,72.62,74.0,71.35,73.77,84971.0
2022-06-05,72.62,74.0,71.35,73.77,84971.0
2022-06-06,73.46,74.96,72.555,74.9,70571.0
2022-06-07,74.29,74.74,73.11,73.89,56358.0
2022-06-08,73.61,73.61,72.05,72.79,53160.0
2022-06-09,72.6,73.9,72.33,72.98,45845.0
2022-06-10,72.14,73.13,71.55,71.83,44099.0
2022-06-11,72.14,73.13,71.55,71.83,44099.0
2022-06-12,72.14,73.13,71.55,71.83,44099.0
2022-06-13,70.69,71.31,69.67,70.1,61913.0
2022-06-14,69.78,70.68,69.25,69.78,69200.0
2022-06-15,70.34,72.99,70.34,72.3,94384.0
2022-06-16,71.1,72.18,69.875,70.23,95490.0
2022-06-17,71.46,71.8,69.84,70.54,133634.0
2022-06-18,71.46,71.8,69.84,70.54,133634.0
2022-06-19,71.46,71.8,69.84,70.54,133634.0
2022-06-20,71.46,71.8,69.84,70.54,133634.0
2022-06-21,70.92,72.01,70.54,71.75,65036.0
2022-06-22,70.97,73.495,70.97,72.63,71828.0
2022-06-23,72.98,74.065,72.67,73.78,47329.0
2022-06-24,74.1,75.72,73.92,74.26,234912.0
2022-06-25,74.1,75.72,73.92,74.26,234912.0
2022-06-26,74.1,75.72,73.92,74.26,234912.0
2022-06-27,74.66,74.94,74.14,74.59,46611.0
2022-06-28,75.0,75.3,72.82,72.9,49361.0
2022-06-29,72.9,72.9,71.8013,72.84,49343.0
2022-06-30,71.99,72.39,71.35,72.36,82782.0
2022-07-01,72.16,75.18,72.16,75.0,56400.0
2022-07-02,72.16,75.18,72.16,75.0,56400.0
2022-07-03,72.16,75.18,72.16,75.0,56400.0
2022-07-04,72.16,75.18,72.16,75.0,56400.0
2022-07-05,74.73,75.19,73.99,75.17,59633.0
2022-07-06,75.65,76.58,75.08,76.51,60895.0
2022-07-07,69.0,69.29,63.49,67.05,364986.0
2022-07-08,67.37,68.25,66.32,66.86,162414.0
2022-07-09,67.37,68.25,66.32,66.86,162414.0
2022-07-10,67.37,68.25,66.32,66.86,162414.0
2022-07-11,66.77,66.97,65.515,65.94,58637.0
2022-07-12,65.66,68.365,65.66,67.46,79258.0
2022-07-13,67.23,67.9275,66.71,67.26,65646.0
2022-07-14,66.92,66.92,64.865,65.12,60217.0
2022-07-15,65.86,67.19,64.96,66.94,64652.0
2022-07-16,65.86,67.19,64.96,66.94,64652.0
2022-07-17,65.86,67.19,64.96,66.94,64652.0
2022-07-18,66.87,66.885,65.7,66.19,73391.0
2022-07-19,66.6,67.99,66.6,67.58,84335.0
2022-07-20,67.54,69.25,67.21,69.24,75491.0
2022-07-21,69.61,70.32,68.64,69.94,66295.0
2022-07-22,70.04,70.49,68.27,69.21,61107.0
2022-07-23,70.04,70.49,68.27,69.21,61107.0
2022-07-24,70.04,70.49,68.27,69.21,61107.0
2022-07-25,69.77,69.77,67.92,68.67,55939.0
2022-07-26,68.91,69.25,68.06,68.95,55162.0
2022-07-27,68.57,69.945,66.86,69.42,70702.0
2022-07-28,69.46,70.17,68.77,70.16,73677.0
2022-07-29,70.0,70.0,68.34,69.62,93191.0
2022-07-30,70.0,70.0,68.34,69.62,93191.0
2022-07-31,70.0,70.0,68.34,69.62,93191.0
2022-08-01,69.22,71.16,68.5166,69.96,67829.0
2022-08-02,69.57,70.13,68.55,69.48,48359.0
2022-08-03,69.48,71.25,68.76,70.83,71482.0
2022-08-04,71.09,71.88,70.44,70.9,68437.0
2022-08-05,70.86,70.9,68.09,69.47,70930.0
2022-08-06,70.86,70.9,68.09,69.47,70930.0
2022-08-07,70.86,70.9,68.09,69.47,70930.0
2022-08-08,69.13,70.17,69.12,69.76,49874.0
2022-08-09,69.5,69.5,66.81,66.97,60010.0
2022-08-10,67.44,69.36,67.12,68.96,78117.0
2022-08-11,69.08,69.97,68.37,68.99,36932.0
2022-08-12,68.84,69.47,68.11,69.16,46296.0
2022-08-13,68.84,69.47,68.11,69.16,46296.0
2022-08-14,68.84,69.47,68.11,69.16,46296.0
2022-08-15,68.63,71.76,68.63,70.88,57564.0
2022-08-16,70.97,72.49,70.46,72.43,48246.0
2022-08-17,71.74,72.55,71.21,72.19,39012.0
2022-08-18,71.77,73.25,71.715,72.78,48300.0
2022-08-19,72.53,72.91,70.6,70.69,66038.0
2022-08-20,72.53,72.91,70.6,70.69,66038.0
2022-08-21,72.53,72.91,70.6,70.69,66038.0
2022-08-22,70.29,70.29,68.84,69.24,50148.0
2022-08-23,68.96,69.76,67.51,67.51,44233.0
2022-08-24,66.99,67.73,66.62,67.09,42909.0
2022-08-25,66.93,68.8356,66.93,68.31,50415.0
2022-08-26,68.58,68.58,65.8,66.25,54559.0
2022-08-27,68.58,68.58,65.8,66.25,54559.0
2022-08-28,68.58,68.58,65.8,66.25,54559.0
2022-08-29,65.61,66.16,64.8861,65.86,33821.0
2022-08-30,65.68,65.77,64.64,65.17,47044.0
2022-08-31,65.73,65.73,64.2,64.52,77243.0
2022-09-01,63.64,64.0186,62.83,63.96,35753.0
2022-09-02,63.76,64.195,62.51,63.13,45888.0
2022-09-03,63.76,64.195,62.51,63.13,45888.0
2022-09-04,63.76,64.195,62.51,63.13,45888.0
2022-09-05,63.76,64.195,62.51,63.13,45888.0
2022-09-06,63.06,63.06,61.085,61.2,61543.0
2022-09-07,61.59,62.14,60.33,61.93,65550.0
2022-09-08,61.45,61.79,60.61,61.66,57108.0
2022-09-09,61.76,62.67,61.45,62.57,46127.0
2022-09-10,61.76,62.67,61.45,62.57,46127.0
2022-09-11,61.76,62.67,61.45,62.57,46127.0
2022-09-12,62.45,63.85,62.34,63.75,51728.0
2022-09-13,63.02,63.04,60.75,61.41,60889.0
2022-09-14,61.23,61.27,60.0,60.32,62998.0
2022-09-15,60.23,60.86,60.04,60.54,75221.0
2022-09-16,60.06,60.2494,58.045,59.45,209856.0
2022-09-17,60.06,60.2494,58.045,59.45,209856.0
2022-09-18,60.06,60.2494,58.045,59.45,209856.0
2022-09-19,59.13,60.59,58.885,60.32,104396.0
2022-09-20,59.82,60.22,58.52,58.95,54823.0
2022-09-21,58.95,60.0,58.54,58.68,46067.0
2022-09-22,58.65,59.015,57.82,58.54,44719.0
2022-09-23,57.91,58.615,57.38,58.35,47700.0
2022-09-24,57.91,58.615,57.38,58.35,47700.0
2022-09-25,57.91,58.615,57.38,58.35,47700.0
2022-09-26,58.06,59.11,58.04,58.27,46728.0
2022-09-27,58.86,59.12,57.23,57.49,64396.0
2022-09-28,57.77,57.97,56.95,57.56,66816.0
2022-09-29,57.25,57.25,55.7,56.85,52916.0
2022-09-30,56.85,57.5,56.0,56.05,75846.0
2022-10-01,56.85,57.5,56.0,56.05,75846.0
2022-10-02,56.85,57.5,56.0,56.05,75846.0
2022-10-03,56.18,56.96,55.405,56.67,58593.0
2022-10-04,57.58,58.585,57.58,58.18,44709.0
2022-10-05,57.82,58.47,56.91,57.06,45892.0
2022-10-06,57.15,57.54,56.15,56.56,72744.0
2022-10-07,56.53,56.53,55.0,55.64,62931.0
2022-10-08,56.53,56.53,55.0,55.64,62931.0
2022-10-09,56.53,56.53,55.0,55.64,62931.0
2022-10-10,55.85,56.87,55.57,56.41,45542.0
2022-10-11,56.45,58.39,56.45,57.72,83464.0
2022-10-12,58.12,58.345,57.33,58.02,39684.0
2022-10-13,57.09,59.48,56.915,58.82,73693.0
2022-10-14,58.82,59.48,57.57,57.84,57909.0
2022-10-15,58.82,59.48,57.57,57.84,57909.0
2022-10-16,58.82,59.48,57.57,57.84,57909.0
2022-10-17,58.7,59.69,58.64,59.43,61931.0
2022-10-18,60.59,60.99,59.24,59.68,48525.0
2022-10-19,59.05,59.32,56.75,57.22,68212.0
2022-10-20,57.45,58.04,56.54,56.69,45498.0
2022-10-21,57.13,57.57,56.28,57.1,42942.0
2022-10-22,57.13,57.57,56.28,57.1,42942.0
2022-10-23,57.13,57.57,56.28,57.1,42942.0
2022-10-24,57.06,57.38,56.01,56.96,83794.0
2022-10-25,57.52,59.08,57.52,58.23,59668.0
2022-10-26,55.0,59.29,54.0,56.84,89258.0
2022-10-27,56.04,56.07,54.16,55.0,93580.0
2022-10-28,54.8,56.108,54.341,55.24,60393.0
2022-10-29,54.8,56.108,54.341,55.24,60393.0
2022-10-30,54.8,56.108,54.341,55.24,60393.0
2022-10-31,55.44,55.44,52.33,52.51,111204.0
2022-11-01,53.19,54.26,52.9,53.75,76614.0
2022-11-02,54.06,54.06,51.05,51.21,66601.0
2022-11-03,51.06,51.06,48.61,48.66,76288.0
2022-11-04,49.48,50.52,48.96,50.2,66895.0
2022-11-05,49.48,50.52,48.96,50.2,66895.0
2022-11-06,49.48,50.52,48.96,50.2,66895.0
2022-11-07,50.5,51.5,49.84,51.19,77664.0
2022-11-08,51.72,52.345,50.75,50.98,73907.0
2022-11-09,50.72,50.79,49.0,49.12,53426.0
2022-11-10,50.75,52.42,50.75,52.19,52808.0
2022-11-11,52.39,52.8,51.83,52.01,57553.0
2022-11-12,52.39,52.8,51.83,52.01,57553.0
2022-11-13,52.39,52.8,51.83,52.01,57553.0
2022-11-14,52.01,52.01,51.02,51.15,61593.0
2022-11-15,51.91,53.64,51.91,52.33,75697.0
2022-11-16,52.08,52.08,51.09,51.33,54104.0
2022-11-17,51.16,52.48,50.44,52.34,56832.0
2022-11-18,53.16,53.65,52.16,52.93,103104.0
2022-11-19,53.16,53.65,52.16,52.93,103104.0
2022-11-20,53.16,53.65,52.16,52.93,103104.0
2022-11-21,52.96,53.58,52.66,53.56,51854.0
2022-11-22,53.85,53.94,53.1863,53.82,41403.0
2022-11-23,53.68,53.73,52.725,53.27,34167.0
2022-11-24,53.68,53.73,52.725,53.27,34167.0
2022-11-25,53.18,53.61,52.905,52.92,29840.0
2022-11-26,53.18,53.61,52.905,52.92,29840.0
2022-11-27,53.18,53.61,52.905,52.92,29840.0
2022-11-28,52.74,53.36,52.36,53.33,54352.0
2022-11-29,53.77,55.63,53.77,54.7,67205.0
2022-11-30,54.47,55.33,53.245,55.04,85460.0
2022-12-01,55.63,55.6963,54.015,54.19,73013.0
2022-12-02,53.41,54.72,53.04,54.65,48759.0
2022-12-03,53.41,54.72,53.04,54.65,48759.0
2022-12-04,53.41,54.72,53.04,54.65,48759.0
2022-12-05,54.18,55.245,53.9,55.21,50131.0
2022-12-06,54.63,55.75,54.49,55.2,63240.0
2022-12-07,54.75,54.77,52.895,53.13,50258.0
2022-12-08,52.93,53.505,51.65,51.88,50916.0
2022-12-09,51.87,52.58,51.13,51.79,45802.0
2022-12-10,51.87,52.58,51.13,51.79,45802.0
2022-12-11,51.87,52.58,51.13,51.79,45802.0
2022-12-12,51.83,52.5,51.31,52.29,52579.0
2022-12-13,53.59,54.32,52.35,52.41,71189.0
2022-12-14,52.26,52.84,51.82,52.38,43353.0
2022-12-15,51.79,51.95,50.12,50.42,52462.0
2022-12-16,50.13,52.39,49.48,52.14,418750.0
2022-12-17,50.13,52.39,49.48,52.14,418750.0
2022-12-18,50.13,52.39,49.48,52.14,418750.0
2022-12-19,52.05,52.94,51.36,52.02,79078.0
2022-12-20,51.82,52.77,50.9722,52.66,78034.0
2022-12-21,52.85,54.115,52.75,53.87,64741.0
2022-12-22,53.78,54.78,53.24,54.29,71326.0
2022-12-23,54.2,54.9387,54.155,54.41,33974.0
2022-12-24,54.2,54.9387,54.155,54.41,33974.0
2022-12-25,54.2,54.9387,54.155,54.41,33974.0
2022-12-26,54.2,54.9387,54.155,54.41,33974.0
2022-12-27,54.95,55.31,54.57,55.11,34692.0
2022-12-28,54.75,55.61,53.74,53.87,51695.0
2022-12-29,54.01,54.5,53.66,53.97,43941.0
2022-12-30,53.67,53.9699,52.88,53.2,58665.0
2022-12-31,53.67,53.9699,52.88,53.2,58665.0
2023-01-01,53.67,53.9699,52.88,53.2,58665.0
2023-01-02,53.67,53.9699,52.88,53.2,58665.0
2023-01-03,54.0,54.54,53.39,54.46,63488.0
2023-01-04,55.0,55.93,54.72,54.78,59977.0
2023-01-05,54.69,54.76,53.98,54.42,53989.0
2023-01-06,55.02,56.87,54.59,55.86,109417.0
2023-01-07,55.02,56.87,54.59,55.86,109417.0
2023-01-08,55.02,56.87,54.59,55.86,109417.0
2023-01-09,56.0,57.4,56.0,56.21,66317.0
2023-01-10,56.17,57.56,56.08,57.56,61024.0
2023-01-11,57.87,58.2,57.2,57.47,39061.0
2023-01-12,57.65,58.39,57.31,58.39,37702.0
2023-01-13,57.55,59.03,57.55,57.83,59002.0
2023-01-14,57.55,59.03,57.55,57.83,59002.0
2023-01-15,57.55,59.03,57.55,57.83,59002.0
2023-01-16,57.55,59.03,57.55,57.83,59002.0
2023-01-17,57.93,58.06,55.01,55.49,76681.0
2023-01-18,55.59,56.5399,54.67,55.62,57946.0
2023-01-19,55.71,55.975,54.51,55.44,77771.0
2023-01-20,55.99,57.045,55.91,56.88,46625.0
2023-01-21,55.99,57.045,55.91,56.88,46625.0
2023-01-22,55.99,57.045,55.91,56.88,46625.0
2023-01-23,56.81,57.43,56.435,56.94,33478.0
2023-01-24,56.7,56.74,55.765,55.87,31714.0
2023-01-25,55.43,56.2279,55.32,56.1,36309.0
2023-01-26,56.32,56.38,55.1,55.65,31917.0
