,LBRT US Equity,LBRT US Equity,LBRT US Equity,LBRT US Equity,LBRT US Equity
2023-07-17,14.744,15.202,14.7242,14.9817,2621789.0
2023-07-18,15.1104,15.6699,15.0411,15.4867,4408825.0
2023-07-19,15.5758,15.8134,15.3777,15.8035,3263676.0
2023-07-20,15.0411,15.551,14.6024,15.3777,8458121.0
2023-07-21,15.2292,15.3976,14.8826,15.1896,3682152.0
2023-07-22,15.2292,15.3976,14.8826,15.1896,3682152.0
2023-07-23,15.2292,15.3976,14.8826,15.1896,3682152.0
2023-07-24,15.348,15.6748,15.2094,15.6154,2915794.0
2023-07-25,15.6253,15.9867,15.5065,15.9026,1986317.0
2023-07-26,15.6253,16.1253,15.6083,15.9818,2083301.0
2023-07-27,16.0214,16.2788,15.7293,15.8233,2799130.0
2023-07-28,15.853,15.9521,15.6451,15.7045,1934761.0
2023-07-29,15.853,15.9521,15.6451,15.7045,1934761.0
2023-07-30,15.853,15.9521,15.6451,15.7045,1934761.0
2023-07-31,15.754,16.4175,15.7441,16.3085,4069583.0
2023-08-01,16.2491,16.3877,15.9075,16.3481,3019629.0
2023-08-02,16.1996,16.4868,15.9966,16.1105,2458895.0
2023-08-03,16.1105,16.6353,16.0956,16.4274,2929144.0
2023-08-04,16.5561,16.7045,16.3184,16.3976,1571292.0
2023-08-05,16.5561,16.7045,16.3184,16.3976,1571292.0
2023-08-06,16.5561,16.7045,16.3184,16.3976,1571292.0
2023-08-07,16.3679,16.4868,16.1996,16.3382,1769378.0
2023-08-08,15.9719,16.358,15.7936,16.358,2839269.0
2023-08-09,16.6749,17.175,16.5066,16.665,3136758.0
2023-08-10,16.4472,16.7628,16.259,16.4868,1431170.0
2023-08-11,16.467,16.665,16.467,16.5165,1995953.0
2023-08-12,16.467,16.665,16.467,16.5165,1995953.0
2023-08-13,16.467,16.665,16.467,16.5165,1995953.0
2023-08-14,16.4373,16.4571,16.264,16.4175,1966594.0
2023-08-15,16.259,16.3283,15.9372,15.9917,1618192.0
2023-08-16,15.9818,16.4373,15.754,15.7837,1988435.0
2023-08-17,16.1204,16.2491,15.7788,15.8431,1772121.0
2023-08-18,15.5956,16.1204,15.5471,16.0709,1786655.0
2023-08-19,15.5956,16.1204,15.5471,16.0709,1786655.0
2023-08-20,15.5956,16.1204,15.5471,16.0709,1786655.0
2023-08-21,16.1402,16.3085,15.8332,15.9125,1745850.0
2023-08-22,15.853,15.9719,15.7639,15.8134,1583586.0
2023-08-23,15.5956,16.0263,15.4174,15.8728,2135800.0
2023-08-24,15.7441,16.0956,15.7441,15.8332,1538842.0
2023-08-25,15.9818,16.0511,15.6104,15.6946,1846319.0
2023-08-26,15.9818,16.0511,15.6104,15.6946,1846319.0
2023-08-27,15.9818,16.0511,15.6104,15.6946,1846319.0
2023-08-28,15.8233,16.1451,15.7243,15.8926,1562675.0
2023-08-29,15.9719,16.0857,15.755,15.9323,1359108.0
2023-08-30,15.9422,15.9669,15.6352,15.6451,1334600.0
2023-08-31,15.655,15.9422,15.4867,15.7936,3429999.0
2023-09-01,16.1006,16.5066,16.0808,16.3481,3368538.0
2023-09-02,16.1006,16.5066,16.0808,16.3481,3368538.0
2023-09-03,16.1006,16.5066,16.0808,16.3481,3368538.0
2023-09-04,16.1006,16.5066,16.0808,16.3481,3368538.0
2023-09-05,17.1129,17.9522,17.0533,17.6492,9248268.0
2023-09-06,17.5598,17.9075,17.4705,17.7684,5089817.0
2023-09-07,17.7684,18.0068,17.5996,17.6592,5291928.0
2023-09-08,17.6294,17.9671,17.6294,17.6393,4310357.0
2023-09-09,17.6294,17.9671,17.6294,17.6393,4310357.0
2023-09-10,17.6294,17.9671,17.6294,17.6393,4310357.0
2023-09-11,17.9075,17.9174,17.5996,17.6095,2897048.0
2023-09-12,17.8379,18.2104,17.7436,17.9571,4243121.0
2023-09-13,18.0862,18.126,17.7585,17.8876,3858962.0
2023-09-14,18.1657,18.265,18.0068,18.0564,6264752.0
2023-09-15,18.0763,18.2451,17.9422,18.0564,39848478.0
2023-09-16,18.0763,18.2451,17.9422,18.0564,39848478.0
2023-09-17,18.0763,18.2451,17.9422,18.0564,39848478.0
2023-09-18,18.2253,18.3147,17.8181,18.2054,3531226.0
2023-09-19,18.3743,18.4935,17.9174,17.9571,3421742.0
2023-09-20,17.8081,18.1955,17.7585,17.8479,2724231.0
2023-09-21,17.8777,17.9075,17.4556,17.54,2774215.0
2023-09-22,17.6393,18.0058,17.5896,17.8975,2200098.0
2023-09-23,17.6393,18.0058,17.5896,17.8975,2200098.0
2023-09-24,17.6393,18.0058,17.5896,17.8975,2200098.0
2023-09-25,17.7883,18.0316,17.7386,17.8876,2645677.0
2023-09-26,17.7684,17.9323,17.4705,17.6194,2557317.0
2023-09-27,18.0266,18.6573,17.9472,18.5431,2676167.0
2023-09-28,18.6027,18.9702,18.5232,18.6822,2705672.0
2023-09-29,18.6722,18.6921,18.2402,18.3941,2434041.0
2023-09-30,18.6722,18.6921,18.2402,18.3941,2434041.0
2023-10-01,18.6722,18.6921,18.2402,18.3941,2434041.0
2023-10-02,18.3544,18.3842,17.5946,17.7287,3878219.0
2023-10-03,17.6393,17.7684,17.3364,17.5201,2156539.0
2023-10-04,17.1725,17.2619,16.3531,16.507,2333405.0
2023-10-05,16.4772,16.6958,16.4077,16.4772,2014587.0
2023-10-06,16.6064,17.0384,16.224,16.7951,2113753.0
2023-10-07,16.6064,17.0384,16.224,16.7951,2113753.0
2023-10-08,16.6064,17.0384,16.224,16.7951,2113753.0
2023-10-09,17.2917,17.9075,17.2519,17.7088,2563580.0
2023-10-10,17.689,17.9422,17.54,17.9273,2976006.0
2023-10-11,17.6492,18.4239,17.6492,18.4239,2712850.0
2023-10-12,18.6524,18.7616,18.0564,18.3147,2378091.0
2023-10-13,18.6126,18.9752,18.2551,18.7517,2433229.0
2023-10-14,18.6126,18.9752,18.2551,18.7517,2433229.0
2023-10-15,18.6126,18.9752,18.2551,18.7517,2433229.0
2023-10-16,18.8311,19.0198,18.6325,18.8907,2029004.0
2023-10-17,18.8808,19.6009,18.8808,19.3973,4903592.0
2023-10-18,19.586,20.1322,19.3873,19.4469,5262254.0
2023-10-19,20.1124,21.1006,19.5165,20.7878,9032681.0
2023-10-20,20.7878,20.9318,20.0925,20.5891,5295656.0
2023-10-21,20.7878,20.9318,20.0925,20.5891,5295656.0
2023-10-22,20.7878,20.9318,20.0925,20.5891,5295656.0
2023-10-23,20.46,20.5792,20.1769,20.4898,3849017.0
2023-10-24,20.6388,20.7033,20.2018,20.4004,3156422.0
2023-10-25,20.2316,20.4699,19.7474,20.0528,3079903.0
2023-10-26,19.7945,19.874,19.2235,19.4966,3214976.0
2023-10-27,19.6058,19.6356,19.3377,19.4668,2843299.0
2023-10-28,19.6058,19.6356,19.3377,19.4668,2843299.0
2023-10-29,19.6058,19.6356,19.3377,19.4668,2843299.0
2023-10-30,19.6158,19.8541,18.9901,19.3675,2471282.0
2023-10-31,19.4072,19.7249,19.1837,19.5661,1799865.0
2023-11-01,19.7449,20.1024,19.4569,19.8243,2562011.0
2023-11-02,19.8243,20.1502,19.6803,20.1024,2035664.0
2023-11-03,20.162,20.6288,20.0528,20.0925,2447941.0
2023-11-04,20.162,20.6288,20.0528,20.0925,2447941.0
2023-11-05,20.162,20.6288,20.0528,20.0925,2447941.0
2023-11-06,20.1918,20.2614,19.8442,20.023,2748340.0
2023-11-07,19.6257,19.6952,18.8113,18.8311,3643187.0
2023-11-08,18.7914,19.139,18.7269,18.8411,2522181.0
2023-11-09,18.8808,19.0298,18.414,18.5034,1866782.0
2023-11-10,18.7815,18.9305,18.5928,18.7815,1562747.0
2023-11-11,18.7815,18.9305,18.5928,18.7815,1562747.0
2023-11-12,18.7815,18.9305,18.5928,18.7815,1562747.0
2023-11-13,18.7517,19.2284,18.6275,19.1986,1498912.0
2023-11-14,19.3774,19.8144,19.2979,19.7548,1574966.0
2023-11-15,19.6158,20.2614,19.4966,19.4966,1905689.0
2023-11-16,19.2483,19.4569,18.3991,18.8609,2267290.0
2023-11-17,19.139,19.7002,19.139,19.5661,2221926.0
2023-11-18,19.139,19.7002,19.139,19.5661,2221926.0
2023-11-19,19.139,19.7002,19.139,19.5661,2221926.0
2023-11-20,19.8541,19.8641,19.5462,19.7052,2230632.0
2023-11-21,19.6257,19.7821,19.4966,19.7151,1744837.0
2023-11-22,19.1688,19.5313,18.8907,19.437,2091795.0
2023-11-23,19.1688,19.5313,18.8907,19.437,2091795.0
2023-11-24,19.4966,19.874,19.4966,19.6356,657332.0
2023-11-25,19.4966,19.874,19.4966,19.6356,657332.0
2023-11-26,19.4966,19.874,19.4966,19.6356,657332.0
2023-11-27,19.5363,19.73,19.3377,19.5264,1842989.0
2023-11-28,19.5562,19.6754,19.2533,19.4569,2024288.0
2023-11-29,19.5661,19.7052,19.3575,19.437,1873984.0
2023-11-30,19.7648,20.3309,19.3824,19.7151,2571093.0
2023-12-01,19.5363,19.9932,19.3675,19.6952,2270232.0
2023-12-02,19.5363,19.9932,19.3675,19.6952,2270232.0
2023-12-03,19.5363,19.9932,19.3675,19.6952,2270232.0
2023-12-04,19.3774,19.9634,19.1514,19.735,2728728.0
2023-12-05,19.7051,19.735,18.8778,18.8977,2207677.0
2023-12-06,18.798,18.9575,17.6817,17.6917,4100277.0
2023-12-07,17.6817,17.8661,17.5123,17.7216,3150825.0
2023-12-08,17.8611,18.1502,17.5621,17.8013,2833248.0
2023-12-09,17.8611,18.1502,17.5621,17.8013,2833248.0
2023-12-10,17.8611,18.1502,17.5621,17.8013,2833248.0
2023-12-11,17.8113,18.0106,17.5222,17.7515,2891817.0
2023-12-12,17.4824,17.8761,17.3339,17.6518,2018273.0
2023-12-13,17.7814,17.9907,17.4325,17.9807,2770048.0
2023-12-14,18.2798,18.5588,18.1701,18.4293,2564731.0
2023-12-15,18.3296,18.509,17.8163,18.3296,9050535.0
2023-12-16,18.3296,18.509,17.8163,18.3296,9050535.0
2023-12-17,18.3296,18.509,17.8163,18.3296,9050535.0
2023-12-18,18.6386,18.8678,18.2748,18.2997,2177453.0
2023-12-19,18.509,18.6884,18.3844,18.5489,3669520.0
2023-12-20,18.7482,19.0771,18.4392,18.4691,3203766.0
2023-12-21,18.4592,18.6684,18.2499,18.3994,4115462.0
2023-12-22,18.7083,18.8279,18.3296,18.4492,1892859.0
2023-12-23,18.7083,18.8279,18.3296,18.4492,1892859.0
2023-12-24,18.7083,18.8279,18.3296,18.4492,1892859.0
2023-12-25,18.7083,18.8279,18.3296,18.4492,1892859.0
2023-12-26,18.7582,18.8977,18.5289,18.7183,1276696.0
2023-12-27,18.6485,18.8279,18.4392,18.5289,1178631.0
2023-12-28,18.4392,18.509,18.2,18.2299,1515593.0
2023-12-29,18.2,18.2648,17.9957,18.0804,1573300.0
2023-12-30,18.2,18.2648,17.9957,18.0804,1573300.0
2023-12-31,18.2,18.2648,17.9957,18.0804,1573300.0
2024-01-01,18.2,18.2648,17.9957,18.0804,1573300.0
2024-01-02,18.3196,18.5788,18.0306,18.1003,2244512.0
2024-01-03,18.0405,18.7632,17.9608,18.4592,2452119.0
2024-01-04,18.7283,18.8877,17.9558,17.9807,2708755.0
2024-01-05,18.1402,18.6186,18.0405,18.5788,4237054.0
2024-01-06,18.1402,18.6186,18.0405,18.5788,4237054.0
2024-01-07,18.1402,18.6186,18.0405,18.5788,4237054.0
2024-01-08,18.0904,18.1502,17.3877,17.8013,4183164.0
2024-01-09,17.8013,17.8512,17.3229,17.5821,2863078.0
2024-01-10,17.5023,17.5023,16.999,17.0837,2602373.0
2024-01-11,17.1236,17.1584,16.7847,17.0438,2701722.0
2024-01-12,17.4126,17.587,17.2282,17.3827,1733268.0
2024-01-13,17.4126,17.587,17.2282,17.3827,1733268.0
2024-01-14,17.4126,17.587,17.2282,17.3827,1733268.0
2024-01-15,17.4126,17.587,17.2282,17.3827,1733268.0
2024-01-16,17.3827,17.4126,16.8993,17.0139,2675541.0
2024-01-17,16.7647,17.0538,16.6352,16.7847,2153815.0
2024-01-18,16.7847,17.2531,16.7199,17.2332,2682677.0
2024-01-19,17.2731,17.3428,16.9741,17.1734,2399079.0
2024-01-20,17.2731,17.3428,16.9741,17.1734,2399079.0
2024-01-21,17.2731,17.3428,16.9741,17.1734,2399079.0
2024-01-22,17.2232,17.3528,17.0438,17.2631,2965942.0
2024-01-23,17.3229,17.6319,17.1834,17.5522,4934998.0
2024-01-24,18.0804,18.4093,17.8013,18.3296,5744775.0
2024-01-25,18.0505,19.6203,18.0505,19.5057,7462996.0
2024-01-26,19.5256,20.1934,19.3064,19.6353,5106650.0
2024-01-27,19.5256,20.1934,19.3064,19.6353,5106650.0
2024-01-28,19.5256,20.1934,19.3064,19.6353,5106650.0
2024-01-29,19.5755,19.8346,19.1967,19.8247,2897285.0
2024-01-30,19.4459,21.6486,19.3562,21.4792,5976072.0
2024-01-31,21.4294,21.5689,20.6968,20.7217,3772360.0
2024-02-01,20.8513,21.0157,20.029,20.3529,3662176.0
2024-02-02,20.2333,20.2782,19.6851,19.7649,3305744.0
2024-02-03,20.2333,20.2782,19.6851,19.7649,3305744.0
2024-02-04,20.2333,20.2782,19.6851,19.7649,3305744.0
2024-02-05,19.6054,19.6253,19.0273,19.0472,3438486.0
2024-02-06,19.1768,19.6154,19.102,19.2466,2476505.0
2024-02-07,19.2765,19.4359,19.0074,19.1668,1658840.0
2024-02-08,19.1668,19.5755,19.0373,19.2466,2127338.0
2024-02-09,19.2565,19.6203,19.2366,19.4758,2842612.0
2024-02-10,19.2565,19.6203,19.2366,19.4758,2842612.0
2024-02-11,19.2565,19.6203,19.2366,19.4758,2842612.0
2024-02-12,19.4758,19.7948,19.3861,19.6054,2146597.0
2024-02-13,19.4957,19.7149,19.0472,19.4957,2518265.0
2024-02-14,19.6552,19.8645,19.3313,19.5456,2337753.0
2024-02-15,19.5256,20.8064,19.5256,20.6719,3198800.0
2024-02-16,20.7815,21.5141,20.5722,21.0307,3152294.0
2024-02-17,20.7815,21.5141,20.5722,21.0307,3152294.0
2024-02-18,20.7815,21.5141,20.5722,21.0307,3152294.0
2024-02-19,20.7815,21.5141,20.5722,21.0307,3152294.0
2024-02-20,20.9111,21.0955,20.637,20.9011,2380223.0
2024-02-21,20.921,21.2649,20.5672,20.6818,2723101.0
2024-02-22,20.5822,21.23,20.4227,21.0606,3366019.0
2024-02-23,20.8114,21.0207,20.5871,20.8114,1757746.0
2024-02-24,20.8114,21.0207,20.5871,20.8114,1757746.0
2024-02-25,20.8114,21.0207,20.5871,20.8114,1757746.0
2024-02-26,20.632,21.0706,20.4426,20.5921,2171397.0
2024-02-27,20.7217,21.4092,20.7167,21.1104,2115525.0
2024-02-28,21.0506,21.4094,20.8612,21.0606,2170075.0
2024-02-29,21.3297,21.6387,21.0456,21.3098,2457563.0
2024-03-01,21.5888,21.9776,21.4294,21.7683,1900840.0
2024-03-02,21.5888,21.9776,21.4294,21.7683,1900840.0
2024-03-03,21.5888,21.9776,21.4294,21.7683,1900840.0
2024-03-04,21.7683,21.9178,21.1802,21.24,2214662.0
2024-03-05,21.2,21.64,21.135,21.25,1772769.0
2024-03-06,21.38,21.84,21.09,21.28,2084382.0
2024-03-07,21.32,22.16,21.24,21.68,2480245.0
2024-03-08,21.75,21.91,21.165,21.53,1728574.0
2024-03-09,21.75,21.91,21.165,21.53,1728574.0
2024-03-10,21.75,21.91,21.165,21.53,1728574.0
2024-03-11,21.36,21.58,20.78,21.36,2091891.0
2024-03-12,21.43,21.6293,21.16,21.4,2644230.0
2024-03-13,21.57,21.89,19.5506,20.2,8025459.0
2024-03-14,20.26,20.58,19.98,20.16,4075339.0
2024-03-15,20.13,20.66,20.13,20.43,6075937.0
2024-03-16,20.13,20.66,20.13,20.43,6075937.0
2024-03-17,20.13,20.66,20.13,20.43,6075937.0
2024-03-18,20.39,20.5,20.065,20.34,2876179.0
2024-03-19,20.36,20.89,20.355,20.87,2019514.0
2024-03-20,20.63,20.88,20.18,20.57,3306363.0
2024-03-21,20.67,21.015,20.5,20.86,2158906.0
2024-03-22,21.0,21.19,20.46,20.5,1664990.0
2024-03-23,21.0,21.19,20.46,20.5,1664990.0
2024-03-24,21.0,21.19,20.46,20.5,1664990.0
2024-03-25,20.63,20.84,20.425,20.5,3287503.0
2024-03-26,20.52,20.585,20.01,20.02,2434199.0
2024-03-27,20.1,20.405,20.09,20.34,2115860.0
2024-03-28,20.4,20.77,20.3628,20.72,3231155.0
2024-03-29,20.4,20.77,20.3628,20.72,3231155.0
2024-03-30,20.4,20.77,20.3628,20.72,3231155.0
2024-03-31,20.4,20.77,20.3628,20.72,3231155.0
2024-04-01,20.78,21.2,20.6,20.97,2747748.0
2024-04-02,21.25,21.675,20.88,21.67,3597054.0
2024-04-03,21.8,22.74,21.8,22.66,3258340.0
2024-04-04,22.85,23.09,22.395,22.62,3135848.0
2024-04-05,22.65,23.23,22.5402,22.7,3043419.0
2024-04-06,22.65,23.23,22.5402,22.7,3043419.0
2024-04-07,22.65,23.23,22.5402,22.7,3043419.0
2024-04-08,22.79,22.97,22.13,22.17,2379338.0
