,NAVI US Equity,NAVI US Equity,NAVI US Equity,NAVI US Equity,NAVI US Equity
2022-07-07,13.6436,13.8304,13.5969,13.7276,769228.0
2022-07-08,13.7276,13.8257,13.5549,13.765,735115.0
2022-07-09,13.7276,13.8257,13.5549,13.765,735115.0
2022-07-10,13.7276,13.8257,13.5549,13.765,735115.0
2022-07-11,13.5596,13.9331,13.5502,13.7557,1232803.0
2022-07-12,13.6996,13.9518,13.5175,13.5409,931515.0
2022-07-13,13.3168,13.8864,13.2747,13.8397,1070304.0
2022-07-14,13.4101,13.6996,13.4101,13.6436,735561.0
2022-07-15,13.9238,14.0358,13.6249,13.9331,1001933.0
2022-07-16,13.9238,14.0358,13.6249,13.9331,1001933.0
2022-07-17,13.9238,14.0358,13.6249,13.9331,1001933.0
2022-07-18,14.0918,14.372,13.9798,13.9985,1141336.0
2022-07-19,14.1946,14.7269,14.1104,14.6989,930455.0
2022-07-20,14.6708,14.7876,14.5168,14.7269,1237129.0
2022-07-21,14.6148,14.6989,14.4094,14.6989,976763.0
2022-07-22,14.7736,14.9697,14.5308,14.6708,869586.0
2022-07-23,14.7736,14.9697,14.5308,14.6708,869586.0
2022-07-24,14.7736,14.9697,14.5308,14.6708,869586.0
2022-07-25,14.7269,14.7922,14.4747,14.6615,1015064.0
2022-07-26,14.4747,14.8109,14.302,14.3253,1092510.0
2022-07-27,14.9697,15.9297,14.8763,15.6981,1903005.0
2022-07-28,15.7634,15.8662,14.993,15.1751,1678856.0
2022-07-29,15.2498,15.4786,14.9417,15.3806,1174165.0
2022-07-30,15.2498,15.4786,14.9417,15.3806,1174165.0
2022-07-31,15.2498,15.4786,14.9417,15.3806,1174165.0
2022-08-01,15.2592,15.6654,15.1658,15.5113,958730.0
2022-08-02,15.4273,15.4273,14.8296,14.8576,998199.0
2022-08-03,15.007,15.1751,14.8016,15.0537,896009.0
2022-08-04,15.1284,15.2026,14.9417,15.0631,968421.0
2022-08-05,14.9043,14.9276,14.5775,14.7736,1395606.0
2022-08-06,14.9043,14.9276,14.5775,14.7736,1395606.0
2022-08-07,14.9043,14.9276,14.5775,14.7736,1395606.0
2022-08-08,14.923,15.4086,14.8669,15.1751,953517.0
2022-08-09,15.1471,15.1658,14.9697,15.007,961597.0
2022-08-10,15.3059,15.5347,15.2685,15.4366,902612.0
2022-08-11,15.614,15.8288,15.4553,15.586,1141646.0
2022-08-12,15.6327,15.7728,15.4553,15.7541,876788.0
2022-08-13,15.6327,15.7728,15.4553,15.7541,876788.0
2022-08-14,15.6327,15.7728,15.4553,15.7541,876788.0
2022-08-15,15.5206,15.7915,15.4273,15.7168,836775.0
2022-08-16,15.7168,16.165,15.6981,16.081,1100129.0
2022-08-17,15.8382,15.9596,15.6047,15.8101,797175.0
2022-08-18,15.8382,16.0669,15.7541,16.0623,958047.0
2022-08-19,15.9409,16.0156,15.5113,15.6327,1341348.0
2022-08-20,15.9409,16.0156,15.5113,15.6327,1341348.0
2022-08-21,15.9409,16.0156,15.5113,15.6327,1341348.0
2022-08-22,15.3619,15.3899,15.1658,15.2965,1059365.0
2022-08-23,15.2592,15.4273,15.1378,15.2031,1297593.0
2022-08-24,15.1751,15.3339,15.0817,15.2405,1099858.0
2022-08-25,15.3619,15.6747,15.3141,15.586,933206.0
2022-08-26,15.586,15.6514,15.1004,15.1097,1060179.0
2022-08-27,15.586,15.6514,15.1004,15.1097,1060179.0
2022-08-28,15.586,15.6514,15.1004,15.1097,1060179.0
2022-08-29,14.9883,14.9883,13.7977,14.1479,2709440.0
2022-08-30,14.2599,14.2599,14.0171,14.2413,1189723.0
2022-08-31,14.372,14.5401,14.1852,14.372,1461395.0
2022-09-01,14.2871,14.3484,13.9474,14.1644,1330253.0
2022-09-02,14.4192,14.4192,13.853,13.8719,1656443.0
2022-09-03,14.4192,14.4192,13.853,13.8719,1656443.0
2022-09-04,14.4192,14.4192,13.853,13.8719,1656443.0
2022-09-05,14.4192,14.4192,13.853,13.8719,1656443.0
2022-09-06,13.7964,13.8247,12.9707,13.4283,2601163.0
2022-09-07,13.4189,13.9851,13.334,13.9851,1888744.0
2022-09-08,13.9096,14.1644,13.6454,14.1644,1571184.0
2022-09-09,13.6643,13.9426,13.4378,13.7114,2250893.0
2022-09-10,13.6643,13.9426,13.4378,13.7114,2250893.0
2022-09-11,13.6643,13.9426,13.4378,13.7114,2250893.0
2022-09-12,13.8813,13.9898,13.6218,13.7209,2703937.0
2022-09-13,13.3717,13.4283,12.6545,12.7206,2517933.0
2022-09-14,12.8244,12.9282,12.4422,12.8904,3383147.0
2022-09-15,12.9093,13.4991,12.8904,13.4755,3124432.0
2022-09-16,13.3623,13.551,13.1216,13.3623,11069514.0
2022-09-17,13.3623,13.551,13.1216,13.3623,11069514.0
2022-09-18,13.3623,13.551,13.1216,13.3623,11069514.0
2022-09-19,13.2802,13.6359,13.2773,13.551,1966460.0
2022-09-20,13.4661,13.4661,12.9282,13.0509,2037118.0
2022-09-21,13.2019,13.5699,13.1971,13.2679,1532022.0
2022-09-22,13.2302,13.3717,12.848,12.9188,1605270.0
2022-09-23,12.815,12.9282,12.1544,12.4469,3194680.0
2022-09-24,12.815,12.9282,12.1544,12.4469,3194680.0
2022-09-25,12.815,12.9282,12.1544,12.4469,3194680.0
2022-09-26,12.3809,12.6828,12.2676,12.362,1841346.0
2022-09-27,12.4186,12.6168,12.3148,12.4564,2118073.0
2022-09-28,12.4941,13.2066,12.4941,13.1358,1818679.0
2022-09-29,12.9093,13.2113,12.6168,13.2019,2386471.0
2022-09-30,13.4472,14.1644,13.2679,13.8624,3205726.0
2022-10-01,13.4472,14.1644,13.2679,13.8624,3205726.0
2022-10-02,13.4472,14.1644,13.2679,13.8624,3205726.0
2022-10-03,13.9474,14.0983,13.4283,13.7681,1988847.0
2022-10-04,13.9851,14.674,13.9568,14.6645,1451408.0
2022-10-05,14.3059,14.6457,14.2304,14.5985,1189775.0
2022-10-06,14.589,14.8108,14.4758,14.74,962448.0
2022-10-07,14.4097,14.4852,14.0464,14.1172,1314577.0
2022-10-08,14.4097,14.4852,14.0464,14.1172,1314577.0
2022-10-09,14.4097,14.4852,14.0464,14.1172,1314577.0
2022-10-10,14.1455,14.1833,13.9379,13.9379,1117008.0
2022-10-11,13.9285,14.4145,13.7681,14.155,1048278.0
2022-10-12,14.1833,14.3673,13.9568,14.1738,924846.0
2022-10-13,13.9851,14.6928,13.853,14.5702,1223365.0
2022-10-14,14.6551,14.7778,13.9332,13.9568,1163701.0
2022-10-15,14.6551,14.7778,13.9332,13.9568,1163701.0
2022-10-16,14.6551,14.7778,13.9332,13.9568,1163701.0
2022-10-17,14.3059,14.4381,14.0889,14.3343,1248473.0
2022-10-18,14.6457,14.8155,14.3012,14.4097,1410068.0
2022-10-19,14.2116,14.4852,14.0134,14.1833,1273328.0
2022-10-20,14.1833,14.5135,14.0983,14.1644,1005388.0
2022-10-21,14.2021,14.5796,13.919,14.5324,912720.0
2022-10-22,14.2021,14.5796,13.919,14.5324,912720.0
2022-10-23,14.2021,14.5796,13.919,14.5324,912720.0
2022-10-24,14.6079,14.7023,14.4475,14.6268,715104.0
2022-10-25,14.5513,15.2874,14.5419,15.0703,991219.0
2022-10-26,14.891,15.3345,13.6265,13.6359,2694595.0
2022-10-27,13.8719,13.9945,13.6831,13.7586,1918658.0
2022-10-28,13.9096,14.4192,13.9096,14.2399,1513540.0
2022-10-29,13.9096,14.4192,13.9096,14.2399,1513540.0
2022-10-30,13.9096,14.4192,13.9096,14.2399,1513540.0
2022-10-31,14.2588,14.3437,14.1172,14.2871,1203693.0
2022-11-01,14.4381,14.5041,14.221,14.2776,963060.0
2022-11-02,14.2304,14.3437,13.8058,13.8058,1131213.0
2022-11-03,13.6123,13.9662,13.4095,13.853,1105285.0
2022-11-04,14.0134,14.1644,13.82,14.0795,918245.0
2022-11-05,14.0134,14.1644,13.82,14.0795,918245.0
2022-11-06,14.0134,14.1644,13.82,14.0795,918245.0
2022-11-07,14.1644,14.5419,14.155,14.5419,717654.0
2022-11-08,14.5419,14.7872,14.2682,14.3909,841162.0
2022-11-09,14.2304,14.6032,14.1644,14.2588,758709.0
2022-11-10,14.8061,15.3817,14.8061,15.0137,1474460.0
2022-11-11,15.0703,15.4147,15.0703,15.0986,1027377.0
2022-11-12,15.0703,15.4147,15.0703,15.0986,1027377.0
2022-11-13,15.0703,15.4147,15.0703,15.0986,1027377.0
2022-11-14,14.9854,15.6743,14.8816,15.0797,1149239.0
2022-11-15,15.3345,15.5327,15.226,15.2685,831320.0
2022-11-16,15.1364,15.2307,14.8438,14.9382,748740.0
2022-11-17,14.6645,14.7778,14.523,14.6362,794150.0
2022-11-18,14.9571,15.0743,14.4239,14.6079,1130217.0
2022-11-19,14.9571,15.0743,14.4239,14.6079,1130217.0
2022-11-20,14.9571,15.0743,14.4239,14.6079,1130217.0
2022-11-21,14.5985,15.1694,14.5843,15.1269,1130535.0
2022-11-22,15.259,15.2779,14.8344,15.2213,1070545.0
2022-11-23,15.2307,15.3251,15.0892,15.2402,817304.0
2022-11-24,15.2307,15.3251,15.0892,15.2402,817304.0
2022-11-25,15.2024,15.561,15.193,15.4572,436766.0
2022-11-26,15.2024,15.561,15.193,15.4572,436766.0
2022-11-27,15.2024,15.561,15.193,15.4572,436766.0
2022-11-28,15.2119,15.3534,15.1458,15.2874,620924.0
2022-11-29,15.3345,15.6507,15.3109,15.5421,730097.0
2022-11-30,15.4195,15.6459,15.0986,15.6365,1022655.0
2022-12-01,16.132,16.2845,15.808,16.1987,1410317.0
2022-12-02,15.9795,16.3416,15.97,16.1796,724919.0
2022-12-03,15.9795,16.3416,15.97,16.1796,724919.0
2022-12-04,15.9795,16.3416,15.97,16.1796,724919.0
2022-12-05,16.0844,16.2273,15.889,15.9414,694754.0
2022-12-06,15.9033,16.1606,15.6365,15.8652,715890.0
2022-12-07,15.8652,16.2559,15.808,15.9128,733603.0
2022-12-08,16.0558,16.1129,15.6842,15.7413,772162.0
2022-12-09,15.6651,15.808,15.5412,15.5508,1021209.0
2022-12-10,15.6651,15.808,15.5412,15.5508,1021209.0
2022-12-11,15.6651,15.808,15.5412,15.5508,1021209.0
2022-12-12,15.5603,16.0319,15.5031,15.9891,814219.0
2022-12-13,16.5036,16.6084,15.8509,15.9605,1180663.0
2022-12-14,15.8938,16.2845,15.8938,16.0367,1099286.0
2022-12-15,15.808,16.0129,15.6175,15.9891,883721.0
2022-12-16,15.7032,15.9033,15.5889,15.808,4580235.0
2022-12-17,15.7032,15.9033,15.5889,15.808,4580235.0
2022-12-18,15.7032,15.9033,15.5889,15.808,4580235.0
2022-12-19,15.808,15.8652,15.3935,15.4936,1038126.0
2022-12-20,15.5031,15.7604,15.3506,15.7318,938060.0
2022-12-21,15.9224,16.1034,15.8461,15.9414,604946.0
2022-12-22,15.8366,15.9128,15.2792,15.5222,657547.0
2022-12-23,15.4364,15.7127,15.3888,15.6842,553022.0
2022-12-24,15.4364,15.7127,15.3888,15.6842,553022.0
2022-12-25,15.4364,15.7127,15.3888,15.6842,553022.0
2022-12-26,15.4364,15.7127,15.3888,15.6842,553022.0
2022-12-27,15.7413,15.7985,15.5698,15.7604,510899.0
2022-12-28,15.7699,15.8366,15.5126,15.5126,447268.0
2022-12-29,15.6175,15.8795,15.5793,15.8176,587514.0
2022-12-30,15.6556,15.7794,15.5793,15.6746,575443.0
2022-12-31,15.6556,15.7794,15.5793,15.6746,575443.0
2023-01-01,15.6556,15.7794,15.5793,15.6746,575443.0
2023-01-02,15.6556,15.7794,15.5793,15.6746,575443.0
2023-01-03,15.8271,15.9986,15.6079,15.7509,848472.0
2023-01-04,15.9224,16.1892,15.8652,16.0558,681868.0
2023-01-05,15.97,15.97,15.7032,15.7509,871603.0
2023-01-06,15.9891,16.2654,15.8652,16.2082,795322.0
2023-01-07,15.9891,16.2654,15.8652,16.2082,795322.0
2023-01-08,15.9891,16.2654,15.8652,16.2082,795322.0
2023-01-09,16.294,16.4846,16.0939,16.0939,934308.0
2023-01-10,16.0844,16.3702,15.8271,16.2463,1344171.0
2023-01-11,16.2273,16.6561,16.2082,16.5322,831190.0
2023-01-12,16.5798,16.7942,16.4083,16.6561,915007.0
2023-01-13,16.4655,16.8466,16.4083,16.7799,675953.0
2023-01-14,16.4655,16.8466,16.4083,16.7799,675953.0
2023-01-15,16.4655,16.8466,16.4083,16.7799,675953.0
2023-01-16,16.4655,16.8466,16.4083,16.7799,675953.0
2023-01-17,16.7895,16.9467,16.5989,16.618,734182.0
2023-01-18,16.6561,16.8734,16.5227,16.5417,804389.0
2023-01-19,16.2654,16.5465,16.051,16.4941,845399.0
2023-01-20,16.5989,16.7273,16.4655,16.6847,1166631.0
2023-01-21,16.5989,16.7273,16.4655,16.6847,1166631.0
2023-01-22,16.5989,16.7273,16.4655,16.6847,1166631.0
2023-01-23,16.7132,16.9943,16.6847,16.8562,1079500.0
2023-01-24,16.7609,16.9896,16.5322,16.5608,1225494.0
2023-01-25,17.142,17.9043,16.8829,17.5994,1438277.0
2023-01-26,17.8472,18.3712,17.7042,18.3617,2255319.0
2023-01-27,18.3426,18.3808,17.4374,17.7042,1640696.0
2023-01-28,18.3426,18.3808,17.4374,17.7042,1640696.0
2023-01-29,18.3426,18.3808,17.4374,17.7042,1640696.0
2023-01-30,17.6089,17.8424,17.4898,17.6756,891576.0
2023-01-31,17.628,18.0854,17.4851,18.0758,1100817.0
2023-02-01,18.0473,18.4189,17.8424,18.2188,971525.0
2023-02-02,18.1997,18.4284,17.5518,17.7995,1520812.0
2023-02-03,17.6947,18.0806,17.5613,18.0282,982674.0
2023-02-04,17.6947,18.0806,17.5613,18.0282,982674.0
2023-02-05,17.6947,18.0806,17.5613,18.0282,982674.0
2023-02-06,17.8567,18.0854,17.6518,18.0282,1143705.0
2023-02-07,17.9329,18.3331,17.8853,18.2474,909011.0
2023-02-08,18.0663,18.2378,17.9091,17.971,918592.0
2023-02-09,17.9424,18.1235,17.8519,17.9139,1062538.0
2023-02-10,17.79,17.952,17.79,17.8567,600536.0
2023-02-11,17.79,17.952,17.79,17.8567,600536.0
2023-02-12,17.79,17.952,17.79,17.8567,600536.0
2023-02-13,17.6566,17.9615,17.5708,17.952,775163.0
2023-02-14,17.8662,18.0711,17.7757,17.8186,786918.0
2023-02-15,17.6756,17.9281,17.6613,17.8662,567525.0
2023-02-16,17.7423,17.9948,17.5899,17.79,732492.0
2023-02-17,17.8186,17.8472,17.4755,17.6661,848514.0
2023-02-18,17.8186,17.8472,17.4755,17.6661,848514.0
2023-02-19,17.8186,17.8472,17.4755,17.6661,848514.0
2023-02-20,17.8186,17.8472,17.4755,17.6661,848514.0
2023-02-21,17.3898,17.4803,17.3136,17.3707,855197.0
2023-02-22,17.4184,17.5041,17.304,17.3612,761852.0
2023-02-23,17.4184,17.5946,17.2516,17.3993,550693.0
2023-02-24,17.2278,17.3517,17.1754,17.3136,629473.0
2023-02-25,17.2278,17.3517,17.1754,17.3136,629473.0
2023-02-26,17.2278,17.3517,17.1754,17.3136,629473.0
2023-02-27,17.4565,17.5804,17.1087,17.1706,1392654.0
2023-02-28,17.2183,17.3803,17.1897,17.1992,1148837.0
2023-03-01,17.1516,17.3136,17.0182,17.1801,1196477.0
2023-03-02,17.0456,17.2763,16.8325,17.1994,1053835.0
2023-03-03,17.334,17.5935,17.2571,17.4205,971677.0
2023-03-04,17.334,17.5935,17.2571,17.4205,971677.0
2023-03-05,17.334,17.5935,17.2571,17.4205,971677.0
2023-03-06,17.4205,17.632,17.2859,17.3628,995749.0
2023-03-07,17.2859,17.3965,16.9302,17.0167,832904.0
2023-03-08,17.0552,17.1609,16.8629,17.0071,873066.0
2023-03-09,17.0552,17.2042,16.5072,16.5552,1001454.0
2023-03-10,16.3918,16.3918,15.8342,15.9303,1221280.0
2023-03-11,16.3918,16.3918,15.8342,15.9303,1221280.0
2023-03-12,16.3918,16.3918,15.8342,15.9303,1221280.0
2023-03-13,15.4881,15.5458,15.0555,15.0843,1347965.0
2023-03-14,15.6804,16.0169,15.4881,15.5169,1753367.0
2023-03-15,14.9113,15.1035,14.7815,15.0651,1602327.0
2023-03-16,14.8343,15.3343,14.594,15.142,1272301.0
2023-03-17,15.0266,15.142,14.469,14.5652,3319774.0
2023-03-18,15.0266,15.142,14.469,14.5652,3319774.0
2023-03-19,15.0266,15.142,14.469,14.5652,3319774.0
2023-03-20,14.8247,15.2477,14.7094,14.9689,1080511.0
2023-03-21,15.5169,15.6563,15.392,15.4208,988166.0
2023-03-22,15.4016,15.5121,14.9401,14.9497,833813.0
2023-03-23,14.9593,15.1276,14.5459,14.7382,957054.0
2023-03-24,14.4882,14.767,14.1806,14.6901,862172.0
2023-03-25,14.4882,14.767,14.1806,14.6901,862172.0
2023-03-26,14.4882,14.767,14.1806,14.6901,862172.0
2023-03-27,14.9401,15.1228,14.8824,14.9978,699458.0
2023-03-28,14.9016,15.0747,14.9016,14.9689,504578.0
2023-03-29,15.0939,15.2429,15.017,15.2381,743347.0
2023-03-30,15.3727,15.4208,15.0555,15.142,531024.0
2023-03-31,15.1997,15.392,15.142,15.3727,827224.0
2023-04-01,15.1997,15.392,15.142,15.3727,827224.0
2023-04-02,15.1997,15.392,15.142,15.3727,827224.0
2023-04-03,15.3535,15.565,15.315,15.4785,721925.0
2023-04-04,15.8294,15.8294,15.1035,15.2574,671304.0
2023-04-05,15.0939,15.3006,15.0458,15.267,1176493.0
2023-04-06,15.3247,15.4112,15.2622,15.2958,575754.0
2023-04-07,15.3247,15.4112,15.2622,15.2958,575754.0
2023-04-08,15.3247,15.4112,15.2622,15.2958,575754.0
2023-04-09,15.3247,15.4112,15.2622,15.2958,575754.0
2023-04-10,15.2285,15.4929,15.2093,15.3631,680183.0
2023-04-11,15.4304,15.5169,15.3247,15.392,591951.0
2023-04-12,15.5362,15.6419,15.3535,15.4016,899022.0
2023-04-13,15.4016,15.6035,15.3535,15.5121,769457.0
2023-04-14,15.7573,15.9736,15.4126,15.565,938772.0
2023-04-15,15.7573,15.9736,15.4126,15.565,938772.0
2023-04-16,15.7573,15.9736,15.4126,15.565,938772.0
2023-04-17,15.4785,15.6371,15.4016,15.6227,705291.0
2023-04-18,15.6227,15.7573,15.5169,15.6419,760836.0
2023-04-19,15.5169,16.0169,15.4881,15.9399,1053511.0
2023-04-20,15.815,15.815,15.6539,15.7669,601510.0
2023-04-21,15.7765,15.863,15.6618,15.863,665602.0
2023-04-22,15.7765,15.863,15.6618,15.863,665602.0
2023-04-23,15.7765,15.863,15.6618,15.863,665602.0
2023-04-24,15.8342,15.9207,15.6708,15.6708,612527.0
2023-04-25,15.4977,15.6035,15.3727,15.3727,720544.0
2023-04-26,15.392,16.1178,15.392,15.7861,842562.0
2023-04-27,15.9784,16.0265,15.6323,15.9111,874636.0
2023-04-28,15.8438,16.0938,15.7669,15.9015,876370.0
2023-04-29,15.8438,16.0938,15.7669,15.9015,876370.0
2023-04-30,15.8438,16.0938,15.7669,15.9015,876370.0
2023-05-01,15.988,16.0265,15.6611,15.69,647418.0
2023-05-02,15.5938,15.6708,14.4065,14.4498,1940923.0
2023-05-03,14.5459,14.9064,14.4017,14.5748,1498894.0
2023-05-04,14.3921,14.4306,13.9979,14.1037,1306537.0
2023-05-05,14.4402,14.5748,14.2863,14.4498,961837.0
2023-05-06,14.4402,14.5748,14.2863,14.4498,961837.0
2023-05-07,14.4402,14.5748,14.2863,14.4498,961837.0
2023-05-08,14.5267,14.6613,14.2479,14.2671,955687.0
2023-05-09,14.1325,14.4113,14.0268,14.2767,906085.0
2023-05-10,14.469,14.5363,13.9066,14.0268,850674.0
2023-05-11,13.9595,14.2815,13.8633,14.2287,1024547.0
2023-05-12,14.2479,14.3536,14.1614,14.2863,572155.0
2023-05-13,14.2479,14.3536,14.1614,14.2863,572155.0
2023-05-14,14.2479,14.3536,14.1614,14.2863,572155.0
2023-05-15,14.3152,14.5892,14.1998,14.5267,1552209.0
2023-05-16,14.4402,14.6228,14.3344,14.4402,1738836.0
2023-05-17,14.6324,14.8824,14.5027,14.844,1084704.0
2023-05-18,14.7767,14.9689,14.6901,14.9497,961991.0
2023-05-19,15.0747,15.1131,14.6709,14.7574,1079465.0
2023-05-20,15.0747,15.1131,14.6709,14.7574,1079465.0
2023-05-21,15.0747,15.1131,14.6709,14.7574,1079465.0
2023-05-22,14.8343,14.8728,14.5363,14.6036,661976.0
2023-05-23,14.6132,14.9209,14.6132,14.7478,666812.0
2023-05-24,14.6036,14.6324,14.469,14.5459,711472.0
2023-05-25,14.4498,14.6709,14.4306,14.6421,730906.0
2023-05-26,14.6421,14.9786,14.6132,14.9497,1060979.0
2023-05-27,14.6421,14.9786,14.6132,14.9497,1060979.0
2023-05-28,14.6421,14.9786,14.6132,14.9497,1060979.0
2023-05-29,14.6421,14.9786,14.6132,14.9497,1060979.0
2023-05-30,14.9113,14.9978,14.5748,14.7382,820125.0
2023-05-31,14.6421,14.7382,14.4017,14.5652,2123600.0
2023-06-01,14.7303,15.2599,14.7303,15.1579,1058427.0
2023-06-02,15.4105,15.8477,15.323,15.7797,773960.0
2023-06-03,15.4105,15.8477,15.323,15.7797,773960.0
2023-06-04,15.4105,15.8477,15.323,15.7797,773960.0
2023-06-05,15.7797,16.1966,15.6923,16.0129,1082931.0
2023-06-06,16.0129,16.6153,15.9838,16.5862,1261138.0
2023-06-07,16.6931,17.1838,16.6542,17.14,1593855.0
2023-06-08,17.0234,17.3538,16.9943,17.2955,1665576.0
2023-06-09,17.2858,17.7619,17.2858,17.7133,1726970.0
2023-06-10,17.2858,17.7619,17.2858,17.7133,1726970.0
2023-06-11,17.2858,17.7619,17.2858,17.7133,1726970.0
2023-06-12,17.655,18.3789,17.6113,18.3352,1692789.0
2023-06-13,18.374,18.8502,18.34,18.5781,2464304.0
2023-06-14,18.6267,18.7627,18.0097,18.0923,2421565.0
2023-06-15,17.9951,18.2574,17.6842,18.2477,1565614.0
2023-06-16,18.2574,18.3255,17.7765,17.8785,20077231.0
2023-06-17,18.2574,18.3255,17.7765,17.8785,20077231.0
2023-06-18,18.2574,18.3255,17.7765,17.8785,20077231.0
2023-06-19,18.2574,18.3255,17.7765,17.8785,20077231.0
2023-06-20,17.8494,17.8785,17.5093,17.7425,1668914.0
2023-06-21,17.723,17.8202,17.5287,17.5384,1820260.0
2023-06-22,17.451,17.5967,17.14,17.5967,1405719.0
2023-06-23,17.3635,17.5724,17.3052,17.4607,2734898.0
2023-06-24,17.3635,17.5724,17.3052,17.4607,2734898.0
2023-06-25,17.3635,17.5724,17.3052,17.4607,2734898.0
2023-06-26,17.5967,17.7522,17.4655,17.519,1030696.0
2023-06-27,17.451,17.9902,17.4024,17.9465,930449.0
2023-06-28,17.8785,17.9708,17.7813,17.9077,1241758.0
2023-06-29,18.102,18.3012,18.102,18.2186,927212.0
2023-06-30,18.306,18.5489,17.5676,18.0534,2463110.0
2023-07-01,18.306,18.5489,17.5676,18.0534,2463110.0
2023-07-02,18.306,18.5489,17.5676,18.0534,2463110.0
2023-07-03,17.966,18.3498,17.966,18.2574,436473.0
2023-07-04,17.966,18.3498,17.966,18.2574,436473.0
2023-07-05,18.1117,18.1506,17.8736,18.1214,1159714.0
2023-07-06,18.0437,18.0437,17.383,17.6745,979450.0
2023-07-07,17.7328,17.9174,17.7133,17.723,819835.0
2023-07-08,17.7328,17.9174,17.7133,17.723,819835.0
2023-07-09,17.7328,17.9174,17.7133,17.723,819835.0
2023-07-10,17.7036,17.9951,17.6745,17.8785,1001469.0
2023-07-11,18.0728,18.4081,18.0728,18.306,971769.0
2023-07-12,18.4615,18.6267,18.4421,18.5198,906691.0
2023-07-13,18.5489,18.6218,18.4226,18.5587,745213.0
2023-07-14,18.617,18.6753,18.2866,18.6072,763272.0
2023-07-15,18.617,18.6753,18.2866,18.6072,763272.0
2023-07-16,18.617,18.6753,18.2866,18.6072,763272.0
2023-07-17,18.5101,18.855,18.5101,18.7044,1255444.0
2023-07-18,18.753,18.9765,18.6558,18.9668,781363.0
2023-07-19,19.0056,19.133,18.8696,18.9959,1129547.0
2023-07-20,18.8987,19.0105,18.5781,18.6947,890437.0
2023-07-21,18.685,18.753,18.4809,18.5684,987149.0
2023-07-22,18.685,18.753,18.4809,18.5684,987149.0
2023-07-23,18.685,18.753,18.4809,18.5684,987149.0
2023-07-24,18.5198,18.9182,18.5198,18.8696,1298045.0
2023-07-25,18.8793,19.0639,18.7433,18.7919,1068827.0
2023-07-26,18.0826,19.0202,17.723,18.1311,1242354.0
2023-07-27,18.1894,18.4906,17.8882,18.238,944219.0
2023-07-28,18.3546,18.5878,18.2769,18.3838,871982.0
2023-07-29,18.3546,18.5878,18.2769,18.3838,871982.0
2023-07-30,18.3546,18.5878,18.2769,18.3838,871982.0
2023-07-31,18.4906,18.6753,18.3109,18.5004,1166113.0
2023-08-01,18.2866,18.4421,18.0485,18.3352,1006352.0
2023-08-02,18.1894,18.1894,17.8736,17.9174,943244.0
2023-08-03,17.7911,17.9514,17.6793,17.8396,884695.0
2023-08-04,17.8396,18.0243,17.7522,17.7813,590679.0
2023-08-05,17.8396,18.0243,17.7522,17.7813,590679.0
2023-08-06,17.8396,18.0243,17.7522,17.7813,590679.0
2023-08-07,17.7813,18.1311,17.7813,18.0728,706834.0
2023-08-08,17.8105,17.9222,17.6745,17.8882,646484.0
2023-08-09,17.8299,17.9125,17.5384,17.5481,599334.0
2023-08-10,17.5967,17.6842,17.2178,17.2566,748637.0
2023-08-11,17.1692,17.3489,17.0915,17.3149,603511.0
2023-08-12,17.1692,17.3489,17.0915,17.3149,603511.0
2023-08-13,17.1692,17.3489,17.0915,17.3149,603511.0
2023-08-14,17.2081,17.2178,16.9749,17.1983,852446.0
2023-08-15,16.9749,16.9749,16.7125,16.8777,787704.0
2023-08-16,16.8097,16.9272,16.766,16.8,981173.0
2023-08-17,16.8388,16.97,16.8,16.9166,933101.0
2023-08-18,16.7902,17.1741,16.7319,17.072,732975.0
2023-08-19,16.7902,17.1741,16.7319,17.072,732975.0
2023-08-20,16.7902,17.1741,16.7319,17.072,732975.0
2023-08-21,17.14,17.1983,16.7514,16.9943,703318.0
2023-08-22,16.9846,17.0137,16.7417,16.8097,775135.0
2023-08-23,16.8194,17.0915,16.7319,17.0623,668635.0
2023-08-24,17.0526,17.3295,16.9846,17.1109,1332690.0
2023-08-25,17.14,17.2275,16.8291,16.9651,635184.0
2023-08-26,17.14,17.2275,16.8291,16.9651,635184.0
2023-08-27,17.14,17.2275,16.8291,16.9651,635184.0
2023-08-28,17.0817,17.3043,16.9554,16.9749,623644.0
2023-08-29,16.9554,17.2469,16.9554,17.2275,931451.0
2023-08-30,17.1983,17.2615,17.0623,17.1498,912724.0
2023-08-31,17.1498,17.4096,17.14,17.3066,990817.0
2023-09-01,17.4537,17.8459,17.4341,17.8067,585934.0
2023-09-02,17.4537,17.8459,17.4341,17.8067,585934.0
2023-09-03,17.4537,17.8459,17.4341,17.8067,585934.0
2023-09-04,17.4537,17.8459,17.4341,17.8067,585934.0
2023-09-05,17.6989,17.7038,17.3851,17.4145,1140908.0
2023-09-06,17.4047,17.5371,17.0811,17.1596,848453.0
2023-09-07,17.14,17.1968,16.6399,16.7183,964669.0
2023-09-08,16.6791,16.7526,16.4835,16.6987,861625.0
2023-09-09,16.6791,16.7526,16.4835,16.6987,861625.0
2023-09-10,16.6791,16.7526,16.4835,16.6987,861625.0
2023-09-11,16.8556,17.0762,16.8556,16.934,864478.0
2023-09-12,16.9144,17.0566,16.7428,17.0223,1325975.0
2023-09-13,17.0321,17.1743,16.885,16.9929,1270923.0
2023-09-14,17.2086,17.5175,17.2086,17.3851,1043813.0
