,AAWW US Equity,AAWW US Equity,AAWW US Equity,AAWW US Equity,AAWW US Equity
2023-01-21,101.99,102.04,101.75,102.03,348890.0
2023-01-22,101.99,102.04,101.75,102.03,348890.0
2023-01-23,102.06,102.27,101.94,102.08,307577.0
2023-01-24,102.03,102.16,101.97,102.0,149307.0
2023-01-25,102.0,102.1,101.92,101.92,221005.0
2023-01-26,102.05,102.1,101.5,102.0,1302893.0
2023-01-27,102.03,102.034,101.9,101.9,192084.0
2023-01-28,102.03,102.034,101.9,101.9,192084.0
2023-01-29,102.03,102.034,101.9,101.9,192084.0
2023-01-30,102.21,102.25,102.075,102.25,240296.0
2023-01-31,102.25,102.265,102.12,102.21,504744.0
2023-02-01,102.21,102.25,102.13,102.21,346820.0
2023-02-02,102.2,102.25,102.18,102.25,333934.0
2023-02-03,102.24,102.25,102.07,102.16,707684.0
2023-02-04,102.24,102.25,102.07,102.16,707684.0
2023-02-05,102.24,102.25,102.07,102.16,707684.0
2023-02-06,102.1,102.24,102.1,102.22,236039.0
2023-02-07,102.22,102.22,102.16,102.18,159136.0
2023-02-08,102.18,102.23,102.15,102.19,266659.0
2023-02-09,102.2,102.217,102.14,102.15,310065.0
2023-02-10,102.18,102.22,102.12,102.2,356404.0
2023-02-11,102.18,102.22,102.12,102.2,356404.0
2023-02-12,102.18,102.22,102.12,102.2,356404.0
2023-02-13,102.18,102.23,102.18,102.2,211042.0
2023-02-14,102.2,102.25,102.2,102.21,239479.0
2023-02-15,102.2,102.23,102.08,102.17,239153.0
2023-02-16,102.2,102.235,101.85,101.9,462050.0
2023-02-17,102.17,102.17,101.89,101.95,300575.0
2023-02-18,102.17,102.17,101.89,101.95,300575.0
2023-02-19,102.17,102.17,101.89,101.95,300575.0
2023-02-20,102.17,102.17,101.89,101.95,300575.0
2023-02-21,102.01,102.12,101.7064,101.74,303439.0
2023-02-22,101.8,101.95,101.18,101.82,368884.0
2023-02-23,101.75,101.975,101.425,101.78,815327.0
2023-02-24,101.55,101.78,101.55,101.75,435398.0
2023-02-25,101.55,101.78,101.55,101.75,435398.0
2023-02-26,101.55,101.78,101.55,101.75,435398.0
2023-02-27,101.85,101.85,101.3,101.36,830242.0
2023-02-28,101.43,101.52,100.79,100.81,1007295.0
2023-03-01,100.61,100.91,99.525,100.65,1059629.0
2023-03-02,100.65,100.83,100.03,100.34,825776.0
2023-03-03,100.34,100.4007,99.585,99.82,1165723.0
2023-03-04,100.34,100.4007,99.585,99.82,1165723.0
2023-03-05,100.34,100.4007,99.585,99.82,1165723.0
2023-03-06,99.75,99.92,97.75,99.08,1505656.0
2023-03-07,98.89,100.1763,98.8075,100.04,659326.0
2023-03-08,100.04,100.95,99.6,100.53,356868.0
2023-03-09,100.47,100.655,99.9,100.28,768328.0
2023-03-10,100.48,100.48,99.6675,99.93,577335.0
2023-03-11,100.48,100.48,99.6675,99.93,577335.0
2023-03-12,100.48,100.48,99.6675,99.93,577335.0
2023-03-13,99.61,100.27,99.12,99.52,572623.0
2023-03-14,100.1,100.21,99.2,99.3,918980.0
2023-03-15,102.42,102.46,102.39,102.45,2699793.0
2023-03-16,102.43,102.48,102.43,102.46,996196.0
2023-03-17,102.48,102.5,102.47,102.48,1527211.0
2023-03-18,102.48,102.5,102.47,102.48,1527211.0
2023-03-19,102.48,102.5,102.47,102.48,1527211.0
2023-03-20,102.48,102.5,102.47,102.48,1527211.0
2023-03-21,102.48,102.5,102.47,102.48,1527211.0
2023-03-22,102.48,102.5,102.47,102.48,1527211.0
2023-03-23,102.48,102.5,102.47,102.48,1527211.0
2023-03-24,102.48,102.5,102.47,102.48,1527211.0
2023-03-25,102.48,102.5,102.47,102.48,1527211.0
2023-03-26,102.48,102.5,102.47,102.48,1527211.0
2023-03-27,102.48,102.5,102.47,102.48,1527211.0
2023-03-28,102.48,102.5,102.47,102.48,1527211.0
2023-03-29,102.48,102.5,102.47,102.48,1527211.0
2023-03-30,102.48,102.5,102.47,102.48,1527211.0
2023-03-31,102.48,102.5,102.47,102.48,1527211.0
2023-04-01,102.48,102.5,102.47,102.48,1527211.0
2023-04-02,102.48,102.5,102.47,102.48,1527211.0
2023-04-03,102.48,102.5,102.47,102.48,1527211.0
2023-04-04,102.48,102.5,102.47,102.48,1527211.0
2023-04-05,102.48,102.5,102.47,102.48,1527211.0
2023-04-06,102.48,102.5,102.47,102.48,1527211.0
2023-04-07,102.48,102.5,102.47,102.48,1527211.0
2023-04-08,102.48,102.5,102.47,102.48,1527211.0
2023-04-09,102.48,102.5,102.47,102.48,1527211.0
2023-04-10,102.48,102.5,102.47,102.48,1527211.0
2023-04-11,102.48,102.5,102.47,102.48,1527211.0
2023-04-12,102.48,102.5,102.47,102.48,1527211.0
2023-04-13,102.48,102.5,102.47,102.48,1527211.0
2023-04-14,102.48,102.5,102.47,102.48,1527211.0
2023-04-15,102.48,102.5,102.47,102.48,1527211.0
2023-04-16,102.48,102.5,102.47,102.48,1527211.0
2023-04-17,102.48,102.5,102.47,102.48,1527211.0
2023-04-18,102.48,102.5,102.47,102.48,1527211.0
2023-04-19,102.48,102.5,102.47,102.48,1527211.0
2023-04-20,102.48,102.5,102.47,102.48,1527211.0
2023-04-21,102.48,102.5,102.47,102.48,1527211.0
2023-04-22,102.48,102.5,102.47,102.48,1527211.0
2023-04-23,102.48,102.5,102.47,102.48,1527211.0
2023-04-24,102.48,102.5,102.47,102.48,1527211.0
2023-04-25,102.48,102.5,102.47,102.48,1527211.0
2023-04-26,102.48,102.5,102.47,102.48,1527211.0
2023-04-27,102.48,102.5,102.47,102.48,1527211.0
2023-04-28,102.48,102.5,102.47,102.48,1527211.0
2023-04-29,102.48,102.5,102.47,102.48,1527211.0
2023-04-30,102.48,102.5,102.47,102.48,1527211.0
2023-05-01,102.48,102.5,102.47,102.48,1527211.0
2023-05-02,102.48,102.5,102.47,102.48,1527211.0
2023-05-03,102.48,102.5,102.47,102.48,1527211.0
2023-05-04,102.48,102.5,102.47,102.48,1527211.0
2023-05-05,102.48,102.5,102.47,102.48,1527211.0
2023-05-06,102.48,102.5,102.47,102.48,1527211.0
2023-05-07,102.48,102.5,102.47,102.48,1527211.0
2023-05-08,102.48,102.5,102.47,102.48,1527211.0
2023-05-09,102.48,102.5,102.47,102.48,1527211.0
2023-05-10,102.48,102.5,102.47,102.48,1527211.0
2023-05-11,102.48,102.5,102.47,102.48,1527211.0
2023-05-12,102.48,102.5,102.47,102.48,1527211.0
2023-05-13,102.48,102.5,102.47,102.48,1527211.0
2023-05-14,102.48,102.5,102.47,102.48,1527211.0
2023-05-15,102.48,102.5,102.47,102.48,1527211.0
2023-05-16,102.48,102.5,102.47,102.48,1527211.0
2023-05-17,102.48,102.5,102.47,102.48,1527211.0
2023-05-18,102.48,102.5,102.47,102.48,1527211.0
2023-05-19,102.48,102.5,102.47,102.48,1527211.0
2023-05-20,102.48,102.5,102.47,102.48,1527211.0
2023-05-21,102.48,102.5,102.47,102.48,1527211.0
2023-05-22,102.48,102.5,102.47,102.48,1527211.0
2023-05-23,102.48,102.5,102.47,102.48,1527211.0
2023-05-24,102.48,102.5,102.47,102.48,1527211.0
2023-05-25,102.48,102.5,102.47,102.48,1527211.0
2023-05-26,102.48,102.5,102.47,102.48,1527211.0
2023-05-27,102.48,102.5,102.47,102.48,1527211.0
2023-05-28,102.48,102.5,102.47,102.48,1527211.0
2023-05-29,102.48,102.5,102.47,102.48,1527211.0
2023-05-30,102.48,102.5,102.47,102.48,1527211.0
2023-05-31,102.48,102.5,102.47,102.48,1527211.0
2023-06-01,102.48,102.5,102.47,102.48,1527211.0
2023-06-02,102.48,102.5,102.47,102.48,1527211.0
2023-06-03,102.48,102.5,102.47,102.48,1527211.0
2023-06-04,102.48,102.5,102.47,102.48,1527211.0
2023-06-05,102.48,102.5,102.47,102.48,1527211.0
2023-06-06,102.48,102.5,102.47,102.48,1527211.0
2023-06-07,102.48,102.5,102.47,102.48,1527211.0
2023-06-08,102.48,102.5,102.47,102.48,1527211.0
2023-06-09,102.48,102.5,102.47,102.48,1527211.0
2023-06-10,102.48,102.5,102.47,102.48,1527211.0
2023-06-11,102.48,102.5,102.47,102.48,1527211.0
2023-06-12,102.48,102.5,102.47,102.48,1527211.0
2023-06-13,102.48,102.5,102.47,102.48,1527211.0
2023-06-14,102.48,102.5,102.47,102.48,1527211.0
2023-06-15,102.48,102.5,102.47,102.48,1527211.0
2023-06-16,102.48,102.5,102.47,102.48,1527211.0
2023-06-17,102.48,102.5,102.47,102.48,1527211.0
2023-06-18,102.48,102.5,102.47,102.48,1527211.0
2023-06-19,102.48,102.5,102.47,102.48,1527211.0
2023-06-20,102.48,102.5,102.47,102.48,1527211.0
2023-06-21,102.48,102.5,102.47,102.48,1527211.0
2023-06-22,102.48,102.5,102.47,102.48,1527211.0
2023-06-23,102.48,102.5,102.47,102.48,1527211.0
2023-06-24,102.48,102.5,102.47,102.48,1527211.0
2023-06-25,102.48,102.5,102.47,102.48,1527211.0
2023-06-26,102.48,102.5,102.47,102.48,1527211.0
2023-06-27,102.48,102.5,102.47,102.48,1527211.0
2023-06-28,102.48,102.5,102.47,102.48,1527211.0
2023-06-29,102.48,102.5,102.47,102.48,1527211.0
2023-06-30,102.48,102.5,102.47,102.48,1527211.0
2023-07-01,102.48,102.5,102.47,102.48,1527211.0
2023-07-02,102.48,102.5,102.47,102.48,1527211.0
2023-07-03,102.48,102.5,102.47,102.48,1527211.0
2023-07-04,102.48,102.5,102.47,102.48,1527211.0
2023-07-05,102.48,102.5,102.47,102.48,1527211.0
2023-07-06,102.48,102.5,102.47,102.48,1527211.0
2023-07-07,102.48,102.5,102.47,102.48,1527211.0
2023-07-08,102.48,102.5,102.47,102.48,1527211.0
2023-07-09,102.48,102.5,102.47,102.48,1527211.0
2023-07-10,102.48,102.5,102.47,102.48,1527211.0
2023-07-11,102.48,102.5,102.47,102.48,1527211.0
2023-07-12,102.48,102.5,102.47,102.48,1527211.0
2023-07-13,102.48,102.5,102.47,102.48,1527211.0
2023-07-14,102.48,102.5,102.47,102.48,1527211.0
2023-07-15,102.48,102.5,102.47,102.48,1527211.0
2023-07-16,102.48,102.5,102.47,102.48,1527211.0
2023-07-17,102.48,102.5,102.47,102.48,1527211.0
2023-07-18,102.48,102.5,102.47,102.48,1527211.0
2023-07-19,102.48,102.5,102.47,102.48,1527211.0
2023-07-20,102.48,102.5,102.47,102.48,1527211.0
2023-07-21,102.48,102.5,102.47,102.48,1527211.0
2023-07-22,102.48,102.5,102.47,102.48,1527211.0
2023-07-23,102.48,102.5,102.47,102.48,1527211.0
2023-07-24,102.48,102.5,102.47,102.48,1527211.0
2023-07-25,102.48,102.5,102.47,102.48,1527211.0
2023-07-26,102.48,102.5,102.47,102.48,1527211.0
2023-07-27,102.48,102.5,102.47,102.48,1527211.0
2023-07-28,102.48,102.5,102.47,102.48,1527211.0
2023-07-29,102.48,102.5,102.47,102.48,1527211.0
2023-07-30,102.48,102.5,102.47,102.48,1527211.0
2023-07-31,102.48,102.5,102.47,102.48,1527211.0
2023-08-01,102.48,102.5,102.47,102.48,1527211.0
2023-08-02,102.48,102.5,102.47,102.48,1527211.0
2023-08-03,102.48,102.5,102.47,102.48,1527211.0
2023-08-04,102.48,102.5,102.47,102.48,1527211.0
2023-08-05,102.48,102.5,102.47,102.48,1527211.0
2023-08-06,102.48,102.5,102.47,102.48,1527211.0
2023-08-07,102.48,102.5,102.47,102.48,1527211.0
2023-08-08,102.48,102.5,102.47,102.48,1527211.0
2023-08-09,102.48,102.5,102.47,102.48,1527211.0
2023-08-10,102.48,102.5,102.47,102.48,1527211.0
2023-08-11,102.48,102.5,102.47,102.48,1527211.0
2023-08-12,102.48,102.5,102.47,102.48,1527211.0
2023-08-13,102.48,102.5,102.47,102.48,1527211.0
2023-08-14,102.48,102.5,102.47,102.48,1527211.0
2023-08-15,102.48,102.5,102.47,102.48,1527211.0
2023-08-16,102.48,102.5,102.47,102.48,1527211.0
2023-08-17,102.48,102.5,102.47,102.48,1527211.0
2023-08-18,102.48,102.5,102.47,102.48,1527211.0
2023-08-19,102.48,102.5,102.47,102.48,1527211.0
2023-08-20,102.48,102.5,102.47,102.48,1527211.0
2023-08-21,102.48,102.5,102.47,102.48,1527211.0
2023-08-22,102.48,102.5,102.47,102.48,1527211.0
2023-08-23,102.48,102.5,102.47,102.48,1527211.0
2023-08-24,102.48,102.5,102.47,102.48,1527211.0
2023-08-25,102.48,102.5,102.47,102.48,1527211.0
2023-08-26,102.48,102.5,102.47,102.48,1527211.0
2023-08-27,102.48,102.5,102.47,102.48,1527211.0
2023-08-28,102.48,102.5,102.47,102.48,1527211.0
2023-08-29,102.48,102.5,102.47,102.48,1527211.0
2023-08-30,102.48,102.5,102.47,102.48,1527211.0
2023-08-31,102.48,102.5,102.47,102.48,1527211.0
2023-09-01,102.48,102.5,102.47,102.48,1527211.0
2023-09-02,102.48,102.5,102.47,102.48,1527211.0
2023-09-03,102.48,102.5,102.47,102.48,1527211.0
2023-09-04,102.48,102.5,102.47,102.48,1527211.0
2023-09-05,102.48,102.5,102.47,102.48,1527211.0
2023-09-06,102.48,102.5,102.47,102.48,1527211.0
2023-09-07,102.48,102.5,102.47,102.48,1527211.0
2023-09-08,102.48,102.5,102.47,102.48,1527211.0
2023-09-09,102.48,102.5,102.47,102.48,1527211.0
2023-09-10,102.48,102.5,102.47,102.48,1527211.0
2023-09-11,102.48,102.5,102.47,102.48,1527211.0
2023-09-12,102.48,102.5,102.47,102.48,1527211.0
2023-09-13,102.48,102.5,102.47,102.48,1527211.0
2023-09-14,102.48,102.5,102.47,102.48,1527211.0
2023-09-15,102.48,102.5,102.47,102.48,1527211.0
2023-09-16,102.48,102.5,102.47,102.48,1527211.0
2023-09-17,102.48,102.5,102.47,102.48,1527211.0
2023-09-18,102.48,102.5,102.47,102.48,1527211.0
2023-09-19,102.48,102.5,102.47,102.48,1527211.0
2023-09-20,102.48,102.5,102.47,102.48,1527211.0
2023-09-21,102.48,102.5,102.47,102.48,1527211.0
2023-09-22,102.48,102.5,102.47,102.48,1527211.0
2023-09-23,102.48,102.5,102.47,102.48,1527211.0
2023-09-24,102.48,102.5,102.47,102.48,1527211.0
2023-09-25,102.48,102.5,102.47,102.48,1527211.0
2023-09-26,102.48,102.5,102.47,102.48,1527211.0
2023-09-27,102.48,102.5,102.47,102.48,1527211.0
2023-09-28,102.48,102.5,102.47,102.48,1527211.0
2023-09-29,102.48,102.5,102.47,102.48,1527211.0
2023-09-30,102.48,102.5,102.47,102.48,1527211.0
2023-10-01,102.48,102.5,102.47,102.48,1527211.0
2023-10-02,102.48,102.5,102.47,102.48,1527211.0
2023-10-03,102.48,102.5,102.47,102.48,1527211.0
2023-10-04,102.48,102.5,102.47,102.48,1527211.0
2023-10-05,102.48,102.5,102.47,102.48,1527211.0
2023-10-06,102.48,102.5,102.47,102.48,1527211.0
2023-10-07,102.48,102.5,102.47,102.48,1527211.0
2023-10-08,102.48,102.5,102.47,102.48,1527211.0
2023-10-09,102.48,102.5,102.47,102.48,1527211.0
2023-10-10,102.48,102.5,102.47,102.48,1527211.0
2023-10-11,102.48,102.5,102.47,102.48,1527211.0
2023-10-12,102.48,102.5,102.47,102.48,1527211.0
2023-10-13,102.48,102.5,102.47,102.48,1527211.0
2023-10-14,102.48,102.5,102.47,102.48,1527211.0
2023-10-15,102.48,102.5,102.47,102.48,1527211.0
2023-10-16,102.48,102.5,102.47,102.48,1527211.0
2023-10-17,102.48,102.5,102.47,102.48,1527211.0
2023-10-18,102.48,102.5,102.47,102.48,1527211.0
2023-10-19,102.48,102.5,102.47,102.48,1527211.0
2023-10-20,102.48,102.5,102.47,102.48,1527211.0
2023-10-21,102.48,102.5,102.47,102.48,1527211.0
2023-10-22,102.48,102.5,102.47,102.48,1527211.0
2023-10-23,102.48,102.5,102.47,102.48,1527211.0
2023-10-24,102.48,102.5,102.47,102.48,1527211.0
2023-10-25,102.48,102.5,102.47,102.48,1527211.0
2023-10-26,102.48,102.5,102.47,102.48,1527211.0
2023-10-27,102.48,102.5,102.47,102.48,1527211.0
2023-10-28,102.48,102.5,102.47,102.48,1527211.0
2023-10-29,102.48,102.5,102.47,102.48,1527211.0
2023-10-30,102.48,102.5,102.47,102.48,1527211.0
2023-10-31,102.48,102.5,102.47,102.48,1527211.0
2023-11-01,102.48,102.5,102.47,102.48,1527211.0
2023-11-02,102.48,102.5,102.47,102.48,1527211.0
2023-11-03,102.48,102.5,102.47,102.48,1527211.0
2023-11-04,102.48,102.5,102.47,102.48,1527211.0
2023-11-05,102.48,102.5,102.47,102.48,1527211.0
2023-11-06,102.48,102.5,102.47,102.48,1527211.0
2023-11-07,102.48,102.5,102.47,102.48,1527211.0
2023-11-08,102.48,102.5,102.47,102.48,1527211.0
2023-11-09,102.48,102.5,102.47,102.48,1527211.0
2023-11-10,102.48,102.5,102.47,102.48,1527211.0
2023-11-11,102.48,102.5,102.47,102.48,1527211.0
2023-11-12,102.48,102.5,102.47,102.48,1527211.0
2023-11-13,102.48,102.5,102.47,102.48,1527211.0
2023-11-14,102.48,102.5,102.47,102.48,1527211.0
2023-11-15,102.48,102.5,102.47,102.48,1527211.0
2023-11-16,102.48,102.5,102.47,102.48,1527211.0
2023-11-17,102.48,102.5,102.47,102.48,1527211.0
2023-11-18,102.48,102.5,102.47,102.48,1527211.0
2023-11-19,102.48,102.5,102.47,102.48,1527211.0
2023-11-20,102.48,102.5,102.47,102.48,1527211.0
2023-11-21,102.48,102.5,102.47,102.48,1527211.0
2023-11-22,102.48,102.5,102.47,102.48,1527211.0
2023-11-23,102.48,102.5,102.47,102.48,1527211.0
2023-11-24,102.48,102.5,102.47,102.48,1527211.0
2023-11-25,102.48,102.5,102.47,102.48,1527211.0
2023-11-26,102.48,102.5,102.47,102.48,1527211.0
2023-11-27,102.48,102.5,102.47,102.48,1527211.0
2023-11-28,102.48,102.5,102.47,102.48,1527211.0
2023-11-29,102.48,102.5,102.47,102.48,1527211.0
2023-11-30,102.48,102.5,102.47,102.48,1527211.0
2023-12-01,102.48,102.5,102.47,102.48,1527211.0
2023-12-02,102.48,102.5,102.47,102.48,1527211.0
2023-12-03,102.48,102.5,102.47,102.48,1527211.0
2023-12-04,102.48,102.5,102.47,102.48,1527211.0
2023-12-05,102.48,102.5,102.47,102.48,1527211.0
2023-12-06,102.48,102.5,102.47,102.48,1527211.0
2023-12-07,102.48,102.5,102.47,102.48,1527211.0
2023-12-08,102.48,102.5,102.47,102.48,1527211.0
2023-12-09,102.48,102.5,102.47,102.48,1527211.0
2023-12-10,102.48,102.5,102.47,102.48,1527211.0
2023-12-11,102.48,102.5,102.47,102.48,1527211.0
2023-12-12,102.48,102.5,102.47,102.48,1527211.0
2023-12-13,102.48,102.5,102.47,102.48,1527211.0
2023-12-14,102.48,102.5,102.47,102.48,1527211.0
2023-12-15,102.48,102.5,102.47,102.48,1527211.0
2023-12-16,102.48,102.5,102.47,102.48,1527211.0
2023-12-17,102.48,102.5,102.47,102.48,1527211.0
2023-12-18,102.48,102.5,102.47,102.48,1527211.0
2023-12-19,102.48,102.5,102.47,102.48,1527211.0
2023-12-20,102.48,102.5,102.47,102.48,1527211.0
2023-12-21,102.48,102.5,102.47,102.48,1527211.0
2023-12-22,102.48,102.5,102.47,102.48,1527211.0
2023-12-23,102.48,102.5,102.47,102.48,1527211.0
2023-12-24,102.48,102.5,102.47,102.48,1527211.0
2023-12-25,102.48,102.5,102.47,102.48,1527211.0
2023-12-26,102.48,102.5,102.47,102.48,1527211.0
2023-12-27,102.48,102.5,102.47,102.48,1527211.0
2023-12-28,102.48,102.5,102.47,102.48,1527211.0
2023-12-29,102.48,102.5,102.47,102.48,1527211.0
2023-12-30,102.48,102.5,102.47,102.48,1527211.0
2023-12-31,102.48,102.5,102.47,102.48,1527211.0
2024-01-01,102.48,102.5,102.47,102.48,1527211.0
2024-01-02,102.48,102.5,102.47,102.48,1527211.0
2024-01-03,102.48,102.5,102.47,102.48,1527211.0
2024-01-04,102.48,102.5,102.47,102.48,1527211.0
2024-01-05,102.48,102.5,102.47,102.48,1527211.0
2024-01-06,102.48,102.5,102.47,102.48,1527211.0
2024-01-07,102.48,102.5,102.47,102.48,1527211.0
2024-01-08,102.48,102.5,102.47,102.48,1527211.0
2024-01-09,102.48,102.5,102.47,102.48,1527211.0
2024-01-10,102.48,102.5,102.47,102.48,1527211.0
2024-01-11,102.48,102.5,102.47,102.48,1527211.0
2024-01-12,102.48,102.5,102.47,102.48,1527211.0
2024-01-13,102.48,102.5,102.47,102.48,1527211.0
2024-01-14,102.48,102.5,102.47,102.48,1527211.0
2024-01-15,102.48,102.5,102.47,102.48,1527211.0
2024-01-16,102.48,102.5,102.47,102.48,1527211.0
2024-01-17,102.48,102.5,102.47,102.48,1527211.0
2024-01-18,102.48,102.5,102.47,102.48,1527211.0
2024-01-19,102.48,102.5,102.47,102.48,1527211.0
2024-01-20,102.48,102.5,102.47,102.48,1527211.0
2024-01-21,102.48,102.5,102.47,102.48,1527211.0
2024-01-22,102.48,102.5,102.47,102.48,1527211.0
2024-01-23,102.48,102.5,102.47,102.48,1527211.0
2024-01-24,102.48,102.5,102.47,102.48,1527211.0
2024-01-25,102.48,102.5,102.47,102.48,1527211.0
2024-01-26,102.48,102.5,102.47,102.48,1527211.0
2024-01-27,102.48,102.5,102.47,102.48,1527211.0
2024-01-28,102.48,102.5,102.47,102.48,1527211.0
2024-01-29,102.48,102.5,102.47,102.48,1527211.0
2024-01-30,102.48,102.5,102.47,102.48,1527211.0
2024-01-31,102.48,102.5,102.47,102.48,1527211.0
2024-02-01,102.48,102.5,102.47,102.48,1527211.0
2024-02-02,102.48,102.5,102.47,102.48,1527211.0
2024-02-03,102.48,102.5,102.47,102.48,1527211.0
2024-02-04,102.48,102.5,102.47,102.48,1527211.0
2024-02-05,102.48,102.5,102.47,102.48,1527211.0
2024-02-06,102.48,102.5,102.47,102.48,1527211.0
2024-02-07,102.48,102.5,102.47,102.48,1527211.0
2024-02-08,102.48,102.5,102.47,102.48,1527211.0
2024-02-09,102.48,102.5,102.47,102.48,1527211.0
2024-02-10,102.48,102.5,102.47,102.48,1527211.0
2024-02-11,102.48,102.5,102.47,102.48,1527211.0
2024-02-12,102.48,102.5,102.47,102.48,1527211.0
2024-02-13,102.48,102.5,102.47,102.48,1527211.0
2024-02-14,102.48,102.5,102.47,102.48,1527211.0
2024-02-15,102.48,102.5,102.47,102.48,1527211.0
2024-02-16,102.48,102.5,102.47,102.48,1527211.0
2024-02-17,102.48,102.5,102.47,102.48,1527211.0
2024-02-18,102.48,102.5,102.47,102.48,1527211.0
2024-02-19,102.48,102.5,102.47,102.48,1527211.0
2024-02-20,102.48,102.5,102.47,102.48,1527211.0
2024-02-21,102.48,102.5,102.47,102.48,1527211.0
2024-02-22,102.48,102.5,102.47,102.48,1527211.0
2024-02-23,102.48,102.5,102.47,102.48,1527211.0
2024-02-24,102.48,102.5,102.47,102.48,1527211.0
2024-02-25,102.48,102.5,102.47,102.48,1527211.0
2024-02-26,102.48,102.5,102.47,102.48,1527211.0
2024-02-27,102.48,102.5,102.47,102.48,1527211.0
2024-02-28,102.48,102.5,102.47,102.48,1527211.0
2024-02-29,102.48,102.5,102.47,102.48,1527211.0
2024-03-01,102.48,102.5,102.47,102.48,1527211.0
2024-03-02,102.48,102.5,102.47,102.48,1527211.0
2024-03-03,102.48,102.5,102.47,102.48,1527211.0
2024-03-04,102.48,102.5,102.47,102.48,1527211.0
2024-03-05,102.48,102.5,102.47,102.48,1527211.0
2024-03-06,102.48,102.5,102.47,102.48,1527211.0
2024-03-07,102.48,102.5,102.47,102.48,1527211.0
2024-03-08,102.48,102.5,102.47,102.48,1527211.0
2024-03-09,102.48,102.5,102.47,102.48,1527211.0
2024-03-10,102.48,102.5,102.47,102.48,1527211.0
2024-03-11,102.48,102.5,102.47,102.48,1527211.0
2024-03-12,102.48,102.5,102.47,102.48,1527211.0
2024-03-13,102.48,102.5,102.47,102.48,1527211.0
2024-03-14,102.48,102.5,102.47,102.48,1527211.0
2024-03-15,102.48,102.5,102.47,102.48,1527211.0
2024-03-16,102.48,102.5,102.47,102.48,1527211.0
2024-03-17,102.48,102.5,102.47,102.48,1527211.0
2024-03-18,102.48,102.5,102.47,102.48,1527211.0
2024-03-19,102.48,102.5,102.47,102.48,1527211.0
2024-03-20,102.48,102.5,102.47,102.48,1527211.0
2024-03-21,102.48,102.5,102.47,102.48,1527211.0
2024-03-22,102.48,102.5,102.47,102.48,1527211.0
2024-03-23,102.48,102.5,102.47,102.48,1527211.0
2024-03-24,102.48,102.5,102.47,102.48,1527211.0
2024-03-25,102.48,102.5,102.47,102.48,1527211.0
2024-03-26,102.48,102.5,102.47,102.48,1527211.0
2024-03-27,102.48,102.5,102.47,102.48,1527211.0
2024-03-28,102.48,102.5,102.47,102.48,1527211.0
2024-03-29,102.48,102.5,102.47,102.48,1527211.0
2024-03-30,102.48,102.5,102.47,102.48,1527211.0
2024-03-31,102.48,102.5,102.47,102.48,1527211.0
2024-04-01,102.48,102.5,102.47,102.48,1527211.0
2024-04-02,102.48,102.5,102.47,102.48,1527211.0
2024-04-03,102.48,102.5,102.47,102.48,1527211.0
2024-04-04,102.48,102.5,102.47,102.48,1527211.0
2024-04-05,102.48,102.5,102.47,102.48,1527211.0
2024-04-06,102.48,102.5,102.47,102.48,1527211.0
2024-04-07,102.48,102.5,102.47,102.48,1527211.0
2024-04-08,102.48,102.5,102.47,102.48,1527211.0
2024-04-09,102.48,102.5,102.47,102.48,1527211.0
2024-04-10,102.48,102.5,102.47,102.48,1527211.0
2024-04-11,102.48,102.5,102.47,102.48,1527211.0
2024-04-12,102.48,102.5,102.47,102.48,1527211.0
2024-04-13,102.48,102.5,102.47,102.48,1527211.0
2024-04-14,102.48,102.5,102.47,102.48,1527211.0
2024-04-15,102.48,102.5,102.47,102.48,1527211.0
2024-04-16,102.48,102.5,102.47,102.48,1527211.0
2024-04-17,102.48,102.5,102.47,102.48,1527211.0
2024-04-18,102.48,102.5,102.47,102.48,1527211.0
2024-04-19,102.48,102.5,102.47,102.48,1527211.0
2024-04-20,102.48,102.5,102.47,102.48,1527211.0
2024-04-21,102.48,102.5,102.47,102.48,1527211.0
2024-04-22,102.48,102.5,102.47,102.48,1527211.0
2024-04-23,102.48,102.5,102.47,102.48,1527211.0
2024-04-24,102.48,102.5,102.47,102.48,1527211.0
2024-04-25,102.48,102.5,102.47,102.48,1527211.0
2024-04-26,102.48,102.5,102.47,102.48,1527211.0
2024-04-27,102.48,102.5,102.47,102.48,1527211.0
2024-04-28,102.48,102.5,102.47,102.48,1527211.0
2024-04-29,102.48,102.5,102.47,102.48,1527211.0
2024-04-30,102.48,102.5,102.47,102.48,1527211.0
2024-05-01,102.48,102.5,102.47,102.48,1527211.0
