,UNP US Equity,UNP US Equity,UNP US Equity,UNP US Equity,UNP US Equity
2022-07-05,204.4616,204.4808,199.1676,201.5652,2236033.0
2022-07-06,200.9227,203.8765,198.6976,201.1337,2655770.0
2022-07-07,201.431,204.4869,200.2321,203.9245,2007235.0
2022-07-08,203.3779,204.3561,197.2303,201.1145,1851032.0
2022-07-09,203.3779,204.3561,197.2303,201.1145,1851032.0
2022-07-10,203.3779,204.3561,197.2303,201.1145,1851032.0
2022-07-11,200.2609,202.4763,199.7143,201.2775,1818506.0
2022-07-12,198.0263,200.1266,196.7028,198.0455,2654056.0
2022-07-13,196.5973,200.0691,195.926,198.2469,1902465.0
2022-07-14,195.1683,197.5372,194.0942,197.1056,2306570.0
2022-07-15,200.587,202.2174,199.3498,200.5678,3997548.0
2022-07-16,200.587,202.2174,199.3498,200.5678,3997548.0
2022-07-17,200.587,202.2174,199.3498,200.5678,3997548.0
2022-07-18,201.805,204.0684,200.9706,201.6132,1990052.0
2022-07-19,203.4258,208.3841,202.9463,208.0197,2387784.0
2022-07-20,208.0197,208.9308,205.3247,205.67,3152073.0
2022-07-21,203.7998,205.5837,201.22,203.2244,4130970.0
2022-07-22,203.5217,205.4878,202.1694,204.663,2612652.0
2022-07-23,203.5217,205.4878,202.1694,204.663,2612652.0
2022-07-24,203.5217,205.4878,202.1694,204.663,2612652.0
2022-07-25,204.6534,208.6623,203.8957,208.4609,2534164.0
2022-07-26,207.5018,208.7198,205.6652,207.1278,1927994.0
2022-07-27,207.5402,212.1388,206.8496,210.8873,2041507.0
2022-07-28,211.338,214.9249,210.1392,214.5797,2337192.0
2022-07-29,214.2728,218.8858,214.1385,217.9939,2337038.0
2022-07-30,214.2728,218.8858,214.1385,217.9939,2337038.0
2022-07-31,214.2728,218.8858,214.1385,217.9939,2337038.0
2022-08-01,216.8334,218.6461,216.1046,217.7829,2245109.0
2022-08-02,216.4019,216.4019,212.4793,213.3904,2954295.0
2022-08-03,214.3878,217.1979,213.7453,216.3923,1922261.0
2022-08-04,216.7279,219.6047,215.2414,218.0419,1891917.0
2022-08-05,216.7471,219.6627,216.7471,219.2599,1482258.0
2022-08-06,216.7471,219.6627,216.7471,219.2599,1482258.0
2022-08-07,216.7471,219.6627,216.7471,219.2599,1482258.0
2022-08-08,220.5834,221.8589,218.4638,218.531,1662481.0
2022-08-09,219.3078,220.7368,218.8762,219.1352,1778743.0
2022-08-10,222.607,226.7693,221.4561,226.1075,2411832.0
2022-08-11,227.479,231.9866,227.292,229.4546,2746617.0
2022-08-12,230.1643,231.3056,228.8265,230.126,2186839.0
2022-08-13,230.1643,231.3056,228.8265,230.126,2186839.0
2022-08-14,230.1643,231.3056,228.8265,230.126,2186839.0
2022-08-15,228.8313,228.9272,226.7981,228.4189,2070534.0
2022-08-16,228.0161,232.4325,228.0161,231.4687,2486819.0
2022-08-17,228.3709,231.5358,227.9393,231.0275,1686853.0
2022-08-18,231.6509,232.3641,230.2219,232.0057,1457555.0
2022-08-19,231.133,231.133,228.5339,228.7545,2082600.0
2022-08-20,231.133,231.133,228.5339,228.7545,2082600.0
2022-08-21,231.133,231.133,228.5339,228.7545,2082600.0
2022-08-22,225.839,228.1503,225.1504,227.7859,2891116.0
2022-08-23,227.5269,229.2628,226.7117,227.9106,1638869.0
2022-08-24,227.6133,229.2341,227.1529,228.5339,1779827.0
2022-08-25,228.8217,230.2986,227.4694,229.282,1624137.0
2022-08-26,228.7737,229.33,221.4945,221.8014,1728873.0
2022-08-27,228.7737,229.33,221.4945,221.8014,1728873.0
2022-08-28,228.7737,229.33,221.4945,221.8014,1728873.0
2022-08-29,220.2189,224.5251,219.4708,222.8947,2139855.0
2022-08-30,222.7595,223.2611,216.5388,217.2332,3159441.0
2022-08-31,218.1109,218.7956,215.9987,216.5292,2420703.0
2022-09-01,215.7094,218.2363,214.8797,218.0241,2263243.0
2022-09-02,220.0108,220.0108,215.0053,215.9794,1571779.0
2022-09-03,220.0108,220.0108,215.0053,215.9794,1571779.0
2022-09-04,220.0108,220.0108,215.0053,215.9794,1571779.0
2022-09-05,220.0108,220.0108,215.0053,215.9794,1571779.0
2022-09-06,215.9794,221.5347,215.5551,219.8758,2956439.0
2022-09-07,218.7281,221.8337,218.7281,220.657,2858491.0
2022-09-08,219.6444,222.3734,219.1525,222.1519,2181848.0
2022-09-09,222.8946,224.9874,222.7798,223.6372,2016463.0
2022-09-10,222.8946,224.9874,222.7798,223.6372,2016463.0
2022-09-11,222.8946,224.9874,222.7798,223.6372,2016463.0
2022-09-12,226.058,226.9211,224.293,225.8361,2635565.0
2022-09-13,221.9687,223.6371,217.5274,218.2459,2378422.0
2022-09-14,215.4393,215.9216,206.4024,210.2024,5915209.0
2022-09-15,213.4719,216.7028,210.2892,210.5978,4148469.0
2022-09-16,206.2578,207.0679,200.201,204.4639,7984101.0
2022-09-17,206.2578,207.0679,200.201,204.4639,7984101.0
2022-09-18,206.2578,207.0679,200.201,204.4639,7984101.0
2022-09-19,203.374,208.8907,203.0365,208.5146,2863850.0
2022-09-20,206.2674,207.5598,203.1329,205.6887,2094136.0
2022-09-21,207.2511,209.2427,204.2324,204.3578,1917708.0
2022-09-22,203.8466,204.9557,201.4162,201.7345,2508649.0
2022-09-23,199.1594,199.767,194.9351,196.7193,2585630.0
2022-09-24,199.1594,199.767,194.9351,196.7193,2585630.0
2022-09-25,199.1594,199.767,194.9351,196.7193,2585630.0
2022-09-26,195.7259,196.6036,192.0128,193.7199,3708156.0
2022-09-27,193.7102,195.2244,189.5052,190.2382,5466122.0
2022-09-28,191.2219,196.3279,190.4407,194.6554,3284913.0
2022-09-29,193.0351,193.392,190.3539,192.1189,2072371.0
2022-09-30,190.9808,192.2443,187.8078,187.8946,3267705.0
2022-10-01,190.9808,192.2443,187.8078,187.8946,3267705.0
2022-10-02,190.9808,192.2443,187.8078,187.8946,3267705.0
2022-10-03,190.0164,194.5493,189.0712,193.1412,2489928.0
2022-10-04,195.6295,198.0985,194.9833,198.0792,2896533.0
2022-10-05,195.3691,196.2467,192.3889,193.4884,3065862.0
2022-10-06,193.0448,194.2503,190.7976,191.1641,2586820.0
2022-10-07,189.0519,190.1466,186.7276,188.6661,2875662.0
2022-10-08,189.0519,190.1466,186.7276,188.6661,2875662.0
2022-10-09,189.0519,190.1466,186.7276,188.6661,2875662.0
2022-10-10,190.1225,191.0242,186.824,187.152,2859606.0
2022-10-11,186.0621,188.8397,184.8354,185.7921,3094701.0
2022-10-12,185.9657,188.888,185.0977,185.2906,2381267.0
2022-10-13,181.6449,191.1448,180.2465,189.7463,3482880.0
2022-10-14,191.7235,192.1073,186.5444,186.9012,2720359.0
2022-10-15,191.7235,192.1073,186.5444,186.9012,2720359.0
2022-10-16,191.7235,192.1073,186.5444,186.9012,2720359.0
2022-10-17,189.187,192.6108,189.1337,191.5402,3002242.0
2022-10-18,195.0412,196.4782,191.9308,194.4722,2551412.0
2022-10-19,192.8808,194.5975,191.6608,192.9483,2386895.0
2022-10-20,185.7053,187.856,179.2242,179.8221,6103230.0
2022-10-21,178.8577,184.384,177.1699,183.7571,6711562.0
2022-10-22,178.8577,184.384,177.1699,183.7571,6711562.0
2022-10-23,178.8577,184.384,177.1699,183.7571,6711562.0
2022-10-24,185.985,188.0682,185.117,186.6119,2994407.0
2022-10-25,186.6987,188.0971,185.8162,187.6921,2770027.0
2022-10-26,190.19,191.1923,187.4799,188.8205,4134841.0
2022-10-27,190.2382,192.8229,188.6276,189.0712,3148244.0
2022-10-28,189.6306,191.7717,188.1874,191.5884,3724245.0
2022-10-29,189.6306,191.7717,188.1874,191.5884,3724245.0
2022-10-30,189.6306,191.7717,188.1874,191.5884,3724245.0
2022-10-31,191.5113,191.5499,188.1068,190.1321,3130344.0
2022-11-01,190.19,190.9664,186.689,189.8235,3042352.0
2022-11-02,189.3702,191.8752,185.3291,185.686,3019993.0
2022-11-03,183.516,188.2707,183.4581,186.3225,3238902.0
2022-11-04,188.6083,190.7494,187.2773,189.7078,3334012.0
2022-11-05,188.6083,190.7494,187.2773,189.7078,3334012.0
2022-11-06,188.6083,190.7494,187.2773,189.7078,3334012.0
2022-11-07,191.4438,191.4438,188.5215,189.322,3757786.0
2022-11-08,191.1062,197.8284,190.7349,196.7579,6285142.0
2022-11-09,196.2757,197.2691,194.7615,196.1792,4682778.0
2022-11-10,203.3837,205.6116,201.6573,205.4187,4923461.0
2022-11-11,208.4278,211.7551,207.1258,209.7684,5176484.0
2022-11-12,208.4278,211.7551,207.1258,209.7684,5176484.0
2022-11-13,208.4278,211.7551,207.1258,209.7684,5176484.0
2022-11-14,209.1415,213.5876,208.6014,209.2379,3945919.0
2022-11-15,210.0673,211.2777,201.3198,203.1715,6235236.0
2022-11-16,203.6441,205.6116,202.9979,204.7243,3864580.0
2022-11-17,203.1426,204.8014,199.6513,202.3614,4561638.0
2022-11-18,204.0877,204.6471,201.855,203.0944,2499551.0
2022-11-19,204.0877,204.6471,201.855,203.0944,2499551.0
2022-11-20,204.0877,204.6471,201.855,203.0944,2499551.0
2022-11-21,202.4385,205.7562,200.799,204.7243,2365469.0
2022-11-22,205.9781,209.9902,205.2547,205.6212,2962536.0
2022-11-23,205.1293,205.6542,203.0847,204.9654,2405280.0
2022-11-24,205.1293,205.6542,203.0847,204.9654,2405280.0
2022-11-25,205.4283,207.7623,204.9268,205.7466,1101944.0
2022-11-26,205.4283,207.7623,204.9268,205.7466,1101944.0
2022-11-27,205.4283,207.7623,204.9268,205.7466,1101944.0
2022-11-28,203.7212,204.8786,200.2974,201.1076,2755386.0
2022-11-29,201.5319,205.6598,200.7122,205.2065,2280770.0
2022-11-30,205.1583,211.1668,203.2197,209.7009,5173079.0
2022-12-01,211.3694,211.3694,207.2511,208.2542,2638443.0
2022-12-02,206.142,208.1674,205.6212,207.0968,1759997.0
2022-12-03,206.142,208.1674,205.6212,207.0968,1759997.0
2022-12-04,206.142,208.1674,205.6212,207.0968,1759997.0
2022-12-05,205.3705,205.9588,202.9304,203.5573,2504481.0
2022-12-06,204.0106,205.647,201.2812,203.6344,3097620.0
2022-12-07,203.4994,207.1547,203.104,204.6761,2828743.0
2022-12-08,205.1679,206.9329,204.0202,205.4573,1585388.0
2022-12-09,204.8497,205.4766,203.5476,203.837,2334478.0
2022-12-10,204.8497,205.4766,203.5476,203.837,2334478.0
2022-12-11,204.8497,205.4766,203.5476,203.837,2334478.0
2022-12-12,205.0811,208.2252,203.2776,208.1577,3017615.0
2022-12-13,213.0475,213.5779,208.177,210.2699,3585150.0
2022-12-14,211.5237,213.8287,208.6689,209.8455,2749841.0
2022-12-15,207.1258,207.4633,203.2701,204.7629,3373406.0
2022-12-16,202.3757,204.5105,200.5271,203.9865,5194324.0
2022-12-17,202.3757,204.5105,200.5271,203.9865,5194324.0
2022-12-18,202.3757,204.5105,200.5271,203.9865,5194324.0
2022-12-19,203.9768,204.1806,198.6882,200.2796,2355271.0
2022-12-20,200.3475,200.891,197.6431,199.3286,4081886.0
2022-12-21,201.3179,202.9579,200.5998,202.2495,2756387.0
2022-12-22,200.9007,202.5018,199.062,202.4824,2399255.0
2022-12-23,202.036,204.5057,202.036,203.6954,1639486.0
2022-12-24,202.036,204.5057,202.036,203.6954,1639486.0
2022-12-25,202.036,204.5057,202.036,203.6954,1639486.0
2022-12-26,202.036,204.5057,202.036,203.6954,1639486.0
2022-12-27,204.2291,205.187,202.6668,204.0933,1139698.0
2022-12-28,204.0059,204.9763,200.6581,200.7454,1631188.0
2022-12-29,201.8808,204.1321,201.0074,203.0258,1484796.0
2022-12-30,201.5217,202.8026,198.6154,200.9395,1554192.0
2022-12-31,201.5217,202.8026,198.6154,200.9395,1554192.0
2023-01-01,201.5217,202.8026,198.6154,200.9395,1554192.0
2023-01-02,201.5217,202.8026,198.6154,200.9395,1554192.0
2023-01-03,201.153,201.7158,199.0569,201.4344,1766261.0
2023-01-04,201.9293,203.9865,201.4247,203.0452,1830877.0
2023-01-05,201.5799,202.5018,196.7571,197.0676,2317577.0
2023-01-06,200.6775,206.2572,199.9012,205.7332,3375200.0
2023-01-07,200.6775,206.2572,199.9012,205.7332,3375200.0
2023-01-08,200.6775,206.2572,199.9012,205.7332,3375200.0
2023-01-09,205.9079,209.4886,204.8502,205.1995,2259504.0
2023-01-10,205.1219,206.0923,203.6566,205.9952,1225298.0
2023-01-11,206.9268,208.3145,205.8497,207.9166,1840537.0
2023-01-12,208.9355,209.8428,205.7914,208.3339,2034572.0
2023-01-13,206.6066,207.7808,205.8788,206.9171,1693498.0
2023-01-14,206.6066,207.7808,205.8788,206.9171,1693498.0
2023-01-15,206.6066,207.7808,205.8788,206.9171,1693498.0
2023-01-16,206.6066,207.7808,205.8788,206.9171,1693498.0
2023-01-17,208.1204,210.5318,206.1602,207.9651,2186165.0
2023-01-18,208.2951,209.4207,203.0064,203.2781,2719595.0
2023-01-19,201.4635,203.021,199.4063,199.416,3065607.0
2023-01-20,199.7653,202.5406,197.5043,202.4824,5344028.0
2023-01-21,199.7653,202.5406,197.5043,202.4824,5344028.0
2023-01-22,199.7653,202.5406,197.5043,202.4824,5344028.0
2023-01-23,203.1229,206.6648,201.8614,203.9089,3155615.0
2023-01-24,198.9308,200.8716,195.0492,197.1646,4462622.0
2023-01-25,195.0104,195.7188,191.1967,194.1952,4163884.0
2023-01-26,192.5941,195.6314,188.7416,195.515,4207024.0
2023-01-27,195.6799,197.81,194.7193,196.398,3429453.0
2023-01-28,195.6799,197.81,194.7193,196.398,3429453.0
2023-01-29,195.6799,197.81,194.7193,196.398,3429453.0
2023-01-30,194.9036,197.8973,194.0788,194.2729,2617604.0
2023-01-31,194.1855,198.1642,193.7295,198.1447,2958732.0
2023-02-01,197.1938,202.9094,196.6212,201.774,3080126.0
2023-02-02,201.8419,208.5283,200.823,207.0918,3445976.0
2023-02-03,204.3359,206.5726,203.3849,204.0641,2142139.0
2023-02-04,204.3359,206.5726,203.3849,204.0641,2142139.0
2023-02-05,204.3359,206.5726,203.3849,204.0641,2142139.0
2023-02-06,202.8317,204.1466,201.9099,202.7735,1665617.0
2023-02-07,200.9104,204.1515,200.4446,202.8512,2067646.0
2023-02-08,202.201,203.3752,200.4058,201.0074,1805093.0
2023-02-09,201.9778,202.463,196.4563,196.8056,2989953.0
2023-02-10,196.2331,199.9982,195.7867,199.416,2599968.0
2023-02-11,196.2331,199.9982,195.7867,199.416,2599968.0
2023-02-12,196.2331,199.9982,195.7867,199.416,2599968.0
2023-02-13,198.8531,202.7541,198.4747,199.9497,4095466.0
2023-02-14,199.7653,199.8284,195.6314,197.9895,2174728.0
2023-02-15,195.6411,197.1064,193.516,197.0967,2880025.0
2023-02-16,193.7683,197.0288,193.5451,194.5834,3375082.0
2023-02-17,192.9337,195.6799,192.6791,195.6217,7063859.0
2023-02-18,192.9337,195.6799,192.6791,195.6217,7063859.0
2023-02-19,192.9337,195.6799,192.6791,195.6217,7063859.0
2023-02-20,192.9337,195.6799,192.6791,195.6217,7063859.0
2023-02-21,193.5063,194.2438,187.9459,188.0138,4462390.0
2023-02-22,187.9265,188.7319,184.4525,185.714,5815964.0
2023-02-23,186.927,187.9265,185.0929,187.5966,3125450.0
2023-02-24,185.6364,188.829,184.6854,188.2758,3371368.0
2023-02-25,185.6364,188.829,184.6854,188.2758,3371368.0
2023-02-26,185.6364,188.829,184.6854,188.2758,3371368.0
2023-02-27,208.9918,209.8466,204.9336,207.2772,12140437.0
2023-02-28,205.6751,206.525,201.8455,202.5,6091169.0
2023-03-01,201.3375,205.3038,201.23,203.1936,2775151.0
2023-03-02,201.8845,207.2675,201.5035,206.4859,2813075.0
2023-03-03,207.1209,207.9709,203.2034,204.532,3665921.0
2023-03-04,207.1209,207.9709,203.2034,204.532,3665921.0
2023-03-05,207.1209,207.9709,203.2034,204.532,3665921.0
2023-03-06,204.7274,205.9486,203.0471,204.0143,2300367.0
2023-03-07,202.6466,202.9103,199.9307,200.6634,3897988.0
2023-03-08,199.7744,200.4142,196.8142,198.8756,2980839.0
2023-03-09,200.0967,200.0967,194.8213,194.9678,3342106.0
2023-03-10,194.2937,198.4066,190.679,191.5388,3909532.0
2023-03-11,194.2937,198.4066,190.679,191.5388,3909532.0
2023-03-12,194.2937,198.4066,190.679,191.5388,3909532.0
2023-03-13,190.132,194.5575,189.2625,190.6009,2774713.0
2023-03-14,192.3301,195.0948,188.1878,190.6497,3168876.0
2023-03-15,186.7615,188.6177,185.0274,187.6115,5749675.0
2023-03-16,186.6736,189.1355,184.7783,188.4614,6357226.0
2023-03-17,188.8815,188.8815,183.4008,185.6283,11852820.0
2023-03-18,188.8815,188.8815,183.4008,185.6283,11852820.0
2023-03-19,188.8815,188.8815,183.4008,185.6283,11852820.0
2023-03-20,185.7357,187.421,184.6318,185.3156,2956844.0
2023-03-21,186.996,188.2562,184.0359,185.1691,3339047.0
2023-03-22,184.2117,185.7943,181.3883,181.4372,3325512.0
2023-03-23,181.7205,183.5189,179.454,181.9061,3854882.0
2023-03-24,179.8936,184.2117,179.6103,184.1629,4263667.0
2023-03-25,179.8936,184.2117,179.6103,184.1629,4263667.0
2023-03-26,179.8936,184.2117,179.6103,184.1629,4263667.0
2023-03-27,186.2242,189.2527,185.7846,188.774,3666756.0
2023-03-28,188.774,192.9114,188.774,192.0468,5635275.0
2023-03-29,193.8932,195.2609,192.926,194.4989,3152243.0
2023-03-30,195.7396,196.8045,192.9455,193.7857,3050708.0
2023-03-31,194.284,196.741,194.069,196.6188,3422593.0
2023-04-01,194.284,196.741,194.069,196.6188,3422593.0
2023-04-02,194.284,196.741,194.069,196.6188,3422593.0
2023-04-03,196.2867,197.2734,193.4242,194.9385,1908433.0
2023-04-04,194.7822,195.1192,190.5618,191.3629,3556701.0
2023-04-05,190.6302,191.7732,189.5946,189.7314,2382265.0
2023-04-06,190.1124,194.1081,189.6174,194.0593,3280101.0
2023-04-07,190.1124,194.1081,189.6174,194.0593,3280101.0
2023-04-08,190.1124,194.1081,189.6174,194.0593,3280101.0
2023-04-09,190.1124,194.1081,189.6174,194.0593,3280101.0
2023-04-10,192.6329,194.7039,192.545,193.7955,2401952.0
2023-04-11,194.8408,195.4465,193.9323,194.3133,3597985.0
2023-04-12,195.1534,196.062,193.6587,194.1472,2315454.0
2023-04-13,194.3035,195.0948,192.1933,193.3559,2894415.0
2023-04-14,193.561,195.0362,192.8185,193.9518,1947985.0
2023-04-15,193.561,195.0362,192.8185,193.9518,1947985.0
2023-04-16,193.561,195.0362,192.8185,193.9518,1947985.0
2023-04-17,195.046,198.0061,193.8736,195.427,2740855.0
2023-04-18,196.0717,197.3222,194.4403,194.8701,2388104.0
2023-04-19,193.5219,197.5469,193.5219,197.3418,2619794.0
2023-04-20,197.7228,203.0276,196.7751,197.9279,2989244.0
2023-04-21,198.3089,199.0319,193.5903,194.2644,6029405.0
2023-04-22,198.3089,199.0319,193.5903,194.2644,6029405.0
2023-04-23,198.3089,199.0319,193.5903,194.2644,6029405.0
2023-04-24,193.3559,197.0487,192.7905,195.6614,2723705.0
2023-04-25,193.5219,194.9385,189.6581,190.259,2594380.0
2023-04-26,189.1159,189.8877,185.98,187.0839,2377528.0
2023-04-27,186.8397,189.3113,186.0581,189.0769,2287459.0
2023-04-28,188.4223,192.5743,188.4223,191.1871,1814933.0
2023-04-29,188.4223,192.5743,188.4223,191.1871,1814933.0
2023-04-30,188.4223,192.5743,188.4223,191.1871,1814933.0
2023-05-01,191.021,195.2609,191.021,194.0495,2195008.0
2023-05-02,192.8967,193.3559,188.5395,191.5485,2693796.0
2023-05-03,192.6329,193.5024,190.7572,190.8256,2017445.0
2023-05-04,190.9037,192.843,189.5571,192.5157,1866347.0
2023-05-05,194.1179,197.8302,193.5708,196.5895,2065019.0
2023-05-06,194.1179,197.8302,193.5708,196.5895,2065019.0
2023-05-07,194.1179,197.8302,193.5708,196.5895,2065019.0
2023-05-08,197.8205,198.1526,194.8994,195.3293,1973045.0
2023-05-09,194.3523,196.0669,193.2679,195.9643,1606740.0
2023-05-10,197.459,197.9317,192.3691,194.4696,1703530.0
2023-05-11,194.1472,194.3035,192.5059,193.5122,1397331.0
2023-05-12,194.831,194.8994,192.8185,194.4012,1459512.0
2023-05-13,194.831,194.8994,192.8185,194.4012,1459512.0
2023-05-14,194.831,194.8994,192.8185,194.4012,1459512.0
2023-05-15,194.2449,195.4563,192.9651,195.0362,1630515.0
2023-05-16,194.5282,194.6943,191.9686,192.3301,1893958.0
2023-05-17,192.4962,195.5002,192.3203,194.2546,2273080.0
2023-05-18,193.4145,194.6356,190.6595,194.2253,1947796.0
2023-05-19,194.5086,195.4465,192.6964,194.3816,1798839.0
2023-05-20,194.5086,195.4465,192.6964,194.3816,1798839.0
2023-05-21,194.5086,195.4465,192.6964,194.3816,1798839.0
2023-05-22,196.3746,197.2929,191.5544,193.7173,1744063.0
2023-05-23,193.6196,193.6196,190.3664,191.8514,2434146.0
2023-05-24,191.2554,191.4704,186.8983,187.4845,2970979.0
2023-05-25,186.6541,189.3602,186.3121,188.7545,2467636.0
2023-05-26,189.1159,189.4774,187.6603,188.647,2287366.0
2023-05-27,189.1159,189.4774,187.6603,188.647,2287366.0
2023-05-28,189.1159,189.4774,187.6603,188.647,2287366.0
2023-05-29,189.1159,189.4774,187.6603,188.647,2287366.0
2023-05-30,188.9519,191.4895,188.0765,191.0075,2453568.0
2023-05-31,189.8961,190.7223,187.9682,189.3551,3569282.0
2023-06-01,189.2961,192.8369,189.0896,192.4632,2713762.0
2023-06-02,193.9385,197.4154,193.6434,195.3942,2522701.0
2023-06-03,193.9385,197.4154,193.6434,195.3942,2522701.0
2023-06-04,193.9385,197.4154,193.6434,195.3942,2522701.0
2023-06-05,195.4729,196.9285,194.9133,195.463,2693846.0
2023-06-06,193.8008,194.4795,191.9517,193.132,2341901.0
2023-06-07,193.073,198.335,190.9387,198.1482,2582847.0
2023-06-08,198.158,198.5613,194.2828,197.6859,2180656.0
2023-06-09,198.4629,198.4629,195.4434,196.3876,1806829.0
2023-06-10,198.4629,198.4629,195.4434,196.3876,1806829.0
2023-06-11,198.4629,198.4629,195.4434,196.3876,1806829.0
2023-06-12,196.2794,196.3433,192.6501,195.6893,2096381.0
2023-06-13,194.1451,196.2597,191.4009,195.6597,3577856.0
2023-06-14,196.8499,201.6693,196.0335,199.4071,3259385.0
2023-06-15,199.8104,203.4397,199.4071,202.5348,2288571.0
2023-06-16,202.9774,203.4987,201.1185,201.3054,4139868.0
2023-06-17,202.9774,203.4987,201.1185,201.3054,4139868.0
2023-06-18,202.9774,203.4987,201.1185,201.3054,4139868.0
2023-06-19,202.9774,203.4987,201.1185,201.3054,4139868.0
2023-06-20,199.6038,200.8825,197.7154,198.0695,2412765.0
2023-06-21,197.1744,200.8136,196.84,200.3022,2191438.0
2023-06-22,200.2825,200.3022,198.5514,200.0268,1809283.0
2023-06-23,198.5613,198.6694,195.7876,196.604,7413977.0
2023-06-24,198.5613,198.6694,195.7876,196.604,7413977.0
2023-06-25,198.5613,198.6694,195.7876,196.604,7413977.0
2023-06-26,196.899,198.4918,196.5351,198.0203,1764809.0
2023-06-27,198.3252,200.0317,197.3613,199.6432,2433951.0
2023-06-28,199.7022,200.0759,198.3252,199.7514,2498258.0
2023-06-29,199.0432,201.4923,198.335,201.2857,1957394.0
2023-06-30,202.1906,203.2233,200.0169,201.2562,2298746.0
2023-07-01,202.1906,203.2233,200.0169,201.2562,2298746.0
2023-07-02,202.1906,203.2233,200.0169,201.2562,2298746.0
2023-07-03,199.9087,203.7053,198.7383,202.7414,1057362.0
2023-07-04,199.9087,203.7053,198.7383,202.7414,1057362.0
2023-07-05,201.2759,202.407,200.135,200.5579,1818128.0
2023-07-06,198.7088,199.6727,197.3023,199.1809,1518543.0
2023-07-07,197.7646,201.0497,197.2039,199.4858,2074819.0
2023-07-08,197.7646,201.0497,197.2039,199.4858,2074819.0
2023-07-09,197.7646,201.0497,197.2039,199.4858,2074819.0
2023-07-10,199.3284,202.0431,199.1022,201.4923,2025215.0
2023-07-11,202.6135,203.784,201.6546,203.3905,2101076.0
2023-07-12,204.6495,207.1576,202.6135,205.4855,3261515.0
2023-07-13,205.9871,207.4526,205.1413,207.1477,2214270.0
2023-07-14,206.9117,208.1805,206.4199,207.5215,1603021.0
2023-07-15,206.9117,208.1805,206.4199,207.5215,1603021.0
2023-07-16,206.9117,208.1805,206.4199,207.5215,1603021.0
2023-07-17,207.0986,207.3592,205.6594,206.4101,1471705.0
2023-07-18,206.0166,209.4984,205.6626,209.1247,1893637.0
2023-07-19,209.3608,211.4656,209.0067,210.7279,2036692.0
2023-07-20,211.4951,214.041,211.0918,213.2163,3137644.0
2023-07-21,210.0197,213.6983,208.5493,213.2163,6040181.0
2023-07-22,210.0197,213.6983,208.5493,213.2163,6040181.0
2023-07-23,210.0197,213.6983,208.5493,213.2163,6040181.0
2023-07-24,212.7639,215.4982,212.2229,213.3737,2165244.0
2023-07-25,212.7344,213.8753,211.2197,212.0065,2766183.0
2023-07-26,232.9367,236.5266,229.5434,234.0875,14540741.0
2023-07-27,231.5794,232.5039,226.6198,228.2845,5806689.0
2023-07-28,228.0484,231.3795,226.4649,228.9434,3595798.0
2023-07-29,228.0484,231.3795,226.4649,228.9434,3595798.0
2023-07-30,228.0484,231.3795,226.4649,228.9434,3595798.0
2023-07-31,228.9041,230.6843,226.6321,228.2058,2988783.0
2023-08-01,227.6845,228.3386,225.3633,227.6943,3486302.0
2023-08-02,227.3501,228.6287,226.0912,226.4157,2740446.0
2023-08-03,225.8157,227.9205,224.7928,226.1108,1914121.0
2023-08-04,226.7304,228.9926,224.483,224.7731,3176349.0
2023-08-05,226.7304,228.9926,224.483,224.7731,3176349.0
2023-08-06,226.7304,228.9926,224.483,224.7731,3176349.0
2023-08-07,226.5239,228.0189,224.842,225.9239,2211303.0
2023-08-08,226.5239,226.5829,222.6487,224.8715,2513703.0
2023-08-09,223.5142,226.0321,223.0322,225.4813,2562528.0
2023-08-10,226.1895,227.537,225.7469,226.5141,2737654.0
2023-08-11,225.9731,227.1927,225.5108,225.7174,2346223.0
2023-08-12,225.9731,227.1927,225.5108,225.7174,2346223.0
2023-08-13,225.9731,227.1927,225.5108,225.7174,2346223.0
2023-08-14,224.9108,226.2091,224.4978,226.0223,1682076.0
2023-08-15,225.0781,225.3534,221.7536,221.8323,2146190.0
2023-08-16,221.6454,222.4421,219.9783,220.9274,2169224.0
2023-08-17,221.5864,222.9437,220.3865,220.6914,2075375.0
2023-08-18,219.5898,221.9798,219.4816,221.5569,1660324.0
2023-08-19,219.5898,221.9798,219.4816,221.5569,1660324.0
2023-08-20,219.5898,221.9798,219.4816,221.5569,1660324.0
2023-08-21,221.5372,222.0782,219.7275,220.2881,2000616.0
2023-08-22,220.5832,220.9078,217.9276,218.7538,1636243.0
2023-08-23,219.1669,219.9919,217.7309,219.4619,2026467.0
2023-08-24,219.6193,220.5488,218.8226,218.8619,1738925.0
2023-08-25,219.5603,221.7733,218.6259,220.4947,1609912.0
2023-08-26,219.5603,221.7733,218.6259,220.4947,1609912.0
2023-08-27,219.5603,221.7733,218.6259,220.4947,1609912.0
2023-08-28,220.2291,223.5142,220.1898,220.8487,1731439.0
2023-08-29,220.7405,221.5372,219.3341,219.7668,2362183.0
2023-08-30,220.4296,221.7158,219.2782,220.5088,2690894.0
2023-08-31,220.5187,221.4387,218.1839,218.2136,2410322.0
2023-09-01,219.2721,220.024,217.3628,218.6687,2303754.0
2023-09-02,219.2721,220.024,217.3628,218.6687,2303754.0
2023-09-03,219.2721,220.024,217.3628,218.6687,2303754.0
2023-09-04,219.2721,220.024,217.3628,218.6687,2303754.0
2023-09-05,217.1253,217.4666,212.8812,213.4055,2679776.0
