,LE US Equity,LE US Equity,LE US Equity,LE US Equity,LE US Equity
2024-01-25,9.41,9.4467,9.2033,9.4,26953.0
2024-01-26,9.52,9.52,9.19,9.27,24178.0
2024-01-27,9.52,9.52,9.19,9.27,24178.0
2024-01-28,9.52,9.52,9.19,9.27,24178.0
2024-01-29,9.25,9.32,8.99,9.29,30941.0
2024-01-30,9.4,9.75,9.32,9.58,34383.0
2024-01-31,9.6,9.6,9.29,9.47,82986.0
2024-02-01,9.52,9.53,8.99,9.41,34921.0
2024-02-02,9.31,9.58,9.25,9.29,26873.0
2024-02-03,9.31,9.58,9.25,9.29,26873.0
2024-02-04,9.31,9.58,9.25,9.29,26873.0
2024-02-05,9.2,9.41,9.0,9.41,64620.0
2024-02-06,9.42,9.75,9.42,9.75,26198.0
2024-02-07,9.74,9.79,8.83,8.85,66891.0
2024-02-08,8.92,8.985,8.62,8.75,46028.0
2024-02-09,8.83,9.11,8.755,8.8,34413.0
2024-02-10,8.83,9.11,8.755,8.8,34413.0
2024-02-11,8.83,9.11,8.755,8.8,34413.0
2024-02-12,8.85,9.31,8.85,9.1,59706.0
2024-02-13,8.68,8.8973,8.44,8.5,47900.0
2024-02-14,8.68,9.01,8.6,8.95,31777.0
2024-02-15,9.02,9.8,8.95,9.77,85363.0
2024-02-16,9.74,10.17,9.58,9.77,59611.0
2024-02-17,9.74,10.17,9.58,9.77,59611.0
2024-02-18,9.74,10.17,9.58,9.77,59611.0
2024-02-19,9.74,10.17,9.58,9.77,59611.0
2024-02-20,9.58,9.9,9.3901,9.58,40988.0
2024-02-21,9.62,9.62,9.245,9.47,28279.0
2024-02-22,9.39,9.4302,9.0,9.15,42996.0
2024-02-23,9.11,9.32,9.05,9.28,14612.0
2024-02-24,9.11,9.32,9.05,9.28,14612.0
2024-02-25,9.11,9.32,9.05,9.28,14612.0
2024-02-26,9.28,9.58,9.28,9.29,25081.0
2024-02-27,9.44,10.01,9.402,9.79,20952.0
2024-02-28,9.79,9.79,9.47,9.52,17830.0
2024-02-29,9.78,9.96,9.66,9.73,31489.0
2024-03-01,9.65,9.9,9.53,9.72,23578.0
2024-03-02,9.65,9.9,9.53,9.72,23578.0
2024-03-03,9.65,9.9,9.53,9.72,23578.0
2024-03-04,9.68,9.875,9.4234,9.62,25264.0
2024-03-05,9.45,9.7099,9.25,9.3,20978.0
2024-03-06,9.48,9.605,9.25,9.37,46672.0
2024-03-07,9.48,9.48,9.08,9.29,26723.0
2024-03-08,9.48,9.48,9.1,9.29,22342.0
2024-03-09,9.48,9.48,9.1,9.29,22342.0
2024-03-10,9.48,9.48,9.1,9.29,22342.0
2024-03-11,9.23,9.33,9.02,9.23,21312.0
2024-03-12,9.225,9.225,8.86,9.0,38590.0
2024-03-13,8.95,9.23,8.91,9.05,26499.0
2024-03-14,9.05,9.05,8.39,8.61,35987.0
2024-03-15,8.99,9.15,8.41,8.6,221405.0
2024-03-16,8.99,9.15,8.41,8.6,221405.0
2024-03-17,8.99,9.15,8.41,8.6,221405.0
2024-03-18,8.56,8.56,8.01,8.04,49741.0
2024-03-19,8.08,8.175,7.64,7.97,37959.0
2024-03-20,7.87,8.18,7.87,8.15,29840.0
2024-03-21,8.23,8.23,7.77,8.04,75899.0
2024-03-22,8.06,8.675,8.0133,8.42,29050.0
2024-03-23,8.06,8.675,8.0133,8.42,29050.0
2024-03-24,8.06,8.675,8.0133,8.42,29050.0
2024-03-25,8.51,9.11,8.51,9.0,54910.0
2024-03-26,8.84,9.33,8.534,9.3,99128.0
2024-03-27,10.15,10.8,9.84,10.04,354656.0
2024-03-28,10.79,11.32,10.6,10.89,353749.0
2024-03-29,10.79,11.32,10.6,10.89,353749.0
2024-03-30,10.79,11.32,10.6,10.89,353749.0
2024-03-31,10.79,11.32,10.6,10.89,353749.0
2024-04-01,11.04,11.7,10.83,11.31,227867.0
2024-04-02,11.23,12.18,11.07,11.98,196144.0
2024-04-03,11.73,11.73,11.07,11.19,157646.0
2024-04-04,11.4,11.71,10.97,11.0,157109.0
2024-04-05,10.93,11.69,10.92,11.19,179532.0
2024-04-06,10.93,11.69,10.92,11.19,179532.0
2024-04-07,10.93,11.69,10.92,11.19,179532.0
2024-04-08,11.6,11.9,11.01,11.07,172218.0
