,SCS US Equity,SCS US Equity,SCS US Equity,SCS US Equity,SCS US Equity
2023-08-04,8.4329,8.5696,8.3963,8.4232,369751.0
2023-08-05,8.4329,8.5696,8.3963,8.4232,369751.0
2023-08-06,8.4329,8.5696,8.3963,8.4232,369751.0
2023-08-07,8.4622,8.4915,8.3353,8.3646,511728.0
2023-08-08,8.2768,8.4525,8.145,8.4232,478318.0
2023-08-09,8.4427,8.5989,8.3353,8.5403,576825.0
2023-08-10,8.5598,8.7599,8.5354,8.6184,492405.0
2023-08-11,8.677,8.7648,8.6086,8.7062,427018.0
2023-08-12,8.677,8.7648,8.6086,8.7062,427018.0
2023-08-13,8.677,8.7648,8.6086,8.7062,427018.0
2023-08-14,8.6086,8.7648,8.5403,8.7258,388039.0
2023-08-15,8.6574,8.7258,8.6184,8.6477,340508.0
2023-08-16,8.6477,8.7697,8.5013,8.511,278750.0
2023-08-17,8.5989,8.6233,8.4329,8.4525,330423.0
2023-08-18,8.3549,8.51,8.267,8.4134,399845.0
2023-08-19,8.3549,8.51,8.267,8.4134,399845.0
2023-08-20,8.3549,8.51,8.267,8.4134,399845.0
2023-08-21,8.4329,8.5208,8.2865,8.3158,540251.0
2023-08-22,8.3451,8.4085,8.1889,8.267,389626.0
2023-08-23,8.3158,8.4281,8.2182,8.4134,396959.0
2023-08-24,8.3646,8.4329,8.1694,8.1987,387312.0
2023-08-25,8.2085,8.3451,8.1987,8.2573,309710.0
2023-08-26,8.2085,8.3451,8.1987,8.2573,309710.0
2023-08-27,8.2085,8.3451,8.1987,8.2573,309710.0
2023-08-28,8.2963,8.5208,8.2768,8.4915,593535.0
2023-08-29,8.4915,8.6477,8.4427,8.6379,331522.0
2023-08-30,8.6086,8.8722,8.5989,8.7941,457144.0
2023-08-31,8.7941,8.9502,8.7648,8.8526,473511.0
2023-09-01,8.9014,9.043,8.8917,8.9502,483423.0
2023-09-02,8.9014,9.043,8.8917,8.9502,483423.0
2023-09-03,8.9014,9.043,8.8917,8.9502,483423.0
2023-09-04,8.9014,9.043,8.8917,8.9502,483423.0
2023-09-05,8.9307,8.9307,8.7258,8.755,601381.0
2023-09-06,8.755,8.8234,8.5501,8.5989,342165.0
2023-09-07,8.6086,8.6086,8.2963,8.3549,699351.0
2023-09-08,8.3549,8.3646,8.2085,8.2768,318330.0
2023-09-09,8.3549,8.3646,8.2085,8.2768,318330.0
2023-09-10,8.3549,8.3646,8.2085,8.2768,318330.0
2023-09-11,8.3158,8.3939,8.1889,8.3841,419722.0
2023-09-12,8.3841,8.5013,8.3451,8.3744,403774.0
2023-09-13,8.4329,8.4622,8.2817,8.4134,371831.0
2023-09-14,8.472,8.7062,8.472,8.6965,452736.0
2023-09-15,8.6574,8.7373,8.5745,8.6282,1108990.0
2023-09-16,8.6574,8.7373,8.5745,8.6282,1108990.0
2023-09-17,8.6574,8.7373,8.5745,8.6282,1108990.0
2023-09-18,8.6086,8.6721,8.4525,8.5305,437050.0
2023-09-19,8.5794,8.6818,8.5305,8.5989,1373897.0
2023-09-20,9.6139,11.1073,9.3992,10.2581,10818106.0
2023-09-21,10.4729,10.5802,10.1556,10.4924,2339035.0
2023-09-22,10.6973,10.9023,10.5607,10.7754,1371926.0
2023-09-23,10.6973,10.9023,10.5607,10.7754,1371926.0
2023-09-24,10.6973,10.9023,10.5607,10.7754,1371926.0
2023-09-25,10.6095,10.8145,10.4738,10.7852,1410322.0
2023-09-26,10.6876,10.7762,10.3656,10.4729,1411293.0
2023-09-27,10.6973,11.0731,10.5119,10.9804,1995346.0
2023-09-28,10.9121,11.039,10.8047,10.9414,937424.0
2023-09-29,10.8535,11.0048,10.7852,10.9023,1267604.0
2023-09-30,10.8535,11.0048,10.7852,10.9023,1267604.0
2023-10-01,10.8535,11.0048,10.7852,10.9023,1267604.0
2023-10-02,10.9122,10.922,10.6413,10.7053,841926.0
2023-10-03,10.597,10.8235,10.5783,10.7743,962543.0
2023-10-04,10.7447,10.9368,10.6955,10.8432,746991.0
2023-10-05,10.7644,10.9269,10.7201,10.9023,1048123.0
2023-10-06,10.794,11.0697,10.7349,10.8235,1249647.0
2023-10-07,10.794,11.0697,10.7349,10.8235,1249647.0
2023-10-08,10.794,11.0697,10.7349,10.8235,1249647.0
2023-10-09,10.7447,11.0993,10.6561,10.9713,804133.0
2023-10-10,11.05,11.4834,11.0402,11.4243,1473314.0
2023-10-11,11.4341,11.6705,11.4243,11.6607,996346.0
2023-10-12,11.6508,11.6508,11.3076,11.3947,1260129.0
2023-10-13,11.3947,11.4834,11.2963,11.3061,1360965.0
2023-10-14,11.3947,11.4834,11.2963,11.3061,1360965.0
2023-10-15,11.3947,11.4834,11.2963,11.3061,1360965.0
2023-10-16,11.4637,11.7838,11.4144,11.4341,1085441.0
2023-10-17,11.375,11.5228,11.3357,11.3947,986044.0
2023-10-18,11.2667,11.2923,10.8629,10.9319,671685.0
2023-10-19,10.8925,10.9122,10.5379,10.6167,791638.0
2023-10-20,10.6463,10.7349,10.3262,10.3607,724865.0
2023-10-21,10.6463,10.7349,10.3262,10.3607,724865.0
2023-10-22,10.6463,10.7349,10.3262,10.3607,724865.0
2023-10-23,10.3508,10.5182,10.208,10.2917,2028913.0
2023-10-24,10.3705,10.4739,10.2819,10.341,725858.0
2023-10-25,10.2425,10.3754,10.1735,10.2819,682254.0
2023-10-26,10.341,10.533,10.2572,10.3311,669342.0
2023-10-27,10.3705,10.4285,10.1341,10.2031,626303.0
2023-10-28,10.3705,10.4285,10.1341,10.2031,626303.0
2023-10-29,10.3705,10.4285,10.1341,10.2031,626303.0
2023-10-30,10.3213,10.4296,10.2622,10.3114,790954.0
2023-10-31,10.5872,11.0796,10.5773,10.7447,1361530.0
2023-11-01,10.6955,10.9516,10.5576,10.9516,989277.0
2023-11-02,10.9713,11.1781,10.8432,11.0008,875507.0
2023-11-03,11.1584,11.2716,11.0796,11.2372,837311.0
2023-11-04,11.1584,11.2716,11.0796,11.2372,837311.0
2023-11-05,11.1584,11.2716,11.0796,11.2372,837311.0
2023-11-06,11.1879,11.1879,10.9632,10.991,480138.0
2023-11-07,10.9319,11.0107,10.8629,10.9811,475921.0
2023-11-08,10.9811,11.0599,10.8235,11.05,437674.0
2023-11-09,11.05,11.2372,11.0353,11.0894,624961.0
2023-11-10,11.119,11.2569,11.0205,11.2076,823050.0
2023-11-11,11.119,11.2569,11.0205,11.2076,823050.0
2023-11-12,11.119,11.2569,11.0205,11.2076,823050.0
2023-11-13,11.0993,11.1978,10.9516,11.1387,503406.0
2023-11-14,11.4341,11.7985,11.4243,11.7985,775061.0
2023-11-15,11.7493,12.0349,11.7493,11.8379,647368.0
2023-11-16,11.7985,11.7985,11.5179,11.6705,608695.0
2023-11-17,11.769,11.9561,11.7296,11.9463,540945.0
2023-11-18,11.769,11.9561,11.7296,11.9463,540945.0
2023-11-19,11.769,11.9561,11.7296,11.9463,540945.0
2023-11-20,11.897,12.0644,11.8626,12.0251,540184.0
2023-11-21,11.9463,12.0349,11.8084,11.897,618330.0
2023-11-22,11.966,12.0103,11.8724,11.9069,415493.0
2023-11-23,11.966,12.0103,11.8724,11.9069,415493.0
2023-11-24,11.9266,11.9672,11.8182,11.8379,227001.0
2023-11-25,11.9266,11.9672,11.8182,11.8379,227001.0
2023-11-26,11.9266,11.9672,11.8182,11.8379,227001.0
2023-11-27,11.7788,11.9167,11.7591,11.8675,420687.0
2023-11-28,11.8872,11.9019,11.7788,11.8084,507198.0
2023-11-29,11.9167,12.0349,11.897,11.9167,569534.0
2023-11-30,11.9463,12.2417,11.8872,12.1235,1078721.0
2023-12-01,12.0546,12.4781,11.9857,12.2713,877021.0
2023-12-02,12.0546,12.4781,11.9857,12.2713,877021.0
2023-12-03,12.0546,12.4781,11.9857,12.2713,877021.0
2023-12-04,12.222,12.3599,12.1629,12.2516,621296.0
2023-12-05,12.2417,12.291,12.158,12.1826,589282.0
2023-12-06,12.0546,12.355,11.9758,12.2319,422890.0
2023-12-07,12.2713,12.4387,12.2417,12.4288,543960.0
2023-12-08,12.4288,12.488,12.2811,12.3402,412407.0
2023-12-09,12.4288,12.488,12.2811,12.3402,412407.0
2023-12-10,12.4288,12.488,12.2811,12.3402,412407.0
2023-12-11,12.3008,12.4338,12.158,12.3698,540877.0
2023-12-12,12.3599,12.3599,12.2023,12.2319,482136.0
2023-12-13,12.1925,12.4387,11.966,12.4288,1391634.0
2023-12-14,12.6258,12.7623,12.4682,12.6849,843320.0
2023-12-15,12.6652,12.68,11.966,12.291,2166723.0
2023-12-16,12.6652,12.68,11.966,12.291,2166723.0
2023-12-17,12.6652,12.68,11.966,12.291,2166723.0
2023-12-18,12.3993,12.4988,12.2418,12.3205,964773.0
2023-12-19,12.3501,12.6849,12.3402,12.5076,2888599.0
2023-12-20,11.641,14.2508,11.5523,13.8766,4463596.0
2023-12-21,14.0538,14.3198,13.6205,13.8963,1332991.0
2023-12-22,13.9061,13.9406,13.522,13.6895,1179231.0
2023-12-23,13.9061,13.9406,13.522,13.6895,1179231.0
2023-12-24,13.9061,13.9406,13.522,13.6895,1179231.0
2023-12-25,13.9061,13.9406,13.522,13.6895,1179231.0
2023-12-26,13.6501,13.7239,13.4531,13.6107,795692.0
2023-12-27,13.591,13.7387,13.4235,13.5122,1149097.0
2023-12-28,13.4629,13.5122,13.3251,13.3349,584785.0
2023-12-29,13.2955,13.3546,13.0444,13.3152,765725.0
2023-12-30,13.2955,13.3546,13.0444,13.3152,765725.0
2023-12-31,13.2955,13.3546,13.0444,13.3152,765725.0
2024-01-01,13.2955,13.3546,13.0444,13.3152,765725.0
2024-01-02,13.1675,13.197,12.7834,13.0788,1115977.0
2024-01-03,13.0491,13.1682,12.8704,12.9995,1324916.0
2024-01-04,13.0292,13.1285,12.8506,12.9101,825300.0
2024-01-05,12.8407,12.9548,12.7415,12.7712,762236.0
2024-01-06,12.8407,12.9548,12.7415,12.7712,762236.0
2024-01-07,12.8407,12.9548,12.7415,12.7712,762236.0
2024-01-08,12.7712,12.8705,12.7117,12.8705,484996.0
2024-01-09,12.6621,12.7216,12.5153,12.6819,622461.0
2024-01-10,12.7712,12.8308,12.6224,12.672,1130201.0
2024-01-11,12.6025,12.6571,12.4338,12.5231,748835.0
2024-01-12,12.6224,12.6918,12.5033,12.6125,697062.0
2024-01-13,12.6224,12.6918,12.5033,12.6125,697062.0
2024-01-14,12.6224,12.6918,12.5033,12.6125,697062.0
2024-01-15,12.6224,12.6918,12.5033,12.6125,697062.0
2024-01-16,12.4636,12.5678,12.3892,12.4834,547361.0
2024-01-17,12.3048,12.4686,12.1858,12.2552,621365.0
2024-01-18,12.3644,12.3644,12.0915,12.285,652316.0
2024-01-19,12.3644,12.414,12.1212,12.414,620307.0
2024-01-20,12.3644,12.414,12.1212,12.414,620307.0
2024-01-21,12.3644,12.414,12.1212,12.414,620307.0
2024-01-22,12.5231,12.801,12.5132,12.7613,803784.0
2024-01-23,12.8605,12.9498,12.6323,12.672,903664.0
2024-01-24,12.8506,12.9449,12.6224,12.6422,724083.0
2024-01-25,12.7911,12.8208,12.6224,12.7811,521019.0
2024-01-26,12.8407,12.9002,12.672,12.8208,464079.0
2024-01-27,12.8407,12.9002,12.672,12.8208,464079.0
2024-01-28,12.8407,12.9002,12.672,12.8208,464079.0
2024-01-29,12.8705,13.3319,12.8705,13.3071,1263310.0
2024-01-30,13.1086,13.1731,12.8407,13.1086,856985.0
2024-01-31,13.1285,13.188,12.5529,12.5827,867282.0
2024-02-01,12.6521,12.8109,12.4438,12.8109,737187.0
2024-02-02,12.6125,12.6373,12.4735,12.5231,508609.0
2024-02-03,12.6125,12.6373,12.4735,12.5231,508609.0
2024-02-04,12.6125,12.6373,12.4735,12.5231,508609.0
2024-02-05,12.3544,12.3842,12.2403,12.3346,509385.0
2024-02-06,12.3247,12.4983,12.285,12.4537,451102.0
2024-02-07,12.4239,12.5231,12.3148,12.4735,448921.0
2024-02-08,12.4636,12.7613,12.4388,12.7613,436780.0
2024-02-09,12.6918,13.0292,12.6224,12.8407,1115617.0
2024-02-10,12.6918,13.0292,12.6224,12.8407,1115617.0
2024-02-11,12.6918,13.0292,12.6224,12.8407,1115617.0
2024-02-12,12.8804,13.0739,12.8506,12.9796,556428.0
2024-02-13,12.6422,12.7018,12.3396,12.4239,661371.0
2024-02-14,12.6025,13.064,12.6025,13.0193,650710.0
2024-02-15,13.1582,13.4659,13.1086,13.4361,610453.0
2024-02-16,13.2872,13.3914,13.0987,13.2475,816472.0
2024-02-17,13.2872,13.3914,13.0987,13.2475,816472.0
2024-02-18,13.2872,13.3914,13.0987,13.2475,816472.0
2024-02-19,13.2872,13.3914,13.0987,13.2475,816472.0
2024-02-20,13.059,13.2277,12.5827,12.6323,757665.0
2024-02-21,12.543,12.6273,12.4686,12.6025,595889.0
2024-02-22,12.5926,12.7415,12.5182,12.6025,638487.0
2024-02-23,12.5728,12.7018,12.4884,12.7018,557575.0
2024-02-24,12.5728,12.7018,12.4884,12.7018,557575.0
2024-02-25,12.5728,12.7018,12.4884,12.7018,557575.0
2024-02-26,12.6918,12.7018,12.4636,12.672,670185.0
2024-02-27,12.8506,13.1086,12.7315,12.9498,492865.0
2024-02-28,12.8804,13.0888,12.7811,12.9598,536837.0
2024-02-29,13.1582,13.6792,13.1384,13.6345,1263403.0
2024-03-01,13.6345,13.6345,13.2475,13.2972,655566.0
2024-03-02,13.6345,13.6345,13.2475,13.2972,655566.0
2024-03-03,13.6345,13.6345,13.2475,13.2972,655566.0
2024-03-04,13.2872,13.5055,13.0689,13.0788,787470.0
2024-03-05,13.0491,13.1185,12.7117,12.7712,750308.0
2024-03-06,12.8506,12.9598,12.5728,12.7315,477326.0
2024-03-07,12.801,12.9895,12.7166,12.7911,785005.0
2024-03-08,12.8605,12.9548,12.7613,12.8605,507099.0
2024-03-09,12.8605,12.9548,12.7613,12.8605,507099.0
2024-03-10,12.8605,12.9548,12.7613,12.8605,507099.0
2024-03-11,12.801,12.9399,12.6075,12.7018,429467.0
2024-03-12,12.6323,12.7216,12.4934,12.5529,351425.0
2024-03-13,12.5231,12.7514,12.5231,12.6819,550522.0
2024-03-14,12.6025,12.6323,12.409,12.543,649402.0
2024-03-15,12.5132,12.7117,12.5132,12.6819,1740758.0
2024-03-16,12.5132,12.7117,12.5132,12.6819,1740758.0
2024-03-17,12.5132,12.7117,12.5132,12.6819,1740758.0
2024-03-18,12.6323,12.9101,12.6174,12.6422,857640.0
2024-03-19,12.5827,12.801,12.5331,12.7712,818360.0
2024-03-20,12.7514,13.0491,12.6918,12.9498,1073319.0
2024-03-21,11.898,12.2155,11.4117,12.2056,3017163.0
2024-03-22,12.2453,12.3743,11.7392,12.0567,899500.0
2024-03-23,12.2453,12.3743,11.7392,12.0567,899500.0
2024-03-24,12.2453,12.3743,11.7392,12.0567,899500.0
2024-03-25,12.1163,12.5926,12.0071,12.4636,1318707.0
2024-03-26,12.4735,12.7018,12.2651,12.6025,1033286.0
2024-03-27,12.7811,12.8605,12.6521,12.7712,850028.0
2024-03-28,12.4934,13.0292,12.4537,12.9796,1366071.0
2024-03-29,12.4934,13.0292,12.4537,12.9796,1366071.0
2024-03-30,12.4934,13.0292,12.4537,12.9796,1366071.0
2024-03-31,12.4934,13.0292,12.4537,12.9796,1366071.0
2024-04-01,13.0193,13.1979,12.8506,12.93,1679809.0
2024-04-02,12.85,13.0775,12.71,13.02,1576690.0
2024-04-03,12.99,13.17,12.9,12.98,848576.0
2024-04-04,13.09,13.15,12.92,13.0,1036806.0
2024-04-05,12.93,13.04,12.86,12.89,893241.0
2024-04-06,12.93,13.04,12.86,12.89,893241.0
2024-04-07,12.93,13.04,12.86,12.89,893241.0
2024-04-08,12.98,13.07,12.94,12.94,472976.0
