,KRO US Equity,KRO US Equity,KRO US Equity,KRO US Equity,KRO US Equity
2023-08-12,8.4508,8.5538,8.4133,8.4976,124196.0
2023-08-13,8.4508,8.5538,8.4133,8.4976,124196.0
2023-08-14,8.4695,8.507,8.3571,8.3852,117130.0
2023-08-15,8.3383,8.3665,8.1884,8.2165,140067.0
2023-08-16,8.2165,8.3102,8.076,8.0854,130871.0
2023-08-17,8.1041,8.3102,8.1041,8.1791,98029.0
2023-08-18,8.0666,8.2072,8.0104,8.0292,166226.0
2023-08-19,8.0666,8.2072,8.0104,8.0292,166226.0
2023-08-20,8.0666,8.2072,8.0104,8.0292,166226.0
2023-08-21,8.0573,8.076,7.8605,7.9355,164153.0
2023-08-22,7.9542,8.1041,7.5326,7.542,245697.0
2023-08-23,7.5795,7.7294,7.4015,7.5795,241517.0
2023-08-24,7.5607,7.7294,7.542,7.6169,138626.0
2023-08-25,7.6169,7.7572,7.556,7.7106,152659.0
2023-08-26,7.6169,7.7572,7.556,7.7106,152659.0
2023-08-27,7.6169,7.7572,7.556,7.7106,152659.0
2023-08-28,7.72,7.9823,7.72,7.9074,161533.0
2023-08-29,7.8793,7.9448,7.7713,7.9355,190638.0
2023-08-30,7.9167,8.1322,7.898,8.0479,162932.0
2023-08-31,8.0575,8.1916,8.0,8.0479,202421.0
2023-09-01,8.1341,8.2108,8.0575,8.1246,140630.0
2023-09-02,8.1341,8.2108,8.0575,8.1246,140630.0
2023-09-03,8.1341,8.2108,8.0575,8.1246,140630.0
2023-09-04,8.1341,8.2108,8.0575,8.1246,140630.0
2023-09-05,8.1054,8.1054,7.8946,7.9617,204390.0
2023-09-06,7.9713,8.0383,7.7605,7.7988,143676.0
2023-09-07,7.7222,7.7988,7.4539,7.5976,356358.0
2023-09-08,7.6072,7.6647,7.521,7.6264,105769.0
2023-09-09,7.6072,7.6647,7.521,7.6264,105769.0
2023-09-10,7.6072,7.6647,7.521,7.6264,105769.0
2023-09-11,7.6743,7.7605,7.5401,7.5784,129903.0
2023-09-12,7.5689,7.6641,7.5689,7.588,110350.0
2023-09-13,7.5976,7.5976,7.4539,7.4826,135756.0
2023-09-14,7.588,7.7126,7.5593,7.6647,104219.0
2023-09-15,7.6455,7.8467,7.6455,7.8371,289811.0
2023-09-16,7.6455,7.8467,7.6455,7.8371,289811.0
2023-09-17,7.6455,7.8467,7.6455,7.8371,289811.0
2023-09-18,7.8659,7.8659,7.7222,7.7605,95919.0
2023-09-19,7.7222,7.8084,7.6886,7.7222,96443.0
2023-09-20,7.7605,7.9042,7.7413,7.7413,95635.0
2023-09-21,7.6838,7.8275,7.6264,7.7796,113524.0
2023-09-22,7.7892,7.7988,7.5593,7.5593,141625.0
2023-09-23,7.7892,7.7988,7.5593,7.5593,141625.0
2023-09-24,7.7892,7.7988,7.5593,7.5593,141625.0
2023-09-25,7.5305,7.8515,7.5305,7.8371,214176.0
2023-09-26,7.7605,7.8084,7.5401,7.5497,110658.0
2023-09-27,7.5689,7.588,7.3006,7.3198,271456.0
2023-09-28,7.3485,7.4252,7.2527,7.2814,231509.0
2023-09-29,7.3102,7.4635,7.291,7.4252,153417.0
2023-09-30,7.3102,7.4635,7.291,7.4252,153417.0
2023-10-01,7.3102,7.4635,7.291,7.4252,153417.0
2023-10-02,7.3868,7.4108,7.0994,7.1281,187781.0
2023-10-03,7.0898,7.2431,7.0036,7.0515,204927.0
2023-10-04,6.8982,7.0228,5.9018,6.6204,436297.0
2023-10-05,6.6012,6.6012,6.2659,6.4958,281211.0
2023-10-06,6.4958,6.6252,6.4383,6.4767,210279.0
2023-10-07,6.4958,6.6252,6.4383,6.4767,210279.0
2023-10-08,6.4958,6.6252,6.4383,6.4767,210279.0
2023-10-09,6.4383,6.6778,6.4,6.6012,142005.0
2023-10-10,6.5533,6.9078,6.5437,6.8599,146233.0
2023-10-11,6.9174,6.9653,6.7928,6.8886,143086.0
2023-10-12,6.927,6.927,6.7353,6.8024,147388.0
2023-10-13,6.8407,6.8605,6.6778,6.7162,96078.0
2023-10-14,6.8407,6.8605,6.6778,6.7162,96078.0
2023-10-15,6.8407,6.8605,6.6778,6.7162,96078.0
2023-10-16,6.7928,6.8886,6.7449,6.8599,123372.0
2023-10-17,6.8311,7.0802,6.8216,7.0036,167285.0
2023-10-18,6.9174,6.9174,6.7832,6.8407,114411.0
2023-10-19,6.7928,6.8886,6.7545,6.7928,147506.0
2023-10-20,6.812,6.879,6.7353,6.7928,102128.0
2023-10-21,6.812,6.879,6.7353,6.7928,102128.0
2023-10-22,6.812,6.879,6.7353,6.7928,102128.0
2023-10-23,6.7162,6.7928,6.5725,6.582,117758.0
2023-10-24,6.6395,6.6826,6.4479,6.4575,184715.0
2023-10-25,6.4,6.4192,5.9401,6.285,547563.0
2023-10-26,6.3425,6.7353,6.3234,6.6299,309280.0
2023-10-27,6.6108,6.6664,6.3234,6.3713,205157.0
2023-10-28,6.6108,6.6664,6.3234,6.3713,205157.0
2023-10-29,6.6108,6.6664,6.3234,6.3713,205157.0
2023-10-30,6.4479,6.6012,6.3904,6.5629,213927.0
2023-10-31,6.6108,6.6683,6.5054,6.6108,106984.0
2023-11-01,6.6874,6.6874,6.4671,6.5916,157334.0
2023-11-02,6.6587,7.0036,6.6559,6.994,170043.0
2023-11-03,6.8982,7.6455,6.8886,7.5497,349542.0
2023-11-04,6.8982,7.6455,6.8886,7.5497,349542.0
2023-11-05,6.8982,7.6455,6.8886,7.5497,349542.0
2023-11-06,7.4635,7.5176,7.2383,7.3485,238687.0
2023-11-07,7.1665,7.1665,6.927,7.0515,208853.0
2023-11-08,7.0228,7.1569,6.9749,7.1473,95516.0
2023-11-09,7.224,7.2642,7.1186,7.1761,85945.0
2023-11-10,7.2144,7.4683,7.1396,7.4539,136015.0
2023-11-11,7.2144,7.4683,7.1396,7.4539,136015.0
2023-11-12,7.2144,7.4683,7.1396,7.4539,136015.0
2023-11-13,7.3868,7.8467,7.3773,7.8275,307056.0
2023-11-14,8.1437,8.527,8.0479,8.4311,303664.0
2023-11-15,8.3832,8.594,8.3162,8.3545,183282.0
2023-11-16,8.3641,8.3641,8.0096,8.2108,157400.0
2023-11-17,8.297,8.3449,8.1916,8.3258,139795.0
2023-11-18,8.297,8.3449,8.1916,8.3258,139795.0
2023-11-19,8.297,8.3449,8.1916,8.3258,139795.0
2023-11-20,8.2395,8.2683,8.115,8.1246,133393.0
2023-11-21,8.0767,8.091,7.9042,7.9521,155615.0
2023-11-22,8.0192,8.1341,7.885,7.8946,108181.0
2023-11-23,8.0192,8.1341,7.885,7.8946,108181.0
2023-11-24,7.9329,8.1629,7.9329,8.1533,106731.0
2023-11-25,7.9329,8.1629,7.9329,8.1533,106731.0
2023-11-26,7.9329,8.1629,7.9329,8.1533,106731.0
2023-11-27,8.1533,8.1916,8.0064,8.0192,94335.0
2023-11-28,8.0,8.231,7.9425,8.2012,136124.0
2023-11-29,8.2683,8.4599,8.2683,8.3928,190847.0
2023-11-30,8.3732,8.6181,8.3438,8.5495,327914.0
2023-12-01,8.5005,8.9021,8.4712,8.8629,390904.0
2023-12-02,8.5005,8.9021,8.4712,8.8629,390904.0
2023-12-03,8.5005,8.9021,8.4712,8.8629,390904.0
2023-12-04,8.8139,8.9902,8.5593,8.7062,276817.0
2023-12-05,8.667,8.667,8.3047,8.3438,166735.0
2023-12-06,8.3634,8.4516,8.1872,8.2949,263792.0
2023-12-07,8.383,8.383,8.1774,8.197,188217.0
2023-12-08,8.1676,8.4418,8.1676,8.4124,294066.0
2023-12-09,8.1676,8.4418,8.1676,8.4124,294066.0
2023-12-10,8.1676,8.4418,8.1676,8.4124,294066.0
2023-12-11,8.3243,8.481,8.2165,8.4418,181570.0
2023-12-12,8.3928,8.4231,8.1774,8.3047,204137.0
2023-12-13,8.2949,8.7307,8.148,8.667,740966.0
2023-12-14,8.8825,9.3526,8.8335,9.3036,389341.0
2023-12-15,9.2938,9.5386,9.1665,9.4211,688422.0
2023-12-16,9.2938,9.5386,9.1665,9.4211,688422.0
2023-12-17,9.2938,9.5386,9.1665,9.4211,688422.0
2023-12-18,9.5092,9.5092,9.2742,9.4505,199899.0
2023-12-19,9.4701,9.6561,9.4211,9.5974,229482.0
2023-12-20,9.5778,9.7541,9.4603,9.568,245336.0
2023-12-21,9.6757,9.7051,9.4995,9.6855,130667.0
2023-12-22,9.6953,9.9744,9.6953,9.8912,177028.0
2023-12-23,9.6953,9.9744,9.6953,9.8912,177028.0
2023-12-24,9.6953,9.9744,9.6953,9.8912,177028.0
2023-12-25,9.6953,9.9744,9.6953,9.8912,177028.0
2023-12-26,9.9793,10.2242,9.9793,10.2046,185489.0
2023-12-27,10.1948,10.3123,10.1556,10.2242,175342.0
2023-12-28,10.2339,10.3025,9.9646,9.9989,116367.0
2023-12-29,9.901,9.9781,9.617,9.7345,172207.0
2023-12-30,9.901,9.9781,9.617,9.7345,172207.0
2023-12-31,9.901,9.9781,9.617,9.7345,172207.0
2024-01-01,9.901,9.9781,9.617,9.7345,172207.0
2024-01-02,9.617,9.7737,9.5386,9.5876,138047.0
2024-01-03,9.4701,9.4701,9.0685,9.0979,240654.0
2024-01-04,9.1665,9.2252,9.0304,9.0979,247090.0
2024-01-05,9.0,9.3036,8.9804,9.0685,157263.0
2024-01-06,9.0,9.3036,8.9804,9.0685,157263.0
2024-01-07,9.0,9.3036,8.9804,9.0685,157263.0
2024-01-08,9.1273,9.333,9.0196,9.2644,155429.0
2024-01-09,9.0783,9.2448,9.0294,9.1665,205222.0
2024-01-10,9.2057,9.3721,9.1469,9.2742,182442.0
2024-01-11,9.1763,9.3232,9.1077,9.1175,214314.0
2024-01-12,9.2742,9.3623,8.9804,9.049,120355.0
2024-01-13,9.2742,9.3623,8.9804,9.049,120355.0
2024-01-14,9.2742,9.3623,8.9804,9.049,120355.0
2024-01-15,9.2742,9.3623,8.9804,9.049,120355.0
2024-01-16,9.0,9.049,8.6376,8.7062,182106.0
2024-01-17,8.5005,8.6964,8.5005,8.6866,160041.0
2024-01-18,8.7552,8.8237,8.6376,8.8237,153294.0
2024-01-19,8.8629,8.8629,8.5593,8.7552,201934.0
2024-01-20,8.8629,8.8629,8.5593,8.7552,201934.0
2024-01-21,8.8629,8.8629,8.5593,8.7552,201934.0
2024-01-22,8.8335,9.0,8.7748,8.9021,180047.0
2024-01-23,9.0588,9.7737,8.9902,9.4701,287832.0
2024-01-24,9.5582,9.6121,9.333,9.3623,186041.0
2024-01-25,9.4995,9.6366,9.3134,9.4799,132137.0
2024-01-26,9.568,9.6757,9.4211,9.4799,95366.0
2024-01-27,9.568,9.6757,9.4211,9.4799,95366.0
2024-01-28,9.568,9.6757,9.4211,9.4799,95366.0
2024-01-29,9.4113,9.4505,9.284,9.4407,139594.0
2024-01-30,9.3721,9.4593,9.3232,9.333,78977.0
2024-01-31,9.2252,9.3623,9.0294,9.1175,182872.0
2024-02-01,9.2546,9.4211,9.1763,9.3428,182955.0
2024-02-02,9.1371,9.2252,9.0098,9.1371,311169.0
2024-02-03,9.1371,9.2252,9.0098,9.1371,311169.0
2024-02-04,9.1371,9.2252,9.0098,9.1371,311169.0
2024-02-05,8.9412,8.9559,8.7258,8.8335,188186.0
2024-02-06,8.8923,9.0441,8.8531,8.8629,160671.0
2024-02-07,8.9119,8.9119,8.5887,8.6474,114273.0
2024-02-08,8.6474,8.7258,8.5789,8.667,115317.0
2024-02-09,8.6964,8.7307,8.5299,8.716,124197.0
2024-02-10,8.6964,8.7307,8.5299,8.716,124197.0
2024-02-11,8.6964,8.7307,8.5299,8.716,124197.0
2024-02-12,8.7454,8.9412,8.7454,8.8727,144254.0
2024-02-13,8.5887,8.5887,8.0892,8.1578,307182.0
2024-02-14,8.2067,8.3341,8.1578,8.2851,166326.0
2024-02-15,8.3634,8.716,8.3634,8.6964,147935.0
2024-02-16,8.5985,8.7356,8.4907,8.6572,140947.0
2024-02-17,8.5985,8.7356,8.4907,8.6572,140947.0
2024-02-18,8.5985,8.7356,8.4907,8.6572,140947.0
2024-02-19,8.5985,8.7356,8.4907,8.6572,140947.0
2024-02-20,8.5299,8.5691,8.3145,8.3145,299180.0
2024-02-21,8.2263,8.4124,8.1774,8.4124,243777.0
2024-02-22,8.3536,8.4614,8.3145,8.432,266950.0
2024-02-23,8.4516,8.5887,8.339,8.5789,275923.0
2024-02-24,8.4516,8.5887,8.339,8.5789,275923.0
2024-02-25,8.4516,8.5887,8.339,8.5789,275923.0
2024-02-26,8.5299,8.6083,8.4026,8.5985,218869.0
2024-02-27,8.716,8.9265,8.5985,8.6279,758577.0
2024-02-28,8.5299,8.6866,8.3634,8.4907,755106.0
2024-02-29,8.5299,8.9168,8.5005,8.9021,1086742.0
2024-03-01,8.951,9.1175,8.7845,9.0,327569.0
2024-03-02,8.951,9.1175,8.7845,9.0,327569.0
2024-03-03,8.951,9.1175,8.7845,9.0,327569.0
2024-03-04,9.02,9.19,8.82,8.83,253401.0
2024-03-05,8.78,8.89,8.68,8.72,244146.0
2024-03-06,8.8,8.825,8.51,8.65,187176.0
2024-03-07,9.2,10.22,9.17,10.09,638681.0
2024-03-08,10.15,10.35,9.77,10.34,453117.0
2024-03-09,10.15,10.35,9.77,10.34,453117.0
2024-03-10,10.15,10.35,9.77,10.34,453117.0
2024-03-11,10.41,11.18,10.35,11.01,500661.0
2024-03-12,11.1,11.5,11.08,11.31,397551.0
2024-03-13,11.24,11.655,11.24,11.58,274225.0
2024-03-14,11.46,11.52,11.06,11.21,259315.0
2024-03-15,11.14,11.37,10.85,11.27,515921.0
2024-03-16,11.14,11.37,10.85,11.27,515921.0
2024-03-17,11.14,11.37,10.85,11.27,515921.0
2024-03-18,11.44,11.6,11.3,11.51,300195.0
2024-03-19,11.45,11.53,11.3,11.34,151879.0
2024-03-20,11.33,11.63,11.22,11.49,237712.0
2024-03-21,11.54,12.33,11.5,11.77,339014.0
2024-03-22,11.81,11.98,11.67,11.73,198286.0
2024-03-23,11.81,11.98,11.67,11.73,198286.0
2024-03-24,11.81,11.98,11.67,11.73,198286.0
2024-03-25,11.74,11.95,11.7201,11.93,161170.0
2024-03-26,12.07,12.235,11.72,11.75,198918.0
2024-03-27,11.84,11.995,11.84,11.98,193568.0
2024-03-28,11.92,12.02,11.67,11.8,269957.0
2024-03-29,11.92,12.02,11.67,11.8,269957.0
2024-03-30,11.92,12.02,11.67,11.8,269957.0
2024-03-31,11.92,12.02,11.67,11.8,269957.0
2024-04-01,11.86,12.01,11.7,11.98,217481.0
2024-04-02,11.88,11.998,11.71,11.84,151120.0
2024-04-03,11.84,12.19,11.77,12.15,239631.0
2024-04-04,12.23,12.48,11.9,11.96,402544.0
2024-04-05,11.92,12.12,11.7,12.11,210639.0
2024-04-06,11.92,12.12,11.7,12.11,210639.0
2024-04-07,11.92,12.12,11.7,12.11,210639.0
2024-04-08,12.28,12.44,12.16,12.23,245284.0
