,HZNP US Equity,HZNP US Equity,HZNP US Equity,HZNP US Equity,HZNP US Equity
2023-12-12,116.34,116.38,116.26,116.3,28881250.0
2023-12-13,116.34,116.38,116.26,116.3,28881250.0
2023-12-14,116.34,116.38,116.26,116.3,28881250.0
2023-12-15,116.34,116.38,116.26,116.3,28881250.0
2023-12-16,116.34,116.38,116.26,116.3,28881250.0
2023-12-17,116.34,116.38,116.26,116.3,28881250.0
2023-12-18,116.34,116.38,116.26,116.3,28881250.0
2023-12-19,116.34,116.38,116.26,116.3,28881250.0
2023-12-20,116.34,116.38,116.26,116.3,28881250.0
2023-12-21,116.34,116.38,116.26,116.3,28881250.0
2023-12-22,116.34,116.38,116.26,116.3,28881250.0
2023-12-23,116.34,116.38,116.26,116.3,28881250.0
2023-12-24,116.34,116.38,116.26,116.3,28881250.0
2023-12-25,116.34,116.38,116.26,116.3,28881250.0
2023-12-26,116.34,116.38,116.26,116.3,28881250.0
2023-12-27,116.34,116.38,116.26,116.3,28881250.0
2023-12-28,116.34,116.38,116.26,116.3,28881250.0
2023-12-29,116.34,116.38,116.26,116.3,28881250.0
2023-12-30,116.34,116.38,116.26,116.3,28881250.0
2023-12-31,116.34,116.38,116.26,116.3,28881250.0
2024-01-01,116.34,116.38,116.26,116.3,28881250.0
2024-01-02,116.34,116.38,116.26,116.3,28881250.0
2024-01-03,116.34,116.38,116.26,116.3,28881250.0
2024-01-04,116.34,116.38,116.26,116.3,28881250.0
2024-01-05,116.34,116.38,116.26,116.3,28881250.0
2024-01-06,116.34,116.38,116.26,116.3,28881250.0
2024-01-07,116.34,116.38,116.26,116.3,28881250.0
2024-01-08,116.34,116.38,116.26,116.3,28881250.0
2024-01-09,116.34,116.38,116.26,116.3,28881250.0
2024-01-10,116.34,116.38,116.26,116.3,28881250.0
2024-01-11,116.34,116.38,116.26,116.3,28881250.0
2024-01-12,116.34,116.38,116.26,116.3,28881250.0
2024-01-13,116.34,116.38,116.26,116.3,28881250.0
2024-01-14,116.34,116.38,116.26,116.3,28881250.0
2024-01-15,116.34,116.38,116.26,116.3,28881250.0
2024-01-16,116.34,116.38,116.26,116.3,28881250.0
2024-01-17,116.34,116.38,116.26,116.3,28881250.0
2024-01-18,116.34,116.38,116.26,116.3,28881250.0
2024-01-19,116.34,116.38,116.26,116.3,28881250.0
2024-01-20,116.34,116.38,116.26,116.3,28881250.0
2024-01-21,116.34,116.38,116.26,116.3,28881250.0
2024-01-22,116.34,116.38,116.26,116.3,28881250.0
2024-01-23,116.34,116.38,116.26,116.3,28881250.0
2024-01-24,116.34,116.38,116.26,116.3,28881250.0
2024-01-25,116.34,116.38,116.26,116.3,28881250.0
2024-01-26,116.34,116.38,116.26,116.3,28881250.0
2024-01-27,116.34,116.38,116.26,116.3,28881250.0
2024-01-28,116.34,116.38,116.26,116.3,28881250.0
2024-01-29,116.34,116.38,116.26,116.3,28881250.0
2024-01-30,116.34,116.38,116.26,116.3,28881250.0
2024-01-31,116.34,116.38,116.26,116.3,28881250.0
2024-02-01,116.34,116.38,116.26,116.3,28881250.0
2024-02-02,116.34,116.38,116.26,116.3,28881250.0
2024-02-03,116.34,116.38,116.26,116.3,28881250.0
2024-02-04,116.34,116.38,116.26,116.3,28881250.0
2024-02-05,116.34,116.38,116.26,116.3,28881250.0
2024-02-06,116.34,116.38,116.26,116.3,28881250.0
2024-02-07,116.34,116.38,116.26,116.3,28881250.0
2024-02-08,116.34,116.38,116.26,116.3,28881250.0
2024-02-09,116.34,116.38,116.26,116.3,28881250.0
2024-02-10,116.34,116.38,116.26,116.3,28881250.0
2024-02-11,116.34,116.38,116.26,116.3,28881250.0
2024-02-12,116.34,116.38,116.26,116.3,28881250.0
2024-02-13,116.34,116.38,116.26,116.3,28881250.0
2024-02-14,116.34,116.38,116.26,116.3,28881250.0
2024-02-15,116.34,116.38,116.26,116.3,28881250.0
2024-02-16,116.34,116.38,116.26,116.3,28881250.0
2024-02-17,116.34,116.38,116.26,116.3,28881250.0
2024-02-18,116.34,116.38,116.26,116.3,28881250.0
2024-02-19,116.34,116.38,116.26,116.3,28881250.0
2024-02-20,116.34,116.38,116.26,116.3,28881250.0
2024-02-21,116.34,116.38,116.26,116.3,28881250.0
2024-02-22,116.34,116.38,116.26,116.3,28881250.0
2024-02-23,116.34,116.38,116.26,116.3,28881250.0
2024-02-24,116.34,116.38,116.26,116.3,28881250.0
2024-02-25,116.34,116.38,116.26,116.3,28881250.0
2024-02-26,116.34,116.38,116.26,116.3,28881250.0
2024-02-27,116.34,116.38,116.26,116.3,28881250.0
2024-02-28,116.34,116.38,116.26,116.3,28881250.0
2024-02-29,116.34,116.38,116.26,116.3,28881250.0
2024-03-01,116.34,116.38,116.26,116.3,28881250.0
2024-03-02,116.34,116.38,116.26,116.3,28881250.0
2024-03-03,116.34,116.38,116.26,116.3,28881250.0
2024-03-04,116.34,116.38,116.26,116.3,28881250.0
2024-03-05,116.34,116.38,116.26,116.3,28881250.0
2024-03-06,116.34,116.38,116.26,116.3,28881250.0
2024-03-07,116.34,116.38,116.26,116.3,28881250.0
2024-03-08,116.34,116.38,116.26,116.3,28881250.0
2024-03-09,116.34,116.38,116.26,116.3,28881250.0
2024-03-10,116.34,116.38,116.26,116.3,28881250.0
2024-03-11,116.34,116.38,116.26,116.3,28881250.0
2024-03-12,116.34,116.38,116.26,116.3,28881250.0
2024-03-13,116.34,116.38,116.26,116.3,28881250.0
2024-03-14,116.34,116.38,116.26,116.3,28881250.0
2024-03-15,116.34,116.38,116.26,116.3,28881250.0
2024-03-16,116.34,116.38,116.26,116.3,28881250.0
2024-03-17,116.34,116.38,116.26,116.3,28881250.0
2024-03-18,116.34,116.38,116.26,116.3,28881250.0
2024-03-19,116.34,116.38,116.26,116.3,28881250.0
2024-03-20,116.34,116.38,116.26,116.3,28881250.0
2024-03-21,116.34,116.38,116.26,116.3,28881250.0
2024-03-22,116.34,116.38,116.26,116.3,28881250.0
2024-03-23,116.34,116.38,116.26,116.3,28881250.0
2024-03-24,116.34,116.38,116.26,116.3,28881250.0
2024-03-25,116.34,116.38,116.26,116.3,28881250.0
2024-03-26,116.34,116.38,116.26,116.3,28881250.0
2024-03-27,116.34,116.38,116.26,116.3,28881250.0
2024-03-28,116.34,116.38,116.26,116.3,28881250.0
2024-03-29,116.34,116.38,116.26,116.3,28881250.0
2024-03-30,116.34,116.38,116.26,116.3,28881250.0
2024-03-31,116.34,116.38,116.26,116.3,28881250.0
2024-04-01,116.34,116.38,116.26,116.3,28881250.0
2024-04-02,116.34,116.38,116.26,116.3,28881250.0
2024-04-03,116.34,116.38,116.26,116.3,28881250.0
2024-04-04,116.34,116.38,116.26,116.3,28881250.0
2024-04-05,116.34,116.38,116.26,116.3,28881250.0
2024-04-06,116.34,116.38,116.26,116.3,28881250.0
2024-04-07,116.34,116.38,116.26,116.3,28881250.0
2024-04-08,116.34,116.38,116.26,116.3,28881250.0
