,FICO US Equity,FICO US Equity,FICO US Equity,FICO US Equity,FICO US Equity
2024-01-21,1260.25,1266.71,1248.02,1260.21,176049.0
2024-01-22,1272.0,1297.45,1264.52,1288.32,248384.0
2024-01-23,1280.0,1291.48,1263.36,1281.51,260545.0
2024-01-24,1307.14,1307.14,1274.55,1275.55,181995.0
2024-01-25,1286.92,1292.17,1273.89,1284.27,219995.0
2024-01-26,1235.5,1275.92,1195.01,1196.36,407235.0
2024-01-27,1235.5,1275.92,1195.01,1196.36,407235.0
2024-01-28,1235.5,1275.92,1195.01,1196.36,407235.0
2024-01-29,1200.0,1228.36,1199.04,1222.38,198417.0
2024-01-30,1216.62,1222.72,1196.99,1197.06,195248.0
2024-01-31,1197.34,1219.34,1187.89,1198.83,206128.0
2024-02-01,1198.83,1243.65,1198.83,1243.17,159725.0
2024-02-02,1243.2,1257.5,1239.98,1255.3,121410.0
2024-02-03,1243.2,1257.5,1239.98,1255.3,121410.0
2024-02-04,1243.2,1257.5,1239.98,1255.3,121410.0
2024-02-05,1256.13,1258.79,1233.87,1256.13,100646.0
2024-02-06,1259.81,1264.24,1230.39,1259.81,208992.0
2024-02-07,1263.63,1286.75,1261.96,1280.45,168593.0
2024-02-08,1283.23,1325.0,1283.23,1321.44,196762.0
2024-02-09,1327.95,1336.39,1317.42,1323.81,118953.0
2024-02-10,1327.95,1336.39,1317.42,1323.81,118953.0
2024-02-11,1327.95,1336.39,1317.42,1323.81,118953.0
2024-02-12,1333.93,1333.93,1295.02,1298.35,159583.0
2024-02-13,1269.68,1289.88,1257.78,1269.48,272961.0
2024-02-14,1283.56,1297.77,1279.43,1293.84,154982.0
2024-02-15,1299.64,1307.49,1283.22,1302.7,143552.0
2024-02-16,1295.88,1304.23,1280.6,1282.06,115327.0
2024-02-17,1295.88,1304.23,1280.6,1282.06,115327.0
2024-02-18,1295.88,1304.23,1280.6,1282.06,115327.0
2024-02-19,1295.88,1304.23,1280.6,1282.06,115327.0
2024-02-20,1278.76,1278.76,1252.69,1259.2,153381.0
2024-02-21,1248.91,1259.38,1223.88,1246.56,151191.0
2024-02-22,1277.52,1290.92,1267.38,1288.26,146160.0
2024-02-23,1291.89,1296.36,1268.29,1282.33,123454.0
2024-02-24,1291.89,1296.36,1268.29,1282.33,123454.0
2024-02-25,1291.89,1296.36,1268.29,1282.33,123454.0
2024-02-26,1292.92,1306.2,1288.23,1288.25,180408.0
2024-02-27,1280.78,1288.75,1271.02,1276.03,102227.0
2024-02-28,1273.86,1286.8,1273.86,1274.63,193391.0
2024-02-29,1279.34,1284.27,1265.2,1269.91,163261.0
2024-03-01,1266.48,1297.63,1263.65,1295.2,148503.0
2024-03-02,1266.48,1297.63,1263.65,1295.2,148503.0
2024-03-03,1266.48,1297.63,1263.65,1295.2,148503.0
2024-03-04,1295.04,1315.84,1293.11,1301.25,87271.0
2024-03-05,1297.37,1297.37,1248.03,1263.65,181559.0
2024-03-06,1278.42,1290.5,1268.56,1288.11,112713.0
2024-03-07,1300.0,1335.04,1295.21,1334.99,183126.0
2024-03-08,1336.37,1349.75,1296.0,1300.45,135929.0
2024-03-09,1336.37,1349.75,1296.0,1300.45,135929.0
2024-03-10,1336.37,1349.75,1296.0,1300.45,135929.0
2024-03-11,1288.29,1294.96,1262.86,1282.68,153054.0
2024-03-12,1289.42,1331.97,1282.84,1328.59,150415.0
2024-03-13,1324.23,1327.54,1221.3,1245.82,366137.0
2024-03-14,1251.52,1258.77,1192.75,1202.0,364453.0
2024-03-15,1188.1,1213.63,1181.0,1211.81,333057.0
2024-03-16,1188.1,1213.63,1181.0,1211.81,333057.0
2024-03-17,1188.1,1213.63,1181.0,1211.81,333057.0
2024-03-18,1217.97,1254.99,1216.34,1222.74,176340.0
2024-03-19,1216.82,1239.73,1210.0,1235.63,155265.0
2024-03-20,1243.38,1247.13,1228.02,1245.4,101868.0
2024-03-21,1258.76,1287.46,1241.41,1280.02,135124.0
2024-03-22,1280.0,1286.0,1264.1,1276.74,205626.0
2024-03-23,1280.0,1286.0,1264.1,1276.74,205626.0
2024-03-24,1280.0,1286.0,1264.1,1276.74,205626.0
2024-03-25,1276.74,1276.74,1260.19,1266.61,115916.0
2024-03-26,1277.19,1290.13,1271.3,1282.47,137069.0
2024-03-27,1292.0,1307.98,1255.02,1258.51,144687.0
2024-03-28,1259.11,1276.48,1248.57,1249.61,151704.0
2024-03-29,1259.11,1276.48,1248.57,1249.61,151704.0
2024-03-30,1259.11,1276.48,1248.57,1249.61,151704.0
2024-03-31,1259.11,1276.48,1248.57,1249.61,151704.0
2024-04-01,1249.61,1265.74,1247.93,1254.37,121111.0
2024-04-02,1233.58,1247.46,1224.81,1247.29,141742.0
2024-04-03,1229.61,1261.74,1229.61,1248.55,101769.0
2024-04-04,1260.61,1266.86,1214.89,1219.85,114124.0
2024-04-05,1221.89,1243.4,1221.89,1231.65,80303.0
2024-04-06,1221.89,1243.4,1221.89,1231.65,80303.0
2024-04-07,1221.89,1243.4,1221.89,1231.65,80303.0
2024-04-08,1232.31,1244.04,1222.46,1242.15,54618.0
