,MANH US Equity,MANH US Equity,MANH US Equity,MANH US Equity,MANH US Equity
2024-01-26,218.47,221.28,216.66,219.76,463590.0
2024-01-27,218.47,221.28,216.66,219.76,463590.0
2024-01-28,218.47,221.28,216.66,219.76,463590.0
2024-01-29,219.38,226.12,219.38,225.92,584973.0
2024-01-30,225.37,227.84,223.39,223.78,517338.0
2024-01-31,255.645,258.91,232.0,242.56,1063834.0
2024-02-01,243.08,249.26,241.96,249.07,562754.0
2024-02-02,249.0,252.66,248.42,250.56,378867.0
2024-02-03,249.0,252.66,248.42,250.56,378867.0
2024-02-04,249.0,252.66,248.42,250.56,378867.0
2024-02-05,250.45,252.0,245.1,249.15,273054.0
2024-02-06,250.29,250.84,243.81,247.52,287664.0
2024-02-07,249.74,251.665,245.62,245.73,475196.0
2024-02-08,246.95,249.12,246.34,247.02,398943.0
2024-02-09,247.46,250.92,247.46,250.5,316536.0
2024-02-10,247.46,250.92,247.46,250.5,316536.0
2024-02-11,247.46,250.92,247.46,250.5,316536.0
2024-02-12,250.89,251.0,244.19,245.73,315461.0
2024-02-13,240.96,248.6,239.04,245.75,460281.0
2024-02-14,248.38,249.935,246.08,248.8,254037.0
2024-02-15,249.75,249.75,245.63,247.4,264943.0
2024-02-16,246.61,247.5,243.17,243.81,173976.0
2024-02-17,246.61,247.5,243.17,243.81,173976.0
2024-02-18,246.61,247.5,243.17,243.81,173976.0
2024-02-19,246.61,247.5,243.17,243.81,173976.0
2024-02-20,243.31,244.08,240.201,242.88,251889.0
2024-02-21,240.21,241.9,239.14,241.58,298546.0
2024-02-22,245.19,249.5,245.19,248.29,273141.0
2024-02-23,249.99,250.8,246.04,248.9,178555.0
2024-02-24,249.99,250.8,246.04,248.9,178555.0
2024-02-25,249.99,250.8,246.04,248.9,178555.0
2024-02-26,250.07,252.49,249.49,250.09,255729.0
2024-02-27,249.5,252.99,249.07,250.47,438977.0
2024-02-28,250.17,254.47,249.312,254.01,442850.0
2024-02-29,255.0,257.3,251.07,253.33,659955.0
2024-03-01,253.05,256.77,252.07,256.75,271180.0
2024-03-02,253.05,256.77,252.07,256.75,271180.0
2024-03-03,253.05,256.77,252.07,256.75,271180.0
2024-03-04,257.0,257.67,254.32,255.39,290514.0
2024-03-05,254.37,257.5,250.15,252.33,357246.0
2024-03-06,255.56,257.0,252.8115,254.76,243135.0
2024-03-07,257.0,266.775,255.71,266.03,452234.0
2024-03-08,266.36,266.94,257.2,257.5,338509.0
2024-03-09,266.36,266.94,257.2,257.5,338509.0
2024-03-10,266.36,266.94,257.2,257.5,338509.0
2024-03-11,256.19,257.93,253.7701,255.5,257550.0
2024-03-12,257.22,258.57,254.79,256.19,521368.0
2024-03-13,255.0,255.685,251.075,251.67,336419.0
2024-03-14,252.31,253.7,248.38,250.67,431945.0
2024-03-15,248.3,249.425,246.1601,247.0,1081985.0
2024-03-16,248.3,249.425,246.1601,247.0,1081985.0
2024-03-17,248.3,249.425,246.1601,247.0,1081985.0
2024-03-18,248.19,249.37,246.7,247.0,310961.0
2024-03-19,245.54,249.415,244.89,247.6,428602.0
2024-03-20,248.71,251.3,247.17,251.14,433785.0
2024-03-21,252.4,254.429,251.425,252.92,318832.0
2024-03-22,252.78,253.035,249.235,250.84,367772.0
2024-03-23,252.78,253.035,249.235,250.84,367772.0
2024-03-24,252.78,253.035,249.235,250.84,367772.0
2024-03-25,250.31,250.31,247.77,248.51,233322.0
2024-03-26,249.42,251.67,248.365,249.58,286856.0
2024-03-27,251.52,252.6,247.96,249.73,228119.0
2024-03-28,250.11,251.49,248.0,250.23,400098.0
2024-03-29,250.11,251.49,248.0,250.23,400098.0
2024-03-30,250.11,251.49,248.0,250.23,400098.0
2024-03-31,250.11,251.49,248.0,250.23,400098.0
2024-04-01,250.25,251.31,246.55,247.67,254853.0
2024-04-02,245.59,245.705,241.035,242.76,430570.0
2024-04-03,241.07,244.8,241.07,241.7,388859.0
2024-04-04,244.03,246.8,241.515,242.03,360668.0
2024-04-05,243.38,245.405,242.32,243.51,315021.0
2024-04-06,243.38,245.405,242.32,243.51,315021.0
2024-04-07,243.38,245.405,242.32,243.51,315021.0
2024-04-08,243.73,244.95,241.11,242.5,169645.0
