,MGY US Equity,MGY US Equity,MGY US Equity,MGY US Equity,MGY US Equity
2023-07-12,21.3003,21.5707,21.1675,21.202,3226946.0
2023-07-13,21.1331,21.556,21.1331,21.3593,3797742.0
2023-07-14,21.1331,21.1331,20.076,20.1301,2579527.0
2023-07-15,21.1331,21.1331,20.076,20.1301,2579527.0
2023-07-16,21.1331,21.1331,20.076,20.1301,2579527.0
2023-07-17,20.0514,20.4988,19.9629,20.2972,1876708.0
2023-07-18,20.1596,20.9414,20.1596,20.6316,3444487.0
2023-07-19,20.7201,20.7791,20.2874,20.4251,2345341.0
2023-07-20,20.4939,20.7496,20.2923,20.7201,2361348.0
2023-07-21,20.8086,20.8971,20.6316,20.7496,2548954.0
2023-07-22,20.8086,20.8971,20.6316,20.7496,2548954.0
2023-07-23,20.8086,20.8971,20.6316,20.7496,2548954.0
2023-07-24,20.8774,21.1872,20.7742,21.1331,2546669.0
2023-07-25,21.0938,21.4085,20.9315,21.3396,1643275.0
2023-07-26,21.084,21.2905,20.8676,20.9266,1959001.0
2023-07-27,21.1233,21.1675,20.5923,20.6808,2685847.0
2023-07-28,20.8479,21.7428,20.6316,21.7232,2530935.0
2023-07-29,20.8479,21.7428,20.6316,21.7232,2530935.0
2023-07-30,20.8479,21.7428,20.6316,21.7232,2530935.0
2023-07-31,21.8903,21.9838,21.6543,21.7822,1730461.0
2023-08-01,21.5953,21.9346,21.2906,21.8215,2808927.0
2023-08-02,22.7557,22.8639,21.3495,21.6937,4155346.0
2023-08-03,21.8805,22.8541,21.379,22.677,3254490.0
2023-08-04,22.6574,22.8541,22.4214,22.5984,2648442.0
2023-08-05,22.6574,22.8541,22.4214,22.5984,2648442.0
2023-08-06,22.6574,22.8541,22.4214,22.5984,2648442.0
2023-08-07,22.6967,22.8885,22.2935,22.6869,1699520.0
2023-08-08,22.1657,22.7803,21.9297,22.5984,1956649.0
2023-08-09,22.9393,23.4039,22.801,22.9295,1907248.0
2023-08-10,22.7713,22.8899,22.2772,22.4649,2155030.0
2023-08-11,22.4056,22.801,22.3859,22.4748,2317822.0
2023-08-12,22.4056,22.801,22.3859,22.4748,2317822.0
2023-08-13,22.4056,22.801,22.3859,22.4748,2317822.0
2023-08-14,22.4254,22.6033,22.1635,22.5934,1990188.0
2023-08-15,22.3266,22.4625,22.2327,22.4155,1721075.0
2023-08-16,22.376,22.6725,22.161,22.1783,2014341.0
2023-08-17,22.6132,22.801,22.3365,22.4353,1498511.0
2023-08-18,22.1882,22.7516,22.1882,22.6231,1448177.0
2023-08-19,22.1882,22.7516,22.1882,22.6231,1448177.0
2023-08-20,22.1882,22.7516,22.1882,22.6231,1448177.0
2023-08-21,22.8109,22.9393,22.4353,22.5934,1179005.0
2023-08-22,22.6725,22.7763,22.1734,22.1882,1260673.0
2023-08-23,21.951,22.0844,21.7435,21.9708,1132670.0
2023-08-24,21.7237,22.0894,21.7237,21.9411,1394171.0
2023-08-25,22.2673,22.4254,21.8818,22.1981,940037.0
2023-08-26,22.2673,22.4254,21.8818,22.1981,940037.0
2023-08-27,22.2673,22.4254,21.8818,22.1981,940037.0
2023-08-28,22.4353,22.6923,22.2426,22.376,1021449.0
2023-08-29,22.376,22.7516,22.119,22.6428,1313982.0
2023-08-30,22.712,22.8603,22.5934,22.6231,1124718.0
2023-08-31,22.6725,22.7219,22.4353,22.5341,1130292.0
2023-09-01,22.8702,23.2408,22.7713,23.0579,1345762.0
2023-09-02,22.8702,23.2408,22.7713,23.0579,1345762.0
2023-09-03,22.8702,23.2408,22.7713,23.0579,1345762.0
2023-09-04,22.8702,23.2408,22.7713,23.0579,1345762.0
2023-09-05,23.226,23.473,23.0283,23.0481,1362576.0
2023-09-06,23.5323,23.7399,23.0728,23.473,1742436.0
2023-09-07,23.3742,23.6015,23.3199,23.3742,1300854.0
2023-09-08,23.5323,23.6411,23.305,23.3347,1150910.0
2023-09-09,23.5323,23.6411,23.305,23.3347,1150910.0
2023-09-10,23.5323,23.6411,23.305,23.3347,1150910.0
2023-09-11,23.562,23.5917,22.4649,22.6824,1688737.0
2023-09-12,22.9295,23.3248,22.7614,23.2358,2201219.0
2023-09-13,23.1074,23.1963,22.5737,22.7812,1300329.0
2023-09-14,23.305,23.4434,22.9295,23.0085,1699247.0
2023-09-15,22.8504,23.1864,22.6428,22.7713,5186844.0
2023-09-16,22.8504,23.1864,22.6428,22.7713,5186844.0
2023-09-17,22.8504,23.1864,22.6428,22.7713,5186844.0
2023-09-18,23.0382,23.0382,22.4649,22.6428,1331612.0
2023-09-19,22.8207,22.9937,22.4007,22.5835,1754569.0
2023-09-20,22.3958,22.7219,22.1684,22.208,1398124.0
2023-09-21,22.2277,22.3859,21.9362,22.04,1840113.0
2023-09-22,22.208,22.4155,21.9312,21.9905,1581604.0
2023-09-23,22.208,22.4155,21.9312,21.9905,1581604.0
2023-09-24,22.208,22.4155,21.9312,21.9905,1581604.0
2023-09-25,21.9411,22.4452,21.9411,22.4056,1315841.0
2023-09-26,22.1487,22.6083,22.1091,22.4155,1458931.0
2023-09-27,22.7713,23.5867,22.5835,23.3643,2541027.0
2023-09-28,23.2556,23.473,22.8207,22.9295,2237574.0
2023-09-29,23.0085,23.1271,22.628,22.6428,2081340.0
2023-09-30,23.0085,23.1271,22.628,22.6428,2081340.0
2023-10-01,23.0085,23.1271,22.628,22.6428,2081340.0
2023-10-02,22.6033,22.6428,21.6594,21.8522,1619073.0
2023-10-03,21.7138,22.04,21.6545,22.0004,2379444.0
2023-10-04,21.7336,21.7336,20.765,20.9923,2404414.0
2023-10-05,20.7057,21.3185,20.6069,21.2987,2529777.0
2023-10-06,21.3877,21.7237,21.0516,21.5557,3076706.0
2023-10-07,21.3877,21.7237,21.0516,21.5557,3076706.0
2023-10-08,21.3877,21.7237,21.0516,21.5557,3076706.0
2023-10-09,22.1981,22.3661,21.9312,22.2475,2062085.0
2023-10-10,22.3266,22.6083,22.1981,22.4847,1278303.0
2023-10-11,22.1586,22.4353,21.9312,22.3661,1297235.0
2023-10-12,22.6231,22.6231,22.2475,22.4847,1537051.0
2023-10-13,22.9888,23.4137,22.8306,23.2358,1753989.0
2023-10-14,22.9888,23.4137,22.8306,23.2358,1753989.0
2023-10-15,22.9888,23.4137,22.8306,23.2358,1753989.0
2023-10-16,23.3544,23.5422,23.0332,23.3544,1639231.0
2023-10-17,23.2754,23.6164,23.2111,23.2655,1453130.0
2023-10-18,23.4335,23.5274,23.226,23.2358,1217199.0
2023-10-19,23.0579,23.4533,22.9591,23.1963,2181710.0
2023-10-20,23.1568,23.1963,22.7812,22.8702,1801741.0
2023-10-21,23.1568,23.1963,22.7812,22.8702,1801741.0
2023-10-22,23.1568,23.1963,22.7812,22.8702,1801741.0
2023-10-23,22.6231,22.7812,22.1981,22.3365,1674438.0
2023-10-24,22.4551,22.4699,22.0301,22.1388,2182141.0
2023-10-25,22.0696,22.4007,21.9955,22.3266,1952812.0
2023-10-26,22.1091,22.119,21.63,21.951,1652019.0
2023-10-27,21.9905,22.0004,21.447,21.694,1647874.0
2023-10-28,21.9905,22.0004,21.447,21.694,1647874.0
2023-10-29,21.9905,22.0004,21.447,21.694,1647874.0
2023-10-30,21.6545,21.8621,21.2641,21.7435,1920321.0
2023-10-31,21.8621,22.287,21.6644,22.1882,2750953.0
2023-11-01,22.1981,22.287,21.9016,22.0301,2415323.0
2023-11-02,21.8423,22.8207,21.4766,22.7911,3443023.0
2023-11-03,23.0579,23.0678,22.0745,22.5835,3009781.0
2023-11-04,23.0579,23.0678,22.0745,22.5835,3009781.0
2023-11-05,23.0579,23.0678,22.0745,22.5835,3009781.0
2023-11-06,22.6132,22.6428,21.9016,21.9411,1733802.0
2023-11-07,21.5458,21.6347,21.1455,21.3284,2210817.0
2023-11-08,21.1942,21.2191,20.7471,20.7968,2071840.0
2023-11-09,20.9557,21.07,20.6924,20.8365,1713342.0
2023-11-10,20.9458,21.1743,20.6775,21.1147,2103618.0
2023-11-11,20.9458,21.1743,20.6775,21.1147,2103618.0
2023-11-12,20.9458,21.1743,20.6775,21.1147,2103618.0
2023-11-13,21.2141,21.4128,21.0452,21.2638,1477662.0
2023-11-14,21.4526,21.9295,21.3234,21.8997,1623670.0
2023-11-15,21.9196,22.2574,21.6513,21.6612,1477040.0
2023-11-16,21.3433,21.4426,20.454,20.8365,1881315.0
2023-11-17,21.0551,21.6016,21.0452,21.542,1942286.0
2023-11-18,21.0551,21.6016,21.0452,21.542,1942286.0
2023-11-19,21.0551,21.6016,21.0452,21.542,1942286.0
2023-11-20,21.7904,21.8898,21.5519,21.6115,1374873.0
2023-11-21,21.4029,21.5022,21.0849,21.3731,2052956.0
2023-11-22,20.8564,21.4178,20.6577,21.2737,2141329.0
2023-11-23,20.8564,21.4178,20.6577,21.2737,2141329.0
2023-11-24,21.224,21.6662,21.075,21.5022,749230.0
2023-11-25,21.224,21.6662,21.075,21.5022,749230.0
2023-11-26,21.224,21.6662,21.075,21.5022,749230.0
2023-11-27,21.2638,21.5221,21.07,21.5122,2520117.0
2023-11-28,21.4824,21.8997,21.3631,21.5122,2261141.0
2023-11-29,21.6612,21.7308,21.2439,21.3333,2474591.0
2023-11-30,21.5817,22.0189,21.1098,21.3631,1775536.0
2023-12-01,21.3333,22.0537,21.2886,21.7606,1617883.0
2023-12-02,21.3333,22.0537,21.2886,21.7606,1617883.0
2023-12-03,21.3333,22.0537,21.2886,21.7606,1617883.0
2023-12-04,21.4923,21.6413,21.0352,21.2538,2801764.0
2023-12-05,21.3035,21.3234,20.5583,20.598,1848111.0
2023-12-06,20.3198,20.7073,20.136,20.2105,2370709.0
2023-12-07,20.2602,20.4589,20.141,20.3198,1935117.0
2023-12-08,20.5682,20.8315,20.4589,20.7968,1480502.0
2023-12-09,20.5682,20.8315,20.4589,20.7968,1480502.0
2023-12-10,20.5682,20.8315,20.4589,20.7968,1480502.0
2023-12-11,20.4192,20.9706,20.3596,20.7769,2105525.0
2023-12-12,20.4092,20.5185,20.0317,20.3596,2064922.0
2023-12-13,20.4689,20.8862,20.2652,20.8763,2491876.0
2023-12-14,21.3731,21.7606,21.2937,21.532,2656190.0
2023-12-15,21.532,21.542,21.0998,21.3731,4750097.0
2023-12-16,21.532,21.542,21.0998,21.3731,4750097.0
2023-12-17,21.532,21.542,21.0998,21.3731,4750097.0
2023-12-18,21.8103,21.9494,21.4377,21.4923,1983441.0
2023-12-19,21.4327,21.9196,21.2836,21.7606,2148093.0
2023-12-20,21.8103,22.0388,21.3134,21.3433,1599931.0
2023-12-21,21.3631,21.6115,21.2787,21.5917,2066419.0
2023-12-22,21.7904,22.0001,21.5619,21.6115,1240234.0
2023-12-23,21.7904,22.0001,21.5619,21.6115,1240234.0
2023-12-24,21.7904,22.0001,21.5619,21.6115,1240234.0
2023-12-25,21.7904,22.0001,21.5619,21.6115,1240234.0
2023-12-26,21.8103,22.168,21.7308,22.0388,1282293.0
2023-12-27,22.0885,22.1084,21.8401,21.8898,1264182.0
2023-12-28,21.7705,21.9387,21.3532,21.3631,1968069.0
2023-12-29,21.4128,21.4426,21.0601,21.1545,2012677.0
2023-12-30,21.4128,21.4426,21.0601,21.1545,2012677.0
2023-12-31,21.4128,21.4426,21.0601,21.1545,2012677.0
2024-01-01,21.4128,21.4426,21.0601,21.1545,2012677.0
2024-01-02,21.2836,21.7506,21.1843,21.3532,2019420.0
2024-01-03,21.3433,21.7904,21.1545,21.6016,2047772.0
2024-01-04,21.6413,21.7407,20.7421,20.767,1917662.0
2024-01-05,20.8763,20.9856,20.6179,20.8961,1683238.0
2024-01-06,20.8763,20.9856,20.6179,20.8961,1683238.0
2024-01-07,20.8763,20.9856,20.6179,20.8961,1683238.0
2024-01-08,20.4589,20.8067,20.285,20.767,1963804.0
2024-01-09,20.767,20.767,20.2006,20.4391,1615006.0
2024-01-10,20.4689,20.4689,19.9522,20.131,2076002.0
2024-01-11,20.2304,20.2701,19.8975,20.0317,1842459.0
2024-01-12,20.4788,20.5086,20.1608,20.2701,2730649.0
2024-01-13,20.4788,20.5086,20.1608,20.2701,2730649.0
2024-01-14,20.4788,20.5086,20.1608,20.2701,2730649.0
2024-01-15,20.4788,20.5086,20.1608,20.2701,2730649.0
2024-01-16,20.131,20.1708,19.6541,19.7336,2549848.0
2024-01-17,19.4703,19.664,19.3361,19.4752,2437961.0
2024-01-18,19.505,19.5448,19.2368,19.4653,2036881.0
2024-01-19,19.4255,19.4852,19.038,19.4852,2397282.0
2024-01-20,19.4255,19.4852,19.038,19.4852,2397282.0
2024-01-21,19.4255,19.4852,19.038,19.4852,2397282.0
2024-01-22,19.4255,19.8031,19.2864,19.6541,1900861.0
2024-01-23,19.664,19.9224,19.5846,19.7038,2057674.0
2024-01-24,19.9124,20.2304,19.8031,20.1509,2401150.0
2024-01-25,20.3298,20.767,20.1211,20.757,3754011.0
2024-01-26,20.8166,20.9259,20.4987,20.8266,2189001.0
2024-01-27,20.8166,20.9259,20.4987,20.8266,2189001.0
2024-01-28,20.8166,20.9259,20.4987,20.8266,2189001.0
2024-01-29,20.767,20.9359,20.5086,20.9259,2532030.0
2024-01-30,20.6278,21.3681,20.6278,21.2439,2809226.0
2024-01-31,21.2041,21.2439,20.4788,20.4887,2203547.0
2024-02-01,20.6477,20.752,20.2006,20.29,3269485.0
2024-02-02,20.1608,20.2304,19.8429,19.8528,2724766.0
2024-02-03,20.1608,20.2304,19.8429,19.8528,2724766.0
2024-02-04,20.1608,20.2304,19.8429,19.8528,2724766.0
2024-02-05,19.9025,19.9581,19.4057,19.7435,2334445.0
2024-02-06,19.8131,20.2652,19.7038,20.1211,1934601.0
2024-02-07,20.1509,20.3198,19.9522,20.0913,2974525.0
2024-02-08,20.0714,20.3844,20.0714,20.3496,2804306.0
2024-02-09,20.3298,20.5036,20.1509,20.2105,1777389.0
2024-02-10,20.3298,20.5036,20.1509,20.2105,1777389.0
2024-02-11,20.3298,20.5036,20.1509,20.2105,1777389.0
2024-02-12,20.3397,20.8713,20.3248,20.5782,2541186.0
2024-02-13,20.4291,20.4291,19.9472,20.2105,3340198.0
2024-02-14,20.3198,20.5583,20.141,20.29,4657535.0
2024-02-15,20.85,21.51,20.66,21.37,5296801.0
2024-02-16,21.52,21.6,21.16,21.42,3147680.0
2024-02-17,21.52,21.6,21.16,21.42,3147680.0
2024-02-18,21.52,21.6,21.16,21.42,3147680.0
2024-02-19,21.52,21.6,21.16,21.42,3147680.0
2024-02-20,21.34,21.48,21.07,21.41,3260659.0
2024-02-21,21.58,22.155,21.5,21.94,2771878.0
2024-02-22,21.65,22.085,21.49,22.02,2856863.0
2024-02-23,21.85,21.945,21.56,21.84,2116815.0
2024-02-24,21.85,21.945,21.56,21.84,2116815.0
2024-02-25,21.85,21.945,21.56,21.84,2116815.0
2024-02-26,21.68,22.015,21.615,21.99,1365551.0
2024-02-27,22.22,22.28,21.98,22.17,2607193.0
2024-02-28,22.08,22.54,22.04,22.23,2651639.0
2024-02-29,22.44,22.755,22.37,22.68,2981743.0
2024-03-01,22.9,23.19,22.78,23.0,2280938.0
2024-03-02,22.9,23.19,22.78,23.0,2280938.0
2024-03-03,22.9,23.19,22.78,23.0,2280938.0
2024-03-04,23.58,23.92,23.11,23.27,9059603.0
2024-03-05,23.18,23.8,23.18,23.49,6121142.0
2024-03-06,23.67,23.71,23.135,23.35,4781583.0
2024-03-07,23.37,23.93,23.33,23.77,3514818.0
2024-03-08,23.76,23.98,23.52,23.6,3230776.0
2024-03-09,23.76,23.98,23.52,23.6,3230776.0
2024-03-10,23.76,23.98,23.52,23.6,3230776.0
2024-03-11,23.5,23.785,23.36,23.73,3490823.0
2024-03-12,23.73,23.95,23.56,23.84,2925279.0
2024-03-13,24.1,24.3092,23.985,24.09,2647249.0
2024-03-14,24.3,24.34,23.815,24.03,2965515.0
2024-03-15,23.96,24.22,23.75,23.86,40683694.0
2024-03-16,23.96,24.22,23.75,23.86,40683694.0
2024-03-17,23.96,24.22,23.75,23.86,40683694.0
2024-03-18,23.93,24.34,23.93,24.26,3748366.0
2024-03-19,24.24,24.685,24.24,24.57,2461702.0
2024-03-20,24.42,24.9,24.22,24.81,1925739.0
2024-03-21,24.82,24.97,24.73,24.93,2075113.0
2024-03-22,24.97,25.0,24.75,24.77,3473806.0
2024-03-23,24.97,25.0,24.75,24.77,3473806.0
2024-03-24,24.97,25.0,24.75,24.77,3473806.0
2024-03-25,24.88,25.26,24.78,25.18,1671210.0
2024-03-26,25.37,25.395,25.03,25.04,2153828.0
2024-03-27,25.02,25.58,24.86,25.53,2677255.0
2024-03-28,25.72,25.95,25.48,25.95,3785620.0
2024-03-29,25.72,25.95,25.48,25.95,3785620.0
2024-03-30,25.72,25.95,25.48,25.95,3785620.0
2024-03-31,25.72,25.95,25.48,25.95,3785620.0
2024-04-01,26.13,26.2,25.68,26.19,4978911.0
2024-04-02,26.25,26.465,25.855,26.23,2953154.0
2024-04-03,26.23,26.63,26.19,26.62,2115628.0
2024-04-04,26.72,26.87,26.48,26.68,1891848.0
2024-04-05,26.81,27.205,26.62,26.98,2033778.0
2024-04-06,26.81,27.205,26.62,26.98,2033778.0
2024-04-07,26.81,27.205,26.62,26.98,2033778.0
2024-04-08,27.0,27.12,26.6,26.62,1497026.0
