,ON US Equity,ON US Equity,ON US Equity,ON US Equity,ON US Equity
2023-12-06,73.65,74.75,73.15,73.44,5200967.0
2023-12-07,73.76,76.31,73.63,75.84,6248227.0
2023-12-08,75.57,77.245,75.52,76.14,4584062.0
2023-12-09,75.57,77.245,75.52,76.14,4584062.0
2023-12-10,75.57,77.245,75.52,76.14,4584062.0
2023-12-11,76.68,80.2,76.45,79.4,7903478.0
2023-12-12,78.81,78.9,77.57,78.39,6312985.0
2023-12-13,78.96,81.62,77.86,81.06,5768535.0
2023-12-14,82.5,86.46,82.46,86.21,11343593.0
2023-12-15,85.64,86.7673,84.5,85.65,16805547.0
2023-12-16,85.64,86.7673,84.5,85.65,16805547.0
2023-12-17,85.64,86.7673,84.5,85.65,16805547.0
2023-12-18,85.0,85.24,82.76,83.76,6349578.0
2023-12-19,83.76,85.0,83.54,84.74,4392196.0
2023-12-20,84.0,84.96,81.13,81.17,6142870.0
2023-12-21,83.0,84.05,82.66,83.65,4493914.0
2023-12-22,83.9,84.47,82.99,84.01,2432325.0
2023-12-23,83.9,84.47,82.99,84.01,2432325.0
2023-12-24,83.9,84.47,82.99,84.01,2432325.0
2023-12-25,83.9,84.47,82.99,84.01,2432325.0
2023-12-26,84.5,85.975,84.15,85.47,3223567.0
2023-12-27,85.84,86.1,84.6,85.05,3440745.0
2023-12-28,85.0,85.5,84.26,84.98,3063787.0
2023-12-29,85.07,85.14,82.89,83.53,4193773.0
2023-12-30,85.07,85.14,82.89,83.53,4193773.0
2023-12-31,85.07,85.14,82.89,83.53,4193773.0
2024-01-01,85.07,85.14,82.89,83.53,4193773.0
2024-01-02,82.77,83.72,80.28,81.45,7943191.0
2024-01-03,79.38,79.7757,77.56,79.31,6156558.0
2024-01-04,75.85,77.985,74.8,76.2,10669993.0
2024-01-05,76.16,77.09,75.07,75.7,6839899.0
2024-01-06,76.16,77.09,75.07,75.7,6839899.0
2024-01-07,76.16,77.09,75.07,75.7,6839899.0
2024-01-08,76.34,78.72,76.17,77.94,6371295.0
2024-01-09,76.6,77.89,75.76,77.03,7559794.0
2024-01-10,76.0,76.35,73.17,75.61,11842820.0
2024-01-11,75.59,75.9,72.944,74.43,10264343.0
2024-01-12,74.2,75.33,73.25,73.47,5099133.0
2024-01-13,74.2,75.33,73.25,73.47,5099133.0
2024-01-14,74.2,75.33,73.25,73.47,5099133.0
2024-01-15,74.2,75.33,73.25,73.47,5099133.0
2024-01-16,73.13,74.8317,72.55,73.8,6901816.0
2024-01-17,72.32,72.4,70.7,72.27,8164268.0
2024-01-18,74.01,74.56,71.93,73.22,11314627.0
2024-01-19,74.2,74.48,72.595,73.87,12681976.0
2024-01-20,74.2,74.48,72.595,73.87,12681976.0
2024-01-21,74.2,74.48,72.595,73.87,12681976.0
2024-01-22,74.5,76.62,74.36,75.19,7961262.0
2024-01-23,75.98,77.07,75.29,76.75,6936856.0
2024-01-24,76.27,77.47,75.0,75.15,8803562.0
2024-01-25,75.86,75.96,72.31,72.69,12997160.0
2024-01-26,72.1,73.6,71.46,71.71,10023252.0
2024-01-27,72.1,73.6,71.46,71.71,10023252.0
2024-01-28,72.1,73.6,71.46,71.71,10023252.0
2024-01-29,72.25,73.02,71.67,73.02,8614620.0
2024-01-30,72.91,73.6,72.17,72.57,6609602.0
2024-01-31,71.43,73.06,70.72,71.13,7175750.0
2024-02-01,71.6,71.95,69.25,70.19,9565161.0
2024-02-02,69.2,71.14,68.78,70.83,9865430.0
2024-02-03,69.2,71.14,68.78,70.83,9865430.0
2024-02-04,69.2,71.14,68.78,70.83,9865430.0
2024-02-05,75.6,78.75,75.44,77.59,15999445.0
2024-02-06,77.03,77.37,74.8977,76.32,11111105.0
2024-02-07,77.04,77.48,75.09,76.96,7464887.0
2024-02-08,77.13,80.93,77.13,80.71,8992123.0
2024-02-09,81.39,81.59,79.71,80.8,6266626.0
2024-02-10,81.39,81.59,79.71,80.8,6266626.0
2024-02-11,81.39,81.59,79.71,80.8,6266626.0
2024-02-12,81.0,83.43,80.68,80.92,6575283.0
2024-02-13,78.0,79.66,77.155,78.59,7442466.0
2024-02-14,79.91,81.82,79.21,81.67,8508159.0
2024-02-15,82.23,82.6,80.45,80.62,5519821.0
2024-02-16,80.94,81.215,78.19,78.64,4910305.0
2024-02-17,80.94,81.215,78.19,78.64,4910305.0
2024-02-18,80.94,81.215,78.19,78.64,4910305.0
2024-02-19,80.94,81.215,78.19,78.64,4910305.0
2024-02-20,77.42,77.95,76.23,77.47,5255281.0
2024-02-21,76.37,77.71,76.12,77.62,5597985.0
2024-02-22,79.588,79.59,77.45,78.36,8038454.0
2024-02-23,78.1,78.38,76.19,76.19,5996788.0
2024-02-24,78.1,78.38,76.19,76.19,5996788.0
2024-02-25,78.1,78.38,76.19,76.19,5996788.0
2024-02-26,76.87,78.305,76.36,77.57,4435928.0
2024-02-27,78.5,79.81,76.97,76.97,4919216.0
2024-02-28,75.96,77.21,75.56,76.47,3362183.0
2024-02-29,77.615,79.08,77.04,78.92,7597728.0
2024-03-01,79.16,82.33,78.77,81.14,6852466.0
2024-03-02,79.16,82.33,78.77,81.14,6852466.0
2024-03-03,79.16,82.33,78.77,81.14,6852466.0
2024-03-04,81.76,81.95,79.43,79.88,5362050.0
2024-03-05,78.4,79.27,75.72,76.99,6556352.0
2024-03-06,78.81,79.39,77.06,77.62,8108775.0
2024-03-07,77.83,85.16,77.83,82.96,10642420.0
2024-03-08,82.44,83.64,78.9,78.95,7834494.0
2024-03-09,82.44,83.64,78.9,78.95,7834494.0
2024-03-10,82.44,83.64,78.9,78.95,7834494.0
2024-03-11,78.66,81.6,78.11,81.6,6604190.0
2024-03-12,82.3,82.65,80.29,82.59,5919719.0
2024-03-13,81.13,82.33,79.695,79.89,5260893.0
2024-03-14,79.43,79.69,76.15,77.17,6778756.0
2024-03-15,74.44,76.2799,74.44,74.87,9727054.0
2024-03-16,74.44,76.2799,74.44,74.87,9727054.0
2024-03-17,74.44,76.2799,74.44,74.87,9727054.0
2024-03-18,75.49,75.72,73.73,73.82,5860263.0
2024-03-19,73.16,74.56,72.85,74.04,4609674.0
2024-03-20,73.64,76.05,73.08,75.57,5947078.0
2024-03-21,76.83,77.41,75.17,75.78,5929716.0
2024-03-22,75.0,75.74,73.865,74.68,3345768.0
2024-03-23,75.0,75.74,73.865,74.68,3345768.0
2024-03-24,75.0,75.74,73.865,74.68,3345768.0
2024-03-25,72.2,74.5499,72.12,73.54,5462657.0
2024-03-26,74.0,74.16,72.67,72.89,5876643.0
2024-03-27,73.92,75.77,73.0,75.61,6723557.0
2024-03-28,75.43,76.08,73.38,73.55,7408866.0
2024-03-29,75.43,76.08,73.38,73.55,7408866.0
2024-03-30,75.43,76.08,73.38,73.55,7408866.0
2024-03-31,75.43,76.08,73.38,73.55,7408866.0
2024-04-01,73.89,74.89,73.135,73.85,4601409.0
2024-04-02,71.8,72.0,70.31,70.48,7107288.0
2024-04-03,70.29,71.51,69.8701,70.73,5308713.0
2024-04-04,71.39,72.54,68.8006,69.1,7280107.0
2024-04-05,69.1,69.6699,68.112,69.32,7565480.0
2024-04-06,69.1,69.6699,68.112,69.32,7565480.0
2024-04-07,69.1,69.6699,68.112,69.32,7565480.0
2024-04-08,69.31,70.36,68.58,68.75,3915062.0
