,ZBRA US Equity,ZBRA US Equity,ZBRA US Equity,ZBRA US Equity,ZBRA US Equity
2023-01-21,288.23,297.22,288.23,297.03,307644.0
2023-01-22,288.23,297.22,288.23,297.03,307644.0
2023-01-23,298.49,320.12,297.94,317.76,812573.0
2023-01-24,315.0,317.24,309.745,310.08,370723.0
2023-01-25,305.0,312.58,302.45,310.57,292897.0
2023-01-26,314.04,315.0,306.135,311.27,221622.0
2023-01-27,310.18,317.52,308.15,317.1,296760.0
2023-01-28,310.18,317.52,308.15,317.1,296760.0
2023-01-29,310.18,317.52,308.15,317.1,296760.0
2023-01-30,313.14,315.3,308.75,309.03,240873.0
2023-01-31,309.32,316.38,306.5,316.18,264864.0
2023-02-01,316.18,329.62,315.745,328.63,442508.0
2023-02-02,335.96,351.74,335.81,344.7,787409.0
2023-02-03,335.41,338.215,329.18,330.81,498471.0
2023-02-04,335.41,338.215,329.18,330.81,498471.0
2023-02-05,335.41,338.215,329.18,330.81,498471.0
2023-02-06,326.69,330.54,323.81,324.7,406217.0
2023-02-07,322.73,331.98,321.34,331.15,405926.0
2023-02-08,328.28,329.67,324.5126,325.54,277521.0
2023-02-09,322.16,329.705,315.67,316.56,478474.0
2023-02-10,312.64,317.6907,310.3044,313.46,342409.0
2023-02-11,312.64,317.6907,310.3044,313.46,342409.0
2023-02-12,312.64,317.6907,310.3044,313.46,342409.0
2023-02-13,313.15,319.01,309.85,318.95,287459.0
2023-02-14,315.89,322.79,312.74,318.76,192593.0
2023-02-15,316.9,327.43,316.9,327.02,305719.0
2023-02-16,330.0,340.84,327.62,333.44,555831.0
2023-02-17,329.12,329.6,310.55,322.58,496819.0
2023-02-18,329.12,329.6,310.55,322.58,496819.0
2023-02-19,329.12,329.6,310.55,322.58,496819.0
2023-02-20,329.12,329.6,310.55,322.58,496819.0
2023-02-21,317.96,317.96,306.29,307.0,375026.0
2023-02-22,308.26,308.53,302.28,304.87,308951.0
2023-02-23,307.54,307.82,295.42,301.0,444763.0
2023-02-24,295.0,296.69,288.88,291.92,415285.0
2023-02-25,295.0,296.69,288.88,291.92,415285.0
2023-02-26,295.0,296.69,288.88,291.92,415285.0
2023-02-27,296.35,297.7125,293.44,296.23,547816.0
2023-02-28,296.75,300.67,295.18,300.25,512921.0
2023-03-01,299.83,305.5699,298.925,302.34,409043.0
2023-03-02,299.8,306.58,297.62,306.06,254195.0
2023-03-03,307.62,311.53,306.07,309.45,230157.0
2023-03-04,307.62,311.53,306.07,309.45,230157.0
2023-03-05,307.62,311.53,306.07,309.45,230157.0
2023-03-06,310.27,313.79,304.025,305.81,154873.0
2023-03-07,305.42,306.11,301.86,302.16,182562.0
2023-03-08,303.27,307.37,301.5,307.07,186138.0
2023-03-09,307.47,309.565,296.37,296.91,351015.0
2023-03-10,296.23,297.71,286.555,288.19,258440.0
2023-03-11,296.23,297.71,286.555,288.19,258440.0
2023-03-12,296.23,297.71,286.555,288.19,258440.0
2023-03-13,284.11,291.38,278.53,284.92,265466.0
2023-03-14,292.49,293.49,286.9,292.46,211327.0
2023-03-15,284.99,287.94,282.4601,287.74,272930.0
2023-03-16,286.92,296.4,284.83,294.93,333410.0
2023-03-17,294.05,294.3,287.15,288.71,461456.0
2023-03-18,294.05,294.3,287.15,288.71,461456.0
2023-03-19,294.05,294.3,287.15,288.71,461456.0
2023-03-20,289.87,291.64,285.49,290.84,232293.0
2023-03-21,294.89,296.05,291.02,294.43,160546.0
2023-03-22,292.33,298.7799,287.86,288.11,362949.0
2023-03-23,290.06,295.915,285.87,288.75,244677.0
2023-03-24,286.58,289.29,283.07,288.73,321993.0
2023-03-25,286.58,289.29,283.07,288.73,321993.0
2023-03-26,286.58,289.29,283.07,288.73,321993.0
2023-03-27,290.87,292.855,285.9304,288.86,231872.0
2023-03-28,287.76,291.53,286.525,290.15,177126.0
2023-03-29,293.81,297.0,291.48,296.12,214747.0
2023-03-30,301.91,309.3,300.9361,309.11,302616.0
2023-03-31,310.0,318.85,310.0,318.0,373445.0
2023-04-01,310.0,318.85,310.0,318.0,373445.0
2023-04-02,310.0,318.85,310.0,318.0,373445.0
2023-04-03,315.13,316.2295,307.4,311.65,199872.0
2023-04-04,312.12,312.12,303.44,308.71,347427.0
2023-04-05,308.48,308.48,299.06,300.15,185368.0
2023-04-06,297.28,303.13,294.8,300.26,184382.0
2023-04-07,297.28,303.13,294.8,300.26,184382.0
2023-04-08,297.28,303.13,294.8,300.26,184382.0
2023-04-09,297.28,303.13,294.8,300.26,184382.0
2023-04-10,297.32,302.15,296.72,301.96,142849.0
2023-04-11,304.2,306.7,301.975,304.03,138771.0
2023-04-12,306.23,307.08,300.5001,301.41,130361.0
2023-04-13,302.83,306.355,300.5869,306.17,160441.0
2023-04-14,303.92,307.33,299.77,303.08,158446.0
2023-04-15,303.92,307.33,299.77,303.08,158446.0
2023-04-16,303.92,307.33,299.77,303.08,158446.0
2023-04-17,302.91,304.35,299.35,300.46,163893.0
2023-04-18,303.02,304.5,299.07,300.63,149288.0
2023-04-19,297.9,297.9,291.88,292.76,250924.0
2023-04-20,289.17,293.475,288.0275,290.52,220696.0
2023-04-21,289.92,289.94,285.0,287.9,302560.0
2023-04-22,289.92,289.94,285.0,287.9,302560.0
2023-04-23,289.92,289.94,285.0,287.9,302560.0
2023-04-24,288.34,290.335,286.38,288.19,244305.0
2023-04-25,290.34,293.48,283.965,284.1,297760.0
2023-04-26,284.9,286.28,279.59,280.42,214891.0
2023-04-27,283.51,285.04,278.21,284.12,234309.0
2023-04-28,284.24,289.97,282.62,288.03,428093.0
2023-04-29,284.24,289.97,282.62,288.03,428093.0
2023-04-30,284.24,289.97,282.62,288.03,428093.0
2023-05-01,287.17,290.34,286.485,287.45,407451.0
2023-05-02,251.44,269.01,245.75,255.44,1327141.0
2023-05-03,255.45,265.36,254.9,258.5,710110.0
2023-05-04,256.2,265.71,255.0,265.0,551652.0
2023-05-05,269.1,275.34,263.86,273.8,486342.0
2023-05-06,269.1,275.34,263.86,273.8,486342.0
2023-05-07,269.1,275.34,263.86,273.8,486342.0
2023-05-08,274.0,278.14,271.77,277.86,384110.0
2023-05-09,275.0,278.16,268.97,270.16,432895.0
2023-05-10,272.21,274.85,267.65,271.77,257448.0
2023-05-11,269.34,270.2717,264.17,265.28,349367.0
2023-05-12,267.14,268.84,262.31,266.16,221476.0
2023-05-13,267.14,268.84,262.31,266.16,221476.0
2023-05-14,267.14,268.84,262.31,266.16,221476.0
2023-05-15,265.88,272.87,264.66,270.7,235678.0
2023-05-16,268.43,271.36,265.03,266.38,183743.0
2023-05-17,268.82,273.38,266.54,271.67,227393.0
2023-05-18,271.01,280.62,269.63,279.33,360632.0
2023-05-19,281.3,283.858,278.03,280.8,419336.0
2023-05-20,281.3,283.858,278.03,280.8,419336.0
2023-05-21,281.3,283.858,278.03,280.8,419336.0
2023-05-22,279.71,282.49,276.84,280.13,256610.0
2023-05-23,277.63,278.64,270.95,271.22,359623.0
2023-05-24,269.85,271.04,260.53,261.39,467535.0
2023-05-25,264.25,264.25,257.19,259.69,356744.0
2023-05-26,260.67,265.99,260.67,264.72,243505.0
2023-05-27,260.67,265.99,260.67,264.72,243505.0
2023-05-28,260.67,265.99,260.67,264.72,243505.0
2023-05-29,260.67,265.99,260.67,264.72,243505.0
2023-05-30,268.02,271.82,265.3,267.78,271009.0
2023-05-31,265.0,267.52,261.36,262.57,653505.0
2023-06-01,263.88,267.05,260.9,266.2,325542.0
2023-06-02,269.33,279.61,269.33,278.01,374134.0
2023-06-03,269.33,279.61,269.33,278.01,374134.0
2023-06-04,269.33,279.61,269.33,278.01,374134.0
2023-06-05,276.35,276.44,267.53,269.11,491393.0
2023-06-06,269.11,273.65,266.5001,270.1,455114.0
2023-06-07,273.15,280.31,272.35,277.56,266297.0
2023-06-08,276.97,278.43,272.38,278.03,366243.0
2023-06-09,278.34,280.58,274.32,274.66,360865.0
2023-06-10,278.34,280.58,274.32,274.66,360865.0
2023-06-11,278.34,280.58,274.32,274.66,360865.0
2023-06-12,275.61,280.55,274.9142,279.99,344201.0
2023-06-13,283.52,286.44,280.61,283.39,367144.0
2023-06-14,283.84,285.87,279.075,280.38,287229.0
2023-06-15,277.47,285.52,277.47,284.55,271520.0
2023-06-16,286.96,288.76,281.75,282.4,636921.0
2023-06-17,286.96,288.76,281.75,282.4,636921.0
2023-06-18,286.96,288.76,281.75,282.4,636921.0
2023-06-19,286.96,288.76,281.75,282.4,636921.0
2023-06-20,281.56,281.56,273.89,277.55,389169.0
2023-06-21,274.52,274.61,270.8,270.88,314496.0
2023-06-22,270.5,270.5,264.86,267.91,353429.0
2023-06-23,265.35,265.925,261.91,264.33,656953.0
2023-06-24,265.35,265.925,261.91,264.33,656953.0
2023-06-25,265.35,265.925,261.91,264.33,656953.0
2023-06-26,266.3,275.695,265.12,273.11,285514.0
2023-06-27,273.85,284.43,270.67,282.81,356764.0
2023-06-28,281.4,286.095,280.22,283.49,300575.0
2023-06-29,283.05,289.33,281.8,288.68,309994.0
2023-06-30,290.85,297.45,290.7,295.83,342367.0
2023-07-01,290.85,297.45,290.7,295.83,342367.0
2023-07-02,290.85,297.45,290.7,295.83,342367.0
2023-07-03,293.89,296.99,292.86,296.27,184067.0
2023-07-04,293.89,296.99,292.86,296.27,184067.0
2023-07-05,293.57,296.25,290.23,292.85,368960.0
2023-07-06,287.4,291.87,283.54,291.14,292021.0
2023-07-07,291.49,300.5,290.14,295.22,251242.0
2023-07-08,291.49,300.5,290.14,295.22,251242.0
2023-07-09,291.49,300.5,290.14,295.22,251242.0
2023-07-10,294.57,307.26,294.57,306.16,403471.0
2023-07-11,308.69,313.22,307.18,309.16,307469.0
2023-07-12,314.2,318.85,311.22,315.93,347660.0
2023-07-13,317.97,320.55,317.22,318.47,216770.0
2023-07-14,316.82,317.045,307.865,309.28,297967.0
2023-07-15,316.82,317.045,307.865,309.28,297967.0
2023-07-16,316.82,317.045,307.865,309.28,297967.0
2023-07-17,306.8,311.01,305.662,309.51,295530.0
2023-07-18,308.1,313.73,308.05,313.17,395080.0
2023-07-19,313.29,319.04,312.89,318.37,259409.0
2023-07-20,316.57,316.57,303.17,304.54,311369.0
2023-07-21,308.02,310.45,305.37,306.46,215149.0
2023-07-22,308.02,310.45,305.37,306.46,215149.0
2023-07-23,308.02,310.45,305.37,306.46,215149.0
2023-07-24,305.82,308.715,301.81,302.59,303943.0
2023-07-25,302.72,307.07,300.79,301.43,320050.0
2023-07-26,299.19,306.68,298.955,306.12,289120.0
2023-07-27,308.0,308.9771,297.45,299.43,493945.0
2023-07-28,303.43,304.835,296.43,299.18,534081.0
2023-07-29,303.43,304.835,296.43,299.18,534081.0
2023-07-30,303.43,304.835,296.43,299.18,534081.0
2023-07-31,299.36,308.04,299.35,307.96,546363.0
2023-08-01,245.02,262.5,244.67,254.77,2622136.0
2023-08-02,250.1,251.235,236.97,241.15,1317644.0
2023-08-03,238.09,252.28,231.98,249.55,1171002.0
2023-08-04,249.0,254.8,246.6,251.41,569739.0
2023-08-05,249.0,254.8,246.6,251.41,569739.0
2023-08-06,249.0,254.8,246.6,251.41,569739.0
2023-08-07,251.06,251.92,245.35,248.23,427638.0
2023-08-08,248.82,254.32,248.14,253.68,520985.0
2023-08-09,253.42,260.88,250.75,257.89,499589.0
2023-08-10,258.5,260.0,252.825,255.42,413989.0
2023-08-11,254.08,263.0,254.08,261.94,493233.0
2023-08-12,254.08,263.0,254.08,261.94,493233.0
2023-08-13,254.08,263.0,254.08,261.94,493233.0
2023-08-14,263.45,264.09,258.615,263.86,295172.0
2023-08-15,261.18,268.92,261.1228,267.98,501091.0
2023-08-16,265.65,268.24,263.89,265.94,374520.0
2023-08-17,267.67,269.61,263.14,266.03,343194.0
2023-08-18,261.82,274.03,260.81,271.98,699168.0
2023-08-19,261.82,274.03,260.81,271.98,699168.0
2023-08-20,261.82,274.03,260.81,271.98,699168.0
2023-08-21,270.47,273.0,266.5,267.53,373936.0
2023-08-22,269.82,272.47,266.76,269.36,340527.0
2023-08-23,269.98,271.22,267.1,270.09,314833.0
2023-08-24,270.38,272.7,265.92,265.92,246341.0
2023-08-25,267.9,269.47,264.45,268.39,337273.0
2023-08-26,267.9,269.47,264.45,268.39,337273.0
2023-08-27,267.9,269.47,264.45,268.39,337273.0
2023-08-28,270.39,271.31,268.175,269.92,211072.0
2023-08-29,268.34,274.72,268.01,273.49,280772.0
2023-08-30,272.4,279.83,268.97,279.11,390985.0
2023-08-31,279.88,279.88,274.77,275.01,372801.0
2023-09-01,276.96,278.755,275.0,275.95,311875.0
2023-09-02,276.96,278.755,275.0,275.95,311875.0
2023-09-03,276.96,278.755,275.0,275.95,311875.0
2023-09-04,276.96,278.755,275.0,275.95,311875.0
2023-09-05,275.74,276.975,271.7,273.25,417301.0
2023-09-06,273.25,275.025,270.19,272.38,327207.0
2023-09-07,268.61,268.81,256.82,264.24,498068.0
2023-09-08,262.97,263.125,254.94,256.37,435042.0
2023-09-09,262.97,263.125,254.94,256.37,435042.0
2023-09-10,262.97,263.125,254.94,256.37,435042.0
2023-09-11,257.79,258.125,254.15,254.77,358606.0
2023-09-12,254.28,254.575,250.76,251.31,387622.0
2023-09-13,251.4,253.015,248.86,250.18,407661.0
2023-09-14,251.29,255.1,250.175,254.79,444073.0
2023-09-15,255.11,256.18,249.38,251.38,535179.0
2023-09-16,255.11,256.18,249.38,251.38,535179.0
2023-09-17,255.11,256.18,249.38,251.38,535179.0
2023-09-18,250.53,253.52,249.01,253.2,219963.0
2023-09-19,252.94,253.715,250.62,252.17,245011.0
2023-09-20,245.09,245.49,235.63,235.83,825016.0
2023-09-21,232.93,234.33,228.52,228.68,676183.0
2023-09-22,228.64,229.79,224.57,227.15,482247.0
2023-09-23,228.64,229.79,224.57,227.15,482247.0
2023-09-24,228.64,229.79,224.57,227.15,482247.0
2023-09-25,225.75,230.76,225.75,228.15,314528.0
2023-09-26,225.97,226.65,222.58,223.96,355417.0
2023-09-27,224.16,226.98,222.58,225.91,364561.0
2023-09-28,226.3,239.005,226.3,236.87,611777.0
2023-09-29,238.69,241.66,235.965,236.53,390011.0
2023-09-30,238.69,241.66,235.965,236.53,390011.0
2023-10-01,238.69,241.66,235.965,236.53,390011.0
2023-10-02,236.53,236.6965,232.24,233.63,246091.0
2023-10-03,230.97,232.89,228.16,230.33,313277.0
2023-10-04,232.05,232.05,227.79,230.94,487489.0
2023-10-05,227.38,228.48,219.42,222.54,448353.0
2023-10-06,220.85,225.02,219.33,223.85,383991.0
2023-10-07,220.85,225.02,219.33,223.85,383991.0
2023-10-08,220.85,225.02,219.33,223.85,383991.0
2023-10-09,221.17,223.46,220.175,222.58,266582.0
2023-10-10,222.98,227.54,221.76,222.4,361924.0
2023-10-11,222.04,223.2712,215.32,217.16,822651.0
2023-10-12,218.33,218.33,208.01,210.87,597229.0
2023-10-13,210.59,210.59,205.185,206.92,460938.0
2023-10-14,210.59,210.59,205.185,206.92,460938.0
2023-10-15,210.59,210.59,205.185,206.92,460938.0
2023-10-16,207.32,216.0,206.84,214.97,425277.0
2023-10-17,212.29,216.57,212.29,212.99,355825.0
2023-10-18,211.08,211.13,207.75,209.12,346432.0
2023-10-19,209.4,213.74,205.1,205.99,517465.0
2023-10-20,204.84,205.15,201.01,204.55,860378.0
2023-10-21,204.84,205.15,201.01,204.55,860378.0
2023-10-22,204.84,205.15,201.01,204.55,860378.0
2023-10-23,203.81,208.73,202.7,205.29,482766.0
2023-10-24,206.49,207.5,203.11,205.91,348235.0
2023-10-25,203.83,205.23,196.13,198.91,577979.0
2023-10-26,200.0,207.38,198.86,204.83,735560.0
2023-10-27,204.6,207.555,201.16,207.18,564972.0
2023-10-28,204.6,207.555,201.16,207.18,564972.0
2023-10-29,204.6,207.555,201.16,207.18,564972.0
2023-10-30,207.5,211.21,204.47,209.77,970099.0
2023-10-31,213.9,215.0,203.085,209.43,914240.0
2023-11-01,209.57,212.495,194.5937,197.99,822536.0
2023-11-02,200.46,207.23,198.19,207.0,758514.0
2023-11-03,210.87,217.14,210.87,214.3,540795.0
2023-11-04,210.87,217.14,210.87,214.3,540795.0
2023-11-05,210.87,217.14,210.87,214.3,540795.0
2023-11-06,213.86,213.86,205.21,206.02,373829.0
2023-11-07,204.5,208.26,202.595,208.04,613313.0
2023-11-08,208.0,210.37,204.04,206.44,525922.0
2023-11-09,207.59,208.15,201.425,202.52,486946.0
2023-11-10,202.92,207.21,202.455,206.18,602261.0
2023-11-11,202.92,207.21,202.455,206.18,602261.0
2023-11-12,202.92,207.21,202.455,206.18,602261.0
2023-11-13,204.4,205.38,202.01,202.61,411226.0
2023-11-14,209.0,216.5,208.5,215.66,542744.0
2023-11-15,215.65,224.21,215.65,216.96,501613.0
2023-11-16,216.22,217.49,212.4,215.48,275726.0
2023-11-17,218.46,218.695,215.27,218.02,340653.0
2023-11-18,218.46,218.695,215.27,218.02,340653.0
2023-11-19,218.46,218.695,215.27,218.02,340653.0
2023-11-20,218.84,221.78,216.6,220.54,330626.0
2023-11-21,218.49,223.04,217.38,222.41,360520.0
2023-11-22,223.4,226.995,221.585,225.86,550144.0
2023-11-23,223.4,226.995,221.585,225.86,550144.0
2023-11-24,225.83,229.65,225.83,228.92,195194.0
2023-11-25,225.83,229.65,225.83,228.92,195194.0
2023-11-26,225.83,229.65,225.83,228.92,195194.0
2023-11-27,227.65,233.62,227.65,231.5,528601.0
2023-11-28,230.72,234.4229,229.65,233.89,425012.0
2023-11-29,236.13,240.06,235.65,236.62,373026.0
2023-11-30,237.72,238.263,235.35,236.98,492366.0
2023-12-01,235.4,241.895,232.775,241.22,419616.0
2023-12-02,235.4,241.895,232.775,241.22,419616.0
2023-12-03,235.4,241.895,232.775,241.22,419616.0
2023-12-04,239.43,243.0,236.77,239.37,302833.0
2023-12-05,238.39,238.39,232.57,234.36,243301.0
2023-12-06,237.67,238.72,233.84,234.13,222310.0
2023-12-07,235.17,236.97,232.99,233.23,319102.0
2023-12-08,232.29,237.8,232.29,236.13,229931.0
2023-12-09,232.29,237.8,232.29,236.13,229931.0
2023-12-10,232.29,237.8,232.29,236.13,229931.0
2023-12-11,235.94,239.76,235.94,239.65,363087.0
2023-12-12,240.0,241.43,238.22,239.38,238413.0
2023-12-13,238.64,245.31,235.79,244.43,303488.0
2023-12-14,248.56,274.44,247.105,272.16,1165945.0
2023-12-15,269.17,280.33,268.0686,270.18,1025026.0
2023-12-16,269.17,280.33,268.0686,270.18,1025026.0
2023-12-17,269.17,280.33,268.0686,270.18,1025026.0
2023-12-18,271.05,271.05,264.4,266.68,484953.0
2023-12-19,268.61,271.79,265.68,269.42,467083.0
2023-12-20,269.61,270.98,261.35,261.61,332824.0
2023-12-21,264.76,266.15,261.67,265.31,282522.0
2023-12-22,266.77,269.83,265.89,269.41,225891.0
2023-12-23,266.77,269.83,265.89,269.41,225891.0
2023-12-24,266.77,269.83,265.89,269.41,225891.0
2023-12-25,266.77,269.83,265.89,269.41,225891.0
2023-12-26,270.0,276.08,269.293,275.5,220015.0
2023-12-27,276.5,276.65,273.265,275.79,275709.0
2023-12-28,274.11,276.39,272.78,275.35,193857.0
2023-12-29,274.73,276.3099,272.77,273.33,251342.0
2023-12-30,274.73,276.3099,272.77,273.33,251342.0
2023-12-31,274.73,276.3099,272.77,273.33,251342.0
2024-01-01,274.73,276.3099,272.77,273.33,251342.0
2024-01-02,268.56,270.74,265.39,267.98,452866.0
2024-01-03,264.12,265.55,252.375,252.52,404813.0
2024-01-04,251.1,255.41,250.53,252.97,358077.0
2024-01-05,252.21,257.1567,252.145,252.69,293521.0
2024-01-06,252.21,257.1567,252.145,252.69,293521.0
2024-01-07,252.21,257.1567,252.145,252.69,293521.0
2024-01-08,252.11,262.28,251.355,261.09,399452.0
2024-01-09,255.82,259.6644,255.0,256.44,326637.0
2024-01-10,256.0,256.9323,252.495,255.27,276886.0
2024-01-11,254.01,256.87,248.43,255.03,380943.0
2024-01-12,256.77,259.17,243.56,248.87,625603.0
2024-01-13,256.77,259.17,243.56,248.87,625603.0
2024-01-14,256.77,259.17,243.56,248.87,625603.0
2024-01-15,256.77,259.17,243.56,248.87,625603.0
2024-01-16,246.53,247.04,240.22,243.52,498307.0
2024-01-17,240.0,240.34,236.19,239.17,463251.0
2024-01-18,240.4,250.12,237.75,249.59,482163.0
2024-01-19,250.44,251.32,245.1405,249.09,397631.0
2024-01-20,250.44,251.32,245.1405,249.09,397631.0
2024-01-21,250.44,251.32,245.1405,249.09,397631.0
2024-01-22,251.85,258.22,250.37,254.57,357588.0
2024-01-23,255.85,257.435,252.62,256.09,211816.0
2024-01-24,259.14,259.14,251.67,254.17,522106.0
2024-01-25,257.98,260.75,255.47,256.99,334197.0
2024-01-26,256.98,258.42,251.62,252.17,268290.0
2024-01-27,256.98,258.42,251.62,252.17,268290.0
2024-01-28,256.98,258.42,251.62,252.17,268290.0
2024-01-29,250.72,256.04,249.71,255.93,493224.0
2024-01-30,255.98,255.98,250.56,250.91,302085.0
2024-01-31,250.0,250.0,238.48,239.55,482617.0
2024-02-01,239.55,242.87,233.95,242.6,474210.0
2024-02-02,240.21,247.94,237.06,246.48,418557.0
2024-02-03,240.21,247.94,237.06,246.48,418557.0
2024-02-04,240.21,247.94,237.06,246.48,418557.0
2024-02-05,242.92,244.095,239.035,242.07,336173.0
2024-02-06,241.15,243.5,241.15,242.49,497137.0
2024-02-07,243.67,247.62,240.38,247.11,522933.0
2024-02-08,247.22,249.745,245.68,247.12,318724.0
2024-02-09,248.36,253.77,248.36,253.09,328612.0
2024-02-10,248.36,253.77,248.36,253.09,328612.0
2024-02-11,248.36,253.77,248.36,253.09,328612.0
2024-02-12,253.09,260.0,253.09,259.4,395803.0
2024-02-13,251.78,253.105,243.485,245.8,692213.0
2024-02-14,249.47,255.355,248.27,252.96,567311.0
2024-02-15,276.57,294.99,273.28,283.75,1184724.0
2024-02-16,282.41,283.0,271.705,275.46,658173.0
2024-02-17,282.41,283.0,271.705,275.46,658173.0
2024-02-18,282.41,283.0,271.705,275.46,658173.0
2024-02-19,282.41,283.0,271.705,275.46,658173.0
2024-02-20,269.86,272.39,267.38,271.93,523785.0
2024-02-21,269.73,276.23,268.65,274.43,374981.0
2024-02-22,278.27,283.905,277.035,279.48,302524.0
2024-02-23,278.21,279.83,274.99,274.99,269311.0
2024-02-24,278.21,279.83,274.99,274.99,269311.0
2024-02-25,278.21,279.83,274.99,274.99,269311.0
2024-02-26,273.89,279.41,272.4,278.06,336892.0
2024-02-27,279.56,281.039,274.48,275.78,194599.0
2024-02-28,272.29,274.22,270.83,272.8,212855.0
2024-02-29,276.05,282.0,275.76,279.48,400909.0
2024-03-01,279.68,289.94,278.75,289.64,413173.0
2024-03-02,279.68,289.94,278.75,289.64,413173.0
2024-03-03,279.68,289.94,278.75,289.64,413173.0
2024-03-04,290.65,293.57,286.0084,291.65,442490.0
2024-03-05,289.76,289.76,282.17,284.54,306673.0
2024-03-06,289.25,289.58,283.52,287.27,182128.0
2024-03-07,289.42,290.69,285.32,288.59,246604.0
2024-03-08,290.47,290.99,282.43,282.59,328604.0
2024-03-09,290.47,290.99,282.43,282.59,328604.0
2024-03-10,290.47,290.99,282.43,282.59,328604.0
2024-03-11,282.3,283.54,279.185,280.23,268780.0
2024-03-12,281.11,286.905,278.445,285.44,316148.0
2024-03-13,284.07,286.16,282.33,284.5,286195.0
2024-03-14,282.08,285.32,279.05,281.77,375262.0
2024-03-15,277.5,286.36,277.5,285.86,539250.0
2024-03-16,277.5,286.36,277.5,285.86,539250.0
2024-03-17,277.5,286.36,277.5,285.86,539250.0
2024-03-18,288.53,288.6,283.68,285.97,329264.0
2024-03-19,283.98,287.525,283.495,285.19,306046.0
2024-03-20,284.93,287.065,278.84,285.81,358547.0
2024-03-21,289.02,296.44,287.875,295.06,227402.0
2024-03-22,293.87,293.87,290.16,291.44,201831.0
2024-03-23,293.87,293.87,290.16,291.44,201831.0
2024-03-24,293.87,293.87,290.16,291.44,201831.0
2024-03-25,291.4,299.515,291.295,297.94,449805.0
2024-03-26,300.0,301.52,291.01,291.38,290584.0
2024-03-27,293.15,299.55,292.64,299.16,404991.0
2024-03-28,300.24,302.63,298.035,301.44,376937.0
2024-03-29,300.24,302.63,298.035,301.44,376937.0
2024-03-30,300.24,302.63,298.035,301.44,376937.0
2024-03-31,300.24,302.63,298.035,301.44,376937.0
2024-04-01,302.59,304.56,298.065,301.0,416937.0
2024-04-02,293.99,297.665,292.96,296.5,461486.0
2024-04-03,294.08,296.24,291.245,292.75,399370.0
2024-04-04,295.78,303.88,291.895,292.96,390660.0
2024-04-05,291.91,292.19,287.57,290.38,216727.0
2024-04-06,291.91,292.19,287.57,290.38,216727.0
2024-04-07,291.91,292.19,287.57,290.38,216727.0
2024-04-08,295.11,299.34,293.76,296.87,232849.0
2024-04-09,299.42,306.955,299.42,306.17,364539.0
2024-04-10,297.38,304.81,296.415,299.91,287654.0
2024-04-11,300.24,300.465,292.25,297.54,270531.0
2024-04-12,293.85,295.03,287.87,289.68,221039.0
2024-04-13,293.85,295.03,287.87,289.68,221039.0
2024-04-14,293.85,295.03,287.87,289.68,221039.0
2024-04-15,292.32,293.41,281.52,283.0,199502.0
2024-04-16,280.65,283.285,278.22,280.415,245503.0
2024-04-17,283.52,284.49,275.75,276.14,175573.0
2024-04-18,274.0,277.03,271.505,273.03,376141.0
2024-04-19,273.03,274.87,266.75,268.07,351620.0
2024-04-20,273.03,274.87,266.75,268.07,351620.0
2024-04-21,273.03,274.87,266.75,268.07,351620.0
2024-04-22,271.74,274.87,267.211,271.63,305117.0
2024-04-23,271.55,277.45,271.55,276.56,245836.0
2024-04-24,275.28,280.92,274.24,277.53,322642.0
2024-04-25,274.36,293.285,271.63,292.53,674734.0
2024-04-26,293.5,299.15,292.78,297.21,461539.0
2024-04-27,293.5,299.15,292.78,297.21,461539.0
2024-04-28,293.5,299.15,292.78,297.21,461539.0
2024-04-29,298.45,303.84,298.195,300.01,560742.0
2024-04-30,320.0,322.9517,304.21,314.56,907725.0
2024-05-01,311.61,315.52,303.49,309.05,580069.0
