,SPG US Equity,SPG US Equity,SPG US Equity,SPG US Equity,SPG US Equity
2023-12-12,132.689,133.391,132.462,132.768,1330602.0
2023-12-13,132.768,137.823,131.406,137.477,2192318.0
2023-12-14,138.909,144.713,138.721,144.703,2874707.0
2023-12-15,143.697,144.536,141.594,142.502,3723410.0
2023-12-16,143.697,144.536,141.594,142.502,3723410.0
2023-12-17,143.697,144.536,141.594,142.502,3723410.0
2023-12-18,143.4,143.4,141.426,141.781,1425934.0
2023-12-19,142.068,143.983,141.663,143.302,1319061.0
2023-12-20,143.302,145.029,142.186,142.265,1216041.0
2023-12-21,143.213,143.326,139.244,140.399,2114057.0
2023-12-22,140.577,141.515,140.157,140.478,1191461.0
2023-12-23,140.577,141.515,140.157,140.478,1191461.0
2023-12-24,140.577,141.515,140.157,140.478,1191461.0
2023-12-25,140.577,141.515,140.157,140.478,1191461.0
2023-12-26,140.478,142.048,140.182,141.821,786261.0
2023-12-27,142.018,142.542,141.248,141.831,1185368.0
2023-12-28,141.169,142.502,141.001,142.433,997588.0
2023-12-29,141.85,142.265,140.557,140.814,1227895.0
2023-12-30,141.85,142.265,140.557,140.814,1227895.0
2023-12-31,141.85,142.265,140.557,140.814,1227895.0
2024-01-01,141.85,142.265,140.557,140.814,1227895.0
2024-01-02,140.162,142.186,139.195,141.199,1162915.0
2024-01-03,139.767,140.182,137.576,138.297,1248657.0
2024-01-04,138.247,139.595,137.685,138.464,1162301.0
2024-01-05,137.763,140.133,136.984,138.849,1187295.0
2024-01-06,137.763,140.133,136.984,138.849,1187295.0
2024-01-07,137.763,140.133,136.984,138.849,1187295.0
2024-01-08,139.116,140.676,138.464,140.478,1232977.0
2024-01-09,139.205,140.552,138.455,140.33,897756.0
2024-01-10,140.705,143.44,140.557,142.828,1675775.0
2024-01-11,141.939,143.391,140.903,142.532,1554944.0
2024-01-12,143.637,144.753,142.591,144.743,1642049.0
2024-01-13,143.637,144.753,142.591,144.743,1642049.0
2024-01-14,143.637,144.753,142.591,144.743,1642049.0
2024-01-15,143.637,144.753,142.591,144.743,1642049.0
2024-01-16,143.766,144.646,142.781,143.667,1934717.0
2024-01-17,141.791,143.973,139.086,140.301,1591943.0
2024-01-18,140.636,141.14,138.114,140.014,1214750.0
2024-01-19,140.616,140.715,138.395,139.807,1550518.0
2024-01-20,140.616,140.715,138.395,139.807,1550518.0
2024-01-21,140.616,140.715,138.395,139.807,1550518.0
2024-01-22,141.001,142.107,140.044,140.202,1611882.0
2024-01-23,140.883,141.663,139.284,140.774,1138642.0
2024-01-24,142.245,142.275,139.042,139.679,1364712.0
2024-01-25,141.673,142.068,139.955,141.001,1139021.0
2024-01-26,141.367,141.446,139.916,140.143,1010364.0
2024-01-27,141.367,141.446,139.916,140.143,1010364.0
2024-01-28,141.367,141.446,139.916,140.143,1010364.0
2024-01-29,140.044,140.044,138.415,139.916,1305454.0
2024-01-30,139.481,139.708,137.438,137.457,2234683.0
2024-01-31,137.912,138.79,135.829,136.836,2292579.0
2024-02-01,136.549,137.635,134.989,137.615,2139498.0
2024-02-02,135.621,137.211,133.746,136.174,2028662.0
2024-02-03,135.621,137.211,133.746,136.174,2028662.0
2024-02-04,135.621,137.211,133.746,136.174,2028662.0
2024-02-05,134.614,136.253,133.42,135.039,2332998.0
2024-02-06,135.73,142.907,135.493,141.554,3205324.0
2024-02-07,142.157,142.838,140.626,141.604,1803066.0
2024-02-08,141.229,142.818,139.975,142.255,1226943.0
2024-02-09,143.41,145.483,142.211,145.049,2222430.0
2024-02-10,143.41,145.483,142.211,145.049,2222430.0
2024-02-11,143.41,145.483,142.211,145.049,2222430.0
2024-02-12,145.108,145.602,143.252,143.835,1554654.0
2024-02-13,140.666,141.712,138.504,141.683,1567238.0
2024-02-14,142.206,142.571,140.024,141.031,1453999.0
2024-02-15,142.314,146.653,142.314,146.105,1474977.0
2024-02-16,144.358,148.731,144.0,148.04,1792818.0
2024-02-17,144.358,148.731,144.0,148.04,1792818.0
2024-02-18,144.358,148.731,144.0,148.04,1792818.0
2024-02-19,144.358,148.731,144.0,148.04,1792818.0
2024-02-20,147.191,148.326,146.046,146.994,1221987.0
2024-02-21,147.241,148.988,146.283,148.356,1038544.0
2024-02-22,149.037,151.15,148.09,149.57,1658305.0
2024-02-23,149.491,149.807,148.415,148.425,854970.0
2024-02-24,149.491,149.807,148.415,148.425,854970.0
2024-02-25,149.491,149.807,148.415,148.425,854970.0
2024-02-26,148.465,149.679,147.586,147.616,1108908.0
2024-02-27,148.356,149.926,147.28,147.784,1250859.0
2024-02-28,147.083,149.18,146.421,147.941,1613362.0
2024-02-29,149.235,149.432,145.281,146.244,3365304.0
2024-03-01,146.046,148.771,144.457,148.514,1240689.0
2024-03-02,146.046,148.771,144.457,148.514,1240689.0
2024-03-03,146.046,148.771,144.457,148.514,1240689.0
2024-03-04,148.514,150.773,147.981,150.459,1440763.0
2024-03-05,149.837,151.535,147.576,147.941,1696247.0
2024-03-06,148.662,150.785,148.099,150.37,1863271.0
2024-03-07,150.99,151.33,147.91,149.7,1878816.0
2024-03-08,150.51,151.9,150.1,150.96,1044584.0
2024-03-09,150.51,151.9,150.1,150.96,1044584.0
2024-03-10,150.51,151.9,150.1,150.96,1044584.0
2024-03-11,150.61,151.67,148.07,149.8,1237595.0
2024-03-12,149.8,151.42,149.54,150.6,2038058.0
2024-03-13,150.56,153.21,149.91,151.49,1161853.0
2024-03-14,150.62,150.9,147.85,149.36,1549942.0
2024-03-15,148.29,151.27,148.29,150.77,2985233.0
2024-03-16,148.29,151.27,148.29,150.77,2985233.0
2024-03-17,148.29,151.27,148.29,150.77,2985233.0
2024-03-18,151.0,152.25,150.63,151.95,1152882.0
2024-03-19,152.5,154.21,152.25,154.1,1536481.0
2024-03-20,153.2,155.81,153.0,155.4,1995260.0
2024-03-21,156.2,157.82,154.83,155.81,1451890.0
2024-03-22,155.81,156.065,151.73,151.86,1366978.0
2024-03-23,155.81,156.065,151.73,151.86,1366978.0
2024-03-24,155.81,156.065,151.73,151.86,1366978.0
2024-03-25,152.64,153.45,150.96,151.06,1084411.0
2024-03-26,151.34,152.475,150.66,150.67,1475768.0
2024-03-27,152.2,154.36,151.72,154.33,1330025.0
2024-03-28,154.79,156.86,154.7,156.49,1904826.0
2024-03-29,154.79,156.86,154.7,156.49,1904826.0
2024-03-30,154.79,156.86,154.7,156.49,1904826.0
2024-03-31,154.79,156.86,154.7,156.49,1904826.0
2024-04-01,156.08,156.25,153.015,153.48,928826.0
2024-04-02,152.26,152.386,149.4,150.04,1595857.0
2024-04-03,150.08,150.89,149.395,149.75,1253066.0
2024-04-04,151.0,151.75,147.42,147.95,1172834.0
2024-04-05,148.02,150.57,147.67,150.15,917963.0
2024-04-06,148.02,150.57,147.67,150.15,917963.0
2024-04-07,148.02,150.57,147.67,150.15,917963.0
2024-04-08,150.3,150.66,149.26,150.05,502781.0
