,WAT US Equity,WAT US Equity,WAT US Equity,WAT US Equity,WAT US Equity
2023-01-29,331.23,335.565,330.37,333.13,218455.0
2023-01-30,329.73,330.55,321.81,324.32,356044.0
2023-01-31,324.6,328.58,320.85,328.58,357823.0
2023-02-01,329.95,340.45,329.475,338.03,307469.0
2023-02-02,340.1,346.985,339.24,344.24,313047.0
2023-02-03,340.5,344.24,337.46,341.39,205933.0
2023-02-04,340.5,344.24,337.46,341.39,205933.0
2023-02-05,340.5,344.24,337.46,341.39,205933.0
2023-02-06,338.99,341.52,336.57,337.04,248277.0
2023-02-07,335.98,344.88,334.67,343.63,241606.0
2023-02-08,342.93,345.02,340.59,342.29,226084.0
2023-02-09,345.34,346.24,335.39,336.67,204563.0
2023-02-10,335.97,337.745,332.49,333.78,196737.0
2023-02-11,335.97,337.745,332.49,333.78,196737.0
2023-02-12,335.97,337.745,332.49,333.78,196737.0
2023-02-13,335.76,339.94,332.53,339.05,305398.0
2023-02-14,338.56,341.939,334.34,339.32,358791.0
2023-02-15,341.0,341.0,328.39,336.9,887633.0
2023-02-16,332.25,332.25,325.39,327.33,478710.0
2023-02-17,326.11,329.55,323.6,328.73,600471.0
2023-02-18,326.11,329.55,323.6,328.73,600471.0
2023-02-19,326.11,329.55,323.6,328.73,600471.0
2023-02-20,326.11,329.55,323.6,328.73,600471.0
2023-02-21,326.64,328.69,317.98,320.2,524485.0
2023-02-22,320.18,323.835,317.26,321.1,427459.0
2023-02-23,322.95,325.385,321.03,323.06,380535.0
2023-02-24,321.78,321.78,311.77,314.05,357388.0
2023-02-25,321.78,321.78,311.77,314.05,357388.0
2023-02-26,321.78,321.78,311.77,314.05,357388.0
2023-02-27,317.6,318.081,308.91,310.04,338426.0
2023-02-28,308.92,314.75,308.92,310.89,516752.0
2023-03-01,308.7,310.78,303.15,309.25,642318.0
2023-03-02,307.73,322.12,305.82,321.36,548930.0
2023-03-03,324.1,327.45,321.05,326.89,347657.0
2023-03-04,324.1,327.45,321.05,326.89,347657.0
2023-03-05,324.1,327.45,321.05,326.89,347657.0
2023-03-06,326.65,331.48,320.85,321.59,365716.0
2023-03-07,322.17,322.17,308.72,309.13,489751.0
2023-03-08,309.15,312.65,306.72,309.82,324093.0
2023-03-09,311.2,313.05,307.58,309.35,310973.0
2023-03-10,308.99,309.655,302.36,304.96,451898.0
2023-03-11,308.99,309.655,302.36,304.96,451898.0
2023-03-12,308.99,309.655,302.36,304.96,451898.0
2023-03-13,303.52,307.23,300.475,306.34,366812.0
2023-03-14,311.09,314.36,308.55,311.73,497435.0
2023-03-15,305.92,305.92,296.15,301.85,526299.0
2023-03-16,300.36,307.35,298.62,307.28,433644.0
2023-03-17,305.4,307.39,298.54,298.97,740698.0
2023-03-18,305.4,307.39,298.54,298.97,740698.0
2023-03-19,305.4,307.39,298.54,298.97,740698.0
2023-03-20,298.11,304.22,298.06,300.51,324715.0
2023-03-21,302.95,308.9,302.53,308.63,364629.0
2023-03-22,307.84,310.94,301.96,302.26,361648.0
2023-03-23,304.16,307.8,297.22,298.17,318849.0
2023-03-24,295.73,300.635,291.945,299.96,367213.0
2023-03-25,295.73,300.635,291.945,299.96,367213.0
2023-03-26,295.73,300.635,291.945,299.96,367213.0
2023-03-27,302.01,305.5,300.81,302.74,246908.0
2023-03-28,302.02,302.47,298.79,299.53,183305.0
2023-03-29,301.54,302.36,298.72,300.47,259547.0
2023-03-30,304.25,306.53,302.59,304.67,238900.0
2023-03-31,306.97,311.09,306.765,309.63,318536.0
2023-04-01,306.97,311.09,306.765,309.63,318536.0
2023-04-02,306.97,311.09,306.765,309.63,318536.0
2023-04-03,307.47,308.94,304.25,307.46,248594.0
2023-04-04,308.4,308.59,301.7,302.73,334050.0
2023-04-05,301.98,305.205,300.48,302.66,381567.0
2023-04-06,302.94,304.112,298.3,300.0,313658.0
2023-04-07,302.94,304.112,298.3,300.0,313658.0
2023-04-08,302.94,304.112,298.3,300.0,313658.0
2023-04-09,302.94,304.112,298.3,300.0,313658.0
2023-04-10,298.16,299.42,295.37,299.42,300510.0
2023-04-11,301.05,305.73,300.01,302.18,452232.0
2023-04-12,304.69,306.57,301.9,303.27,355667.0
2023-04-13,303.58,313.25,302.47,312.38,421838.0
2023-04-14,311.02,312.97,306.66,307.17,233873.0
2023-04-15,311.02,312.97,306.66,307.17,233873.0
2023-04-16,311.02,312.97,306.66,307.17,233873.0
2023-04-17,308.27,310.2,304.875,309.6,369246.0
2023-04-18,311.07,311.46,305.365,308.39,276457.0
2023-04-19,306.82,309.37,305.29,308.45,319552.0
2023-04-20,303.85,303.85,296.0,299.61,441658.0
2023-04-21,302.07,307.0,300.965,306.9,430640.0
2023-04-22,302.07,307.0,300.965,306.9,430640.0
2023-04-23,302.07,307.0,300.965,306.9,430640.0
2023-04-24,308.38,311.73,306.985,310.13,388559.0
2023-04-25,306.74,307.87,291.37,292.71,562586.0
2023-04-26,289.22,301.7,288.43,296.72,614138.0
2023-04-27,296.95,299.3,294.48,298.34,436134.0
2023-04-28,297.56,303.17,296.85,300.36,592474.0
2023-04-29,297.56,303.17,296.85,300.36,592474.0
2023-04-30,297.56,303.17,296.85,300.36,592474.0
2023-05-01,302.52,303.435,297.845,298.22,467879.0
2023-05-02,297.73,300.155,293.12,298.01,527636.0
2023-05-03,300.01,301.32,294.03,296.5,560868.0
2023-05-04,297.56,298.29,294.22,296.0,730267.0
2023-05-05,298.06,298.909,292.31,296.79,564484.0
2023-05-06,298.06,298.909,292.31,296.79,564484.0
2023-05-07,298.06,298.909,292.31,296.79,564484.0
2023-05-08,299.07,301.43,295.67,296.5,887283.0
2023-05-09,268.06,281.09,268.06,276.76,1600401.0
2023-05-10,276.84,277.86,269.99,272.43,951442.0
2023-05-11,271.0,273.335,262.74,268.97,829287.0
2023-05-12,270.25,273.68,267.26,271.0,618088.0
2023-05-13,270.25,273.68,267.26,271.0,618088.0
2023-05-14,270.25,273.68,267.26,271.0,618088.0
2023-05-15,272.22,274.16,269.44,273.3,709242.0
2023-05-16,270.53,272.55,265.19,266.2,674334.0
2023-05-17,266.62,266.99,261.01,263.93,653190.0
2023-05-18,264.19,268.855,262.01,268.05,518007.0
2023-05-19,269.97,269.97,264.61,267.48,468479.0
2023-05-20,269.97,269.97,264.61,267.48,468479.0
2023-05-21,269.97,269.97,264.61,267.48,468479.0
2023-05-22,266.87,270.0,265.39,267.81,460408.0
2023-05-23,267.24,271.359,263.66,265.92,440564.0
2023-05-24,260.44,260.72,252.18,256.99,687201.0
2023-05-25,257.0,260.53,255.51,259.56,584398.0
2023-05-26,261.7,261.92,258.39,260.61,398933.0
2023-05-27,261.7,261.92,258.39,260.61,398933.0
2023-05-28,261.7,261.92,258.39,260.61,398933.0
2023-05-29,261.7,261.92,258.39,260.61,398933.0
2023-05-30,258.86,260.932,255.051,255.57,455269.0
2023-05-31,253.91,254.09,248.6,251.22,1232074.0
2023-06-01,252.86,256.67,250.37,256.04,488930.0
2023-06-02,259.07,260.33,255.704,258.77,423345.0
2023-06-03,259.07,260.33,255.704,258.77,423345.0
2023-06-04,259.07,260.33,255.704,258.77,423345.0
2023-06-05,257.63,259.81,254.93,259.54,448119.0
2023-06-06,260.17,261.27,255.005,256.63,293613.0
2023-06-07,256.85,257.51,254.76,257.14,556427.0
2023-06-08,256.4,257.97,249.84,249.96,570121.0
2023-06-09,250.62,251.61,248.18,249.28,452800.0
2023-06-10,250.62,251.61,248.18,249.28,452800.0
2023-06-11,250.62,251.61,248.18,249.28,452800.0
2023-06-12,249.32,257.73,249.32,256.93,526217.0
2023-06-13,256.9,264.3,256.9,263.27,861454.0
2023-06-14,264.34,267.195,261.09,262.08,1003729.0
2023-06-15,261.77,268.835,261.77,268.09,512483.0
2023-06-16,271.19,274.27,267.24,269.2,1648918.0
2023-06-17,271.19,274.27,267.24,269.2,1648918.0
2023-06-18,271.19,274.27,267.24,269.2,1648918.0
2023-06-19,271.19,274.27,267.24,269.2,1648918.0
2023-06-20,262.0,267.46,258.0,263.27,691138.0
2023-06-21,261.78,266.48,260.76,264.48,466832.0
2023-06-22,263.13,264.91,259.08,260.27,402946.0
2023-06-23,257.96,261.86,257.71,259.84,538829.0
2023-06-24,257.96,261.86,257.71,259.84,538829.0
2023-06-25,257.96,261.86,257.71,259.84,538829.0
2023-06-26,258.91,262.49,256.7,259.74,340375.0
2023-06-27,260.46,260.46,255.185,257.74,452670.0
2023-06-28,257.44,257.71,253.885,257.44,432249.0
2023-06-29,256.71,262.35,256.59,261.95,389433.0
2023-06-30,264.27,268.38,263.66,266.54,882765.0
2023-07-01,264.27,268.38,263.66,266.54,882765.0
2023-07-02,264.27,268.38,263.66,266.54,882765.0
2023-07-03,266.48,266.87,262.855,264.77,235949.0
2023-07-04,266.48,266.87,262.855,264.77,235949.0
2023-07-05,264.57,267.26,261.12,266.56,591357.0
2023-07-06,261.34,266.595,259.95,264.99,630961.0
2023-07-07,263.11,267.29,261.19,264.15,456414.0
2023-07-08,263.11,267.29,261.19,264.15,456414.0
2023-07-09,263.11,267.29,261.19,264.15,456414.0
2023-07-10,260.71,267.01,257.74,264.66,499679.0
2023-07-11,263.68,267.55,261.22,263.53,332309.0
2023-07-12,267.72,270.66,264.78,268.94,474793.0
2023-07-13,270.08,270.08,264.72,269.26,420819.0
2023-07-14,269.1,271.63,267.955,270.77,326332.0
2023-07-15,269.1,271.63,267.955,270.77,326332.0
2023-07-16,269.1,271.63,267.955,270.77,326332.0
2023-07-17,270.53,270.94,267.34,269.83,522492.0
2023-07-18,269.0,272.22,269.0,271.88,445931.0
2023-07-19,273.3,282.23,273.3,280.08,926434.0
2023-07-20,280.93,281.22,274.01,279.77,512484.0
2023-07-21,279.93,291.75,275.69,288.72,880585.0
2023-07-22,279.93,291.75,275.69,288.72,880585.0
2023-07-23,279.93,291.75,275.69,288.72,880585.0
2023-07-24,288.04,292.32,286.56,286.97,635129.0
2023-07-25,282.25,291.69,281.245,286.54,713046.0
2023-07-26,283.27,290.06,279.77,289.92,711651.0
2023-07-27,291.65,294.32,285.17,285.22,675866.0
2023-07-28,287.65,287.65,276.67,285.77,498730.0
2023-07-29,287.65,287.65,276.67,285.77,498730.0
2023-07-30,287.65,287.65,276.67,285.77,498730.0
2023-07-31,281.4,284.085,273.14,276.21,600253.0
2023-08-01,275.41,281.99,272.81,274.4,884667.0
2023-08-02,282.0,300.77,282.0,291.77,1414002.0
2023-08-03,290.0,294.265,287.89,291.41,938849.0
2023-08-04,291.48,296.1,289.281,289.89,754375.0
2023-08-05,291.48,296.1,289.281,289.89,754375.0
2023-08-06,291.48,296.1,289.281,289.89,754375.0
2023-08-07,289.68,292.74,287.0,289.72,519502.0
2023-08-08,289.87,297.225,288.015,296.73,682930.0
2023-08-09,296.73,297.94,291.89,292.02,346640.0
2023-08-10,291.84,295.79,287.71,289.3,540157.0
2023-08-11,287.78,293.57,285.27,291.66,330778.0
2023-08-12,287.78,293.57,285.27,291.66,330778.0
2023-08-13,287.78,293.57,285.27,291.66,330778.0
2023-08-14,289.69,292.47,287.4,288.37,355723.0
2023-08-15,286.73,288.23,284.2,285.47,345066.0
2023-08-16,281.81,283.27,274.66,274.86,670233.0
2023-08-17,275.11,276.56,273.08,273.16,428730.0
2023-08-18,272.05,273.11,267.65,270.0,385716.0
2023-08-19,272.05,273.11,267.65,270.0,385716.0
2023-08-20,272.05,273.11,267.65,270.0,385716.0
2023-08-21,270.41,271.265,266.22,267.17,358582.0
2023-08-22,265.23,269.08,265.23,267.97,330016.0
2023-08-23,269.59,271.54,267.493,271.03,262297.0
2023-08-24,271.25,274.96,269.6,271.17,338238.0
2023-08-25,272.15,275.66,270.72,273.37,187829.0
2023-08-26,272.15,275.66,270.72,273.37,187829.0
2023-08-27,272.15,275.66,270.72,273.37,187829.0
2023-08-28,273.59,281.67,273.515,281.45,456152.0
2023-08-29,281.6,288.82,281.6,287.81,369094.0
2023-08-30,287.78,291.52,286.28,287.19,328901.0
2023-08-31,288.99,288.99,280.435,280.8,541285.0
2023-09-01,284.38,287.9,280.92,281.02,315094.0
2023-09-02,284.38,287.9,280.92,281.02,315094.0
2023-09-03,284.38,287.9,280.92,281.02,315094.0
2023-09-04,284.38,287.9,280.92,281.02,315094.0
2023-09-05,280.15,281.77,276.17,276.35,324224.0
2023-09-06,275.74,276.29,271.56,272.86,382067.0
2023-09-07,272.71,273.525,269.58,270.3,317253.0
2023-09-08,270.36,270.36,260.955,263.57,561155.0
2023-09-09,270.36,270.36,260.955,263.57,561155.0
2023-09-10,270.36,270.36,260.955,263.57,561155.0
2023-09-11,263.93,265.54,261.47,263.3,403082.0
2023-09-12,262.51,263.52,258.53,260.36,326766.0
2023-09-13,256.78,273.51,256.06,267.23,460728.0
2023-09-14,269.44,273.145,264.7,272.01,322524.0
2023-09-15,269.51,295.95,268.19,275.8,1773817.0
2023-09-16,269.51,295.95,268.19,275.8,1773817.0
2023-09-17,269.51,295.95,268.19,275.8,1773817.0
2023-09-18,274.64,275.76,271.54,273.39,393849.0
2023-09-19,272.07,275.6,271.225,275.29,269030.0
2023-09-20,277.72,277.72,273.35,274.11,310801.0
2023-09-21,273.01,274.85,267.37,268.87,302214.0
2023-09-22,269.22,271.57,267.24,269.0,242607.0
2023-09-23,269.22,271.57,267.24,269.0,242607.0
2023-09-24,269.22,271.57,267.24,269.0,242607.0
2023-09-25,267.58,271.28,267.58,270.96,232513.0
2023-09-26,269.91,272.28,267.69,268.04,331586.0
2023-09-27,269.89,274.43,268.13,272.34,351787.0
2023-09-28,271.56,276.755,269.31,275.35,847301.0
2023-09-29,277.75,278.11,273.14,274.21,416512.0
2023-09-30,277.75,278.11,273.14,274.21,416512.0
2023-10-01,277.75,278.11,273.14,274.21,416512.0
2023-10-02,273.36,273.36,266.285,270.52,408565.0
2023-10-03,268.81,271.64,264.72,265.01,460252.0
2023-10-04,265.97,268.01,262.175,267.76,356067.0
2023-10-05,268.17,268.5,261.88,265.99,252478.0
2023-10-06,263.97,269.94,262.72,267.4,263426.0
2023-10-07,263.97,269.94,262.72,267.4,263426.0
2023-10-08,263.97,269.94,262.72,267.4,263426.0
2023-10-09,265.67,268.47,262.61,266.99,201714.0
2023-10-10,266.19,271.24,263.908,268.8,340880.0
2023-10-11,268.89,268.89,265.41,266.2,239034.0
2023-10-12,263.74,264.79,250.83,251.0,862216.0
2023-10-13,249.74,254.34,248.86,252.61,451313.0
2023-10-14,249.74,254.34,248.86,252.61,451313.0
2023-10-15,249.74,254.34,248.86,252.61,451313.0
2023-10-16,254.59,256.925,250.735,255.17,293294.0
2023-10-17,251.53,258.63,250.0,256.62,267616.0
2023-10-18,253.78,253.78,248.11,248.51,292487.0
2023-10-19,250.63,254.965,249.93,252.33,586106.0
2023-10-20,252.47,256.39,252.47,253.64,618784.0
2023-10-21,252.47,256.39,252.47,253.64,618784.0
2023-10-22,252.47,256.39,252.47,253.64,618784.0
2023-10-23,251.18,257.372,249.25,255.66,512427.0
2023-10-24,248.68,252.09,240.0,249.18,959401.0
2023-10-25,240.0,246.08,231.9,242.3,905524.0
2023-10-26,242.32,245.58,241.24,244.45,906673.0
2023-10-27,245.07,246.87,241.43,244.76,855535.0
2023-10-28,245.07,246.87,241.43,244.76,855535.0
2023-10-29,245.07,246.87,241.43,244.76,855535.0
2023-10-30,245.16,245.4,234.095,236.7,1075345.0
2023-10-31,240.63,245.095,237.54,238.53,825392.0
2023-11-01,237.32,241.7,234.04,240.84,595476.0
2023-11-02,243.13,246.56,241.405,245.41,531338.0
2023-11-03,250.19,260.76,250.19,260.49,841630.0
2023-11-04,250.19,260.76,250.19,260.49,841630.0
2023-11-05,250.19,260.76,250.19,260.49,841630.0
2023-11-06,261.9,262.24,251.76,252.15,1007792.0
2023-11-07,241.95,262.0,241.95,260.67,1259547.0
2023-11-08,261.05,264.59,252.57,255.82,732521.0
2023-11-09,257.25,257.31,252.26,253.08,448907.0
2023-11-10,254.09,256.25,246.355,255.92,539453.0
2023-11-11,254.09,256.25,246.355,255.92,539453.0
2023-11-12,254.09,256.25,246.355,255.92,539453.0
2023-11-13,252.4,254.71,249.335,250.98,550854.0
2023-11-14,256.63,261.14,256.63,258.67,655555.0
2023-11-15,259.44,269.09,259.44,266.94,591470.0
2023-11-16,267.72,269.29,266.0,266.2,450281.0
2023-11-17,268.01,268.01,260.9,261.88,622844.0
2023-11-18,268.01,268.01,260.9,261.88,622844.0
2023-11-19,268.01,268.01,260.9,261.88,622844.0
2023-11-20,262.18,263.5,258.895,260.93,548547.0
2023-11-21,269.86,279.4,269.0,274.65,708705.0
2023-11-22,275.79,278.02,273.88,276.33,350135.0
2023-11-23,275.79,278.02,273.88,276.33,350135.0
2023-11-24,276.28,280.87,275.4,280.39,264140.0
2023-11-25,276.28,280.87,275.4,280.39,264140.0
2023-11-26,276.28,280.87,275.4,280.39,264140.0
2023-11-27,278.6,280.028,275.73,277.0,514299.0
2023-11-28,277.0,277.47,273.6,275.95,319721.0
2023-11-29,278.34,281.98,277.92,279.74,302991.0
2023-11-30,281.1,282.645,276.84,280.61,588517.0
2023-12-01,279.75,288.98,278.01,288.85,478726.0
2023-12-02,279.75,288.98,278.01,288.85,478726.0
2023-12-03,279.75,288.98,278.01,288.85,478726.0
2023-12-04,288.0,291.56,286.93,288.79,413983.0
2023-12-05,287.0,290.19,282.36,284.95,463764.0
2023-12-06,287.0,291.45,283.46,289.52,354990.0
2023-12-07,289.43,293.73,287.0,293.38,310434.0
2023-12-08,291.07,295.66,288.445,292.14,473010.0
2023-12-09,291.07,295.66,288.445,292.14,473010.0
2023-12-10,291.07,295.66,288.445,292.14,473010.0
2023-12-11,293.58,296.46,292.915,296.37,315622.0
2023-12-12,297.97,299.43,293.705,297.79,388865.0
2023-12-13,297.33,312.74,297.33,312.13,552736.0
2023-12-14,314.79,321.35,313.625,321.34,932140.0
2023-12-15,317.13,321.65,312.93,320.14,1364199.0
2023-12-16,317.13,321.65,312.93,320.14,1364199.0
2023-12-17,317.13,321.65,312.93,320.14,1364199.0
2023-12-18,320.35,323.01,317.87,322.28,528508.0
2023-12-19,325.26,330.25,321.99,328.97,382216.0
2023-12-20,328.85,333.285,322.864,323.25,464685.0
2023-12-21,325.84,330.0,323.88,328.79,326832.0
2023-12-22,331.18,332.161,328.14,329.74,268439.0
2023-12-23,331.18,332.161,328.14,329.74,268439.0
2023-12-24,331.18,332.161,328.14,329.74,268439.0
2023-12-25,331.18,332.161,328.14,329.74,268439.0
2023-12-26,330.06,332.77,327.58,331.97,203874.0
2023-12-27,332.51,334.085,330.12,333.04,214905.0
2023-12-28,334.07,335.4,332.51,332.77,158951.0
2023-12-29,332.13,333.292,327.59,329.23,282911.0
2023-12-30,332.13,333.292,327.59,329.23,282911.0
2023-12-31,332.13,333.292,327.59,329.23,282911.0
2024-01-01,332.13,333.292,327.59,329.23,282911.0
2024-01-02,327.57,334.87,327.57,328.62,343403.0
2024-01-03,327.0,327.0,305.52,305.88,654893.0
2024-01-04,303.12,308.89,303.12,307.37,374413.0
2024-01-05,304.29,310.15,302.89,305.07,358793.0
2024-01-06,304.29,310.15,302.89,305.07,358793.0
2024-01-07,304.29,310.15,302.89,305.07,358793.0
2024-01-08,305.28,312.045,305.28,311.74,462610.0
2024-01-09,307.66,317.06,301.63,302.58,470169.0
2024-01-10,300.0,308.06,293.46,307.6,491899.0
2024-01-11,305.69,306.69,302.0,304.43,334573.0
2024-01-12,305.53,308.1,303.405,307.96,398809.0
2024-01-13,305.53,308.1,303.405,307.96,398809.0
2024-01-14,305.53,308.1,303.405,307.96,398809.0
2024-01-15,305.53,308.1,303.405,307.96,398809.0
2024-01-16,305.0,309.3,301.6,308.13,376970.0
2024-01-17,306.35,308.92,299.02,302.51,306994.0
2024-01-18,303.28,310.5,300.53,310.16,345551.0
2024-01-19,310.63,315.51,308.0,312.45,698300.0
2024-01-20,310.63,315.51,308.0,312.45,698300.0
2024-01-21,310.63,315.51,308.0,312.45,698300.0
2024-01-22,313.61,318.57,313.525,317.05,355689.0
2024-01-23,319.45,319.45,313.86,316.44,286401.0
2024-01-24,317.18,320.19,309.7,312.42,330147.0
2024-01-25,314.06,316.72,310.08,312.0,215623.0
2024-01-26,318.69,321.05,315.35,316.12,351946.0
2024-01-27,318.69,321.05,315.35,316.12,351946.0
2024-01-28,318.69,321.05,315.35,316.12,351946.0
2024-01-29,318.0,324.48,317.615,324.36,383100.0
2024-01-30,324.36,330.54,324.125,328.38,419268.0
2024-01-31,328.67,328.67,316.91,317.71,402432.0
2024-02-01,319.17,324.65,314.52,324.45,245675.0
2024-02-02,320.81,322.95,316.89,320.74,516551.0
2024-02-03,320.81,322.95,316.89,320.74,516551.0
2024-02-04,320.81,322.95,316.89,320.74,516551.0
2024-02-05,322.43,326.15,318.42,324.85,754054.0
2024-02-06,322.0,332.85,316.44,330.38,923250.0
2024-02-07,330.32,331.18,322.48,323.54,587379.0
2024-02-08,322.72,327.92,320.7,326.69,348917.0
2024-02-09,325.69,327.565,320.821,322.82,409223.0
2024-02-10,325.69,327.565,320.821,322.82,409223.0
2024-02-11,325.69,327.565,320.821,322.82,409223.0
2024-02-12,322.05,322.39,317.38,320.2,362647.0
2024-02-13,314.1,316.86,307.2,311.58,447659.0
2024-02-14,314.59,317.875,310.39,317.52,534119.0
2024-02-15,317.86,323.5,317.86,322.87,276568.0
2024-02-16,320.25,333.485,320.25,325.21,540563.0
2024-02-17,320.25,333.485,320.25,325.21,540563.0
2024-02-18,320.25,333.485,320.25,325.21,540563.0
2024-02-19,320.25,333.485,320.25,325.21,540563.0
2024-02-20,322.93,324.58,320.356,323.95,301941.0
2024-02-21,321.27,329.94,321.27,329.52,251348.0
2024-02-22,329.45,332.12,323.75,330.55,364859.0
2024-02-23,332.51,333.71,330.49,331.25,241827.0
2024-02-24,332.51,333.71,330.49,331.25,241827.0
2024-02-25,332.51,333.71,330.49,331.25,241827.0
2024-02-26,331.09,333.4,326.95,327.03,329660.0
2024-02-27,328.18,333.865,326.3,332.65,219216.0
2024-02-28,332.93,344.17,331.25,337.68,583228.0
2024-02-29,340.01,340.845,334.83,337.42,693268.0
2024-03-01,336.81,346.52,330.822,346.04,449580.0
2024-03-02,336.81,346.52,330.822,346.04,449580.0
2024-03-03,336.81,346.52,330.822,346.04,449580.0
2024-03-04,346.81,352.27,346.285,346.76,528020.0
2024-03-05,346.99,349.36,342.36,343.41,355712.0
2024-03-06,344.7,351.51,344.7,349.0,217405.0
2024-03-07,351.93,361.09,349.81,361.0,618606.0
2024-03-08,361.41,363.8,355.77,355.94,518037.0
2024-03-09,361.41,363.8,355.77,355.94,518037.0
2024-03-10,361.41,363.8,355.77,355.94,518037.0
2024-03-11,355.71,356.45,350.03,353.86,316071.0
2024-03-12,354.39,356.855,350.31,353.3,301509.0
2024-03-13,354.76,356.61,350.4,351.73,311305.0
2024-03-14,350.85,350.85,340.68,343.57,473994.0
2024-03-15,340.75,354.87,340.75,352.9,837727.0
2024-03-16,340.75,354.87,340.75,352.9,837727.0
2024-03-17,340.75,354.87,340.75,352.9,837727.0
2024-03-18,350.11,355.59,347.11,347.27,480081.0
2024-03-19,347.39,350.58,344.105,348.96,358037.0
2024-03-20,347.96,348.46,342.66,348.36,314828.0
2024-03-21,351.1,355.695,348.52,352.45,383146.0
2024-03-22,352.61,354.0,341.44,347.31,370434.0
2024-03-23,352.61,354.0,341.44,347.31,370434.0
2024-03-24,352.61,354.0,341.44,347.31,370434.0
2024-03-25,348.89,349.395,341.135,342.72,309481.0
2024-03-26,343.03,343.88,338.0,338.1,367291.0
2024-03-27,340.21,346.49,337.885,345.19,449324.0
2024-03-28,345.76,347.22,343.095,344.23,262487.0
2024-03-29,345.76,347.22,343.095,344.23,262487.0
2024-03-30,345.76,347.22,343.095,344.23,262487.0
2024-03-31,345.76,347.22,343.095,344.23,262487.0
2024-04-01,345.15,346.49,340.96,344.51,246496.0
2024-04-02,340.63,342.43,336.835,339.73,278830.0
2024-04-03,339.05,343.44,338.835,341.1,258234.0
2024-04-04,344.69,344.69,333.47,334.26,329401.0
2024-04-05,335.69,339.73,333.65,335.94,304419.0
2024-04-06,335.69,339.73,333.65,335.94,304419.0
2024-04-07,335.69,339.73,333.65,335.94,304419.0
2024-04-08,335.38,340.48,334.375,339.04,286356.0
2024-04-09,342.97,346.54,341.45,345.03,295550.0
2024-04-10,337.11,341.94,335.24,337.15,222108.0
2024-04-11,341.56,342.36,337.005,337.89,378868.0
2024-04-12,334.75,335.33,321.945,322.66,392727.0
2024-04-13,334.75,335.33,321.945,322.66,392727.0
2024-04-14,334.75,335.33,321.945,322.66,392727.0
2024-04-15,326.46,328.11,316.97,319.59,312519.0
2024-04-16,318.72,320.3,312.865,313.72,441693.0
2024-04-17,312.43,313.36,302.5,304.18,614608.0
2024-04-18,296.3,300.4,288.94,294.23,687011.0
2024-04-19,296.18,299.76,293.91,296.1,466327.0
2024-04-20,296.18,299.76,293.91,296.1,466327.0
2024-04-21,296.18,299.76,293.91,296.1,466327.0
2024-04-22,298.22,300.81,294.71,299.23,358283.0
2024-04-23,309.99,315.032,306.09,313.3,561559.0
2024-04-24,310.86,316.06,304.97,310.25,530956.0
2024-04-25,309.28,310.2,303.87,308.35,381559.0
2024-04-26,307.66,311.505,305.6,311.3,270575.0
2024-04-27,307.66,311.505,305.6,311.3,270575.0
2024-04-28,307.66,311.505,305.6,311.3,270575.0
2024-04-29,312.84,315.23,311.59,315.09,313991.0
2024-04-30,313.16,314.14,307.95,309.04,370283.0
2024-05-01,309.73,322.44,308.21,315.92,493908.0
