,PBH US Equity,PBH US Equity,PBH US Equity,PBH US Equity,PBH US Equity
2024-01-28,63.0,63.32,62.42,62.94,239342.0
2024-01-29,62.8,63.56,62.29,63.5,361390.0
2024-01-30,63.53,63.53,62.48,62.77,250620.0
2024-01-31,63.13,63.13,61.06,61.54,296743.0
2024-02-01,61.95,62.9,61.56,62.53,254639.0
2024-02-02,61.72,62.44,61.61,61.88,220372.0
2024-02-03,61.72,62.44,61.61,61.88,220372.0
2024-02-04,61.72,62.44,61.61,61.88,220372.0
2024-02-05,61.46,62.17,61.375,61.84,189841.0
2024-02-06,61.75,63.34,61.75,62.9,213939.0
2024-02-07,62.8,63.31,62.29,62.91,239051.0
2024-02-08,65.63,69.295,60.0,68.8,676536.0
2024-02-09,69.0,69.0,67.64,68.67,291307.0
2024-02-10,69.0,69.0,67.64,68.67,291307.0
2024-02-11,69.0,69.0,67.64,68.67,291307.0
2024-02-12,68.75,69.08,66.32,67.95,425781.0
2024-02-13,66.76,67.74,66.14,66.56,311065.0
2024-02-14,66.6,68.49,66.41,67.7,348290.0
2024-02-15,67.95,69.305,67.83,68.78,293293.0
2024-02-16,68.81,69.58,68.61,69.14,188174.0
2024-02-17,68.81,69.58,68.61,69.14,188174.0
2024-02-18,68.81,69.58,68.61,69.14,188174.0
2024-02-19,68.81,69.58,68.61,69.14,188174.0
2024-02-20,68.54,69.57,68.48,68.76,185063.0
2024-02-21,68.74,69.3,67.945,69.29,164878.0
2024-02-22,68.87,69.59,68.66,69.4,200681.0
2024-02-23,69.55,70.0,69.41,69.72,167680.0
2024-02-24,69.55,70.0,69.41,69.72,167680.0
2024-02-25,69.55,70.0,69.41,69.72,167680.0
2024-02-26,69.5,70.44,69.19,69.98,153812.0
2024-02-27,70.0,70.01,69.19,69.86,168696.0
2024-02-28,69.52,70.36,68.78,69.58,171734.0
2024-02-29,70.14,70.145,68.76,69.58,196313.0
2024-03-01,69.66,70.505,69.355,70.13,214824.0
2024-03-02,69.66,70.505,69.355,70.13,214824.0
2024-03-03,69.66,70.505,69.355,70.13,214824.0
2024-03-04,70.12,72.0,69.37,71.98,248308.0
2024-03-05,71.85,71.975,70.825,71.24,211888.0
2024-03-06,71.53,71.71,70.55,71.4,155314.0
2024-03-07,71.89,72.95,71.46,72.61,192435.0
2024-03-08,72.75,73.93,72.55,73.7,254571.0
2024-03-09,72.75,73.93,72.55,73.7,254571.0
2024-03-10,72.75,73.93,72.55,73.7,254571.0
2024-03-11,73.34,75.08,72.81,74.58,289755.0
2024-03-12,74.21,74.81,73.77,74.15,459463.0
2024-03-13,74.15,75.16,73.97,75.07,247899.0
2024-03-14,74.76,75.02,73.59,74.02,223081.0
2024-03-15,74.06,74.75,73.29,74.67,533121.0
2024-03-16,74.06,74.75,73.29,74.67,533121.0
2024-03-17,74.06,74.75,73.29,74.67,533121.0
2024-03-18,74.4,75.31,73.29,73.63,396966.0
2024-03-19,73.91,74.86,73.03,73.56,253913.0
2024-03-20,73.45,73.89,72.68,73.39,241877.0
2024-03-21,73.67,73.93,73.025,73.89,230627.0
2024-03-22,74.0,74.6,73.24,73.25,219291.0
2024-03-23,74.0,74.6,73.24,73.25,219291.0
2024-03-24,74.0,74.6,73.24,73.25,219291.0
2024-03-25,73.51,73.605,71.58,71.59,210329.0
2024-03-26,72.06,72.12,71.4,72.0,197563.0
2024-03-27,72.77,73.1,72.32,72.63,228596.0
2024-03-28,72.75,72.93,71.905,72.56,236064.0
2024-03-29,72.75,72.93,71.905,72.56,236064.0
2024-03-30,72.75,72.93,71.905,72.56,236064.0
2024-03-31,72.75,72.93,71.905,72.56,236064.0
2024-04-01,72.58,72.58,71.04,71.68,222825.0
2024-04-02,71.22,71.6884,69.6,69.96,299704.0
2024-04-03,69.62,70.415,69.29,69.43,225549.0
2024-04-04,70.12,70.2399,69.75,69.78,164081.0
2024-04-05,69.65,69.98,69.07,69.15,156865.0
2024-04-06,69.65,69.98,69.07,69.15,156865.0
2024-04-07,69.65,69.98,69.07,69.15,156865.0
2024-04-08,69.42,69.42,68.43,68.63,160960.0
