,JLL US Equity,JLL US Equity,JLL US Equity,JLL US Equity,JLL US Equity
2024-01-28,176.67,177.74,176.03,176.39,184317.0
2024-01-29,175.75,177.99,175.0,177.89,280875.0
2024-01-30,176.19,177.67,174.35,177.4,210191.0
2024-01-31,176.84,180.53,175.78,177.06,757453.0
2024-02-01,177.2,180.47,173.84,180.32,323504.0
2024-02-02,176.78,177.53,174.8,175.85,209730.0
2024-02-03,176.78,177.53,174.8,175.85,209730.0
2024-02-04,176.78,177.53,174.8,175.85,209730.0
2024-02-05,172.79,173.27,171.09,171.6,180274.0
2024-02-06,171.15,174.205,171.15,171.27,174399.0
2024-02-07,172.27,172.27,168.36,171.88,187932.0
2024-02-08,172.16,180.0,171.415,179.42,324075.0
2024-02-09,179.47,179.47,175.47,176.99,233499.0
2024-02-10,179.47,179.47,175.47,176.99,233499.0
2024-02-11,179.47,179.47,175.47,176.99,233499.0
2024-02-12,177.43,181.62,177.43,179.28,225777.0
2024-02-13,172.39,173.91,169.05,171.66,357444.0
2024-02-14,173.15,176.95,171.94,176.93,297126.0
2024-02-15,182.0,193.52,181.98,192.73,476096.0
2024-02-16,190.02,192.08,188.5,188.94,268482.0
2024-02-17,190.02,192.08,188.5,188.94,268482.0
2024-02-18,190.02,192.08,188.5,188.94,268482.0
2024-02-19,190.02,192.08,188.5,188.94,268482.0
2024-02-20,185.96,186.85,182.512,183.37,230002.0
2024-02-21,182.5,183.245,179.48,180.81,284074.0
2024-02-22,181.69,186.5,181.69,184.46,249665.0
2024-02-23,183.96,184.825,181.64,182.93,208494.0
2024-02-24,183.96,184.825,181.64,182.93,208494.0
2024-02-25,183.96,184.825,181.64,182.93,208494.0
2024-02-26,181.74,185.79,181.71,184.84,330844.0
2024-02-27,192.0,193.82,185.01,186.92,379316.0
2024-02-28,183.65,186.21,183.65,185.64,256094.0
2024-02-29,188.12,190.54,186.125,190.24,384051.0
2024-03-01,189.37,193.2,188.16,192.86,323310.0
2024-03-02,189.37,193.2,188.16,192.86,323310.0
2024-03-03,189.37,193.2,188.16,192.86,323310.0
2024-03-04,192.59,193.64,190.855,191.47,231908.0
2024-03-05,189.03,192.58,187.57,188.52,157466.0
2024-03-06,191.48,191.48,185.79,187.16,254405.0
2024-03-07,188.24,188.33,184.54,186.04,244928.0
2024-03-08,188.95,191.85,186.99,188.48,279868.0
2024-03-09,188.95,191.85,186.99,188.48,279868.0
2024-03-10,188.95,191.85,186.99,188.48,279868.0
2024-03-11,186.7,187.87,184.5,187.39,250551.0
2024-03-12,186.87,187.25,183.565,186.06,241520.0
2024-03-13,185.58,187.41,183.83,184.8,289296.0
2024-03-14,184.8,184.96,180.715,184.74,388594.0
2024-03-15,181.74,184.76,180.7,183.68,572654.0
2024-03-16,181.74,184.76,180.7,183.68,572654.0
2024-03-17,181.74,184.76,180.7,183.68,572654.0
2024-03-18,184.76,185.27,182.765,183.29,278302.0
2024-03-19,182.89,185.49,182.89,185.47,195393.0
2024-03-20,184.56,190.32,184.56,187.94,190351.0
2024-03-21,189.56,195.38,188.92,194.94,263941.0
2024-03-22,195.33,195.33,190.54,190.74,231355.0
2024-03-23,195.33,195.33,190.54,190.74,231355.0
2024-03-24,195.33,195.33,190.54,190.74,231355.0
2024-03-25,190.62,191.98,188.68,191.53,328046.0
2024-03-26,192.24,193.445,190.47,190.64,318868.0
2024-03-27,192.92,194.54,191.93,193.88,190591.0
2024-03-28,193.96,196.61,193.96,195.09,272202.0
2024-03-29,193.96,196.61,193.96,195.09,272202.0
2024-03-30,193.96,196.61,193.96,195.09,272202.0
2024-03-31,193.96,196.61,193.96,195.09,272202.0
2024-04-01,194.91,194.91,189.97,190.31,266262.0
2024-04-02,187.82,189.39,185.9286,189.14,224387.0
2024-04-03,194.0,195.14,192.0,194.31,299147.0
2024-04-04,197.56,200.11,194.94,196.46,351763.0
2024-04-05,195.4,199.12,195.4,198.34,232190.0
2024-04-06,195.4,199.12,195.4,198.34,232190.0
2024-04-07,195.4,199.12,195.4,198.34,232190.0
2024-04-08,199.82,200.14,196.41,197.55,250728.0
