,DISH US Equity,DISH US Equity,DISH US Equity,DISH US Equity,DISH US Equity
2023-12-07,3.96,4.385,3.932,4.35,10830256.0
2023-12-08,4.35,4.62,4.33,4.57,9835944.0
2023-12-09,4.35,4.62,4.33,4.57,9835944.0
2023-12-10,4.35,4.62,4.33,4.57,9835944.0
2023-12-11,4.53,4.61,4.29,4.46,7496401.0
2023-12-12,4.43,4.43,4.23,4.29,5984343.0
2023-12-13,4.21,4.485,4.09,4.44,5869814.0
2023-12-14,4.61,4.935,4.6,4.82,7692215.0
2023-12-15,4.87,4.95,4.565,4.68,11047629.0
2023-12-16,4.87,4.95,4.565,4.68,11047629.0
2023-12-17,4.87,4.95,4.565,4.68,11047629.0
2023-12-18,4.68,4.82,4.57,4.64,4970095.0
2023-12-19,4.69,4.92,4.69,4.88,5718238.0
2023-12-20,4.92,4.99,4.69,4.77,5500831.0
2023-12-21,4.82,4.91,4.78,4.89,5313321.0
2023-12-22,4.89,5.02,4.84,5.0,4107533.0
2023-12-23,4.89,5.02,4.84,5.0,4107533.0
2023-12-24,4.89,5.02,4.84,5.0,4107533.0
2023-12-25,4.89,5.02,4.84,5.0,4107533.0
2023-12-26,5.05,5.25,5.014,5.2,5462503.0
2023-12-27,5.2,5.5,5.15,5.3,12004945.0
2023-12-28,5.29,5.76,5.24,5.66,16960142.0
2023-12-29,5.64,5.965,5.57,5.77,50815955.0
2023-12-30,5.64,5.965,5.57,5.77,50815955.0
2023-12-31,5.64,5.965,5.57,5.77,50815955.0
2024-01-01,5.64,5.965,5.57,5.77,50815955.0
2024-01-02,5.64,5.965,5.57,5.77,50815955.0
2024-01-03,5.64,5.965,5.57,5.77,50815955.0
2024-01-04,5.64,5.965,5.57,5.77,50815955.0
2024-01-05,5.64,5.965,5.57,5.77,50815955.0
2024-01-06,5.64,5.965,5.57,5.77,50815955.0
2024-01-07,5.64,5.965,5.57,5.77,50815955.0
2024-01-08,5.64,5.965,5.57,5.77,50815955.0
2024-01-09,5.64,5.965,5.57,5.77,50815955.0
2024-01-10,5.64,5.965,5.57,5.77,50815955.0
2024-01-11,5.64,5.965,5.57,5.77,50815955.0
2024-01-12,5.64,5.965,5.57,5.77,50815955.0
2024-01-13,5.64,5.965,5.57,5.77,50815955.0
2024-01-14,5.64,5.965,5.57,5.77,50815955.0
2024-01-15,5.64,5.965,5.57,5.77,50815955.0
2024-01-16,5.64,5.965,5.57,5.77,50815955.0
2024-01-17,5.64,5.965,5.57,5.77,50815955.0
2024-01-18,5.64,5.965,5.57,5.77,50815955.0
2024-01-19,5.64,5.965,5.57,5.77,50815955.0
2024-01-20,5.64,5.965,5.57,5.77,50815955.0
2024-01-21,5.64,5.965,5.57,5.77,50815955.0
2024-01-22,5.64,5.965,5.57,5.77,50815955.0
2024-01-23,5.64,5.965,5.57,5.77,50815955.0
2024-01-24,5.64,5.965,5.57,5.77,50815955.0
2024-01-25,5.64,5.965,5.57,5.77,50815955.0
2024-01-26,5.64,5.965,5.57,5.77,50815955.0
2024-01-27,5.64,5.965,5.57,5.77,50815955.0
2024-01-28,5.64,5.965,5.57,5.77,50815955.0
2024-01-29,5.64,5.965,5.57,5.77,50815955.0
2024-01-30,5.64,5.965,5.57,5.77,50815955.0
2024-01-31,5.64,5.965,5.57,5.77,50815955.0
2024-02-01,5.64,5.965,5.57,5.77,50815955.0
2024-02-02,5.64,5.965,5.57,5.77,50815955.0
2024-02-03,5.64,5.965,5.57,5.77,50815955.0
2024-02-04,5.64,5.965,5.57,5.77,50815955.0
2024-02-05,5.64,5.965,5.57,5.77,50815955.0
2024-02-06,5.64,5.965,5.57,5.77,50815955.0
2024-02-07,5.64,5.965,5.57,5.77,50815955.0
2024-02-08,5.64,5.965,5.57,5.77,50815955.0
2024-02-09,5.64,5.965,5.57,5.77,50815955.0
2024-02-10,5.64,5.965,5.57,5.77,50815955.0
2024-02-11,5.64,5.965,5.57,5.77,50815955.0
2024-02-12,5.64,5.965,5.57,5.77,50815955.0
2024-02-13,5.64,5.965,5.57,5.77,50815955.0
2024-02-14,5.64,5.965,5.57,5.77,50815955.0
2024-02-15,5.64,5.965,5.57,5.77,50815955.0
2024-02-16,5.64,5.965,5.57,5.77,50815955.0
2024-02-17,5.64,5.965,5.57,5.77,50815955.0
2024-02-18,5.64,5.965,5.57,5.77,50815955.0
2024-02-19,5.64,5.965,5.57,5.77,50815955.0
2024-02-20,5.64,5.965,5.57,5.77,50815955.0
2024-02-21,5.64,5.965,5.57,5.77,50815955.0
2024-02-22,5.64,5.965,5.57,5.77,50815955.0
2024-02-23,5.64,5.965,5.57,5.77,50815955.0
2024-02-24,5.64,5.965,5.57,5.77,50815955.0
2024-02-25,5.64,5.965,5.57,5.77,50815955.0
2024-02-26,5.64,5.965,5.57,5.77,50815955.0
2024-02-27,5.64,5.965,5.57,5.77,50815955.0
2024-02-28,5.64,5.965,5.57,5.77,50815955.0
2024-02-29,5.64,5.965,5.57,5.77,50815955.0
2024-03-01,5.64,5.965,5.57,5.77,50815955.0
2024-03-02,5.64,5.965,5.57,5.77,50815955.0
2024-03-03,5.64,5.965,5.57,5.77,50815955.0
2024-03-04,5.64,5.965,5.57,5.77,50815955.0
2024-03-05,5.64,5.965,5.57,5.77,50815955.0
2024-03-06,5.64,5.965,5.57,5.77,50815955.0
2024-03-07,5.64,5.965,5.57,5.77,50815955.0
2024-03-08,5.64,5.965,5.57,5.77,50815955.0
2024-03-09,5.64,5.965,5.57,5.77,50815955.0
2024-03-10,5.64,5.965,5.57,5.77,50815955.0
2024-03-11,5.64,5.965,5.57,5.77,50815955.0
2024-03-12,5.64,5.965,5.57,5.77,50815955.0
2024-03-13,5.64,5.965,5.57,5.77,50815955.0
2024-03-14,5.64,5.965,5.57,5.77,50815955.0
2024-03-15,5.64,5.965,5.57,5.77,50815955.0
2024-03-16,5.64,5.965,5.57,5.77,50815955.0
2024-03-17,5.64,5.965,5.57,5.77,50815955.0
2024-03-18,5.64,5.965,5.57,5.77,50815955.0
2024-03-19,5.64,5.965,5.57,5.77,50815955.0
2024-03-20,5.64,5.965,5.57,5.77,50815955.0
2024-03-21,5.64,5.965,5.57,5.77,50815955.0
2024-03-22,5.64,5.965,5.57,5.77,50815955.0
2024-03-23,5.64,5.965,5.57,5.77,50815955.0
2024-03-24,5.64,5.965,5.57,5.77,50815955.0
2024-03-25,5.64,5.965,5.57,5.77,50815955.0
2024-03-26,5.64,5.965,5.57,5.77,50815955.0
2024-03-27,5.64,5.965,5.57,5.77,50815955.0
2024-03-28,5.64,5.965,5.57,5.77,50815955.0
2024-03-29,5.64,5.965,5.57,5.77,50815955.0
2024-03-30,5.64,5.965,5.57,5.77,50815955.0
2024-03-31,5.64,5.965,5.57,5.77,50815955.0
2024-04-01,5.64,5.965,5.57,5.77,50815955.0
2024-04-02,5.64,5.965,5.57,5.77,50815955.0
2024-04-03,5.64,5.965,5.57,5.77,50815955.0
2024-04-04,5.64,5.965,5.57,5.77,50815955.0
2024-04-05,5.64,5.965,5.57,5.77,50815955.0
2024-04-06,5.64,5.965,5.57,5.77,50815955.0
2024-04-07,5.64,5.965,5.57,5.77,50815955.0
2024-04-08,5.64,5.965,5.57,5.77,50815955.0
