,AVGO US Equity,AVGO US Equity,AVGO US Equity,AVGO US Equity,AVGO US Equity
2024-03-23,1350.0,1376.22,1346.15,1353.47,3862386.0
2024-03-24,1350.0,1376.22,1346.15,1353.47,3862386.0
2024-03-25,1345.03,1358.44,1337.47,1351.58,2123660.0
2024-03-26,1364.69,1379.94,1330.51,1331.49,2352218.0
2024-03-27,1350.0,1350.0,1296.02,1318.73,2558265.0
2024-03-28,1317.9,1330.09,1311.53,1325.41,1985552.0
2024-03-29,1317.9,1330.09,1311.53,1325.41,1985552.0
2024-03-30,1317.9,1330.09,1311.53,1325.41,1985552.0
2024-03-31,1317.9,1330.09,1311.53,1325.41,1985552.0
2024-04-01,1325.68,1362.98,1325.41,1350.26,1725196.0
2024-04-02,1315.79,1342.37,1303.41,1338.76,2469356.0
2024-04-03,1328.0,1376.82,1325.27,1363.21,2865042.0
2024-04-04,1385.32,1403.98,1315.0,1317.5,2701365.0
2024-04-05,1326.0,1361.23,1314.2,1339.43,1943828.0
2024-04-06,1326.0,1361.23,1314.2,1339.43,1943828.0
2024-04-07,1326.0,1361.23,1314.2,1339.43,1943828.0
2024-04-08,1333.65,1342.5,1315.75,1336.1,1713917.0
2024-04-09,1357.37,1359.48,1308.64,1334.08,1800794.0
2024-04-10,1323.0,1335.75,1315.48,1322.37,1746652.0
2024-04-11,1332.68,1391.87,1323.65,1382.46,3171331.0
2024-04-12,1352.01,1366.51,1336.62,1344.07,2782332.0
2024-04-13,1352.01,1366.51,1336.62,1344.07,2782332.0
2024-04-14,1352.01,1366.51,1336.62,1344.07,2782332.0
2024-04-15,1370.0,1370.0,1306.0,1310.69,2437045.0
2024-04-16,1315.38,1336.32,1311.0,1329.06,1892274.0
2024-04-17,1343.11,1347.0,1281.42,1282.63,2471780.0
2024-04-18,1288.0,1292.65,1255.46,1258.99,2488803.0
2024-04-19,1258.99,1260.0,1197.56,1204.71,4479658.0
2024-04-20,1258.99,1260.0,1197.56,1204.71,4479658.0
2024-04-21,1258.99,1260.0,1197.56,1204.71,4479658.0
2024-04-22,1224.5,1233.2,1200.54,1224.46,2516218.0
2024-04-23,1228.17,1257.9,1228.02,1249.19,2202513.0
2024-04-24,1263.9,1285.62,1244.96,1256.82,2010793.0
2024-04-25,1272.45,1308.03,1257.0,1294.42,3040967.0
2024-04-26,1310.0,1355.83,1303.13,1344.07,2409983.0
2024-04-27,1310.0,1355.83,1303.13,1344.07,2409983.0
2024-04-28,1310.0,1355.83,1303.13,1344.07,2409983.0
2024-04-29,1344.08,1352.98,1325.7,1338.62,1337179.0
2024-04-30,1328.88,1348.35,1299.05,1300.27,2211336.0
2024-05-01,1278.33,1292.37,1241.35,1242.86,3095783.0
2024-05-02,1256.28,1264.45,1223.31,1238.57,2947968.0
2024-05-03,1259.0,1283.88,1247.14,1278.11,2489755.0
2024-05-04,1259.0,1283.88,1247.14,1278.11,2489755.0
2024-05-05,1259.0,1283.88,1247.14,1278.11,2489755.0
2024-05-06,1286.22,1310.77,1275.07,1310.31,1628708.0
2024-05-07,1316.44,1318.99,1296.76,1303.11,1241283.0
2024-05-08,1293.5,1337.91,1288.49,1325.37,1391764.0
2024-05-09,1317.83,1321.61,1302.0,1305.67,1216955.0
2024-05-10,1315.31,1344.0,1315.31,1332.8,1629953.0
2024-05-11,1315.31,1344.0,1315.31,1332.8,1629953.0
2024-05-12,1315.31,1344.0,1315.31,1332.8,1629953.0
2024-05-13,1348.0,1358.39,1330.11,1337.51,1850703.0
2024-05-14,1332.34,1381.99,1325.8,1380.03,1942029.0
2024-05-15,1380.0,1438.95,1369.98,1436.17,3275738.0
2024-05-16,1426.0,1445.4,1405.06,1412.13,2839503.0
2024-05-17,1412.42,1419.53,1381.78,1395.29,1817367.0
2024-05-18,1412.42,1419.53,1381.78,1395.29,1817367.0
2024-05-19,1412.42,1419.53,1381.78,1395.29,1817367.0
2024-05-20,1396.0,1416.94,1393.16,1414.03,2716995.0
2024-05-21,1398.68,1409.39,1393.46,1399.2,1533251.0
2024-05-22,1396.01,1405.0,1384.22,1392.24,2100212.0
2024-05-23,1428.43,1429.0,1378.0,1393.29,3103899.0
2024-05-24,1399.79,1413.58,1392.02,1407.84,1672996.0
