,BJRI US Equity,BJRI US Equity,BJRI US Equity,BJRI US Equity,BJRI US Equity
2024-01-22,34.14,35.62,34.035,35.39,642077.0
2024-01-23,35.7,35.86,34.65,34.7,306629.0
2024-01-24,35.43,35.43,34.26,34.64,300940.0
2024-01-25,35.34,35.7,34.32,34.76,271151.0
2024-01-26,34.98,35.05,34.23,34.26,268712.0
2024-01-27,34.98,35.05,34.23,34.26,268712.0
2024-01-28,34.98,35.05,34.23,34.26,268712.0
2024-01-29,34.19,35.925,34.04,35.79,342719.0
2024-01-30,35.52,35.65,34.88,34.93,320649.0
2024-01-31,34.75,36.33,34.61,34.61,462789.0
2024-02-01,34.92,36.14,34.72,36.07,354123.0
2024-02-02,35.46,36.09,35.2,35.76,246255.0
2024-02-03,35.46,36.09,35.2,35.76,246255.0
2024-02-04,35.46,36.09,35.2,35.76,246255.0
2024-02-05,35.19,35.41,34.4701,34.83,185794.0
2024-02-06,34.75,35.6,34.51,35.55,279944.0
2024-02-07,35.68,35.91,34.97,35.45,325786.0
2024-02-08,35.68,36.39,35.58,36.34,212386.0
2024-02-09,36.33,36.33,35.58,36.04,173394.0
2024-02-10,36.33,36.33,35.58,36.04,173394.0
2024-02-11,36.33,36.33,35.58,36.04,173394.0
2024-02-12,36.23,37.19,36.23,36.59,331365.0
2024-02-13,35.0,35.64,34.66,35.09,455252.0
2024-02-14,35.62,35.62,34.13,34.72,559709.0
2024-02-15,34.75,36.29,34.75,35.47,618798.0
2024-02-16,35.69,37.51,33.0,36.46,1313316.0
2024-02-17,35.69,37.51,33.0,36.46,1313316.0
2024-02-18,35.69,37.51,33.0,36.46,1313316.0
2024-02-19,35.69,37.51,33.0,36.46,1313316.0
2024-02-20,35.78,35.97,34.03,34.66,781454.0
2024-02-21,34.45,34.995,32.98,33.31,474812.0
2024-02-22,33.64,34.63,33.56,33.68,423751.0
2024-02-23,33.6,34.59,33.46,34.17,199099.0
2024-02-24,33.6,34.59,33.46,34.17,199099.0
2024-02-25,33.6,34.59,33.46,34.17,199099.0
2024-02-26,34.07,35.15,34.07,34.7,244803.0
2024-02-27,35.11,35.24,33.86,34.1,253476.0
2024-02-28,34.31,35.09,33.94,34.47,354779.0
2024-02-29,35.1,35.29,34.17,35.02,318909.0
2024-03-01,34.97,35.65,34.33,35.48,243473.0
2024-03-02,34.97,35.65,34.33,35.48,243473.0
2024-03-03,34.97,35.65,34.33,35.48,243473.0
2024-03-04,35.48,36.99,35.48,36.48,809202.0
2024-03-05,36.17,37.25,36.105,36.99,326015.0
2024-03-06,37.35,38.35,36.91,38.13,450278.0
2024-03-07,37.98,38.765,37.8,37.92,329815.0
2024-03-08,38.2,38.52,36.72,36.97,267213.0
2024-03-09,38.2,38.52,36.72,36.97,267213.0
2024-03-10,38.2,38.52,36.72,36.97,267213.0
2024-03-11,36.92,36.92,35.87,36.0,325829.0
2024-03-12,36.05,36.81,35.82,36.41,227981.0
2024-03-13,36.22,37.505,36.22,36.36,445634.0
2024-03-14,36.06,36.245,34.65,35.05,384666.0
2024-03-15,34.8,35.34,34.31,35.07,540438.0
2024-03-16,34.8,35.34,34.31,35.07,540438.0
2024-03-17,34.8,35.34,34.31,35.07,540438.0
2024-03-18,35.01,35.69,34.87,35.26,541049.0
2024-03-19,34.98,35.985,34.92,35.93,187883.0
2024-03-20,35.76,36.39,35.21,36.06,214408.0
2024-03-21,36.02,36.09,35.08,35.51,285702.0
2024-03-22,35.55,35.55,33.9,34.06,389067.0
2024-03-23,35.55,35.55,33.9,34.06,389067.0
2024-03-24,35.55,35.55,33.9,34.06,389067.0
2024-03-25,34.25,34.71,32.88,32.9,552001.0
2024-03-26,33.26,33.915,32.93,33.2,662825.0
2024-03-27,33.92,36.4,33.92,35.74,379803.0
2024-03-28,36.32,36.93,35.97,36.18,633108.0
2024-03-29,36.32,36.93,35.97,36.18,633108.0
2024-03-30,36.32,36.93,35.97,36.18,633108.0
2024-03-31,36.32,36.93,35.97,36.18,633108.0
2024-04-01,36.21,36.745,35.57,36.26,289699.0
2024-04-02,35.81,35.81,34.82,35.4,241608.0
2024-04-03,35.47,36.38,35.07,35.48,240559.0
2024-04-04,35.69,35.885,34.285,34.46,296616.0
2024-04-05,34.4,34.8,33.915,34.24,267046.0
2024-04-06,34.4,34.8,33.915,34.24,267046.0
2024-04-07,34.4,34.8,33.915,34.24,267046.0
2024-04-08,34.58,35.45,34.51,35.1,179262.0
