,PAR US Equity,PAR US Equity,PAR US Equity,PAR US Equity,PAR US Equity
2024-01-26,48.99,49.84,47.6,47.79,266662.0
2024-01-27,48.99,49.84,47.6,47.79,266662.0
2024-01-28,48.99,49.84,47.6,47.79,266662.0
2024-01-29,46.94,48.615,46.35,48.36,221147.0
2024-01-30,48.0,48.28,47.33,47.77,183968.0
2024-01-31,47.38,47.84,45.44,45.54,179903.0
2024-02-01,46.09,46.68,45.23,46.45,143075.0
2024-02-02,45.96,47.1045,45.68,46.08,177391.0
2024-02-03,45.96,47.1045,45.68,46.08,177391.0
2024-02-04,45.96,47.1045,45.68,46.08,177391.0
2024-02-05,45.44,45.59,44.72,45.26,115365.0
2024-02-06,45.26,45.77,44.865,45.42,104876.0
2024-02-07,45.67,47.62,44.9,47.23,176924.0
2024-02-08,47.39,48.5,46.92,47.25,133653.0
2024-02-09,47.72,48.87,47.625,48.09,153644.0
2024-02-10,47.72,48.87,47.625,48.09,153644.0
2024-02-11,47.72,48.87,47.625,48.09,153644.0
2024-02-12,48.09,49.81,48.09,48.88,165678.0
2024-02-13,46.07,48.12,45.75,46.0,183186.0
2024-02-14,47.02,48.79,46.91,48.7,118580.0
2024-02-15,49.02,49.355,47.65,48.69,138419.0
2024-02-16,48.02,48.94,47.43,48.16,198996.0
2024-02-17,48.02,48.94,47.43,48.16,198996.0
2024-02-18,48.02,48.94,47.43,48.16,198996.0
2024-02-19,48.02,48.94,47.43,48.16,198996.0
2024-02-20,47.19,47.58,46.42,46.84,240780.0
2024-02-21,46.49,46.84,45.435,45.97,189176.0
2024-02-22,46.93,47.2,45.78,46.37,128807.0
2024-02-23,46.45,47.185,45.32,46.27,174422.0
2024-02-24,46.45,47.185,45.32,46.27,174422.0
2024-02-25,46.45,47.185,45.32,46.27,174422.0
2024-02-26,45.87,46.87,45.33,45.42,270742.0
2024-02-27,42.73,46.44,40.83,43.51,456800.0
2024-02-28,43.22,45.83,43.09,43.56,215252.0
2024-02-29,44.36,44.75,43.45,43.82,210171.0
2024-03-01,43.9,43.9,42.295,42.95,170018.0
2024-03-02,43.9,43.9,42.295,42.95,170018.0
2024-03-03,43.9,43.9,42.295,42.95,170018.0
2024-03-04,42.97,43.16,41.66,42.29,210681.0
2024-03-05,41.83,42.255,41.24,41.57,150246.0
2024-03-06,42.15,42.6001,41.51,42.13,112704.0
2024-03-07,42.68,43.15,41.5,42.24,92538.0
2024-03-08,42.79,44.04,42.79,43.41,151719.0
2024-03-09,42.79,44.04,42.79,43.41,151719.0
2024-03-10,42.79,44.04,42.79,43.41,151719.0
2024-03-11,46.17,46.17,42.03,42.06,359252.0
2024-03-12,43.95,45.65,43.2,44.11,584558.0
2024-03-13,44.11,44.975,41.9,43.25,370135.0
2024-03-14,42.83,43.49,41.43,42.01,276007.0
2024-03-15,41.46,42.0199,41.115,41.42,286559.0
2024-03-16,41.46,42.0199,41.115,41.42,286559.0
2024-03-17,41.46,42.0199,41.115,41.42,286559.0
2024-03-18,41.38,41.545,40.68,40.88,313322.0
2024-03-19,40.51,41.64,40.51,40.9,242195.0
2024-03-20,40.72,43.455,40.72,42.91,230395.0
2024-03-21,43.21,43.7581,41.52,41.58,482598.0
2024-03-22,41.76,41.8822,40.14,41.09,310120.0
2024-03-23,41.76,41.8822,40.14,41.09,310120.0
2024-03-24,41.76,41.8822,40.14,41.09,310120.0
2024-03-25,41.45,44.35,41.37,42.6,527778.0
2024-03-26,43.06,43.98,42.57,42.72,246192.0
2024-03-27,43.8,45.32,43.39,45.08,561691.0
2024-03-28,45.19,46.07,44.9,45.36,383453.0
2024-03-29,45.19,46.07,44.9,45.36,383453.0
2024-03-30,45.19,46.07,44.9,45.36,383453.0
2024-03-31,45.19,46.07,44.9,45.36,383453.0
2024-04-01,45.34,45.88,43.89,44.55,320189.0
2024-04-02,43.67,44.12,42.87,43.6,206406.0
2024-04-03,43.41,45.6,43.31,43.92,410055.0
2024-04-04,44.59,45.2,43.28,43.52,216987.0
2024-04-05,43.47,43.9468,43.11,43.43,210939.0
2024-04-06,43.47,43.9468,43.11,43.43,210939.0
2024-04-07,43.47,43.9468,43.11,43.43,210939.0
2024-04-08,43.88,44.79,43.605,44.72,133814.0
