,CRD/B US Equity,CRD/B US Equity,CRD/B US Equity,CRD/B US Equity,CRD/B US Equity
2022-08-15,6.1279,6.2505,6.1279,6.1627,32781.0
2022-08-16,6.2128,6.241,6.1279,6.175,35812.0
2022-08-17,6.2321,6.2901,6.1608,6.2797,27998.0
2022-08-18,6.2321,6.4025,6.2321,6.2702,9493.0
2022-08-19,6.2512,6.2607,6.1703,6.2321,10978.0
2022-08-20,6.2512,6.2607,6.1703,6.2321,10978.0
2022-08-21,6.2512,6.2607,6.1703,6.2321,10978.0
2022-08-22,6.1465,6.2326,6.0228,6.1275,35381.0
2022-08-23,6.0894,6.1464,6.0418,6.118,9555.0
2022-08-24,6.0799,6.1038,6.0228,6.0704,27091.0
2022-08-25,6.0704,6.1084,6.0228,6.0704,45707.0
2022-08-26,6.175,6.175,6.0228,6.0229,5745.0
2022-08-27,6.175,6.175,6.0228,6.0229,5745.0
2022-08-28,6.175,6.175,6.0228,6.0229,5745.0
2022-08-29,6.118,6.118,5.7659,5.7659,47118.0
2022-08-30,5.8801,5.8801,5.6708,5.6708,50881.0
2022-08-31,5.7849,5.801,5.5661,5.6137,46144.0
2022-09-01,5.7088,5.7234,5.5851,5.6232,30166.0
2022-09-02,5.7659,5.7659,5.5471,5.6137,17730.0
2022-09-03,5.7659,5.7659,5.5471,5.6137,17730.0
2022-09-04,5.7659,5.7659,5.5471,5.6137,17730.0
2022-09-05,5.7659,5.7659,5.5471,5.6137,17730.0
2022-09-06,5.7088,5.7088,5.4805,5.4805,29432.0
2022-09-07,5.471,5.5328,5.4519,5.4805,30708.0
2022-09-08,5.471,5.5043,5.4519,5.471,9744.0
2022-09-09,5.4329,5.5587,5.4329,5.4995,12962.0
2022-09-10,5.4329,5.5587,5.4329,5.4995,12962.0
2022-09-11,5.4329,5.5587,5.4329,5.4995,12962.0
2022-09-12,5.5376,5.6708,5.528,5.528,5212.0
2022-09-13,5.5946,5.6422,5.4234,5.4234,11766.0
2022-09-14,5.3568,5.49,5.3187,5.3758,17440.0
2022-09-15,5.3758,5.471,5.3758,5.4329,11178.0
2022-09-16,5.4995,5.4995,5.3187,5.3568,26942.0
2022-09-17,5.4995,5.4995,5.3187,5.3568,26942.0
2022-09-18,5.4995,5.4995,5.3187,5.3568,26942.0
2022-09-19,5.3655,5.3655,5.1891,5.2711,15238.0
2022-09-20,5.2426,5.2949,5.2426,5.2807,5531.0
2022-09-21,5.2807,5.3187,5.2711,5.2807,8860.0
2022-09-22,5.2807,5.2997,5.195,5.1951,18801.0
2022-09-23,5.1379,5.1475,5.0523,5.0523,24367.0
2022-09-24,5.1379,5.1475,5.0523,5.0523,24367.0
2022-09-25,5.1379,5.1475,5.0523,5.0523,24367.0
2022-09-26,5.0428,5.0428,4.9952,4.9952,25079.0
2022-09-27,5.0142,5.1855,4.9476,4.9952,96821.0
2022-09-28,4.9952,5.0903,4.9667,4.9952,25167.0
2022-09-29,4.9667,5.0428,4.9667,4.9952,11576.0
2022-09-30,4.9667,5.1189,4.9667,4.9952,36064.0
2022-10-01,4.9667,5.1189,4.9667,4.9952,36064.0
2022-10-02,4.9667,5.1189,4.9667,4.9952,36064.0
2022-10-03,4.9952,5.0428,4.9667,4.9952,58025.0
2022-10-04,5.0428,5.5851,5.0428,5.49,12045.0
2022-10-05,5.509,5.7088,5.509,5.6422,15109.0
2022-10-06,5.6232,5.6232,5.4424,5.4424,7727.0
2022-10-07,5.5376,5.5376,5.2616,5.3187,4847.0
2022-10-08,5.5376,5.5376,5.2616,5.3187,4847.0
2022-10-09,5.5376,5.5376,5.2616,5.3187,4847.0
2022-10-10,5.4234,5.4234,5.1475,5.1475,7553.0
2022-10-11,5.1563,5.1617,5.0904,5.1379,6559.0
2022-10-12,5.0999,5.233,5.0142,5.1665,5000.0
2022-10-13,5.0999,5.3567,5.0523,5.3187,4080.0
2022-10-14,5.2426,5.3943,5.233,5.3473,7860.0
2022-10-15,5.2426,5.3943,5.233,5.3473,7860.0
2022-10-16,5.2426,5.3943,5.233,5.3473,7860.0
2022-10-17,5.3282,5.4234,5.3092,5.3758,5321.0
2022-10-18,5.3282,5.4234,5.2807,5.2807,6042.0
2022-10-19,5.2802,5.2988,5.2331,5.2331,11452.0
2022-10-20,5.1855,5.272,5.1379,5.157,10347.0
2022-10-21,5.0618,5.1475,5.0523,5.0999,9217.0
2022-10-22,5.0618,5.1475,5.0523,5.0999,9217.0
2022-10-23,5.0618,5.1475,5.0523,5.0999,9217.0
2022-10-24,5.1379,5.1379,5.0428,5.0428,4844.0
2022-10-25,4.9952,5.2521,4.9952,5.2521,8167.0
2022-10-26,5.1475,5.4044,5.1475,5.157,7576.0
2022-10-27,5.0523,5.2902,5.0523,5.2521,1987.0
2022-10-28,5.2711,5.4519,5.2711,5.4234,12481.0
2022-10-29,5.2711,5.4519,5.2711,5.4234,12481.0
2022-10-30,5.2711,5.4519,5.2711,5.4234,12481.0
2022-10-31,5.4139,5.4139,5.1284,5.1284,8163.0
2022-11-01,5.2711,5.2807,5.0428,5.0618,6357.0
2022-11-02,5.195,5.195,4.9572,4.9952,22009.0
2022-11-03,5.0618,5.2616,4.9762,5.2331,9668.0
2022-11-04,5.1379,5.6422,5.1379,5.6422,3684.0
2022-11-05,5.1379,5.6422,5.1379,5.6422,3684.0
2022-11-06,5.1379,5.6422,5.1379,5.6422,3684.0
2022-11-07,5.6993,5.6993,5.4777,5.5566,4339.0
2022-11-08,5.5566,5.5566,5.4044,5.5185,7554.0
2022-11-09,5.528,5.6803,5.3758,5.6422,5140.0
2022-11-10,5.7088,5.9943,5.6042,5.9943,14198.0
2022-11-11,6.0418,6.0418,5.7469,5.8801,8956.0
2022-11-12,6.0418,6.0418,5.7469,5.8801,8956.0
2022-11-13,6.0418,6.0418,5.7469,5.8801,8956.0
2022-11-14,5.8896,5.8896,5.4234,5.5661,12503.0
2022-11-15,5.5471,5.5946,5.471,5.471,6936.0
2022-11-16,5.471,5.509,5.3758,5.4424,2138.0
2022-11-17,5.5376,5.5376,5.4329,5.5185,1885.0
2022-11-18,5.5185,5.6627,5.5185,5.5378,3434.0
2022-11-19,5.5185,5.6627,5.5185,5.5378,3434.0
2022-11-20,5.5185,5.6627,5.5185,5.5378,3434.0
2022-11-21,5.6435,5.6435,5.5474,5.5954,3009.0
2022-11-22,5.5185,5.6875,5.3359,5.5762,3772.0
2022-11-23,5.5762,5.7589,5.5762,5.7589,4782.0
2022-11-24,5.5762,5.7589,5.5762,5.7589,4782.0
2022-11-25,5.7589,5.7589,5.557,5.6243,452.0
2022-11-26,5.7589,5.7589,5.557,5.6243,452.0
2022-11-27,5.7589,5.7589,5.557,5.6243,452.0
2022-11-28,5.7589,5.7589,5.5281,5.6243,11158.0
2022-11-29,5.6339,5.6912,5.5762,5.5762,1380.0
2022-11-30,5.557,5.6723,5.432,5.6339,8834.0
2022-12-01,5.7685,5.7685,5.5858,5.5858,5516.0
2022-12-02,5.6051,5.7153,5.5954,5.7153,3046.0
2022-12-03,5.6051,5.7153,5.5954,5.7153,3046.0
2022-12-04,5.6051,5.7153,5.5954,5.7153,3046.0
2022-12-05,5.7012,5.7012,5.3358,5.3359,15130.0
2022-12-06,5.4032,5.5858,5.2013,5.5281,7607.0
2022-12-07,5.5474,5.7128,5.4032,5.4993,5202.0
2022-12-08,5.3935,5.4897,5.3935,5.4512,1032.0
2022-12-09,5.4512,5.5762,5.3359,5.3359,8900.0
2022-12-10,5.4512,5.5762,5.3359,5.3359,8900.0
2022-12-11,5.4512,5.5762,5.3359,5.3359,8900.0
2022-12-12,5.4128,5.4128,5.1147,5.182,14853.0
2022-12-13,5.1916,5.2878,4.8552,4.8552,42805.0
2022-12-14,4.9128,5.1186,4.9128,4.9994,15023.0
2022-12-15,4.9513,5.182,4.9513,4.9705,13374.0
2022-12-16,5.0667,5.1532,4.9826,5.1532,13212.0
2022-12-17,5.0667,5.1532,4.9826,5.1532,13212.0
2022-12-18,5.0667,5.1532,4.9826,5.1532,13212.0
2022-12-19,5.0186,5.2013,4.9513,4.9513,24785.0
2022-12-20,5.0378,5.0474,4.9128,4.9128,10347.0
2022-12-21,4.9417,5.009,4.8648,4.9417,11673.0
2022-12-22,4.9032,5.0474,4.8552,5.0474,8619.0
2022-12-23,4.9417,5.1628,4.9417,5.1147,2881.0
2022-12-24,4.9417,5.1628,4.9417,5.1147,2881.0
2022-12-25,4.9417,5.1628,4.9417,5.1147,2881.0
2022-12-26,4.9417,5.1628,4.9417,5.1147,2881.0
2022-12-27,5.1243,5.1628,5.0474,5.1628,1166.0
2022-12-28,4.9212,5.1436,4.8552,4.8552,14077.0
2022-12-29,5.1243,5.1243,4.9417,5.0571,4570.0
2022-12-30,5.0955,5.134,5.0282,5.1051,2274.0
2022-12-31,5.0955,5.134,5.0282,5.1051,2274.0
2023-01-01,5.0955,5.134,5.0282,5.1051,2274.0
2023-01-02,5.0955,5.134,5.0282,5.1051,2274.0
2023-01-03,5.1243,5.1243,4.9994,5.0282,1098.0
2023-01-04,4.9705,5.2109,4.9705,5.2109,4459.0
2023-01-05,5.0955,5.1147,5.0667,5.1147,1498.0
2023-01-06,5.141,5.1846,5.1147,5.1436,1781.0
2023-01-07,5.141,5.1846,5.1147,5.1436,1781.0
2023-01-08,5.141,5.1846,5.1147,5.1436,1781.0
2023-01-09,5.1916,5.1916,5.1051,5.1147,1278.0
2023-01-10,5.0667,5.1543,5.0571,5.1243,8857.0
2023-01-11,5.0859,5.4705,5.0859,5.2878,11526.0
2023-01-12,5.4224,5.8743,5.3647,5.7829,13433.0
2023-01-13,5.7197,5.7701,5.6531,5.759,8399.0
2023-01-14,5.7197,5.7701,5.6531,5.759,8399.0
2023-01-15,5.7197,5.7701,5.6531,5.759,8399.0
2023-01-16,5.7197,5.7701,5.6531,5.759,8399.0
2023-01-17,5.6339,5.8519,5.6339,5.7925,2420.0
2023-01-18,5.7012,5.7685,5.6916,5.6916,1194.0
2023-01-19,5.5666,5.7012,5.5666,5.7012,1285.0
2023-01-20,5.6531,5.8166,5.6531,5.8166,3757.0
2023-01-21,5.6531,5.8166,5.6531,5.8166,3757.0
2023-01-22,5.6531,5.8166,5.6531,5.8166,3757.0
2023-01-23,5.8839,5.9031,5.7973,5.8454,1923.0
2023-01-24,5.6531,5.7774,5.6531,5.7108,1010.0
2023-01-25,5.6916,5.73,5.682,5.7012,2842.0
2023-01-26,5.7685,5.7877,5.7252,5.7877,4642.0
2023-01-27,5.7877,5.8321,5.7877,5.8321,5764.0
2023-01-28,5.7877,5.8321,5.7877,5.8321,5764.0
2023-01-29,5.7877,5.8321,5.7877,5.8321,5764.0
2023-01-30,5.8166,5.8935,5.7973,5.8646,2184.0
2023-01-31,5.7589,5.9031,5.6243,5.9031,4824.0
2023-02-01,5.9992,5.9992,5.8262,5.8454,5174.0
2023-02-02,5.7209,5.8455,5.7209,5.8358,6732.0
2023-02-03,5.9888,5.9888,5.6916,5.6916,6239.0
2023-02-04,5.9888,5.9888,5.6916,5.6916,6239.0
2023-02-05,5.9888,5.9888,5.6916,5.6916,6239.0
2023-02-06,5.7204,5.7493,5.7204,5.7493,478.0
2023-02-07,5.7204,5.8473,5.7204,5.7204,1929.0
2023-02-08,5.6724,5.7204,5.5762,5.7203,1729.0
2023-02-09,5.682,5.73,5.682,5.73,1670.0
2023-02-10,5.7336,5.7493,5.6724,5.7493,1872.0
2023-02-11,5.7336,5.7493,5.6724,5.7493,1872.0
2023-02-12,5.7336,5.7493,5.6724,5.7493,1872.0
2023-02-13,5.682,5.8358,5.5089,5.5761,9142.0
2023-02-14,5.682,5.8358,5.5089,5.5761,230.0
2023-02-15,5.5314,5.6972,5.4801,5.4801,3292.0
2023-02-16,5.5185,5.5185,5.4801,5.4801,1021.0
2023-02-17,5.4512,5.6051,5.4512,5.6051,1683.0
2023-02-18,5.4512,5.6051,5.4512,5.6051,1683.0
2023-02-19,5.4512,5.6051,5.4512,5.6051,1683.0
2023-02-20,5.4512,5.6051,5.4512,5.6051,1683.0
2023-02-21,5.7108,5.7588,5.5378,5.5378,3020.0
2023-02-22,5.5954,5.5954,5.3839,5.3839,1998.0
2023-02-23,5.4032,5.6532,5.4032,5.4512,2464.0
2023-02-24,5.4804,5.4804,5.4415,5.4415,8821.0
2023-02-25,5.4804,5.4804,5.4415,5.4415,8821.0
2023-02-26,5.4804,5.4804,5.4415,5.4415,8821.0
2023-02-27,5.5678,5.5678,5.4415,5.4513,2343.0
2023-02-28,5.4415,5.4706,5.3638,5.3638,18240.0
2023-03-01,5.3858,5.3858,5.3541,5.3541,14208.0
2023-03-02,5.3735,5.4415,5.2958,5.2958,3624.0
2023-03-03,5.3152,5.3153,5.286,5.3152,2226.0
2023-03-04,5.3152,5.3153,5.286,5.3152,2226.0
2023-03-05,5.3152,5.3153,5.286,5.3152,2226.0
2023-03-06,5.2763,5.3929,5.2375,5.2763,4702.0
2023-03-07,5.5291,5.9274,5.5291,5.8302,18589.0
2023-03-08,5.9759,6.18,5.9759,6.18,6998.0
2023-03-09,6.2383,6.4326,6.2189,6.4326,4018.0
2023-03-10,6.4424,6.4531,6.3063,6.316,2517.0
2023-03-11,6.4424,6.4531,6.3063,6.316,2517.0
2023-03-12,6.4424,6.4531,6.3063,6.316,2517.0
2023-03-13,6.316,6.6659,6.316,6.5687,19859.0
2023-03-14,6.7533,6.8796,6.7003,6.7047,10838.0
2023-03-15,7.0448,7.0448,6.4618,6.4618,7580.0
2023-03-16,6.6173,6.6561,6.5255,6.6561,3665.0
2023-03-17,6.7242,6.8602,6.695,6.763,12121.0
2023-03-18,6.7242,6.8602,6.695,6.763,12121.0
2023-03-19,6.7242,6.8602,6.695,6.763,12121.0
2023-03-20,7.142,7.142,6.7047,6.7144,13133.0
2023-03-21,6.8602,7.1517,6.7242,6.8602,18589.0
2023-03-22,6.8116,7.0934,6.8116,6.9331,4789.0
2023-03-23,7.1517,7.1517,6.695,6.7727,6730.0
2023-03-24,6.831,7.1226,6.7825,7.0976,6554.0
2023-03-25,6.831,7.1226,6.7825,7.0976,6554.0
2023-03-26,6.831,7.1226,6.7825,7.0976,6554.0
2023-03-27,7.1517,7.8756,7.1517,7.7736,60202.0
2023-03-28,7.7736,7.9617,7.657,7.7153,69928.0
2023-03-29,7.7056,7.7056,7.4238,7.5404,29067.0
2023-03-30,7.4821,7.5307,7.3946,7.3946,2589.0
2023-03-31,7.4724,7.4724,7.4335,7.4529,3903.0
2023-04-01,7.4724,7.4724,7.4335,7.4529,3903.0
2023-04-02,7.4724,7.4724,7.4335,7.4529,3903.0
2023-04-03,7.5793,8.3566,7.5598,8.3372,19393.0
2023-04-04,8.7356,8.7453,7.9679,7.9679,14371.0
2023-04-05,7.725,8.1844,7.725,8.1817,13446.0
2023-04-06,8.1817,8.2789,8.104,8.1914,12651.0
2023-04-07,8.1817,8.2789,8.104,8.1914,12651.0
2023-04-08,8.1817,8.2789,8.104,8.1914,12651.0
2023-04-09,8.1817,8.2789,8.104,8.1914,12651.0
2023-04-10,8.0651,8.2399,8.0456,8.0456,4576.0
2023-04-11,7.9485,8.036,7.793,7.8027,4345.0
2023-04-12,7.8708,7.8708,7.6648,7.7736,6494.0
2023-04-13,7.4918,7.9582,7.4918,7.8319,9692.0
2023-04-14,7.9193,8.065,7.6861,7.8902,3508.0
2023-04-15,7.9193,8.065,7.6861,7.8902,3508.0
2023-04-16,7.9193,8.065,7.6861,7.8902,3508.0
2023-04-17,8.0165,8.1623,7.6861,8.0602,7817.0
2023-04-18,7.9679,8.0748,7.9538,7.9776,28319.0
2023-04-19,8.0943,8.1137,7.861,7.861,16554.0
2023-04-20,7.9631,8.2497,7.8902,7.9485,14781.0
2023-04-21,8.0069,8.0069,7.8513,7.9776,3973.0
2023-04-22,8.0069,8.0069,7.8513,7.9776,3973.0
2023-04-23,8.0069,8.0069,7.8513,7.9776,3973.0
2023-04-24,7.9388,8.2497,7.9096,7.9096,11674.0
2023-04-25,7.8222,8.2011,7.8222,8.1817,18355.0
2023-04-26,8.0845,8.1623,7.793,7.861,8327.0
2023-04-27,7.8125,8.0262,7.8027,7.8902,3561.0
2023-04-28,8.0068,8.0068,7.8125,7.9193,4910.0
2023-04-29,8.0068,8.0068,7.8125,7.9193,4910.0
2023-04-30,8.0068,8.0068,7.8125,7.9193,4910.0
2023-05-01,7.8513,8.1331,7.8319,7.8513,7047.0
2023-05-02,7.7833,8.0019,7.7833,7.8902,4822.0
2023-05-03,7.793,8.1185,7.793,7.8222,5590.0
2023-05-04,7.7542,7.9534,7.7542,7.793,4781.0
2023-05-05,7.9679,8.0165,7.7347,7.8125,11602.0
2023-05-06,7.9679,8.0165,7.7347,7.8125,11602.0
2023-05-07,7.9679,8.0165,7.7347,7.8125,11602.0
2023-05-08,7.7153,8.2496,7.7153,8.24,25706.0
2023-05-09,8.2594,8.3275,8.0262,8.3177,45781.0
2023-05-10,8.2983,8.3469,8.0457,8.0457,5216.0
2023-05-11,8.1234,8.2497,8.0262,8.2497,8743.0
2023-05-12,8.3566,8.5023,8.1854,8.4538,23032.0
2023-05-13,8.3566,8.5023,8.1854,8.4538,23032.0
2023-05-14,8.3566,8.5023,8.1854,8.4538,23032.0
2023-05-15,8.5024,8.5024,8.24,8.342,15255.0
2023-05-16,8.4538,8.4538,7.7736,8.0068,9816.0
2023-05-17,8.0651,8.274,8.0165,8.1623,14513.0
2023-05-18,8.24,8.24,7.9193,7.9193,7581.0
2023-05-19,7.725,8.1866,7.725,8.0943,37504.0
2023-05-20,7.725,8.1866,7.725,8.0943,37504.0
2023-05-21,7.725,8.1866,7.725,8.0943,37504.0
2023-05-22,8.0068,8.2736,8.0068,8.0165,10012.0
2023-05-23,8.1526,8.3177,7.589,8.24,14982.0
2023-05-24,8.1995,8.308,8.1428,8.2011,4481.0
2023-05-25,8.2305,8.4947,7.976,8.3969,14985.0
2023-05-26,8.3284,8.5926,8.3284,8.4654,6903.0
2023-05-27,8.3284,8.5926,8.3284,8.4654,6903.0
2023-05-28,8.3284,8.5926,8.3284,8.4654,6903.0
2023-05-29,8.3284,8.5926,8.3284,8.4654,6903.0
2023-05-30,8.3382,8.5926,8.3382,8.5632,13014.0
2023-05-31,8.6513,8.6807,8.3969,8.6513,8051.0
2023-06-01,8.6905,8.6905,8.4752,8.6415,6632.0
2023-06-02,8.6513,9.0276,8.6376,8.8079,21783.0
2023-06-03,8.6513,9.0276,8.6376,8.8079,21783.0
2023-06-04,8.6513,9.0276,8.6376,8.8079,21783.0
2023-06-05,8.8079,8.8079,8.6614,8.71,58489.0
2023-06-06,8.8079,8.8079,8.6905,8.8079,5941.0
2023-06-07,8.8079,8.8764,8.7883,8.8568,6339.0
2023-06-08,9.2189,9.2189,8.5535,8.71,22046.0
2023-06-09,8.6807,8.8106,8.5241,8.5241,10767.0
2023-06-10,8.6807,8.8106,8.5241,8.5241,10767.0
2023-06-11,8.6807,8.8106,8.5241,8.5241,10767.0
2023-06-12,8.162,8.4556,7.3497,8.4458,42266.0
2023-06-13,8.3284,8.5437,8.1249,8.4654,17637.0
2023-06-14,8.573,8.573,8.4164,8.4654,10413.0
2023-06-15,8.4654,8.573,8.4262,8.573,9185.0
2023-06-16,8.6122,9.1896,8.3479,8.3479,64598.0
2023-06-17,8.6122,9.1896,8.3479,8.3479,64598.0
2023-06-18,8.6122,9.1896,8.3479,8.3479,64598.0
2023-06-19,8.6122,9.1896,8.3479,8.3479,64598.0
2023-06-20,8.3186,9.1602,8.3186,9.0526,24628.0
2023-06-21,9.17,9.1994,8.9351,9.1406,28032.0
2023-06-22,9.1504,9.1713,8.6513,8.7688,15112.0
2023-06-23,8.8568,8.8568,8.4556,8.622,18233.0
2023-06-24,8.8568,8.8568,8.4556,8.622,18233.0
2023-06-25,8.8568,8.8568,8.4556,8.622,18233.0
2023-06-26,8.8764,8.8764,8.6611,8.7394,9547.0
2023-06-27,8.759,9.0428,8.759,8.7688,13259.0
2023-06-28,8.6709,8.9253,8.6513,8.6513,7417.0
2023-06-29,8.6122,9.17,8.6122,9.0232,21854.0
2023-06-30,8.9156,9.2679,8.9156,9.1896,10133.0
2023-07-01,8.9156,9.2679,8.9156,9.1896,10133.0
2023-07-02,8.9156,9.2679,8.9156,9.1896,10133.0
2023-07-03,9.1896,9.2777,9.0721,9.1994,13889.0
2023-07-04,9.1896,9.2777,9.0721,9.1994,13889.0
2023-07-05,9.1113,9.1113,8.7198,8.7198,16081.0
2023-07-06,8.6611,8.6611,8.3969,8.5828,5476.0
2023-07-07,8.4752,8.6905,8.4752,8.5632,4809.0
2023-07-08,8.4752,8.6905,8.4752,8.5632,4809.0
2023-07-09,8.4752,8.6905,8.4752,8.5632,4809.0
2023-07-10,8.5632,8.7081,8.3382,8.4849,10534.0
2023-07-11,8.4556,8.803,8.4556,8.4849,11813.0
2023-07-12,8.7198,8.759,8.3382,8.4067,3582.0
2023-07-13,8.3577,8.5535,8.3577,8.436,5565.0
2023-07-14,8.3793,8.3799,8.1424,8.1424,9840.0
2023-07-15,8.3793,8.3799,8.1424,8.1424,9840.0
2023-07-16,8.3793,8.3799,8.1424,8.1424,9840.0
2023-07-17,8.2011,8.3161,8.0837,8.2794,8500.0
2023-07-18,8.4556,8.7198,8.3871,8.5632,2654.0
2023-07-19,8.4262,8.4262,8.1326,8.1326,1956.0
2023-07-20,8.1914,8.5241,8.1326,8.5241,2970.0
2023-07-21,8.3773,8.446,8.2011,8.2011,2582.0
2023-07-22,8.3773,8.446,8.2011,8.2011,2582.0
2023-07-23,8.3773,8.446,8.2011,8.2011,2582.0
2023-07-24,8.2011,8.4067,8.1424,8.1424,6622.0
2023-07-25,8.2207,8.3773,8.1718,8.1718,1236.0
2023-07-26,8.2696,8.2696,8.2501,8.2501,1086.0
2023-07-27,8.3186,8.3186,7.7412,7.7412,27317.0
2023-07-28,7.7412,7.8169,7.4867,7.6139,11351.0
2023-07-29,7.7412,7.8169,7.4867,7.6139,11351.0
2023-07-30,7.7412,7.8169,7.4867,7.6139,11351.0
2023-07-31,7.6042,8.1424,7.6042,8.1326,4389.0
2023-08-01,8.2696,8.3186,7.8292,8.3186,9630.0
2023-08-02,8.2305,8.3479,8.2109,8.3479,1505.0
2023-08-03,8.2599,8.5241,8.2403,8.3479,1900.0
2023-08-04,8.4849,8.4849,8.299,8.299,3984.0
2023-08-05,8.4849,8.4849,8.299,8.299,3984.0
2023-08-06,8.4849,8.4849,8.299,8.299,3984.0
2023-08-07,8.299,8.3382,8.1816,8.1816,9588.0
2023-08-08,8.1228,8.1718,8.0837,8.0837,3995.0
2023-08-09,8.2696,8.4555,8.2696,8.3577,30354.0
2023-08-10,8.5241,8.5535,8.3871,8.4752,1466.0
2023-08-11,8.5437,8.5437,8.3577,8.4654,8236.0
2023-08-12,8.5437,8.5437,8.3577,8.4654,8236.0
2023-08-13,8.5437,8.5437,8.3577,8.4654,8236.0
2023-08-14,8.5143,8.5143,8.3284,8.3284,9697.0
2023-08-15,8.2403,8.5339,8.2403,8.4458,2757.0
2023-08-16,8.1718,8.4752,8.1718,8.3962,21254.0
2023-08-17,8.461,8.4659,8.3673,8.3673,2655.0
2023-08-18,8.4659,8.5449,8.3969,8.4166,6210.0
2023-08-19,8.4659,8.5449,8.3969,8.4166,6210.0
2023-08-20,8.4659,8.5449,8.3969,8.4166,6210.0
2023-08-21,8.4659,8.5547,8.4659,8.4857,1694.0
2023-08-22,8.5202,8.5646,8.4265,8.4857,1991.0
2023-08-23,8.5449,8.5498,8.4857,8.4857,2120.0
2023-08-24,8.6139,8.6633,8.4981,8.6633,8207.0
2023-08-25,8.6139,8.8705,8.551,8.8606,9178.0
2023-08-26,8.6139,8.8705,8.551,8.8606,9178.0
2023-08-27,8.6139,8.8705,8.551,8.8606,9178.0
2023-08-28,8.8606,9.0925,8.8606,9.0382,2627.0
2023-08-29,8.9396,9.1172,8.91,9.1172,782.0
2023-08-30,9.2849,9.788,9.2849,9.6599,29867.0
2023-08-31,9.7881,9.9657,9.6796,9.6993,32439.0
2023-09-01,9.8177,9.8177,9.4921,9.4921,14472.0
2023-09-02,9.8177,9.8177,9.4921,9.4921,14472.0
2023-09-03,9.8177,9.8177,9.4921,9.4921,14472.0
2023-09-04,9.8177,9.8177,9.4921,9.4921,14472.0
2023-09-05,9.7191,9.7191,9.3934,9.4329,34003.0
2023-09-06,9.5415,9.6352,9.354,9.5908,13081.0
2023-09-07,9.7487,9.7487,9.502,9.502,9597.0
2023-09-08,9.4132,9.6507,9.4132,9.4527,6613.0
2023-09-09,9.4132,9.6507,9.4132,9.4527,6613.0
2023-09-10,9.4132,9.6507,9.4132,9.4527,6613.0
2023-09-11,9.5612,9.5612,9.0086,9.0086,21775.0
2023-09-12,9.3087,9.3087,8.9889,8.9889,9686.0
2023-09-13,9.0584,9.2997,9.058,9.058,10654.0
2023-09-14,9.5415,9.5415,9.3046,9.3737,10830.0
2023-09-15,9.8079,9.8079,9.0777,9.1961,33570.0
2023-09-16,9.8079,9.8079,9.0777,9.1961,33570.0
2023-09-17,9.8079,9.8079,9.0777,9.1961,33570.0
2023-09-18,9.275,9.354,9.0086,9.2257,7507.0
2023-09-19,9.3244,9.3244,9.058,9.058,11379.0
2023-09-20,9.127,9.206,8.8902,8.8902,19999.0
2023-09-21,9.0185,9.2553,8.8606,8.9593,24300.0
2023-09-22,8.9988,9.1665,8.8409,8.8409,33456.0
2023-09-23,8.9988,9.1665,8.8409,8.8409,33456.0
2023-09-24,8.9988,9.1665,8.8409,8.8409,33456.0
2023-09-25,8.683,8.9183,8.683,8.7324,10667.0
2023-09-26,8.8902,8.8902,8.683,8.7324,20252.0
2023-09-27,8.6633,8.7718,8.6633,8.6633,18065.0
2023-09-28,8.7817,8.8064,8.4955,8.4955,14602.0
2023-09-29,8.4659,8.5843,8.4511,8.4561,20287.0
2023-09-30,8.4659,8.5843,8.4511,8.4561,20287.0
2023-10-01,8.4659,8.5843,8.4511,8.4561,20287.0
2023-10-02,8.4363,8.5449,8.1699,8.3179,38076.0
2023-10-03,8.4265,8.6238,8.3179,8.3183,30876.0
2023-10-04,8.2193,8.4659,8.2193,8.3081,26854.0
2023-10-05,8.2291,8.3952,8.1699,8.1699,12337.0
2023-10-06,8.1995,8.3278,8.1601,8.2094,68487.0
2023-10-07,8.1995,8.3278,8.1601,8.2094,68487.0
2023-10-08,8.1995,8.3278,8.1601,8.2094,68487.0
2023-10-09,8.1995,8.4166,8.1995,8.2785,16770.0
2023-10-10,8.1897,8.4982,8.1502,8.1502,12700.0
2023-10-11,8.1798,8.4659,8.1601,8.1601,13019.0
2023-10-12,8.1699,8.2143,8.0515,8.091,19803.0
2023-10-13,8.2489,8.2883,8.0614,8.0614,9875.0
2023-10-14,8.2489,8.2883,8.0614,8.0614,9875.0
2023-10-15,8.2489,8.2883,8.0614,8.0614,9875.0
2023-10-16,8.1403,8.1403,8.0713,8.0713,23614.0
2023-10-17,8.1897,8.2341,8.0515,8.0515,35120.0
2023-10-18,8.0219,8.1205,8.0219,8.091,6330.0
2023-10-19,8.0515,8.1403,8.0515,8.0515,13573.0
2023-10-20,8.0318,8.0318,7.943,7.943,16854.0
2023-10-21,8.0318,8.0318,7.943,7.943,16854.0
2023-10-22,8.0318,8.0318,7.943,7.943,16854.0
2023-10-23,7.9331,7.9923,7.8345,7.8345,13101.0
2023-10-24,7.8443,8.0121,7.8443,7.8443,25459.0
2023-10-25,7.8838,8.091,7.8542,7.8937,24840.0
2023-10-26,7.9331,7.9331,7.8641,7.9331,17044.0
2023-10-27,7.9282,7.9578,7.8542,7.8937,17107.0
2023-10-28,7.9282,7.9578,7.8542,7.8937,17107.0
2023-10-29,7.9282,7.9578,7.8542,7.8937,17107.0
