,CUROQ US Equity,CUROQ US Equity,CUROQ US Equity,CUROQ US Equity,CUROQ US Equity
2023-12-18,0.795,0.83,0.79,0.79,37656.0
2023-12-19,0.79,0.8701,0.79,0.7903,67934.0
2023-12-20,0.83,0.883,0.731,0.74,65967.0
2023-12-21,0.77,0.7947,0.74,0.744,75757.0
2023-12-22,0.73,0.81,0.71,0.7658,128352.0
2023-12-23,0.73,0.81,0.71,0.7658,128352.0
2023-12-24,0.73,0.81,0.71,0.7658,128352.0
2023-12-25,0.73,0.81,0.71,0.7658,128352.0
2023-12-26,0.76,0.7752,0.72,0.7352,84015.0
2023-12-27,0.74,0.75,0.72,0.7361,75094.0
2023-12-28,0.73,0.74,0.7,0.7338,66957.0
2023-12-29,0.74,0.8159,0.7,0.8,125593.0
2023-12-30,0.74,0.8159,0.7,0.8,125593.0
2023-12-31,0.74,0.8159,0.7,0.8,125593.0
2024-01-01,0.74,0.8159,0.7,0.8,125593.0
2024-01-02,0.7542,0.9,0.7542,0.8559,182124.0
2024-01-03,0.8132,0.87,0.804,0.83,17456.0
2024-01-04,0.85,0.89,0.8418,0.8418,34707.0
2024-01-05,0.86,0.9,0.7901,0.799,57353.0
2024-01-06,0.86,0.9,0.7901,0.799,57353.0
2024-01-07,0.86,0.9,0.7901,0.799,57353.0
2024-01-08,0.77,0.799,0.76,0.799,26377.0
2024-01-09,0.771,0.8125,0.7701,0.78,27814.0
2024-01-10,0.78,0.85,0.78,0.8277,37018.0
2024-01-11,0.8277,0.8299,0.8022,0.815,9415.0
2024-01-12,0.75,0.79,0.7371,0.757,99620.0
2024-01-13,0.75,0.79,0.7371,0.757,99620.0
2024-01-14,0.75,0.79,0.7371,0.757,99620.0
2024-01-15,0.75,0.79,0.7371,0.757,99620.0
2024-01-16,0.725,0.7497,0.72,0.72,23798.0
2024-01-17,0.72,0.7488,0.72,0.7341,34120.0
2024-01-18,0.806,0.87,0.805,0.85,81147.0
2024-01-19,0.86,0.88,0.8304,0.87,34659.0
2024-01-20,0.86,0.88,0.8304,0.87,34659.0
2024-01-21,0.86,0.88,0.8304,0.87,34659.0
2024-01-22,0.88,0.91,0.8537,0.8801,15972.0
2024-01-23,0.9,0.9,0.86,0.875,11228.0
2024-01-24,0.8816,0.899,0.8501,0.87,11040.0
2024-01-25,0.86,1.065,0.86,1.02,108545.0
2024-01-26,1.07,1.28,1.03,1.04,276260.0
2024-01-27,1.07,1.28,1.03,1.04,276260.0
2024-01-28,1.07,1.28,1.03,1.04,276260.0
2024-01-29,1.0,1.06,0.9721,0.9721,49542.0
2024-01-30,0.98,0.98,0.8566,0.87,87949.0
2024-01-31,0.89,0.9049,0.8801,0.8802,45561.0
2024-02-01,0.91,0.91,0.7909,0.7909,69259.0
2024-02-02,0.73,0.7776,0.72,0.7654,143376.0
2024-02-03,0.73,0.7776,0.72,0.7654,143376.0
2024-02-04,0.73,0.7776,0.72,0.7654,143376.0
2024-02-05,0.72,0.779,0.3153,0.4513,1078381.0
2024-02-06,0.55,0.55,0.3792,0.4195,427588.0
2024-02-07,0.4073,0.4396,0.3201,0.34,386330.0
2024-02-08,0.364,0.44,0.34,0.34,634960.0
2024-02-09,0.3316,0.36,0.24,0.25,1369762.0
2024-02-10,0.3316,0.36,0.24,0.25,1369762.0
2024-02-11,0.3316,0.36,0.24,0.25,1369762.0
2024-02-12,0.252,0.32,0.201,0.215,1769437.0
2024-02-13,0.215,0.2239,0.1777,0.189,1293164.0
2024-02-14,0.1907,0.215,0.1801,0.198,753604.0
2024-02-15,0.2,0.55,0.2,0.25,25051044.0
2024-02-16,0.2196,0.2896,0.216,0.235,2792449.0
2024-02-17,0.2196,0.2896,0.216,0.235,2792449.0
2024-02-18,0.2196,0.2896,0.216,0.235,2792449.0
2024-02-19,0.2196,0.2896,0.216,0.235,2792449.0
2024-02-20,0.2589,0.34,0.253,0.29,2459670.0
2024-02-21,0.299,0.34,0.251,0.2842,863139.0
2024-02-22,0.2775,0.29,0.25,0.25,753173.0
2024-02-23,0.259,0.2607,0.23,0.2599,589419.0
2024-02-24,0.259,0.2607,0.23,0.2599,589419.0
2024-02-25,0.259,0.2607,0.23,0.2599,589419.0
2024-02-26,0.2521,0.2677,0.23,0.2373,518339.0
2024-02-27,0.2302,0.245,0.22,0.2301,320705.0
2024-02-28,0.2316,0.24,0.2228,0.236,189193.0
2024-02-29,0.23,0.237,0.22,0.22,108122.0
2024-03-01,0.21,0.24,0.21,0.22,764837.0
2024-03-02,0.21,0.24,0.21,0.22,764837.0
2024-03-03,0.21,0.24,0.21,0.22,764837.0
2024-03-04,0.23,0.277,0.212,0.23,1998958.0
2024-03-05,0.235,0.2497,0.22,0.22,679335.0
2024-03-06,0.2386,0.2386,0.215,0.228,469618.0
2024-03-07,0.23,0.23,0.201,0.216,582440.0
2024-03-08,0.2131,0.2259,0.2008,0.2061,348214.0
2024-03-09,0.2131,0.2259,0.2008,0.2061,348214.0
2024-03-10,0.2131,0.2259,0.2008,0.2061,348214.0
2024-03-11,0.225,0.225,0.1909,0.1929,285065.0
2024-03-12,0.1001,0.15,0.0643,0.095,3873421.0
2024-03-13,0.09,0.18,0.082,0.1497,682990.0
2024-03-14,0.135,0.195,0.1111,0.1111,1379747.0
2024-03-15,0.11,0.15,0.11,0.1379,245303.0
2024-03-16,0.11,0.15,0.11,0.1379,245303.0
2024-03-17,0.11,0.15,0.11,0.1379,245303.0
2024-03-18,0.13,0.144,0.12,0.137,306616.0
2024-03-19,0.1201,0.16,0.1201,0.15,116400.0
2024-03-20,0.15,0.1579,0.145,0.154,80226.0
2024-03-21,0.154,0.159,0.138,0.142,47949.0
2024-03-22,0.142,0.152,0.09,0.0905,486159.0
2024-03-23,0.142,0.152,0.09,0.0905,486159.0
2024-03-24,0.142,0.152,0.09,0.0905,486159.0
2024-03-25,0.0905,0.115,0.04,0.07,1900754.0
2024-03-26,0.08,0.09,0.045,0.0601,598323.0
2024-03-27,0.061,0.14,0.06,0.09,299848.0
2024-03-28,0.09,0.105,0.085,0.09,270588.0
2024-03-29,0.09,0.105,0.085,0.09,270588.0
2024-03-30,0.09,0.105,0.085,0.09,270588.0
2024-03-31,0.09,0.105,0.085,0.09,270588.0
2024-04-01,0.085,0.09,0.075,0.0845,81301.0
2024-04-02,0.075,0.085,0.0558,0.07,194581.0
2024-04-03,0.06,0.0698,0.0501,0.065,469062.0
2024-04-04,0.065,0.08,0.065,0.07,45009.0
2024-04-05,0.0677,0.0677,0.06,0.0607,14016.0
2024-04-06,0.0677,0.0677,0.06,0.0607,14016.0
2024-04-07,0.0677,0.0677,0.06,0.0607,14016.0
2024-04-08,0.06,0.0635,0.052,0.056,152596.0
2024-04-09,0.056,0.06,0.056,0.058,128591.0
2024-04-10,0.0849,0.0899,0.059,0.075,500677.0
2024-04-11,0.075,0.12,0.075,0.085,67310.0
2024-04-12,0.085,0.09,0.085,0.085,17500.0
2024-04-13,0.085,0.09,0.085,0.085,17500.0
2024-04-14,0.085,0.09,0.085,0.085,17500.0
2024-04-15,0.085,0.09,0.07,0.07,64908.0
2024-04-16,0.073,0.0997,0.073,0.085,143492.0
2024-04-17,0.085,0.088,0.085,0.085,7163.0
2024-04-18,0.085,0.085,0.08,0.08,15198.0
2024-04-19,0.08,0.0979,0.08,0.095,24214.0
2024-04-20,0.08,0.0979,0.08,0.095,24214.0
2024-04-21,0.08,0.0979,0.08,0.095,24214.0
2024-04-22,0.095,0.1095,0.085,0.0875,56055.0
2024-04-23,0.085,0.09,0.08,0.09,85632.0
2024-04-24,0.0853,0.0872,0.08,0.085,102181.0
2024-04-25,0.08,0.08,0.065,0.08,52543.0
2024-04-26,0.075,0.075,0.065,0.07,187894.0
2024-04-27,0.075,0.075,0.065,0.07,187894.0
2024-04-28,0.075,0.075,0.065,0.07,187894.0
2024-04-29,0.07,0.0775,0.07,0.0775,19745.0
2024-04-30,0.0699,0.0801,0.047,0.0796,316814.0
2024-05-01,0.0745,0.08,0.0745,0.08,24450.0
