,CRD/A US Equity,CRD/A US Equity,CRD/A US Equity,CRD/A US Equity,CRD/A US Equity
2023-08-15,9.5032,9.562,9.3926,9.5228,56616.0
2023-08-16,9.4051,9.6993,9.3855,9.5326,48509.0
2023-08-17,9.6018,9.6363,9.5129,9.5425,46716.0
2023-08-18,9.4635,9.661,9.4042,9.6116,36242.0
2023-08-19,9.4635,9.661,9.4042,9.6116,36242.0
2023-08-20,9.4635,9.661,9.4042,9.6116,36242.0
2023-08-21,9.7104,9.7993,9.4931,9.6215,60307.0
2023-08-22,9.5227,9.6363,9.4042,9.582,74187.0
2023-08-23,9.4832,9.5919,9.4684,9.4931,83694.0
2023-08-24,9.4832,9.661,9.4733,9.6116,85374.0
2023-08-25,9.6018,10.0068,9.5622,9.9574,53208.0
2023-08-26,9.6018,10.0068,9.5622,9.9574,53208.0
2023-08-27,9.6018,10.0068,9.5622,9.9574,53208.0
2023-08-28,10.0858,10.3229,10.0858,10.1846,44219.0
2023-08-29,10.313,10.4513,10.0562,10.3426,42418.0
2023-08-30,10.3821,10.6489,10.3426,10.5896,46380.0
2023-08-31,10.5402,10.8909,10.5303,10.5797,126142.0
2023-09-01,10.6093,10.7378,10.5014,10.6291,77260.0
2023-09-02,10.6093,10.7378,10.5014,10.6291,77260.0
2023-09-03,10.6093,10.7378,10.5014,10.6291,77260.0
2023-09-04,10.6093,10.7378,10.5014,10.6291,77260.0
2023-09-05,10.5797,10.5797,10.1451,10.1846,83567.0
2023-09-06,10.2834,10.3821,10.1253,10.3328,58390.0
2023-09-07,10.2932,10.4809,10.2537,10.3031,55851.0
2023-09-08,10.313,10.3525,9.9081,10.3031,31503.0
2023-09-09,10.313,10.3525,9.9081,10.3031,31503.0
2023-09-10,10.313,10.3525,9.9081,10.3031,31503.0
2023-09-11,10.2834,10.2834,9.8388,9.8981,101004.0
2023-09-12,9.8833,10.1056,9.8833,10.0463,32874.0
2023-09-13,9.9771,10.1648,9.8783,10.1451,47496.0
2023-09-14,10.2735,10.2735,10.0166,10.2537,41836.0
2023-09-15,10.2438,10.2537,9.8388,9.8586,234738.0
2023-09-16,10.2438,10.2537,9.8388,9.8586,234738.0
2023-09-17,10.2438,10.2537,9.8388,9.8586,234738.0
2023-09-18,9.8586,10.0858,9.8339,10.0265,54041.0
2023-09-19,10.0957,10.0957,9.9376,9.9475,43322.0
2023-09-20,9.8882,9.9376,9.7894,9.8191,56423.0
2023-09-21,9.7894,9.8388,9.6116,9.7993,49585.0
2023-09-22,9.8487,10.2142,9.7598,9.8388,64314.0
2023-09-23,9.8487,10.2142,9.7598,9.8388,64314.0
2023-09-24,9.8487,10.2142,9.7598,9.8388,64314.0
2023-09-25,9.8388,9.9475,9.7203,9.829,25809.0
2023-09-26,9.8191,9.8487,9.6907,9.7796,41440.0
2023-09-27,9.829,9.8545,9.6413,9.7104,35666.0
2023-09-28,9.7894,9.8388,9.3795,9.4042,27024.0
2023-09-29,9.4931,9.4931,9.2264,9.2264,47971.0
2023-09-30,9.4931,9.4931,9.2264,9.2264,47971.0
2023-10-01,9.4931,9.4931,9.2264,9.2264,47971.0
2023-10-02,9.1177,9.2856,8.851,8.9893,81380.0
2023-10-03,9.0288,9.0584,8.8905,9.0091,59627.0
2023-10-04,8.9893,9.1917,8.851,9.0782,41252.0
2023-10-05,9.0584,9.2205,8.9498,9.0288,32899.0
2023-10-06,9.1177,9.1671,8.9695,9.1474,37900.0
2023-10-07,9.1177,9.1671,8.9695,9.1474,37900.0
2023-10-08,9.1177,9.1671,8.9695,9.1474,37900.0
2023-10-09,9.2461,9.3054,9.0387,9.2165,56155.0
2023-10-10,9.2461,9.3894,9.1671,9.2264,30411.0
2023-10-11,9.2955,9.3389,9.0584,9.1177,38348.0
2023-10-12,9.1375,9.1375,8.8411,8.9399,52378.0
2023-10-13,8.9794,9.1177,8.9103,8.9399,23760.0
2023-10-14,8.9794,9.1177,8.9103,8.9399,23760.0
2023-10-15,8.9794,9.1177,8.9103,8.9399,23760.0
2023-10-16,8.9201,8.9893,8.7621,8.9597,55061.0
2023-10-17,8.9794,9.256,8.9794,9.0387,49581.0
2023-10-18,9.0584,9.1869,8.7917,8.8115,24842.0
2023-10-19,8.8016,8.93,8.6929,8.772,37563.0
2023-10-20,8.8016,8.8411,8.6436,8.7522,48584.0
2023-10-21,8.8016,8.8411,8.6436,8.7522,48584.0
2023-10-22,8.8016,8.8411,8.6436,8.7522,48584.0
2023-10-23,8.5744,8.8312,8.5744,8.7917,55039.0
2023-10-24,8.93,8.9597,8.7819,8.8016,32569.0
2023-10-25,8.8016,8.9103,8.7423,8.772,27246.0
2023-10-26,8.7028,8.8905,8.7028,8.8115,37883.0
2023-10-27,8.7591,8.851,8.7423,8.8115,32109.0
2023-10-28,8.7591,8.851,8.7423,8.8115,32109.0
2023-10-29,8.7591,8.851,8.7423,8.8115,32109.0
2023-10-30,8.93,9.1078,8.9053,9.0486,33848.0
2023-10-31,9.0881,9.1474,8.9992,9.0387,20292.0
2023-11-01,9.0584,9.0988,8.9598,9.0387,22860.0
2023-11-02,8.9597,9.2659,8.9597,9.2461,27242.0
2023-11-03,9.2856,9.5425,9.2264,9.4239,21904.0
2023-11-04,9.2856,9.5425,9.2264,9.4239,21904.0
2023-11-05,9.2856,9.5425,9.2264,9.4239,21904.0
2023-11-06,9.1967,9.4585,9.1572,9.3844,30042.0
2023-11-07,9.6314,10.2537,9.3647,9.8685,53898.0
2023-11-08,9.8092,10.0858,9.5771,9.7697,54225.0
2023-11-09,9.829,10.15,9.7796,10.0957,45073.0
2023-11-10,10.1747,10.5698,10.0166,10.3525,181548.0
2023-11-11,10.1747,10.5698,10.0166,10.3525,181548.0
2023-11-12,10.1747,10.5698,10.0166,10.3525,181548.0
2023-11-13,10.3525,10.5402,10.2438,10.2636,98277.0
2023-11-14,10.4414,10.6686,10.3031,10.6489,34187.0
2023-11-15,10.6489,10.6489,10.2438,10.2735,40600.0
2023-11-16,10.2241,10.4019,10.2043,10.3821,32642.0
2023-11-17,10.5611,10.7401,10.5263,10.7203,58627.0
2023-11-18,10.5611,10.7401,10.5263,10.7203,58627.0
2023-11-19,10.5611,10.7401,10.5263,10.7203,58627.0
2023-11-20,10.6109,11.1578,10.581,11.0783,93803.0
2023-11-21,10.9689,11.1179,10.6407,10.6705,162530.0
2023-11-22,10.8694,11.1777,10.7153,11.0385,37572.0
2023-11-23,10.8694,11.1777,10.7153,11.0385,37572.0
2023-11-24,11.0584,11.4164,11.0534,11.1976,19442.0
2023-11-25,11.0584,11.4164,11.0534,11.1976,19442.0
2023-11-26,11.0584,11.4164,11.0534,11.1976,19442.0
2023-11-27,11.0186,11.3667,10.6606,11.1877,89424.0
2023-11-28,11.2374,11.4214,11.0087,11.0186,55381.0
2023-11-29,11.0087,11.3468,10.9788,11.128,64959.0
2023-11-30,11.0683,11.2364,10.9987,11.118,63470.0
2023-12-01,11.118,11.1976,10.8794,11.1578,168576.0
2023-12-02,11.118,11.1976,10.8794,11.1578,168576.0
2023-12-03,11.118,11.1976,10.8794,11.1578,168576.0
2023-12-04,11.1578,11.3313,11.0982,11.1777,104095.0
2023-12-05,11.2871,11.2871,11.0783,11.2075,55781.0
2023-12-06,11.3269,11.5854,11.0584,11.5655,109481.0
2023-12-07,11.5258,11.665,11.297,11.3269,52596.0
2023-12-08,11.307,11.3667,10.9689,10.9987,48237.0
2023-12-09,11.307,11.3667,10.9689,10.9987,48237.0
2023-12-10,11.307,11.3667,10.9689,10.9987,48237.0
2023-12-11,11.0683,11.6749,11.0683,11.5059,115129.0
2023-12-12,11.5556,11.6451,11.3766,11.3965,36609.0
2023-12-13,11.3368,11.6849,11.3368,11.6749,94445.0
2023-12-14,11.7644,11.7943,11.3368,11.5258,132884.0
2023-12-15,11.4959,11.9733,11.2871,11.8937,395151.0
2023-12-16,11.4959,11.9733,11.2871,11.8937,395151.0
2023-12-17,11.4959,11.9733,11.2871,11.8937,395151.0
2023-12-18,11.9335,11.9541,11.7247,11.8937,100244.0
2023-12-19,12.0329,12.2417,11.8838,11.9733,130107.0
2023-12-20,11.8539,12.0628,11.6749,11.7346,96981.0
2023-12-21,11.8738,12.6595,11.8341,12.5501,375503.0
2023-12-22,12.3313,12.5541,12.2219,12.3611,101289.0
2023-12-23,12.3313,12.5541,12.2219,12.3611,101289.0
2023-12-24,12.3313,12.5541,12.2219,12.3611,101289.0
2023-12-25,12.3313,12.5541,12.2219,12.3611,101289.0
2023-12-26,12.2716,12.739,12.2318,12.5699,67421.0
2023-12-27,12.7291,12.8186,12.5699,12.6694,86265.0
2023-12-28,12.7291,12.7588,12.4407,12.6595,51323.0
2023-12-29,12.6793,13.6042,12.6097,13.107,152200.0
2023-12-30,12.6793,13.6042,12.6097,13.107,152200.0
2023-12-31,12.6793,13.6042,12.6097,13.107,152200.0
2024-01-01,12.6793,13.6042,12.6097,13.107,152200.0
2024-01-02,12.928,13.2959,12.6296,12.8186,80250.0
2024-01-03,12.8683,12.9976,12.6197,12.7987,87723.0
2024-01-04,12.8285,13.2263,12.7688,12.7688,198388.0
2024-01-05,12.8882,13.1169,12.3114,12.4506,189098.0
2024-01-06,12.8882,13.1169,12.3114,12.4506,189098.0
2024-01-07,12.8882,13.1169,12.3114,12.4506,189098.0
2024-01-08,12.6296,12.7301,12.3711,12.6694,108559.0
2024-01-09,12.5998,12.6296,12.202,12.2318,114415.0
2024-01-10,12.3213,12.4208,12.1722,12.4009,48910.0
2024-01-11,12.3412,12.3512,12.0827,12.1324,46220.0
2024-01-12,12.2915,12.3611,12.1622,12.3313,45356.0
2024-01-13,12.2915,12.3611,12.1622,12.3313,45356.0
2024-01-14,12.2915,12.3611,12.1622,12.3313,45356.0
2024-01-15,12.2915,12.3611,12.1622,12.3313,45356.0
2024-01-16,12.3213,12.6595,12.1515,12.6197,67138.0
2024-01-17,12.6495,12.8285,12.5003,12.6793,74865.0
2024-01-18,12.6793,12.8285,12.4307,12.6097,44851.0
2024-01-19,12.7191,12.7582,12.553,12.6793,72518.0
2024-01-20,12.7191,12.7582,12.553,12.6793,72518.0
2024-01-21,12.7191,12.7582,12.553,12.6793,72518.0
2024-01-22,12.6893,12.8981,12.5998,12.7887,86484.0
2024-01-23,12.8981,12.9578,12.7788,12.8285,64824.0
2024-01-24,12.8882,12.928,12.5103,12.6197,64393.0
2024-01-25,12.8782,12.8782,12.2915,12.4407,72818.0
2024-01-26,12.5501,12.7937,12.4457,12.749,72779.0
2024-01-27,12.5501,12.7937,12.4457,12.749,72779.0
2024-01-28,12.5501,12.7937,12.4457,12.749,72779.0
2024-01-29,12.6197,12.6595,12.4009,12.4904,60276.0
2024-01-30,12.5003,12.5003,12.3412,12.3909,39912.0
2024-01-31,12.4606,12.4606,12.0329,12.0727,53889.0
2024-02-01,11.8738,12.5302,11.8639,12.5302,92477.0
2024-02-02,12.4208,12.7191,12.3711,12.6197,74044.0
2024-02-03,12.4208,12.7191,12.3711,12.6197,74044.0
2024-02-04,12.4208,12.7191,12.3711,12.6197,74044.0
2024-02-05,12.5003,12.5103,11.5954,11.6451,97050.0
2024-02-06,11.5854,12.0528,11.5854,12.0528,53338.0
2024-02-07,12.0528,12.1921,11.9434,12.0727,38728.0
2024-02-08,11.9733,12.3213,11.9181,12.3213,45392.0
2024-02-09,12.3213,12.7589,12.3213,12.6793,79434.0
2024-02-10,12.3213,12.7589,12.3213,12.6793,79434.0
2024-02-11,12.3213,12.7589,12.3213,12.6793,79434.0
2024-02-12,12.6396,12.6893,12.2119,12.3711,81377.0
2024-02-13,12.2517,13.1368,12.2517,12.7987,121193.0
2024-02-14,12.8484,13.0771,12.6694,13.0175,51443.0
2024-02-15,13.107,13.1965,12.8385,13.1467,110023.0
2024-02-16,13.1965,13.276,12.9777,13.0871,81432.0
2024-02-17,13.1965,13.276,12.9777,13.0871,81432.0
2024-02-18,13.1965,13.276,12.9777,13.0871,81432.0
2024-02-19,13.1965,13.276,12.9777,13.0871,81432.0
2024-02-20,12.9379,13.0655,12.749,12.9578,69228.0
2024-02-21,12.9777,12.9777,12.5998,12.6793,36338.0
2024-02-22,12.6793,12.7267,12.5003,12.56,49586.0
2024-02-23,12.64,12.8,12.49,12.75,65863.0
2024-02-24,12.64,12.8,12.49,12.75,65863.0
2024-02-25,12.64,12.8,12.49,12.75,65863.0
2024-02-26,12.74,13.575,12.7,13.37,171899.0
2024-02-27,13.5,13.606,12.19,12.28,141156.0
2024-02-28,12.34,12.34,11.83,11.87,58653.0
2024-02-29,12.03,12.05,11.67,11.71,289752.0
2024-03-01,11.75,12.19,11.75,12.02,71179.0
2024-03-02,11.75,12.19,11.75,12.02,71179.0
2024-03-03,11.75,12.19,11.75,12.02,71179.0
2024-03-04,11.96,12.76,11.96,12.52,107049.0
2024-03-05,10.47,10.47,8.64,8.99,325493.0
2024-03-06,8.88,9.33,8.5,8.63,405203.0
2024-03-07,8.63,8.86,8.07,8.3,277160.0
2024-03-08,8.36,8.66,7.97,8.09,215274.0
2024-03-09,8.36,8.66,7.97,8.09,215274.0
2024-03-10,8.36,8.66,7.97,8.09,215274.0
2024-03-11,7.98,7.98,7.55,7.92,288611.0
2024-03-12,7.92,8.269,7.75,8.17,143608.0
2024-03-13,8.21,8.4099,7.95,8.02,149551.0
2024-03-14,8.1,8.67,8.0,8.58,349997.0
2024-03-15,8.58,8.69,8.4,8.64,313147.0
2024-03-16,8.58,8.69,8.4,8.64,313147.0
2024-03-17,8.58,8.69,8.4,8.64,313147.0
2024-03-18,8.59,8.8689,8.4,8.79,206310.0
2024-03-19,8.74,8.97,8.57,8.8,176369.0
2024-03-20,8.72,9.27,8.72,9.04,148828.0
2024-03-21,9.12,9.13,8.86,9.01,118812.0
2024-03-22,9.06,9.26,8.965,9.2,116944.0
2024-03-23,9.06,9.26,8.965,9.2,116944.0
2024-03-24,9.06,9.26,8.965,9.2,116944.0
2024-03-25,9.07,9.38,8.78,9.14,211046.0
2024-03-26,9.18,9.49,9.11,9.19,131574.0
2024-03-27,9.22,9.68,9.22,9.4,180999.0
2024-03-28,9.43,9.5192,9.32,9.43,108948.0
2024-03-29,9.43,9.5192,9.32,9.43,108948.0
2024-03-30,9.43,9.5192,9.32,9.43,108948.0
2024-03-31,9.43,9.5192,9.32,9.43,108948.0
2024-04-01,9.45,9.45,8.97,9.01,115886.0
2024-04-02,8.97,9.09,8.72,9.02,125220.0
2024-04-03,8.97,9.18,8.91,9.07,87081.0
2024-04-04,9.14,9.31,9.14,9.22,76992.0
2024-04-05,9.24,9.305,9.035,9.2,105119.0
2024-04-06,9.24,9.305,9.035,9.2,105119.0
2024-04-07,9.24,9.305,9.035,9.2,105119.0
2024-04-08,9.19,9.43,9.135,9.3,60738.0
