,CHX US Equity,CHX US Equity,CHX US Equity,CHX US Equity,CHX US Equity
2023-07-13,33.7908,34.138,33.4832,33.7511,1542554.0
2023-07-14,33.6817,33.9297,32.8781,33.7709,2455170.0
2023-07-15,33.6817,33.9297,32.8781,33.7709,2455170.0
2023-07-16,33.6817,33.9297,32.8781,33.7709,2455170.0
2023-07-17,33.4832,34.1579,33.4832,34.0587,1158813.0
2023-07-18,34.0487,34.5745,34.0487,34.2471,1429601.0
2023-07-19,33.9694,34.3761,33.6122,33.9594,1249564.0
2023-07-20,34.2273,34.396,33.8215,33.9991,1267081.0
2023-07-21,33.7511,34.5249,33.7511,34.5249,1793341.0
2023-07-22,33.7511,34.5249,33.7511,34.5249,1793341.0
2023-07-23,33.7511,34.5249,33.7511,34.5249,1793341.0
2023-07-24,34.6043,34.9317,34.2273,34.7829,2733390.0
2023-07-25,34.2372,35.8692,33.2451,34.5944,2420643.0
2023-07-26,34.1479,34.8771,33.89,34.7829,2094191.0
2023-07-27,34.6241,35.15,33.1757,33.4039,1417912.0
2023-07-28,33.5428,34.4356,33.5239,34.4356,1504567.0
2023-07-29,33.5428,34.4356,33.5239,34.4356,1504567.0
2023-07-30,33.5428,34.4356,33.5239,34.4356,1504567.0
2023-07-31,34.7035,35.4873,34.6936,35.3186,1328082.0
2023-08-01,34.9515,35.8345,34.8226,35.7551,1278437.0
2023-08-02,35.5071,35.5964,34.773,35.3682,1085383.0
2023-08-03,35.2988,35.9833,35.2591,35.3583,995689.0
2023-08-04,35.4773,35.8841,35.4178,35.4972,966182.0
2023-08-05,35.4773,35.8841,35.4178,35.4972,966182.0
2023-08-06,35.4773,35.8841,35.4178,35.4972,966182.0
2023-08-07,35.6262,35.8444,35.0805,35.4575,988429.0
2023-08-08,34.6737,35.6361,34.6341,35.6162,816360.0
2023-08-09,35.9635,36.7274,35.8841,36.1024,1487713.0
2023-08-10,35.9833,36.3901,35.5865,35.9089,775317.0
2023-08-11,35.8742,36.6778,35.8742,36.5091,801502.0
2023-08-12,35.8742,36.6778,35.8742,36.5091,801502.0
2023-08-13,35.8742,36.6778,35.8742,36.5091,801502.0
2023-08-14,36.4595,36.6083,35.8246,36.1619,709467.0
2023-08-15,35.9932,36.023,35.4377,35.7651,960921.0
2023-08-16,35.8147,36.0924,35.0607,35.1301,1058608.0
2023-08-17,35.6162,35.7055,34.5894,34.6341,1039859.0
2023-08-18,34.2372,35.3037,34.1479,35.1004,1191818.0
2023-08-19,34.2372,35.3037,34.1479,35.1004,1191818.0
2023-08-20,34.2372,35.3037,34.1479,35.1004,1191818.0
2023-08-21,35.15,35.5666,34.4853,34.9515,796881.0
2023-08-22,35.1004,35.2789,34.5745,35.0408,1138608.0
2023-08-23,34.6837,35.3484,34.4158,35.2194,900047.0
2023-08-24,34.8226,35.6857,34.8126,35.0309,899282.0
2023-08-25,35.2789,35.3732,34.644,35.021,833998.0
2023-08-26,35.2789,35.3732,34.644,35.021,833998.0
2023-08-27,35.2789,35.3732,34.644,35.021,833998.0
2023-08-28,35.0706,35.9337,35.0706,35.7551,1039886.0
2023-08-29,35.8147,36.1817,35.4674,36.1619,600054.0
2023-08-30,36.2115,36.6976,35.9833,36.2214,798908.0
2023-08-31,36.2214,36.2512,35.7353,35.8047,1421189.0
2023-09-01,36.4,36.9853,36.1222,36.7671,1185254.0
2023-09-02,36.4,36.9853,36.1222,36.7671,1185254.0
2023-09-03,36.4,36.9853,36.1222,36.7671,1185254.0
2023-09-04,36.4,36.9853,36.1222,36.7671,1185254.0
2023-09-05,36.8266,37.5856,36.6877,36.7373,1211819.0
2023-09-06,36.7869,37.3226,36.529,37.0647,1082386.0
2023-09-07,37.0647,37.5707,36.8762,37.025,1176559.0
2023-09-08,37.1838,37.9923,37.0845,37.5012,1222408.0
2023-09-09,37.1838,37.9923,37.0845,37.5012,1222408.0
2023-09-10,37.1838,37.9923,37.0845,37.5012,1222408.0
2023-09-11,37.6996,37.8385,36.8564,37.1242,1235094.0
2023-09-12,37.531,38.0667,37.4814,37.7294,855605.0
2023-09-13,37.7592,37.7592,36.6282,36.906,980226.0
2023-09-14,37.4516,37.5905,36.8911,37.1738,1156800.0
2023-09-15,37.1044,37.2532,36.5984,36.9556,4096481.0
2023-09-16,37.1044,37.2532,36.5984,36.9556,4096481.0
2023-09-17,37.1044,37.2532,36.5984,36.9556,4096481.0
2023-09-18,37.1639,37.7638,37.1044,37.154,927501.0
2023-09-19,37.3723,37.5905,36.4397,36.7075,1029880.0
2023-09-20,36.529,37.0746,36.1917,36.2016,983139.0
2023-09-21,36.3305,36.3305,35.6063,35.6162,817129.0
2023-09-22,35.8543,36.271,35.5666,35.7948,741001.0
2023-09-23,35.8543,36.271,35.5666,35.7948,741001.0
2023-09-24,35.8543,36.271,35.5666,35.7948,741001.0
2023-09-25,35.6361,36.5984,35.6361,36.4496,683165.0
2023-09-26,36.1917,36.4744,35.5369,35.7353,937502.0
2023-09-27,36.2214,36.6679,35.8543,36.4099,1400764.0
2023-09-28,36.2115,36.9456,36.113,36.2214,1061344.0
2023-09-29,36.3603,36.3603,35.1252,35.3385,1336811.0
2023-09-30,36.3603,36.3603,35.1252,35.3385,1336811.0
2023-10-01,36.3603,36.3603,35.1252,35.3385,1336811.0
2023-10-02,35.3285,35.4079,34.1479,34.5646,1036052.0
2023-10-03,34.396,34.8126,34.3067,34.6936,933523.0
2023-10-04,34.2868,34.396,33.007,33.2253,1108594.0
2023-10-05,32.8722,33.5784,32.5838,32.7628,1580827.0
2023-10-06,32.8722,33.3894,32.4545,33.101,819831.0
2023-10-07,32.8722,33.3894,32.4545,33.101,819831.0
2023-10-08,32.8722,33.3894,32.4545,33.101,819831.0
2023-10-09,34.016,34.3542,33.6977,34.2348,855079.0
2023-10-10,34.3045,34.8614,34.1254,34.2249,872801.0
2023-10-11,33.8867,34.3144,33.5784,34.1453,959901.0
2023-10-12,34.6924,34.6924,33.0413,33.3993,883254.0
2023-10-13,33.8867,34.026,33.2899,33.4192,878880.0
2023-10-14,33.8867,34.026,33.2899,33.4192,878880.0
2023-10-15,33.8867,34.026,33.2899,33.4192,878880.0
2023-10-16,33.7872,33.8071,33.1905,33.4192,1839765.0
2023-10-17,33.6878,34.8813,33.5684,34.5829,1962940.0
2023-10-18,34.7222,34.762,34.1652,34.4338,968866.0
2023-10-19,34.0856,34.5481,33.6281,34.0757,837581.0
2023-10-20,34.0061,34.2,32.8623,33.4292,1202599.0
2023-10-21,34.0061,34.2,32.8623,33.4292,1202599.0
2023-10-22,34.0061,34.2,32.8623,33.4292,1202599.0
2023-10-23,33.1407,33.7872,32.907,33.7176,1267942.0
2023-10-24,33.9961,34.2249,33.5187,33.5784,1827310.0
2023-10-25,29.4606,31.2808,28.8539,30.8929,3268825.0
2023-10-26,30.7835,30.7835,28.3318,29.4507,3618662.0
2023-10-27,29.5999,30.2265,29.1374,30.2166,1919707.0
2023-10-28,29.5999,30.2265,29.1374,30.2166,1919707.0
2023-10-29,29.5999,30.2265,29.1374,30.2166,1919707.0
2023-10-30,30.4055,30.8133,29.8784,30.3061,1505267.0
2023-10-31,30.3757,30.8531,30.1171,30.6343,1605788.0
2023-11-01,30.7139,30.9227,29.7093,30.1171,2358681.0
2023-11-02,30.4752,31.2112,30.4553,31.1416,1469296.0
2023-11-03,31.251,31.6115,30.8332,31.1217,2596419.0
2023-11-04,31.251,31.6115,30.8332,31.1217,2596419.0
2023-11-05,31.251,31.6115,30.8332,31.1217,2596419.0
2023-11-06,31.2211,31.3206,29.9082,29.9878,1284977.0
2023-11-07,29.6496,29.7988,29.0628,29.1921,1519238.0
2023-11-08,28.9932,29.5701,28.6948,28.8042,1323545.0
2023-11-09,29.0926,29.2617,28.6351,28.6848,1285812.0
2023-11-10,29.023,29.5303,28.8042,28.9534,1090162.0
2023-11-11,29.023,29.5303,28.8042,28.9534,1090162.0
2023-11-12,29.023,29.5303,28.8042,28.9534,1090162.0
2023-11-13,28.9434,29.3413,28.8887,29.0429,1190741.0
2023-11-14,29.2219,30.3558,29.2219,30.326,1533627.0
2023-11-15,30.1171,30.6244,29.6994,29.8784,1405410.0
2023-11-16,29.58,29.8486,28.0383,28.9733,2061084.0
2023-11-17,29.3015,29.6098,29.1822,29.2518,1508362.0
2023-11-18,29.3015,29.6098,29.1822,29.2518,1508362.0
2023-11-19,29.3015,29.6098,29.1822,29.2518,1508362.0
2023-11-20,29.4805,29.8585,29.2219,29.4706,1215001.0
2023-11-21,29.2518,29.6397,29.0628,29.1523,1149694.0
2023-11-22,28.4959,29.3264,28.2671,29.2518,960161.0
2023-11-23,28.4959,29.3264,28.2671,29.2518,960161.0
2023-11-24,29.2717,29.6198,29.217,29.2816,412348.0
2023-11-25,29.2717,29.6198,29.217,29.2816,412348.0
2023-11-26,29.2717,29.6198,29.217,29.2816,412348.0
2023-11-27,29.0727,29.3811,28.8539,29.2617,1306081.0
2023-11-28,29.4507,29.4507,28.6451,28.9534,1328593.0
2023-11-29,29.1523,29.4408,28.9952,29.2518,1533714.0
2023-11-30,29.4805,30.0574,28.6749,29.1623,1798264.0
2023-12-01,29.1026,29.7889,28.9136,29.3612,1491945.0
2023-12-02,29.1026,29.7889,28.9136,29.3612,1491945.0
2023-12-03,29.1026,29.7889,28.9136,29.3612,1491945.0
2023-12-04,29.1324,29.6297,28.7346,29.3015,1120342.0
2023-12-05,29.202,29.2617,28.7843,28.8141,1072933.0
2023-12-06,28.655,29.1523,28.098,28.108,1251381.0
2023-12-07,28.2472,28.6351,27.8882,28.6152,1437808.0
2023-12-08,28.8241,29.3214,28.8141,29.0031,1152608.0
2023-12-09,28.8241,29.3214,28.8141,29.0031,1152608.0
2023-12-10,28.8241,29.3214,28.8141,29.0031,1152608.0
2023-12-11,29.0131,29.3115,28.6053,28.7147,1489877.0
2023-12-12,28.476,28.4959,27.9339,28.2472,1524798.0
2023-12-13,28.2472,29.4109,28.2174,29.391,1374213.0
2023-12-14,30.2166,30.7835,29.8386,30.6343,1923339.0
2023-12-15,30.873,31.1639,30.5348,30.7735,4028047.0
2023-12-16,30.873,31.1639,30.5348,30.7735,4028047.0
2023-12-17,30.873,31.1639,30.5348,30.7735,4028047.0
2023-12-18,31.1913,31.5891,30.7537,30.8133,1348793.0
2023-12-19,30.9028,31.438,30.8831,31.2311,1202171.0
2023-12-20,31.2311,31.5593,30.3757,30.4155,1292402.0
2023-12-21,30.4553,30.6542,29.8187,30.1072,2134659.0
2023-12-22,30.3757,30.5448,29.7242,29.9381,1332038.0
2023-12-23,30.3757,30.5448,29.7242,29.9381,1332038.0
2023-12-24,30.3757,30.5448,29.7242,29.9381,1332038.0
2023-12-25,30.3757,30.5448,29.7242,29.9381,1332038.0
2023-12-26,30.2663,30.7885,30.0176,30.5348,1142732.0
2023-12-27,30.3658,30.7636,30.0873,30.1469,957960.0
2023-12-28,29.958,30.0773,29.4358,29.4905,934179.0
2023-12-29,29.5701,29.6098,29.0131,29.0529,1123246.0
2023-12-30,29.5701,29.6098,29.0131,29.0529,1123246.0
2023-12-31,29.5701,29.6098,29.0131,29.0529,1123246.0
2024-01-01,29.5701,29.6098,29.0131,29.0529,1123246.0
2024-01-02,29.2717,29.4905,28.5953,28.7445,1205087.0
2024-01-03,28.7246,29.0777,28.3168,28.6451,1978403.0
2024-01-04,28.8396,28.9593,27.5429,27.6724,1728245.0
2024-01-05,27.7123,28.1812,27.7024,27.8221,1554528.0
2024-01-06,27.7123,28.1812,27.7024,27.8221,1554528.0
2024-01-07,27.7123,28.1812,27.7024,27.8221,1554528.0
2024-01-08,27.0539,27.6026,26.6848,27.6026,1939395.0
2024-01-09,27.4629,27.4629,26.5751,26.8045,1981308.0
2024-01-10,26.6749,26.7347,26.1761,26.3257,1797440.0
2024-01-11,26.3457,26.5951,25.792,26.5851,2239065.0
2024-01-12,27.0739,27.1736,26.4554,26.5552,1192393.0
2024-01-13,27.0739,27.1736,26.4554,26.5552,1192393.0
2024-01-14,27.0739,27.1736,26.4554,26.5552,1192393.0
2024-01-15,27.0739,27.1736,26.4554,26.5552,1192393.0
2024-01-16,26.3856,26.5452,25.9367,25.9865,1605326.0
2024-01-17,25.5177,26.206,25.398,26.1162,1786060.0
2024-01-18,26.1462,26.5053,25.8968,26.3955,1416719.0
2024-01-19,26.4853,26.4853,25.9057,26.2758,922224.0
2024-01-20,26.4853,26.4853,25.9057,26.2758,922224.0
2024-01-21,26.4853,26.4853,25.9057,26.2758,922224.0
2024-01-22,26.3856,26.9941,26.2708,26.7846,1507720.0
2024-01-23,26.9542,27.1337,26.615,26.6449,1296684.0
2024-01-24,26.9143,27.9118,26.6848,27.7522,2163382.0
2024-01-25,28.1812,28.2909,27.5128,28.0116,1472527.0
2024-01-26,28.1612,28.5603,28.0515,28.271,979997.0
2024-01-27,28.1612,28.5603,28.0515,28.271,979997.0
2024-01-28,28.1612,28.5603,28.0515,28.271,979997.0
2024-01-29,28.1114,28.3308,27.6225,28.3109,852931.0
2024-01-30,27.5028,28.3907,27.0539,28.1313,1420097.0
2024-01-31,28.1313,28.1712,27.1936,27.3432,1356142.0
2024-02-01,27.5328,27.6974,26.8644,27.1836,1051970.0
2024-02-02,27.0639,27.1437,26.1761,26.206,1513828.0
2024-02-03,27.0639,27.1437,26.1761,26.206,1513828.0
2024-02-04,27.0639,27.1437,26.1761,26.206,1513828.0
2024-02-05,25.9766,26.8644,25.9267,26.5053,2956125.0
2024-02-06,29.6975,30.0965,27.9418,28.9393,3741064.0
2024-02-07,29.0989,29.3084,28.2161,28.9393,2211849.0
2024-02-08,28.9693,29.1388,28.5403,29.0092,1567126.0
2024-02-09,28.9294,29.1089,28.4306,28.9194,1292696.0
2024-02-10,28.9294,29.1089,28.4306,28.9194,1292696.0
2024-02-11,28.9294,29.1089,28.4306,28.9194,1292696.0
2024-02-12,28.9992,29.2885,28.6101,28.7598,1638258.0
2024-02-13,28.3408,28.8396,28.0515,28.3308,1368987.0
2024-02-14,28.7099,29.0728,28.4505,28.7298,1342647.0
2024-02-15,28.8795,29.897,28.7997,29.877,1393097.0
2024-02-16,29.8671,30.4756,29.5678,30.1763,1535684.0
2024-02-17,29.8671,30.4756,29.5678,30.1763,1535684.0
2024-02-18,29.8671,30.4756,29.5678,30.1763,1535684.0
2024-02-19,29.8671,30.4756,29.5678,30.1763,1535684.0
2024-02-20,29.8322,30.4457,29.4681,29.7773,1115329.0
2024-02-21,29.468,30.5654,29.468,30.5055,1531233.0
2024-02-22,30.1763,30.8946,30.1763,30.6751,1314280.0
2024-02-23,30.5454,30.9893,30.2561,30.5354,1451366.0
2024-02-24,30.5454,30.9893,30.2561,30.5354,1451366.0
2024-02-25,30.5454,30.9893,30.2561,30.5354,1451366.0
2024-02-26,30.3259,31.1839,30.2062,31.0641,1464202.0
2024-02-27,31.2637,31.4532,31.0941,31.3534,1036447.0
2024-02-28,31.2138,31.5729,30.8347,31.0442,1004996.0
2024-02-29,31.4233,31.9021,30.9394,30.9843,1745417.0
2024-03-01,31.124,32.1116,31.124,31.8123,918877.0
2024-03-02,31.124,32.1116,31.124,31.8123,918877.0
2024-03-03,31.124,32.1116,31.124,31.8123,918877.0
2024-03-04,31.922,32.1016,31.3335,31.4233,1090920.0
2024-03-05,31.3834,31.6328,31.1439,31.3235,956540.0
2024-03-06,31.6328,31.7026,31.0143,31.1938,818990.0
2024-03-07,31.2936,31.8821,31.1938,31.6826,959526.0
2024-03-08,31.7824,31.8422,31.3135,31.6627,603649.0
2024-03-09,31.7824,31.8422,31.3135,31.6627,603649.0
2024-03-10,31.7824,31.8422,31.3135,31.6627,603649.0
2024-03-11,31.8023,31.937,31.3933,31.8323,890849.0
2024-03-12,31.7425,32.1315,31.3036,31.6826,801141.0
2024-03-13,31.952,32.5505,31.9121,32.5405,1319534.0
2024-03-14,32.5006,32.7301,32.1814,32.3909,1155351.0
2024-03-15,32.1415,33.0293,32.0517,32.7001,4390558.0
2024-03-16,32.1415,33.0293,32.0517,32.7001,4390558.0
2024-03-17,32.1415,33.0293,32.0517,32.7001,4390558.0
2024-03-18,32.78,33.0942,32.4907,32.9296,915140.0
2024-03-19,32.9795,33.9521,32.9595,33.7177,1161950.0
2024-03-20,33.5281,34.4309,33.2787,34.0269,1176579.0
2024-03-21,34.0269,34.5357,33.7875,34.2763,908307.0
2024-03-22,34.5057,34.7152,34.2364,34.3162,1035809.0
2024-03-23,34.5057,34.7152,34.2364,34.3162,1035809.0
2024-03-24,34.5057,34.7152,34.2364,34.3162,1035809.0
2024-03-25,34.5556,34.8499,34.2264,34.2464,673643.0
2024-03-26,34.5656,34.6853,34.2763,34.3561,993972.0
2024-03-27,34.4958,35.4135,34.386,35.3636,1422849.0
2024-03-28,35.5133,36.4709,35.4335,35.8026,1908879.0
2024-03-29,35.5133,36.4709,35.4335,35.8026,1908879.0
2024-03-30,35.5133,36.4709,35.4335,35.8026,1908879.0
2024-03-31,35.5133,36.4709,35.4335,35.8026,1908879.0
2024-04-01,35.8724,35.8724,35.2749,35.3138,983811.0
2024-04-02,39.0048,39.1843,37.4984,38.9848,16550298.0
2024-04-03,38.9848,39.4509,38.5359,38.905,9219448.0
2024-04-04,39.23,39.23,38.54,38.75,6541074.0
2024-04-05,38.85,39.55,38.56,39.34,7178022.0
2024-04-06,38.85,39.55,38.56,39.34,7178022.0
2024-04-07,38.85,39.55,38.56,39.34,7178022.0
2024-04-08,39.77,39.95,38.435,38.49,4038421.0
