,CYL IN Equity,CYL IN Equity,CYL IN Equity,CYL IN Equity,CYL IN Equity
2016-10-07,402.15,404.21,394.71,398.55,11983.0
2016-10-08,402.15,404.21,394.71,398.55,11983.0
2016-10-09,402.15,404.21,394.71,398.55,11983.0
2016-10-10,400.49,403.47,398.1,400.25,22496.0
2016-10-11,400.49,403.47,398.1,400.25,22496.0
2016-10-12,400.49,403.47,398.1,400.25,22496.0
2016-10-13,402.93,458.3,398.02,444.18,1232838.0
2016-10-14,447.15,450.86,412.05,414.94,365987.0
2016-10-15,447.15,450.86,412.05,414.94,365987.0
2016-10-16,447.15,450.86,412.05,414.94,365987.0
2016-10-17,417.01,435.67,406.85,415.03,450326.0
2016-10-18,419.07,424.44,416.18,421.96,111112.0
2016-10-19,431.05,431.05,418.25,422.87,75366.0
2016-10-20,426.09,429.56,422.21,425.51,74240.0
2016-10-21,427.74,427.74,414.57,418.29,32491.0
2016-10-22,427.74,427.74,414.57,418.29,32491.0
2016-10-23,427.74,427.74,414.57,418.29,32491.0
2016-10-24,424.48,426.72,415.42,418.08,29587.0
2016-10-25,419.49,421.94,413.18,417.83,25372.0
2016-10-26,418.0,418.0,411.19,412.81,22830.0
2016-10-27,419.37,419.49,406.41,408.94,15865.0
2016-10-28,415.34,416.92,404.54,406.66,39160.0
2016-10-29,415.34,416.92,404.54,406.66,39160.0
2016-10-30,415.3,415.55,408.07,412.43,4832.0
2016-10-31,415.3,415.55,408.07,412.43,4832.0
2016-11-01,418.62,418.62,386.27,403.0,81104.0
2016-11-02,402.88,405.37,395.57,398.1,17081.0
2016-11-03,390.46,398.77,380.45,383.48,46064.0
2016-11-04,383.48,394.57,382.11,386.89,24992.0
2016-11-05,383.48,394.57,382.11,386.89,24992.0
2016-11-06,383.48,394.57,382.11,386.89,24992.0
2016-11-07,389.59,410.81,378.79,381.74,90059.0
2016-11-08,385.44,386.27,378.79,380.78,24549.0
2016-11-09,372.14,389.59,336.43,376.51,33989.0
2016-11-10,377.96,394.57,377.96,379.29,35899.0
2016-11-11,377.96,386.93,375.47,380.58,16755.0
2016-11-12,377.96,386.93,375.47,380.58,16755.0
2016-11-13,377.96,386.93,375.47,380.58,16755.0
2016-11-14,377.96,386.93,375.47,380.58,16755.0
2016-11-15,381.24,386.27,365.5,382.9,32904.0
2016-11-16,386.27,395.82,376.55,391.37,29943.0
2016-11-17,387.1,402.88,383.77,390.25,197449.0
2016-11-18,395.53,402.88,389.21,399.27,381942.0
2016-11-19,395.53,402.88,389.21,399.27,381942.0
2016-11-20,395.53,402.88,389.21,399.27,381942.0
2016-11-21,401.22,403.71,392.12,398.93,16473.0
2016-11-22,402.05,415.3,394.86,414.55,196669.0
2016-11-23,418.66,418.66,397.06,404.29,139643.0
2016-11-24,407.03,415.34,400.84,405.16,8467.0
2016-11-25,414.51,414.51,389.42,407.07,143392.0
2016-11-26,414.51,414.51,389.42,407.07,143392.0
2016-11-27,414.51,414.51,389.42,407.07,143392.0
2016-11-28,414.51,425.56,403.42,410.02,29113.0
2016-11-29,411.19,411.19,401.8,406.87,360102.0
2016-11-30,414.51,414.51,403.71,412.47,30842.0
2016-12-01,418.66,419.37,402.09,409.11,21157.0
2016-12-02,406.41,413.1,405.79,409.69,531643.0
2016-12-03,406.41,413.1,405.79,409.69,531643.0
2016-12-04,406.41,413.1,405.79,409.69,531643.0
2016-12-05,417.83,417.83,407.03,413.35,9672.0
2016-12-06,415.34,417.42,412.02,412.27,7985.0
2016-12-07,412.85,419.45,412.02,418.08,22268.0
2016-12-08,419.66,427.55,412.1,425.85,33500.0
2016-12-09,426.8,428.22,412.02,419.04,17918.0
2016-12-10,426.8,428.22,412.02,419.04,17918.0
2016-12-11,426.8,428.22,412.02,419.04,17918.0
2016-12-12,415.75,429.05,415.38,420.86,24534.0
2016-12-13,420.86,429.75,415.34,417.46,47236.0
2016-12-14,419.49,429.46,416.59,424.73,75295.0
2016-12-15,424.35,426.93,418.25,424.23,21115.0
2016-12-16,425.18,427.63,417.13,425.35,14907.0
2016-12-17,425.18,427.63,417.13,425.35,14907.0
2016-12-18,425.18,427.63,417.13,425.35,14907.0
2016-12-19,424.89,428.8,420.32,421.11,5255.0
2016-12-20,423.65,425.39,407.28,410.65,51478.0
2016-12-21,412.02,417.17,404.79,408.07,574634.0
2016-12-22,411.52,411.52,388.76,402.09,18053.0
2016-12-23,405.37,405.87,400.93,401.34,8632.0
2016-12-24,405.37,405.87,400.93,401.34,8632.0
2016-12-25,405.37,405.87,400.93,401.34,8632.0
2016-12-26,403.71,406.99,394.57,398.06,8497.0
2016-12-27,405.7,405.7,393.74,395.2,12224.0
2016-12-28,397.94,414.09,390.42,405.99,21250.0
2016-12-29,401.22,418.87,397.9,407.61,12283.0
2016-12-30,407.86,423.56,398.68,419.41,40984.0
2016-12-31,407.86,423.56,398.68,419.41,40984.0
2017-01-01,407.86,423.56,398.68,419.41,40984.0
2017-01-02,419.41,427.76,406.33,408.9,23658.0
2017-01-03,407.86,412.02,407.86,408.65,8219.0
2017-01-04,408.03,416.17,407.03,408.61,74625.0
2017-01-05,415.34,415.34,399.56,408.2,12824.0
2017-01-06,412.81,412.81,402.13,404.5,105486.0
2017-01-07,412.81,412.81,402.13,404.5,105486.0
2017-01-08,412.81,412.81,402.13,404.5,105486.0
2017-01-09,410.31,410.31,400.8,403.34,10086.0
2017-01-10,406.95,417.25,402.34,404.58,13039.0
2017-01-11,406.99,410.69,404.54,408.86,22361.0
2017-01-12,414.51,451.89,408.07,412.56,1810629.0
2017-01-13,414.51,421.2,410.6,417.21,159538.0
2017-01-14,414.51,421.2,410.6,417.21,159538.0
2017-01-15,414.51,421.2,410.6,417.21,159538.0
2017-01-16,418.66,422.86,408.74,412.14,24996.0
2017-01-17,414.51,417.83,401.01,406.37,48978.0
2017-01-18,409.52,411.19,396.23,398.14,40314.0
2017-01-19,402.05,402.05,390.5,396.69,97816.0
2017-01-20,397.06,401.47,383.77,386.27,115550.0
2017-01-21,397.06,401.47,383.77,386.27,115550.0
2017-01-22,397.06,401.47,383.77,386.27,115550.0
2017-01-23,383.11,392.41,381.45,387.59,46890.0
2017-01-24,388.09,409.19,388.09,391.87,148658.0
2017-01-25,392.45,398.73,390.09,392.16,28604.0
2017-01-26,392.45,398.73,390.09,392.16,28604.0
2017-01-27,391.37,394.45,386.27,388.09,30834.0
2017-01-28,391.37,394.45,386.27,388.09,30834.0
2017-01-29,391.37,394.45,386.27,388.09,30834.0
2017-01-30,389.59,392.91,387.93,389.05,20734.0
2017-01-31,392.08,392.08,381.16,382.9,26389.0
2017-02-01,381.28,383.57,365.66,372.48,43541.0
2017-02-02,371.31,378.79,368.49,377.38,32503.0
2017-02-03,382.07,382.07,377.0,379.54,54004.0
2017-02-04,382.07,382.07,377.0,379.54,54004.0
2017-02-05,382.07,382.07,377.0,379.54,54004.0
2017-02-06,381.28,414.51,376.38,385.93,1363937.0
2017-02-07,390.0,390.25,383.15,385.93,25167.0
2017-02-08,387.1,390.42,382.11,385.1,17840.0
2017-02-09,385.27,389.51,382.94,387.72,14425.0
2017-02-10,384.98,392.04,383.77,389.46,22610.0
2017-02-11,384.98,392.04,383.77,389.46,22610.0
2017-02-12,384.98,392.04,383.77,389.46,22610.0
2017-02-13,390.63,390.63,377.96,388.84,34880.0
2017-02-14,388.84,398.73,379.33,388.76,1469962.0
2017-02-15,388.76,388.76,381.36,386.47,20441.0
2017-02-16,393.74,396.4,386.27,390.5,37334.0
2017-02-17,392.79,392.79,387.1,391.13,15723.0
2017-02-18,392.79,392.79,387.1,391.13,15723.0
2017-02-19,392.79,392.79,387.1,391.13,15723.0
2017-02-20,389.59,392.91,389.59,390.54,10854.0
2017-02-21,392.83,406.91,389.59,393.41,357860.0
2017-02-22,392.21,396.82,392.08,394.61,21914.0
2017-02-23,396.19,396.23,389.59,391.87,16612.0
2017-02-24,396.19,396.23,389.59,391.87,16612.0
2017-02-25,396.19,396.23,389.59,391.87,16612.0
2017-02-26,396.19,396.23,389.59,391.87,16612.0
2017-02-27,390.75,397.85,388.88,395.65,29396.0
2017-02-28,394.57,402.88,392.66,401.01,89456.0
2017-03-01,400.39,402.75,395.03,397.27,18349.0
2017-03-02,397.9,401.01,391.21,394.9,21019.0
2017-03-03,394.53,397.06,361.39,391.17,14879.0
2017-03-04,394.53,397.06,361.39,391.17,14879.0
2017-03-05,394.53,397.06,361.39,391.17,14879.0
2017-03-06,390.42,392.45,386.43,390.46,12027.0
2017-03-07,389.46,398.14,388.76,391.96,48607.0
2017-03-08,393.66,393.66,384.98,386.97,18402.0
2017-03-09,386.89,396.98,374.84,388.97,46920.0
2017-03-10,387.1,392.04,386.31,387.64,12978.0
2017-03-11,387.1,392.04,386.31,387.64,12978.0
2017-03-12,387.1,392.04,386.31,387.64,12978.0
2017-03-13,387.1,392.04,386.31,387.64,12978.0
2017-03-14,392.08,394.36,382.11,388.76,22354.0
2017-03-15,389.59,391.04,383.28,386.64,16823.0
2017-03-16,386.43,390.25,385.44,386.43,20919.0
2017-03-17,387.76,388.34,382.53,385.93,19954.0
2017-03-18,387.76,388.34,382.53,385.93,19954.0
2017-03-19,387.76,388.34,382.53,385.93,19954.0
2017-03-20,383.36,406.91,378.17,400.72,75086.0
2017-03-21,394.61,405.37,391.0,392.16,26569.0
2017-03-22,391.04,395.74,388.8,391.75,14542.0
2017-03-23,391.67,395.32,388.09,392.04,24343.0
2017-03-24,393.74,397.48,386.31,394.16,36919.0
2017-03-25,393.74,397.48,386.31,394.16,36919.0
2017-03-26,393.74,397.48,386.31,394.16,36919.0
2017-03-27,397.06,397.06,390.92,394.82,270060.0
2017-03-28,397.06,397.06,388.88,393.24,81922.0
2017-03-29,393.37,397.56,390.5,394.41,103128.0
2017-03-30,393.33,398.89,391.91,394.41,187409.0
2017-03-31,391.25,394.95,384.36,388.34,22014.0
2017-04-01,391.25,394.95,384.36,388.34,22014.0
2017-04-02,391.25,394.95,384.36,388.34,22014.0
2017-04-03,390.42,394.49,381.28,386.56,20764.0
2017-04-04,390.42,394.49,381.28,386.56,20764.0
2017-04-05,414.51,422.82,398.89,402.42,348771.0
2017-04-06,404.37,409.94,402.05,404.04,43926.0
2017-04-07,402.92,403.71,389.42,395.74,60070.0
2017-04-08,402.92,403.71,389.42,395.74,60070.0
2017-04-09,402.92,403.71,389.42,395.74,60070.0
2017-04-10,398.73,402.05,388.84,392.99,158379.0
2017-04-11,395.49,397.31,386.68,392.21,601217.0
2017-04-12,414.63,416.79,394.99,396.82,410656.0
2017-04-13,398.81,402.51,397.19,398.1,41224.0
2017-04-14,398.81,402.51,397.19,398.1,41224.0
2017-04-15,398.81,402.51,397.19,398.1,41224.0
2017-04-16,398.81,402.51,397.19,398.1,41224.0
2017-04-17,402.01,407.03,395.44,401.63,45667.0
2017-04-18,409.23,410.27,402.3,404.87,123951.0
2017-04-19,406.2,414.26,402.05,410.02,122561.0
2017-04-20,415.34,423.65,407.7,417.54,1987594.0
2017-04-21,419.91,438.6,400.26,432.58,389363.0
2017-04-22,419.91,438.6,400.26,432.58,389363.0
2017-04-23,419.91,438.6,400.26,432.58,389363.0
2017-04-24,435.28,452.72,434.45,448.77,344740.0
2017-04-25,449.81,456.04,436.19,444.91,108213.0
2017-04-26,448.19,450.23,438.35,442.79,193627.0
2017-04-27,444.41,448.57,440.38,446.78,56467.0
2017-04-28,444.41,464.35,444.37,454.92,194112.0
2017-04-29,444.41,464.35,444.37,454.92,194112.0
2017-04-30,444.41,464.35,444.37,454.92,194112.0
2017-05-01,444.41,464.35,444.37,454.92,194112.0
2017-05-02,454.38,469.25,451.89,462.77,155508.0
2017-05-03,468.84,468.84,448.65,454.51,63703.0
2017-05-04,452.72,453.01,436.11,438.35,52326.0
2017-05-05,440.59,440.68,420.12,426.93,143854.0
2017-05-06,440.59,440.68,420.12,426.93,143854.0
2017-05-07,440.59,440.68,420.12,426.93,143854.0
2017-05-08,432.78,456.04,431.62,442.5,239205.0
2017-05-09,440.26,451.39,438.6,443.0,82772.0
2017-05-10,445.83,461.4,441.92,444.5,223956.0
2017-05-11,446.91,451.06,437.44,441.09,28343.0
2017-05-12,443.58,445.24,437.23,439.43,32079.0
2017-05-13,443.58,445.24,437.23,439.43,32079.0
2017-05-14,443.58,445.24,437.23,439.43,32079.0
2017-05-15,440.84,444.41,436.27,441.71,153972.0
2017-05-16,441.09,450.6,440.88,447.78,51917.0
2017-05-17,447.65,447.65,435.57,438.02,25161.0
2017-05-18,440.97,440.97,426.39,429.09,23498.0
2017-05-19,428.59,431.12,423.9,426.55,49368.0
2017-05-20,428.59,431.12,423.9,426.55,49368.0
2017-05-21,428.59,431.12,423.9,426.55,49368.0
2017-05-22,426.55,431.79,416.17,419.58,182498.0
2017-05-23,423.52,423.52,414.38,420.95,62133.0
2017-05-24,421.15,421.15,411.19,417.96,60686.0
2017-05-25,417.96,420.12,416.54,418.08,176003.0
2017-05-26,416.46,430.29,415.51,418.21,66073.0
2017-05-27,416.46,430.29,415.51,418.21,66073.0
2017-05-28,416.46,430.29,415.51,418.21,66073.0
2017-05-29,417.83,419.49,416.67,417.96,114580.0
2017-05-30,418.12,419.49,400.68,416.29,163490.0
2017-05-31,415.42,419.08,394.74,397.06,723062.0
2017-06-01,399.6,430.71,399.6,411.06,95362.0
2017-06-02,414.8,423.06,413.22,418.87,76394.0
2017-06-03,414.8,423.06,413.22,418.87,76394.0
2017-06-04,414.8,423.06,413.22,418.87,76394.0
2017-06-05,422.65,425.31,418.37,421.4,94535.0
2017-06-06,419.49,451.06,419.49,437.6,331648.0
2017-06-07,442.59,453.05,400.39,435.98,2199973.0
2017-06-08,448.65,458.53,433.61,437.68,412028.0
2017-06-09,438.35,438.43,430.29,435.28,39380.0
2017-06-10,438.35,438.43,430.29,435.28,39380.0
2017-06-11,438.35,438.43,430.29,435.28,39380.0
2017-06-12,435.77,439.3,431.95,436.19,98823.0
2017-06-13,436.73,439.39,427.84,436.06,100081.0
2017-06-14,430.37,436.94,430.37,434.11,28743.0
2017-06-15,433.24,436.4,418.33,419.91,61218.0
2017-06-16,431.12,431.12,416.25,421.74,142604.0
2017-06-17,431.12,431.12,416.25,421.74,142604.0
2017-06-18,431.12,431.12,416.25,421.74,142604.0
2017-06-19,421.98,426.35,416.63,423.23,34096.0
2017-06-20,424.48,424.73,419.53,421.57,18729.0
2017-06-21,425.22,425.22,417.83,420.91,21303.0
2017-06-22,418.83,437.77,418.83,427.09,50922.0
2017-06-23,428.26,432.78,421.15,427.26,39247.0
2017-06-24,428.26,432.78,421.15,427.26,39247.0
2017-06-25,428.26,432.78,421.15,427.26,39247.0
2017-06-26,428.26,432.78,421.15,427.26,39247.0
2017-06-27,422.9,427.72,419.49,423.06,87851.0
2017-06-28,421.98,427.8,419.58,423.81,19099.0
2017-06-29,421.61,433.7,419.62,423.81,42904.0
2017-06-30,417.96,427.3,417.96,421.74,23953.0
2017-07-01,417.96,427.3,417.96,421.74,23953.0
2017-07-02,417.96,427.3,417.96,421.74,23953.0
2017-07-03,421.15,429.46,417.62,424.1,58256.0
2017-07-04,421.98,436.77,421.98,432.08,42514.0
2017-07-05,429.67,438.31,429.67,437.1,30497.0
2017-07-06,440.88,448.68,435.93,442.51,54641.0
2017-07-07,444.48,449.52,432.53,436.14,16748.0
2017-07-08,444.48,449.52,432.53,436.14,16748.0
2017-07-09,444.48,449.52,432.53,436.14,16748.0
2017-07-10,438.11,447.84,436.22,439.16,5402.0
2017-07-11,444.99,447.59,440.29,442.97,46904.0
2017-07-12,446.16,446.16,436.94,439.87,250997.0
2017-07-13,444.27,448.68,423.68,430.1,367009.0
2017-07-14,437.77,439.45,424.36,428.21,83613.0
2017-07-15,437.77,439.45,424.36,428.21,83613.0
2017-07-16,437.77,439.45,424.36,428.21,83613.0
2017-07-17,433.58,434.29,428.26,432.41,26813.0
2017-07-18,434.42,434.76,429.39,433.79,145075.0
2017-07-19,433.83,443.64,433.83,439.2,1184744.0
2017-07-20,444.48,444.48,431.95,437.02,41807.0
2017-07-21,440.29,450.69,434.17,446.2,79627.0
2017-07-22,440.29,450.69,434.17,446.2,79627.0
2017-07-23,440.29,450.69,434.17,446.2,79627.0
2017-07-24,450.19,459.66,440.58,456.43,129717.0
2017-07-25,452.07,458.15,445.07,451.32,38827.0
2017-07-26,449.52,455.85,445.83,448.05,17444.0
2017-07-27,444.48,452.7,439.66,440.92,18212.0
2017-07-28,449.52,465.45,437.86,440.79,13463.0
2017-07-29,449.52,465.45,437.86,440.79,13463.0
2017-07-30,449.52,465.45,437.86,440.79,13463.0
2017-07-31,461.26,461.26,436.1,440.16,9212.0
2017-08-01,440.67,447.71,436.98,440.79,28430.0
2017-08-02,440.96,442.26,437.98,440.75,8871.0
2017-08-03,440.29,448.8,436.94,443.1,19725.0
2017-08-04,441.13,446.79,437.15,442.43,18882.0
2017-08-05,441.13,446.79,437.15,442.43,18882.0
2017-08-06,441.13,446.79,437.15,442.43,18882.0
2017-08-07,438.45,443.81,436.94,439.2,22509.0
2017-08-08,445.28,448.68,435.64,442.51,31537.0
2017-08-09,440.33,444.48,437.65,439.7,14513.0
2017-08-10,439.45,439.58,423.98,425.7,23701.0
2017-08-11,421.0,423.52,403.89,413.41,25696.0
2017-08-12,421.0,423.52,403.89,413.41,25696.0
2017-08-13,421.0,423.52,403.89,413.41,25696.0
2017-08-14,419.32,429.81,409.55,411.69,22035.0
2017-08-15,419.32,429.81,409.55,411.69,22035.0
2017-08-16,419.28,426.87,415.13,419.24,17802.0
2017-08-17,419.32,429.81,419.32,425.24,22993.0
2017-08-18,427.71,429.81,422.68,427.71,17362.0
2017-08-19,427.71,429.81,422.68,427.71,17362.0
2017-08-20,427.71,429.81,422.68,427.71,17362.0
2017-08-21,427.71,432.07,421.67,424.23,15458.0
2017-08-22,424.23,435.09,422.68,432.11,18975.0
2017-08-23,426.87,438.11,426.87,436.89,13765.0
2017-08-24,441.13,447.84,435.59,444.99,19565.0
2017-08-25,441.13,447.84,435.59,444.99,19565.0
2017-08-26,441.13,447.84,435.59,444.99,19565.0
2017-08-27,441.13,447.84,435.59,444.99,19565.0
2017-08-28,448.51,451.53,432.41,449.98,43845.0
2017-08-29,442.81,447.0,441.25,443.14,16951.0
2017-08-30,443.1,447.33,440.29,444.61,39771.0
2017-08-31,443.27,447.59,437.44,445.32,25324.0
2017-09-01,444.48,449.43,441.13,448.51,129867.0
2017-09-02,444.48,449.43,441.13,448.51,129867.0
2017-09-03,444.48,449.43,441.13,448.51,129867.0
2017-09-04,445.41,447.21,442.85,446.45,9630.0
2017-09-05,449.43,449.43,442.05,443.85,7539.0
2017-09-06,442.47,448.47,441.59,444.53,10412.0
2017-09-07,442.47,447.25,437.94,444.82,8146.0
2017-09-08,444.82,447.67,441.46,444.69,11595.0
2017-09-09,444.82,447.67,441.46,444.69,11595.0
2017-09-10,444.82,447.67,441.46,444.69,11595.0
2017-09-11,454.55,454.55,440.29,443.81,22408.0
2017-09-12,444.57,449.6,440.5,443.94,22672.0
2017-09-13,439.45,446.96,437.98,439.66,29709.0
2017-09-14,448.63,449.93,425.19,427.33,90414.0
2017-09-15,427.71,431.99,415.97,420.46,177073.0
2017-09-16,427.71,431.99,415.97,420.46,177073.0
2017-09-17,427.71,431.99,415.97,420.46,177073.0
2017-09-18,423.52,429.3,421.88,424.06,51032.0
2017-09-19,427.67,427.67,416.81,419.24,76889.0
2017-09-20,422.3,423.81,410.94,413.87,43769.0
2017-09-21,413.91,424.06,413.91,420.41,24893.0
2017-09-22,425.99,431.9,418.32,429.26,208288.0
2017-09-23,425.99,431.9,418.32,429.26,208288.0
2017-09-24,425.99,431.9,418.32,429.26,208288.0
2017-09-25,431.86,438.4,423.52,427.88,97994.0
2017-09-26,427.54,443.64,427.5,440.88,53345.0
2017-09-27,440.29,446.16,397.52,407.54,17298766.0
2017-09-28,427.5,436.1,413.66,432.49,651733.0
2017-09-29,431.07,441.3,423.56,428.42,222861.0
2017-09-30,431.07,441.3,423.56,428.42,222861.0
2017-10-01,431.07,441.3,423.56,428.42,222861.0
2017-10-02,431.07,441.3,423.56,428.42,222861.0
2017-10-03,434.42,435.26,423.1,425.61,70983.0
2017-10-04,428.55,436.01,425.19,431.99,90489.0
2017-10-05,431.9,432.45,420.16,426.03,37967.0
2017-10-06,436.1,436.1,426.03,427.46,31071.0
2017-10-07,436.1,436.1,426.03,427.46,31071.0
2017-10-08,436.1,436.1,426.03,427.46,31071.0
2017-10-09,436.1,439.28,427.25,436.56,62129.0
2017-10-10,437.77,443.52,431.9,434.46,51312.0
2017-10-11,436.14,441.34,432.16,435.17,58671.0
2017-10-12,439.45,452.87,429.39,433.37,1096246.0
2017-10-13,444.48,477.86,436.1,452.07,4670955.0
2017-10-14,444.48,477.86,436.1,452.07,4670955.0
2017-10-15,444.48,477.86,436.1,452.07,4670955.0
2017-10-16,461.26,469.64,457.06,464.28,646672.0
2017-10-17,465.41,467.13,459.16,463.73,140812.0
2017-10-18,464.61,465.87,452.87,457.44,181098.0
2017-10-19,461.26,465.45,457.06,461.3,42232.0
2017-10-20,461.26,465.45,457.06,461.3,42232.0
2017-10-21,461.26,465.45,457.06,461.3,42232.0
2017-10-22,461.26,465.45,457.06,461.3,42232.0
2017-10-23,465.41,473.84,443.44,453.79,361839.0
2017-10-24,451.02,473.84,451.02,469.48,293273.0
2017-10-25,473.71,481.41,468.63,474.68,81808.0
2017-10-26,475.57,492.49,474.89,482.13,438580.0
2017-10-27,484.03,489.91,465.41,469.01,94231.0
2017-10-28,484.03,489.91,465.41,469.01,94231.0
2017-10-29,484.03,489.91,465.41,469.01,94231.0
2017-10-30,473.71,482.34,466.85,471.93,148869.0
2017-10-31,475.57,476.92,444.26,457.42,12634475.0
2017-11-01,460.84,468.63,455.39,458.77,434006.0
2017-11-02,458.64,465.24,450.56,460.17,280276.0
2017-11-03,461.18,462.03,447.85,448.95,181753.0
2017-11-04,461.18,462.03,447.85,448.95,181753.0
2017-11-05,461.18,462.03,447.85,448.95,181753.0
2017-11-06,445.53,456.57,445.19,448.36,114464.0
2017-11-07,451.03,456.99,440.03,444.72,266874.0
2017-11-08,448.49,454.41,445.15,448.11,195387.0
2017-11-09,452.21,460.67,450.39,456.19,291004.0
2017-11-10,459.49,460.25,452.8,456.53,709890.0
2017-11-11,459.49,460.25,452.8,456.53,709890.0
2017-11-12,459.49,460.25,452.8,456.53,709890.0
2017-11-13,460.84,460.84,454.88,457.25,268868.0
2017-11-14,458.26,470.49,455.3,457.42,265082.0
2017-11-15,455.13,461.01,451.92,454.84,137439.0
2017-11-16,457.5,467.99,455.68,465.16,101654.0
2017-11-17,468.54,472.94,457.88,460.8,101467.0
2017-11-18,468.54,472.94,457.88,460.8,101467.0
2017-11-19,468.54,472.94,457.88,460.8,101467.0
2017-11-20,465.33,473.88,462.2,469.01,144745.0
2017-11-21,473.79,477.26,469.01,471.68,96975.0
2017-11-22,475.57,475.57,467.87,472.35,199032.0
2017-11-23,472.18,505.78,469.64,492.2,835956.0
2017-11-24,497.57,501.63,476.84,479.84,160738.0
2017-11-25,497.57,501.63,476.84,479.84,160738.0
2017-11-26,497.57,501.63,476.84,479.84,160738.0
2017-11-27,479.8,497.32,477.26,483.61,210114.0
2017-11-28,484.03,487.41,471.89,475.99,253229.0
2017-11-29,480.65,484.03,469.64,472.1,232320.0
2017-11-30,469.64,491.56,468.67,487.2,324598.0
2017-12-01,489.11,493.0,473.88,475.57,89229.0
2017-12-02,489.11,493.0,473.88,475.57,89229.0
2017-12-03,489.11,493.0,473.88,475.57,89229.0
2017-12-04,479.33,496.72,475.91,490.08,289148.0
2017-12-05,488.68,493.76,480.81,492.03,80294.0
2017-12-06,490.76,499.26,488.43,495.45,112990.0
2017-12-07,498.42,512.59,485.98,499.39,609990.0
2017-12-08,509.67,509.67,492.07,494.9,120998.0
2017-12-09,509.67,509.67,492.07,494.9,120998.0
2017-12-10,509.67,509.67,492.07,494.9,120998.0
2017-12-11,496.72,500.95,487.75,489.7,76275.0
2017-12-12,489.36,493.34,478.53,480.81,61199.0
2017-12-13,482.93,485.26,469.64,472.52,100258.0
2017-12-14,473.37,480.22,454.07,467.91,54299.0
2017-12-15,476.41,476.41,466.26,469.01,435451.0
2017-12-16,476.41,476.41,466.26,469.01,435451.0
2017-12-17,476.41,476.41,466.26,469.01,435451.0
2017-12-18,473.88,477.26,457.84,471.42,126527.0
2017-12-19,469.77,486.06,468.88,472.65,195647.0
2017-12-20,476.84,476.84,468.84,472.78,135032.0
2017-12-21,472.78,488.26,472.18,483.14,288087.0
2017-12-22,485.72,491.65,479.8,485.34,78066.0
2017-12-23,485.72,491.65,479.8,485.34,78066.0
2017-12-24,485.72,491.65,479.8,485.34,78066.0
2017-12-25,485.72,491.65,479.8,485.34,78066.0
2017-12-26,489.53,490.8,472.61,477.89,165727.0
2017-12-27,481.41,490.8,476.92,482.0,72624.0
2017-12-28,485.64,496.72,480.31,491.31,154040.0
2017-12-29,492.79,503.49,484.88,493.55,165516.0
2017-12-30,492.79,503.49,484.88,493.55,165516.0
2017-12-31,492.79,503.49,484.88,493.55,165516.0
2018-01-01,493.63,499.98,484.03,488.85,56569.0
2018-01-02,488.05,491.52,483.82,486.82,35425.0
2018-01-03,485.76,490.8,484.45,488.18,51868.0
2018-01-04,490.8,491.6,482.34,487.5,44850.0
2018-01-05,490.46,490.46,483.27,489.15,203765.0
2018-01-06,490.46,490.46,483.27,489.15,203765.0
2018-01-07,490.46,490.46,483.27,489.15,203765.0
2018-01-08,492.15,494.4,485.72,491.05,147294.0
2018-01-09,493.34,506.88,490.8,493.42,238498.0
2018-01-10,493.34,499.22,486.57,492.15,241237.0
2018-01-11,495.62,503.7,490.16,493.17,170818.0
2018-01-12,493.34,507.72,476.12,488.6,333768.0
2018-01-13,493.34,507.72,476.12,488.6,333768.0
2018-01-14,493.34,507.72,476.12,488.6,333768.0
2018-01-15,494.52,503.41,482.59,500.28,151307.0
2018-01-16,500.11,506.03,487.41,493.0,273778.0
2018-01-17,494.18,503.49,488.26,499.43,122034.0
2018-01-18,504.34,507.72,486.57,492.11,235341.0
2018-01-19,492.58,573.73,492.58,553.04,2097390.0
2018-01-20,492.58,573.73,492.58,553.04,2097390.0
2018-01-21,492.58,573.73,492.58,553.04,2097390.0
2018-01-22,558.5,578.64,526.93,530.91,1638626.0
2018-01-23,539.88,580.5,527.27,560.7,1032122.0
2018-01-24,543.52,561.5,533.11,542.25,8264569.0
2018-01-25,544.66,553.76,537.43,544.36,604705.0
2018-01-26,544.66,553.76,537.43,544.36,604705.0
2018-01-27,544.66,553.76,537.43,544.36,604705.0
2018-01-28,544.66,553.76,537.43,544.36,604705.0
2018-01-29,548.09,556.8,538.19,551.01,535318.0
2018-01-30,554.29,556.41,523.63,529.98,852747.0
2018-01-31,534.19,551.73,534.19,546.49,1007033.0
2018-02-01,546.49,551.56,533.55,546.49,264935.0
2018-02-02,543.13,544.92,523.63,528.23,579102.0
2018-02-03,543.13,544.92,523.63,528.23,579102.0
2018-02-04,543.13,544.92,523.63,528.23,579102.0
2018-02-05,520.36,540.66,514.01,530.02,452386.0
2018-02-06,518.74,527.04,503.28,512.01,1040032.0
2018-02-07,527.85,527.85,512.56,515.03,330516.0
2018-02-08,516.82,548.54,514.69,531.17,242102.0
2018-02-09,525.97,539.64,520.23,535.04,90642.0
2018-02-10,525.97,539.64,520.23,535.04,90642.0
2018-02-11,525.97,539.64,520.23,535.04,90642.0
2018-02-12,533.85,543.22,529.13,532.7,112677.0
2018-02-13,533.85,543.22,529.13,532.7,112677.0
2018-02-14,540.66,540.66,527.46,531.3,70864.0
2018-02-15,535.55,535.55,521.16,526.87,198639.0
