,SUNTV IN Equity,SUNTV IN Equity,SUNTV IN Equity,SUNTV IN Equity,SUNTV IN Equity
2021-07-18,499.04,499.04,491.05,493.4,1345588.0
2021-07-19,489.57,504.59,489.57,498.07,2069858.0
2021-07-20,499.87,500.06,485.13,489.8,1191268.0
2021-07-21,499.87,500.06,485.13,489.8,1191268.0
2021-07-22,492.3,497.1,490.35,494.05,755502.0
2021-07-23,497.29,497.38,489.98,491.97,719117.0
2021-07-24,497.29,497.38,489.98,491.97,719117.0
2021-07-25,497.29,497.38,489.98,491.97,719117.0
2021-07-26,493.59,507.92,489.89,505.98,3870876.0
2021-07-27,506.58,517.62,491.0,497.7,5626123.0
2021-07-28,502.83,504.54,487.81,496.96,1943991.0
2021-07-29,496.36,511.52,493.68,503.9,3523621.0
2021-07-30,499.46,539.53,499.14,535.74,11754791.0
2021-07-31,499.46,539.53,499.14,535.74,11754791.0
2021-08-01,499.46,539.53,499.14,535.74,11754791.0
2021-08-02,536.15,542.16,522.34,529.59,3386717.0
2021-08-03,531.16,534.12,522.84,525.57,1074491.0
2021-08-04,531.49,537.03,510.46,517.48,1293043.0
2021-08-05,515.31,518.55,506.02,508.79,1285713.0
2021-08-06,511.84,514.85,499.6,501.12,1021178.0
2021-08-07,511.84,514.85,499.6,501.12,1021178.0
2021-08-08,511.84,514.85,499.6,501.12,1021178.0
2021-08-09,501.54,506.07,497.29,499.27,613599.0
2021-08-10,497.75,510.64,476.26,483.88,2157862.0
2021-08-11,485.27,491.74,477.88,485.55,1530611.0
2021-08-12,484.35,490.82,484.35,487.44,870477.0
2021-08-13,490.49,497.29,483.51,485.59,1106804.0
2021-08-14,490.49,497.29,483.51,485.59,1106804.0
2021-08-15,490.49,497.29,483.51,485.59,1106804.0
2021-08-16,491.74,491.74,473.35,474.78,1387011.0
2021-08-17,473.25,475.98,462.62,470.76,1987078.0
2021-08-18,468.82,473.12,462.16,465.72,792523.0
2021-08-19,468.82,473.12,462.16,465.72,792523.0
2021-08-20,464.01,464.01,441.83,446.36,1435568.0
2021-08-21,464.01,464.01,441.83,446.36,1435568.0
2021-08-22,464.01,464.01,441.83,446.36,1435568.0
2021-08-23,447.19,456.46,438.76,442.07,1200884.0
2021-08-24,441.09,466.57,439.79,463.26,2028419.0
2021-08-25,464.01,469.97,447.24,450.83,3063279.0
2021-08-26,448.55,455.3,440.77,443.0,1759712.0
2021-08-27,443.47,451.62,442.58,449.62,1526763.0
2021-08-28,443.47,451.62,442.58,449.62,1526763.0
2021-08-29,443.47,451.62,442.58,449.62,1526763.0
2021-08-30,451.25,460.05,449.66,451.9,1417354.0
2021-08-31,458.7,458.7,446.26,449.52,1224108.0
2021-09-01,452.36,459.96,450.27,453.34,1898754.0
2021-09-02,456.42,458.7,452.36,454.0,1009548.0
2021-09-03,456.37,473.05,454.79,457.02,2772339.0
2021-09-04,456.37,473.05,454.79,457.02,2772339.0
2021-09-05,456.37,473.05,454.79,457.02,2772339.0
2021-09-06,458.51,462.98,456.14,457.35,770080.0
2021-09-07,457.86,459.54,447.61,451.39,920989.0
2021-09-08,451.81,454.6,446.5,449.76,1168081.0
2021-09-09,451.67,460.94,447.33,457.81,1393951.0
2021-09-10,451.67,460.94,447.33,457.81,1393951.0
2021-09-11,451.67,460.94,447.33,457.81,1393951.0
2021-09-12,451.67,460.94,447.33,457.81,1393951.0
2021-09-13,456.65,459.26,452.74,455.21,656485.0
2021-09-14,457.4,479.61,457.4,477.1,5775023.0
2021-09-15,478.82,489.49,470.72,473.51,2952890.0
2021-09-16,476.96,480.59,463.36,468.25,1207039.0
2021-09-17,475.09,475.09,456.46,459.4,1762190.0
2021-09-18,475.09,475.09,456.46,459.4,1762190.0
2021-09-19,475.09,475.09,456.46,459.4,1762190.0
2021-09-20,461.12,470.39,450.04,454.69,1713311.0
2021-09-21,452.92,459.21,445.66,451.11,811911.0
2021-09-22,464.85,484.22,450.87,471.79,5444938.0
2021-09-23,472.3,497.45,472.3,492.42,4147824.0
2021-09-24,495.45,497.08,472.58,475.98,4049266.0
2021-09-25,495.45,497.08,472.58,475.98,4049266.0
2021-09-26,495.45,497.08,472.58,475.98,4049266.0
2021-09-27,476.4,483.57,467.46,469.79,1181583.0
2021-09-28,473.19,474.54,461.54,464.48,1066687.0
2021-09-29,462.1,471.74,460.1,466.43,1152936.0
2021-09-30,467.64,473.93,462.33,470.76,3268905.0
2021-10-01,467.64,493.35,463.92,485.3,5911560.0
2021-10-02,467.64,493.35,463.92,485.3,5911560.0
2021-10-03,467.64,493.35,463.92,485.3,5911560.0
2021-10-04,486.04,497.08,480.03,494.01,2519092.0
2021-10-05,489.81,504.9,489.67,497.82,2705718.0
2021-10-06,499.69,508.35,491.4,500.95,4931906.0
2021-10-07,504.9,513.29,501.18,505.88,2744633.0
2021-10-08,504.9,524.98,499.92,501.92,4796190.0
2021-10-09,504.9,524.98,499.92,501.92,4796190.0
2021-10-10,504.9,524.98,499.92,501.92,4796190.0
2021-10-11,506.77,507.89,494.89,498.85,1079558.0
2021-10-12,497.96,506.72,493.96,499.18,800144.0
2021-10-13,500.95,519.81,495.82,505.32,1924792.0
2021-10-14,508.91,521.81,500.9,516.5,1851479.0
2021-10-15,508.91,521.81,500.9,516.5,1851479.0
2021-10-16,508.91,521.81,500.9,516.5,1851479.0
2021-10-17,508.91,521.81,500.9,516.5,1851479.0
2021-10-18,527.4,529.13,508.63,512.5,3131091.0
2021-10-19,509.89,526.33,501.6,511.01,2958178.0
2021-10-20,506.44,516.92,499.32,505.93,1501085.0
2021-10-21,505.84,519.16,504.44,512.26,2087740.0
2021-10-22,505.84,519.3,503.09,512.82,2058514.0
2021-10-23,505.84,519.3,503.09,512.82,2058514.0
2021-10-24,505.84,519.3,503.09,512.82,2058514.0
2021-10-25,508.26,531.97,503.04,521.58,5153327.0
2021-10-26,524.93,535.46,519.06,529.31,2572508.0
2021-10-27,530.06,537.04,519.9,526.19,1684678.0
2021-10-28,525.4,525.4,503.04,507.7,2893234.0
2021-10-29,509.56,535.65,503.37,522.6,4928057.0
2021-10-30,509.56,535.65,503.37,522.6,4928057.0
2021-10-31,509.56,535.65,503.37,522.6,4928057.0
2021-11-01,526.33,555.91,522.6,549.81,4962571.0
2021-11-02,554.28,560.84,542.63,547.38,4191465.0
2021-11-03,552.51,562.99,544.03,552.97,3158051.0
2021-11-04,553.35,569.23,553.35,565.97,1916431.0
2021-11-05,553.35,569.23,553.35,565.97,1916431.0
2021-11-06,553.35,569.23,553.35,565.97,1916431.0
2021-11-07,553.35,569.23,553.35,565.97,1916431.0
2021-11-08,569.18,570.11,528.94,537.23,6121693.0
2021-11-09,541.24,544.03,531.45,541.33,2105211.0
2021-11-10,545.57,545.57,530.15,533.41,1094091.0
2021-11-11,535.55,537.04,521.91,528.47,931156.0
2021-11-12,526.79,532.87,519.49,526.18,1054669.0
2021-11-13,526.79,532.87,519.49,526.18,1054669.0
2021-11-14,526.79,532.87,519.49,526.18,1054669.0
2021-11-15,527.68,532.92,518.32,520.57,773529.0
2021-11-16,519.3,528.52,510.88,512.1,892430.0
2021-11-17,511.02,523.61,510.6,518.51,1206169.0
2021-11-18,519.4,520.24,498.16,504.1,1217201.0
2021-11-19,519.4,520.24,498.16,504.1,1217201.0
2021-11-20,519.4,520.24,498.16,504.1,1217201.0
2021-11-21,519.4,520.24,498.16,504.1,1217201.0
2021-11-22,505.27,509.29,500.45,505.74,1438366.0
2021-11-23,499.19,511.58,498.25,501.34,1704494.0
2021-11-24,498.48,511.21,498.48,501.99,1097822.0
2021-11-25,498.95,510.88,495.68,502.74,2654842.0
2021-11-26,499.51,508.08,484.36,489.64,1901482.0
2021-11-27,499.51,508.08,484.36,489.64,1901482.0
2021-11-28,499.51,508.08,484.36,489.64,1901482.0
2021-11-29,486.46,495.58,473.46,488.71,1374374.0
2021-11-30,491.19,501.15,484.45,487.44,966932.0
2021-12-01,486.55,496.85,483.98,490.34,1115157.0
2021-12-02,492.17,500.59,489.36,499.33,839049.0
2021-12-03,503.63,504.85,492.31,494.04,717574.0
2021-12-04,503.63,504.85,492.31,494.04,717574.0
2021-12-05,503.63,504.85,492.31,494.04,717574.0
2021-12-06,500.4,504.33,488.85,493.53,1203832.0
2021-12-07,493.39,505.08,493.39,497.03,1005198.0
2021-12-08,499.65,513.69,499.47,509.62,1507349.0
2021-12-09,507.33,515.51,505.22,507.28,907763.0
2021-12-10,508.54,517.9,505.97,515.09,1530217.0
2021-12-11,508.54,517.9,505.97,515.09,1530217.0
2021-12-12,508.54,517.9,505.97,515.09,1530217.0
2021-12-13,517.53,519.3,503.21,506.2,882155.0
2021-12-14,505.27,513.55,500.78,511.35,852467.0
2021-12-15,510.88,513.69,500.59,502.04,545869.0
2021-12-16,505.22,505.5,488.19,489.78,1171858.0
2021-12-17,491.98,491.98,475.93,483.05,805556.0
2021-12-18,491.98,491.98,475.93,483.05,805556.0
2021-12-19,491.98,491.98,475.93,483.05,805556.0
2021-12-20,478.13,478.93,452.22,458.16,1606265.0
2021-12-21,463.12,472.47,458.62,463.35,773385.0
2021-12-22,462.74,476.26,462.55,470.13,906433.0
2021-12-23,477.43,477.43,467.84,469.24,953435.0
2021-12-24,473.92,473.92,458.48,460.12,738439.0
2021-12-25,473.92,473.92,458.48,460.12,738439.0
2021-12-26,473.92,473.92,458.48,460.12,738439.0
2021-12-27,458.48,460.68,452.87,457.64,820513.0
2021-12-28,464.1,466.91,458.95,460.26,812552.0
2021-12-29,462.13,462.18,455.72,458.58,847494.0
2021-12-30,461.81,461.81,453.34,456.47,592160.0
2021-12-31,454.37,469.34,454.37,467.93,926828.0
2022-01-01,454.37,469.34,454.37,467.93,926828.0
2022-01-02,454.37,469.34,454.37,467.93,926828.0
2022-01-03,464.94,473.78,464.94,471.96,818262.0
2022-01-04,471.58,476.68,468.78,470.98,529252.0
2022-01-05,471.96,476.26,469.71,474.11,574516.0
2022-01-06,468.82,482.86,467.56,479.21,1508053.0
2022-01-07,482.81,483.33,471.07,473.88,794421.0
2022-01-08,482.81,483.33,471.07,473.88,794421.0
2022-01-09,482.81,483.33,471.07,473.88,794421.0
2022-01-10,476.36,484.45,475.37,481.08,495329.0
2022-01-11,483.47,491.0,480.29,484.26,1101115.0
2022-01-12,484.82,487.49,476.78,480.29,969521.0
2022-01-13,482.44,488.24,478.98,486.7,548903.0
2022-01-14,480.94,488.57,480.94,483.98,517104.0
2022-01-15,480.94,488.57,480.94,483.98,517104.0
2022-01-16,480.94,488.57,480.94,483.98,517104.0
2022-01-17,486.37,486.37,480.15,483.23,472362.0
2022-01-18,484.68,485.62,472.52,474.72,452713.0
2022-01-19,471.07,479.44,466.77,477.53,535601.0
2022-01-20,477.29,481.55,473.64,475.75,641164.0
2022-01-21,470.79,474.44,460.36,463.21,602713.0
2022-01-22,470.79,474.44,460.36,463.21,602713.0
2022-01-23,470.79,474.44,460.36,463.21,602713.0
2022-01-24,461.76,463.07,440.05,445.62,818697.0
2022-01-25,441.17,455.3,437.2,445.53,1468359.0
2022-01-26,441.17,455.3,437.2,445.53,1468359.0
2022-01-27,440.52,449.03,435.61,444.45,1168701.0
2022-01-28,440.85,469.34,440.85,461.24,1338380.0
2022-01-29,440.85,469.34,440.85,461.24,1338380.0
2022-01-30,440.85,469.34,440.85,461.24,1338380.0
2022-01-31,464.1,469.06,460.82,465.78,578443.0
2022-02-01,469.71,474.86,465.03,472.05,580147.0
2022-02-02,474.39,485.01,474.39,483.0,805126.0
2022-02-03,484.68,485.53,478.23,481.41,784524.0
2022-02-04,481.88,481.88,470.13,472.94,567794.0
2022-02-05,481.88,481.88,470.13,472.94,567794.0
2022-02-06,481.88,481.88,470.13,472.94,567794.0
2022-02-07,468.92,478.93,468.31,472.38,653320.0
2022-02-08,476.12,476.5,461.99,471.21,676638.0
2022-02-09,476.17,499.14,472.8,483.98,3129492.0
2022-02-10,491.19,494.04,482.11,488.05,1207890.0
2022-02-11,493.06,505.08,481.97,484.54,5013123.0
2022-02-12,493.06,505.08,481.97,484.54,5013123.0
2022-02-13,493.06,505.08,481.97,484.54,5013123.0
2022-02-14,476.26,495.54,469.99,483.47,2783385.0
2022-02-15,485.15,493.15,462.23,477.76,2342607.0
2022-02-16,486.51,486.51,468.78,470.13,842475.0
2022-02-17,480.43,480.43,461.01,464.26,1201354.0
2022-02-18,462.66,467.92,455.13,456.5,1039032.0
2022-02-19,462.66,467.92,455.13,456.5,1039032.0
2022-02-20,462.66,467.92,455.13,456.5,1039032.0
2022-02-21,458.57,459.55,442.91,444.51,1475832.0
2022-02-22,428.8,442.06,428.8,435.06,1079485.0
2022-02-23,437.27,440.98,434.68,436.28,766244.0
2022-02-24,423.16,429.65,399.84,401.72,1768592.0
2022-02-25,403.42,424.43,403.42,418.37,1087773.0
2022-02-26,403.42,424.43,403.42,418.37,1087773.0
2022-02-27,403.42,424.43,403.42,418.37,1087773.0
2022-02-28,413.76,423.16,407.04,420.86,1773400.0
2022-03-01,413.76,423.16,407.04,420.86,1773400.0
2022-03-02,418.37,432.1,415.64,426.55,1053051.0
2022-03-03,436.8,436.8,419.4,422.88,881215.0
2022-03-04,420.34,424.9,409.34,411.17,685720.0
2022-03-05,420.34,424.9,409.34,411.17,685720.0
2022-03-06,420.34,424.9,409.34,411.17,685720.0
2022-03-07,411.13,415.03,399.65,411.97,1216206.0
2022-03-08,418.37,421.28,404.03,418.51,2052985.0
2022-03-09,422.22,439.48,418.93,435.2,1535418.0
2022-03-10,441.97,441.97,426.41,428.48,1354406.0
2022-03-11,435.39,435.39,425.47,427.86,710308.0
2022-03-12,435.39,435.39,425.47,427.86,710308.0
2022-03-13,435.39,435.39,425.47,427.86,710308.0
2022-03-14,433.04,438.21,429.04,436.05,1418874.0
2022-03-15,444.74,444.74,421.52,423.3,650290.0
2022-03-16,432.52,432.52,425.42,430.69,570025.0
2022-03-17,434.77,455.17,432.06,446.23,2716477.0
2022-03-18,434.77,455.17,432.06,446.23,2716477.0
2022-03-19,434.77,455.17,432.06,446.23,2716477.0
2022-03-20,434.77,455.17,432.06,446.23,2716477.0
2022-03-21,452.55,455.4,435.01,442.9,1756021.0
2022-03-22,446.8,457.45,432.59,437.2,4801043.0
2022-03-23,438.81,442.95,434.16,435.96,1317865.0
2022-03-24,439.24,449.56,438.29,443.05,2069086.0
2022-03-25,445.9,450.18,440.57,444.66,1042124.0
2022-03-26,445.9,450.18,440.57,444.66,1042124.0
2022-03-27,445.9,450.18,440.57,444.66,1042124.0
2022-03-28,446.85,449.13,438.53,441.67,979511.0
2022-03-29,440.24,456.36,440.24,453.5,1533277.0
2022-03-30,458.07,469.43,453.03,464.34,1845429.0
2022-03-31,467.72,472.47,460.4,465.72,1856314.0
2022-04-01,465.86,477.98,464.01,473.85,857742.0
2022-04-02,465.86,477.98,464.01,473.85,857742.0
2022-04-03,465.86,477.98,464.01,473.85,857742.0
2022-04-04,479.17,479.93,470.05,473.61,826715.0
2022-04-05,475.37,480.98,472.14,473.71,617319.0
2022-04-06,475.09,485.35,470.9,474.04,1114754.0
2022-04-07,478.79,482.88,471.04,472.99,820851.0
2022-04-08,479.08,489.63,475.89,487.44,2023607.0
2022-04-09,479.08,489.63,475.89,487.44,2023607.0
2022-04-10,479.08,489.63,475.89,487.44,2023607.0
2022-04-11,489.35,513.4,487.25,503.61,1820014.0
2022-04-12,512.4,512.4,490.58,492.86,3678243.0
2022-04-13,494.81,498.57,482.41,484.35,991754.0
2022-04-14,494.81,498.57,482.41,484.35,991754.0
2022-04-15,494.81,498.57,482.41,484.35,991754.0
2022-04-16,494.81,498.57,482.41,484.35,991754.0
2022-04-17,494.81,498.57,482.41,484.35,991754.0
2022-04-18,480.12,482.98,471.66,480.74,1118874.0
2022-04-19,478.51,490.11,469.81,474.28,891080.0
2022-04-20,473.94,482.31,469.29,472.95,887616.0
2022-04-21,477.18,480.93,472.99,478.75,593341.0
2022-04-22,478.51,482.79,471.09,473.33,752300.0
2022-04-23,478.51,482.79,471.09,473.33,752300.0
2022-04-24,478.51,482.79,471.09,473.33,752300.0
2022-04-25,470.57,471.28,461.3,465.77,674408.0
2022-04-26,467.76,479.17,467.76,476.65,681441.0
2022-04-27,476.56,479.17,467.72,472.04,436514.0
2022-04-28,475.09,489.63,463.96,467.1,606352.0
2022-04-29,468.29,471.61,457.31,458.68,532984.0
2022-04-30,468.29,471.61,457.31,458.68,532984.0
2022-05-01,468.29,471.61,457.31,458.68,532984.0
2022-05-02,456.36,459.78,452.17,457.69,526925.0
2022-05-03,456.36,459.78,452.17,457.69,526925.0
2022-05-04,463.11,463.11,435.58,437.82,793082.0
2022-05-05,446.75,448.65,438.91,440.15,476017.0
2022-05-06,437.34,437.34,428.12,430.69,440342.0
2022-05-07,437.34,437.34,428.12,430.69,440342.0
2022-05-08,437.34,437.34,428.12,430.69,440342.0
2022-05-09,429.73,434.58,422.13,424.79,464507.0
2022-05-10,429.26,429.26,413.57,415.05,382746.0
2022-05-11,415.47,419.28,401.02,409.91,527720.0
2022-05-12,404.06,408.77,389.19,393.27,682065.0
2022-05-13,396.6,403.4,388.52,389.76,447133.0
2022-05-14,396.6,403.4,388.52,389.76,447133.0
2022-05-15,396.6,403.4,388.52,389.76,447133.0
2022-05-16,397.6,397.6,383.81,390.9,724858.0
2022-05-17,391.71,403.59,387.52,402.64,610166.0
2022-05-18,407.87,408.77,399.22,401.36,675832.0
2022-05-19,396.55,396.55,383.1,384.48,585293.0
2022-05-20,386.81,420.75,386.81,416.76,1457831.0
2022-05-21,386.81,420.75,386.81,416.76,1457831.0
2022-05-22,386.81,420.75,386.81,416.76,1457831.0
2022-05-23,416.42,420.51,405.02,406.44,842713.0
2022-05-24,411.34,415.33,395.75,398.93,940946.0
2022-05-25,403.87,404.49,390.66,394.6,1017633.0
2022-05-26,397.36,403.87,385.34,399.26,1288788.0
2022-05-27,403.59,405.87,397.41,403.78,590468.0
2022-05-28,403.59,405.87,397.41,403.78,590468.0
2022-05-29,403.59,405.87,397.41,403.78,590468.0
2022-05-30,403.11,413.43,401.88,412.1,708026.0
2022-05-31,409.77,426.79,408.96,423.55,1470023.0
2022-06-01,422.6,427.5,414.86,420.94,2090585.0
2022-06-02,419.66,423.65,415.52,420.37,497349.0
2022-06-03,426.07,426.07,408.82,410.1,612687.0
2022-06-04,426.07,426.07,408.82,410.1,612687.0
2022-06-05,426.07,426.07,408.82,410.1,612687.0
2022-06-06,409.91,410.1,395.46,402.88,915216.0
2022-06-07,408.82,408.82,397.41,399.98,487748.0
2022-06-08,405.02,409.53,400.26,407.92,503569.0
2022-06-09,408.82,422.03,403.87,418.09,468170.0
2022-06-10,415.47,416.23,408.68,414.05,467717.0
2022-06-11,415.47,416.23,408.68,414.05,467717.0
2022-06-12,415.47,416.23,408.68,414.05,467717.0
2022-06-13,413.57,413.57,396.65,398.79,543937.0
2022-06-14,390.75,406.39,387.71,399.07,739291.0
2022-06-15,406.92,416.42,389.47,391.18,3177261.0
2022-06-16,393.61,401.64,387.24,389.23,1834951.0
2022-06-17,385.29,415.47,384.24,411.72,4580803.0
2022-06-18,385.29,415.47,384.24,411.72,4580803.0
2022-06-19,385.29,415.47,384.24,411.72,4580803.0
2022-06-20,410.72,413.86,400.55,407.2,1700524.0
2022-06-21,413.57,430.69,409.2,425.55,2551398.0
2022-06-22,425.93,425.93,386.1,388.47,3764020.0
2022-06-23,390.75,396.27,382.72,392.56,2232562.0
2022-06-24,396.46,397.98,390.75,394.51,828420.0
2022-06-25,396.46,397.98,390.75,394.51,828420.0
2022-06-26,396.46,397.98,390.75,394.51,828420.0
2022-06-27,396.65,399.93,392.37,394.46,1485927.0
2022-06-28,394.56,400.55,392.09,397.65,766534.0
2022-06-29,395.51,402.35,392.75,400.02,728512.0
2022-06-30,397.5,402.16,388.38,392.23,2598473.0
2022-07-01,393.42,404.73,390.61,401.93,3247140.0
2022-07-02,393.42,404.73,390.61,401.93,3247140.0
2022-07-03,393.42,404.73,390.61,401.93,3247140.0
2022-07-04,405.02,406.92,397.6,401.45,973953.0
2022-07-05,407.87,407.87,394.08,395.6,969859.0
2022-07-06,397.84,409.77,392.18,406.82,813152.0
2022-07-07,407.68,411.53,405.54,408.25,753390.0
2022-07-08,409.1,420.08,406.11,408.39,1296538.0
2022-07-09,409.1,420.08,406.11,408.39,1296538.0
2022-07-10,409.1,420.08,406.11,408.39,1296538.0
2022-07-11,405.59,416.85,405.54,415.52,565891.0
2022-07-12,409.15,414.43,408.44,409.96,341720.0
2022-07-13,408.82,410.82,403.11,403.87,663696.0
2022-07-14,403.87,406.68,394.56,397.22,556116.0
2022-07-15,399.07,404.06,394.22,397.65,657345.0
2022-07-16,399.07,404.06,394.22,397.65,657345.0
2022-07-17,399.07,404.06,394.22,397.65,657345.0
2022-07-18,399.41,404.83,399.41,403.16,829953.0
2022-07-19,401.5,406.58,399.41,402.5,502046.0
2022-07-20,404.64,411.86,401.69,403.92,1161530.0
2022-07-21,405.02,420.23,403.68,415.66,1558985.0
2022-07-22,415.43,420.89,410.86,419.61,669722.0
2022-07-23,415.43,420.89,410.86,419.61,669722.0
2022-07-24,415.43,420.89,410.86,419.61,669722.0
2022-07-25,418.33,423.55,416.42,420.89,775393.0
2022-07-26,419.28,458.26,418.42,442.86,4496041.0
2022-07-27,440.19,452.7,438.15,449.7,1541703.0
2022-07-28,452.08,454.36,445.18,450.65,904197.0
2022-07-29,451.13,456.64,446.85,448.94,831583.0
2022-07-30,451.13,456.64,446.85,448.94,831583.0
2022-07-31,451.13,456.64,446.85,448.94,831583.0
2022-08-01,452.08,455.4,445.94,449.37,615842.0
2022-08-02,449.37,452.84,441.24,447.51,502297.0
2022-08-03,448.75,450.65,435.53,443.0,619324.0
2022-08-04,446.85,455.55,440.24,447.09,2341670.0
2022-08-05,450.65,453.31,445.14,448.37,671408.0
2022-08-06,450.65,453.31,445.14,448.37,671408.0
2022-08-07,450.65,453.31,445.14,448.37,671408.0
2022-08-08,446.37,450.41,442.33,446.42,431546.0
2022-08-09,446.37,450.41,442.33,446.42,431546.0
2022-08-10,446.85,447.8,438.39,441.86,490050.0
2022-08-11,444.0,456.36,441.95,451.22,1272789.0
2022-08-12,453.5,462.49,450.7,453.69,1154649.0
2022-08-13,453.5,462.49,450.7,453.69,1154649.0
2022-08-14,453.5,462.49,450.7,453.69,1154649.0
2022-08-15,453.5,462.49,450.7,453.69,1154649.0
2022-08-16,460.16,476.27,457.73,462.35,3026447.0
2022-08-17,464.34,469.81,456.5,457.73,1046080.0
2022-08-18,461.01,464.72,454.07,455.93,720889.0
2022-08-19,461.77,468.76,456.26,462.01,2425515.0
2022-08-20,461.77,468.76,456.26,462.01,2425515.0
2022-08-21,461.77,468.76,456.26,462.01,2425515.0
2022-08-22,466.53,480.03,458.68,475.37,4125755.0
2022-08-23,475.71,481.47,464.81,466.58,1934614.0
2022-08-24,469.03,495.01,467.93,491.17,4741696.0
2022-08-25,499.38,502.69,485.93,489.06,2674171.0
2022-08-26,491.89,496.5,485.07,486.94,1049703.0
2022-08-27,491.89,496.5,485.07,486.94,1049703.0
2022-08-28,491.89,496.5,485.07,486.94,1049703.0
2022-08-29,453.57,487.57,453.57,484.45,703743.0
2022-08-30,485.02,490.4,478.25,482.09,1229349.0
2022-08-31,485.02,490.4,478.25,482.09,1229349.0
2022-09-01,480.17,487.76,475.85,481.66,1335627.0
2022-09-02,481.18,510.61,481.18,498.08,3247721.0
2022-09-03,481.18,510.61,481.18,498.08,3247721.0
2022-09-04,481.18,510.61,481.18,498.08,3247721.0
2022-09-05,497.46,501.88,489.44,490.35,785788.0
2022-09-06,492.56,496.5,489.1,492.42,773069.0
2022-09-07,488.24,495.59,488.24,494.58,590131.0
2022-09-08,496.64,499.14,488.77,490.16,614951.0
2022-09-09,494.05,494.29,485.84,490.26,567018.0
2022-09-10,494.05,494.29,485.84,490.26,567018.0
2022-09-11,494.05,494.29,485.84,490.26,567018.0
2022-09-12,488.29,501.3,488.29,499.57,892397.0
2022-09-13,503.6,516.67,492.61,512.15,3261025.0
2022-09-14,501.92,511.67,498.99,506.05,1303080.0
2022-09-15,504.76,509.89,497.55,499.72,885699.0
2022-09-16,504.8,504.8,482.81,487.13,989299.0
2022-09-17,504.8,504.8,482.81,487.13,989299.0
2022-09-18,504.8,504.8,482.81,487.13,989299.0
2022-09-19,487.18,498.13,482.14,492.22,830880.0
2022-09-20,494.58,506.01,492.03,501.59,878001.0
2022-09-21,494.96,503.56,486.85,488.58,725203.0
2022-09-22,488.82,504.66,485.31,500.87,2555099.0
2022-09-23,504.13,504.13,484.16,487.42,673856.0
2022-09-24,504.13,504.13,484.16,487.42,673856.0
2022-09-25,504.13,504.13,484.16,487.42,673856.0
2022-09-26,482.28,485.55,466.73,470.14,673650.0
2022-09-27,472.54,481.76,471.48,478.11,677236.0
2022-09-28,478.11,483.1,469.46,475.51,824435.0
2022-09-29,477.92,484.01,474.12,480.8,615150.0
2022-09-30,480.12,496.59,476.33,488.67,1766924.0
2022-10-01,480.12,496.59,476.33,488.67,1766924.0
2022-10-02,480.12,496.59,476.33,488.67,1766924.0
2022-10-03,487.33,499.38,482.09,484.45,1270956.0
2022-10-04,492.75,502.45,490.26,500.0,871668.0
2022-10-05,492.75,502.45,490.26,500.0,871668.0
2022-10-06,501.3,508.45,501.3,505.91,1117665.0
2022-10-07,505.14,521.18,501.59,519.07,1943703.0
2022-10-08,505.14,521.18,501.59,519.07,1943703.0
2022-10-09,505.14,521.18,501.59,519.07,1943703.0
2022-10-10,514.5,524.06,508.98,513.45,1345070.0
2022-10-11,512.82,513.78,498.51,509.85,2859765.0
2022-10-12,507.49,519.5,502.36,517.43,1094372.0
2022-10-13,517.63,529.15,510.42,516.04,1335649.0
2022-10-14,520.55,526.17,513.16,514.7,515153.0
2022-10-15,520.55,526.17,513.16,514.7,515153.0
2022-10-16,520.55,526.17,513.16,514.7,515153.0
2022-10-17,513.21,516.81,507.3,509.22,654947.0
2022-10-18,509.41,515.56,509.22,513.54,503201.0
2022-10-19,513.88,517.63,505.09,508.55,599421.0
2022-10-20,505.43,521.71,505.43,519.02,922092.0
2022-10-21,519.11,522.91,503.46,505.62,848375.0
2022-10-22,519.11,522.91,503.46,505.62,848375.0
2022-10-23,519.11,522.91,503.46,505.62,848375.0
2022-10-24,512.73,512.73,502.26,505.38,81782.0
2022-10-25,507.69,507.69,496.74,504.52,667682.0
2022-10-26,507.69,507.69,496.74,504.52,667682.0
2022-10-27,504.18,508.41,497.46,507.25,804278.0
2022-10-28,508.74,508.74,496.45,497.41,628294.0
2022-10-29,508.74,508.74,496.45,497.41,628294.0
2022-10-30,508.74,508.74,496.45,497.41,628294.0
2022-10-31,498.56,503.89,496.21,502.12,600533.0
2022-11-01,501.11,505.43,497.46,501.88,543147.0
2022-11-02,504.42,525.31,501.35,522.52,2977422.0
2022-11-03,517.96,527.71,516.95,523.1,867552.0
2022-11-04,524.92,534.82,521.23,530.88,1937113.0
2022-11-05,524.92,534.82,521.23,530.88,1937113.0
2022-11-06,524.92,534.82,521.23,530.88,1937113.0
2022-11-07,530.88,534.14,524.49,530.35,467973.0
2022-11-08,530.88,534.14,524.49,530.35,467973.0
2022-11-09,530.88,540.05,530.69,531.93,1450575.0
2022-11-10,531.07,545.96,530.25,538.32,1410087.0
2022-11-11,544.8,544.8,524.01,529.25,601659.0
2022-11-12,544.8,544.8,524.01,529.25,601659.0
2022-11-13,544.8,544.8,524.01,529.25,601659.0
2022-11-14,520.75,522.43,478.88,482.43,4302241.0
2022-11-15,482.33,487.09,475.37,477.39,1693054.0
2022-11-16,477.53,479.69,459.04,464.09,1656643.0
2022-11-17,463.85,472.49,456.16,463.56,1414770.0
