,JAGP IN Equity,JAGP IN Equity,JAGP IN Equity,JAGP IN Equity,JAGP IN Equity
2015-01-02,113.94,114.36,112.1,112.81,47811.0
2015-01-03,113.94,114.36,112.1,112.81,47811.0
2015-01-04,113.94,114.36,112.1,112.81,47811.0
2015-01-05,116.2,116.2,112.1,112.52,44314.0
2015-01-06,112.01,113.6,109.38,111.26,60656.0
2015-01-07,112.77,112.77,110.01,111.64,40151.0
2015-01-08,112.22,114.44,111.43,112.68,58317.0
2015-01-09,112.98,114.61,111.43,113.39,38778.0
2015-01-10,112.98,114.61,111.43,113.39,38778.0
2015-01-11,112.98,114.61,111.43,113.39,38778.0
2015-01-12,113.73,117.16,113.73,115.82,112496.0
2015-01-13,116.61,116.61,113.9,115.9,87625.0
2015-01-14,115.32,116.95,113.48,115.82,35821.0
2015-01-15,116.87,117.95,114.82,116.15,77515.0
2015-01-16,117.12,125.86,112.1,114.61,759041.0
2015-01-17,117.12,125.86,112.1,114.61,759041.0
2015-01-18,117.12,125.86,112.1,114.61,759041.0
2015-01-19,112.68,114.36,112.14,113.14,119786.0
2015-01-20,113.35,114.02,111.68,113.14,83337.0
2015-01-21,113.77,115.69,112.39,113.69,170264.0
2015-01-22,113.73,116.61,112.93,114.02,155456.0
2015-01-23,113.6,114.61,111.85,113.23,65343.0
2015-01-24,113.6,114.61,111.85,113.23,65343.0
2015-01-25,113.6,114.61,111.85,113.23,65343.0
2015-01-26,113.6,114.61,111.85,113.23,65343.0
2015-01-27,112.39,113.77,112.22,113.02,85867.0
2015-01-28,112.1,114.36,94.28,113.27,45727.0
2015-01-29,113.64,113.94,112.52,112.77,53704.0
2015-01-30,112.52,115.11,108.58,113.48,195108.0
2015-01-31,112.52,115.11,108.58,113.48,195108.0
2015-02-01,112.52,115.11,108.58,113.48,195108.0
2015-02-02,113.02,113.02,110.97,111.72,56443.0
2015-02-03,111.43,112.93,110.42,110.76,50633.0
2015-02-04,110.42,111.93,108.75,111.51,332416.0
2015-02-05,111.68,112.93,110.42,111.89,55470.0
2015-02-06,113.69,113.69,109.34,110.67,142552.0
2015-02-07,113.69,113.69,109.34,110.67,142552.0
2015-02-08,113.69,113.69,109.34,110.67,142552.0
2015-02-09,109.84,112.1,108.75,111.09,86818.0
2015-02-10,111.26,113.52,109.88,112.64,48870.0
2015-02-11,111.8,114.1,111.26,112.56,2092057.0
2015-02-12,113.44,116.87,112.56,115.44,2243786.0
2015-02-13,118.45,121.55,112.93,113.81,2996850.0
2015-02-14,118.45,121.55,112.93,113.81,2996850.0
2015-02-15,118.45,121.55,112.93,113.81,2996850.0
2015-02-16,114.69,117.28,114.1,114.73,100692.0
2015-02-17,114.69,117.28,114.1,114.73,100692.0
2015-02-18,114.73,117.95,114.4,115.99,86065.0
2015-02-19,116.91,116.91,113.23,114.36,73318.0
2015-02-20,114.94,115.32,113.35,114.56,57227.0
2015-02-21,114.94,115.32,113.35,114.56,57227.0
2015-02-22,114.94,115.32,113.35,114.56,57227.0
2015-02-23,115.36,115.36,112.93,113.73,43117.0
2015-02-24,113.1,113.77,112.1,113.27,68506.0
2015-02-25,112.93,113.6,111.85,112.72,45649.0
2015-02-26,111.93,114.61,108.75,110.17,79899.0
2015-02-27,110.13,113.69,109.8,111.51,85846.0
2015-02-28,111.26,112.56,108.92,111.22,53752.0
2015-03-01,111.26,112.56,108.92,111.22,53752.0
2015-03-02,111.26,111.55,109.59,110.8,55453.0
2015-03-03,109.63,110.59,108.75,109.63,113085.0
2015-03-04,109.84,110.42,108.16,108.79,776453.0
2015-03-05,109.59,111.18,108.75,109.17,66638.0
2015-03-06,109.59,111.18,108.75,109.17,66638.0
2015-03-07,109.59,111.18,108.75,109.17,66638.0
2015-03-08,109.59,111.18,108.75,109.17,66638.0
2015-03-09,107.2,109.96,107.2,109.8,36876.0
2015-03-10,108.88,109.5,108.5,108.79,42338.0
2015-03-11,108.75,109.42,108.33,108.83,58831.0
2015-03-12,108.79,111.01,108.33,110.42,120725.0
2015-03-13,111.55,111.55,106.24,108.5,105606.0
2015-03-14,111.55,111.55,106.24,108.5,105606.0
2015-03-15,111.55,111.55,106.24,108.5,105606.0
2015-03-16,109.55,110.38,100.22,107.24,74737.0
2015-03-17,107.5,112.89,107.12,112.14,233001.0
2015-03-18,112.77,115.19,109.04,110.38,139979.0
2015-03-19,110.47,111.68,106.78,107.16,90553.0
2015-03-20,106.45,107.79,106.24,106.24,94995.0
2015-03-21,106.45,107.79,106.24,106.24,94995.0
2015-03-22,106.45,107.79,106.24,106.24,94995.0
2015-03-23,106.32,107.66,105.91,107.04,69721.0
2015-03-24,109.0,112.39,104.57,104.9,255327.0
2015-03-25,106.62,107.91,104.57,104.99,49023.0
2015-03-26,103.73,106.24,103.73,104.9,124743.0
2015-03-27,106.24,106.24,103.31,103.98,109397.0
2015-03-28,106.24,106.24,103.31,103.98,109397.0
2015-03-29,106.24,106.24,103.31,103.98,109397.0
2015-03-30,103.19,108.5,103.19,106.74,53863.0
2015-03-31,107.91,110.42,103.98,107.7,135824.0
2015-04-01,107.08,109.92,104.99,107.54,55675.0
2015-04-02,107.08,109.92,104.99,107.54,55675.0
2015-04-03,107.08,109.92,104.99,107.54,55675.0
2015-04-04,107.08,109.92,104.99,107.54,55675.0
2015-04-05,107.08,109.92,104.99,107.54,55675.0
2015-04-06,107.91,108.83,107.08,107.75,42756.0
2015-04-07,107.66,107.87,105.95,106.24,64535.0
2015-04-08,106.24,108.75,105.4,105.91,2591337.0
2015-04-09,106.99,108.63,104.86,106.45,157079.0
2015-04-10,107.41,107.7,105.07,106.24,166935.0
2015-04-11,107.41,107.7,105.07,106.24,166935.0
2015-04-12,107.41,107.7,105.07,106.24,166935.0
2015-04-13,106.95,107.08,104.15,105.15,97764.0
2015-04-14,106.95,107.08,104.15,105.15,97764.0
2015-04-15,105.91,108.58,102.31,103.77,348775.0
2015-04-16,104.15,105.86,101.22,104.11,326210.0
2015-04-17,104.48,105.32,101.64,104.07,187142.0
2015-04-18,104.48,105.32,101.64,104.07,187142.0
2015-04-19,104.48,105.32,101.64,104.07,187142.0
2015-04-20,103.31,105.4,102.06,103.94,203617.0
2015-04-21,104.07,104.07,98.34,101.1,441016.0
2015-04-22,100.76,105.99,98.29,100.39,176169.0
2015-04-23,100.22,100.76,97.04,98.0,93623.0
2015-04-24,97.88,99.3,95.62,97.12,103558.0
2015-04-25,97.88,99.3,95.62,97.12,103558.0
2015-04-26,97.88,99.3,95.62,97.12,103558.0
2015-04-27,97.33,97.62,91.18,95.58,88938.0
2015-04-28,95.2,95.95,91.81,94.61,61810.0
2015-04-29,94.74,95.58,92.1,93.07,52528.0
2015-04-30,93.07,95.95,91.81,94.24,38304.0
2015-05-01,93.07,95.95,91.81,94.24,38304.0
2015-05-02,93.07,95.95,91.81,94.24,38304.0
2015-05-03,93.07,95.95,91.81,94.24,38304.0
2015-05-04,94.24,98.13,92.31,97.0,113310.0
2015-05-05,96.66,97.0,94.53,95.41,19755.0
2015-05-06,94.53,95.28,92.98,93.82,224975.0
2015-05-07,94.53,95.28,89.72,91.39,412923.0
2015-05-08,92.02,94.99,91.73,94.36,99447.0
2015-05-09,92.02,94.99,91.73,94.36,99447.0
2015-05-10,92.02,94.99,91.73,94.36,99447.0
2015-05-11,95.16,99.05,93.69,94.49,36227.0
2015-05-12,95.16,95.7,92.86,93.69,233037.0
2015-05-13,93.53,97.88,93.53,95.32,208385.0
2015-05-14,95.58,96.04,93.02,94.07,689454.0
2015-05-15,94.53,99.55,93.94,97.79,100620.0
2015-05-16,94.53,99.55,93.94,97.79,100620.0
2015-05-17,94.53,99.55,93.94,97.79,100620.0
2015-05-18,97.96,101.97,97.88,101.43,62380.0
2015-05-19,100.39,102.06,99.26,101.72,56762.0
2015-05-20,101.14,103.73,101.14,102.98,36793.0
2015-05-21,100.76,103.44,100.51,101.31,21321.0
2015-05-22,99.55,102.06,98.8,99.51,16766.0
2015-05-23,99.55,102.06,98.8,99.51,16766.0
2015-05-24,99.55,102.06,98.8,99.51,16766.0
2015-05-25,100.05,100.34,96.66,97.54,14999.0
2015-05-26,97.58,99.38,96.37,97.04,1107226.0
2015-05-27,96.62,98.63,95.87,96.58,38919.0
2015-05-28,97.37,97.37,94.99,96.12,19877.0
2015-05-29,96.62,98.63,94.61,97.54,97375.0
2015-05-30,96.62,98.63,94.61,97.54,97375.0
2015-05-31,96.62,98.63,94.61,97.54,97375.0
2015-06-01,100.34,105.2,97.96,99.0,214142.0
2015-06-02,100.34,102.06,98.25,99.17,20743.0
2015-06-03,97.12,99.46,95.62,97.21,93451.0
2015-06-04,97.54,104.32,97.12,102.94,92476.0
2015-06-05,102.89,103.31,100.09,101.05,26285.0
2015-06-06,102.89,103.31,100.09,101.05,26285.0
2015-06-07,102.89,103.31,100.09,101.05,26285.0
2015-06-08,101.22,104.65,97.96,101.97,82543.0
2015-06-09,100.47,101.51,97.96,98.54,41513.0
2015-06-10,100.39,101.81,96.54,97.5,985311.0
2015-06-11,97.83,103.73,94.53,94.99,112801.0
2015-06-12,95.45,96.87,94.86,95.66,30640.0
2015-06-13,95.45,96.87,94.86,95.66,30640.0
2015-06-14,95.45,96.87,94.86,95.66,30640.0
2015-06-15,96.12,97.08,94.19,95.66,13349.0
2015-06-16,95.24,102.06,94.86,97.29,472694.0
2015-06-17,97.04,98.54,96.5,97.92,334434.0
2015-06-18,97.83,99.46,97.42,98.21,28935.0
2015-06-19,99.8,99.8,97.88,98.13,267220.0
2015-06-20,99.8,99.8,97.88,98.13,267220.0
2015-06-21,99.8,99.8,97.88,98.13,267220.0
2015-06-22,97.08,99.3,97.08,98.42,142622.0
2015-06-23,98.29,103.02,98.25,100.64,119221.0
2015-06-24,102.02,104.65,102.02,103.15,96239.0
2015-06-25,102.98,104.74,98.34,100.18,50494.0
2015-06-26,100.76,103.56,100.39,102.69,46065.0
2015-06-27,100.76,103.56,100.39,102.69,46065.0
2015-06-28,100.76,103.56,100.39,102.69,46065.0
2015-06-29,101.89,101.89,97.62,98.96,34091.0
2015-06-30,99.51,100.3,98.38,99.05,11735.0
2015-07-01,98.75,101.05,98.75,99.42,35526.0
2015-07-02,99.88,100.13,98.84,99.55,328274.0
2015-07-03,99.13,102.06,98.88,99.59,603815.0
2015-07-04,99.13,102.06,98.88,99.59,603815.0
2015-07-05,99.13,102.06,98.88,99.59,603815.0
2015-07-06,98.71,100.97,98.5,99.59,588623.0
2015-07-07,99.55,101.22,99.42,100.34,30878.0
2015-07-08,99.97,100.3,97.96,99.0,45427.0
2015-07-09,99.13,103.56,96.79,101.22,555369.0
2015-07-10,101.39,104.9,98.92,99.21,336964.0
2015-07-11,101.39,104.9,98.92,99.21,336964.0
2015-07-12,101.39,104.9,98.92,99.21,336964.0
2015-07-13,100.13,102.35,98.84,101.89,35702.0
2015-07-14,100.47,106.24,100.47,105.15,325451.0
2015-07-15,106.24,112.77,105.74,111.22,338629.0
2015-07-16,111.64,114.36,109.0,111.64,117193.0
2015-07-17,114.61,115.44,109.09,110.42,66451.0
2015-07-18,114.61,115.44,109.09,110.42,66451.0
2015-07-19,114.61,115.44,109.09,110.42,66451.0
2015-07-20,110.59,112.93,109.21,112.05,60386.0
2015-07-21,111.55,112.89,110.01,112.14,67152.0
2015-07-22,111.26,111.8,109.8,110.8,22869.0
2015-07-23,110.38,112.52,110.13,111.93,482987.0
2015-07-24,115.02,115.36,112.1,112.43,132300.0
2015-07-25,115.02,115.36,112.1,112.43,132300.0
2015-07-26,115.02,115.36,112.1,112.43,132300.0
2015-07-27,112.93,113.94,111.3,112.35,70973.0
2015-07-28,121.3,124.64,110.05,111.8,1348881.0
2015-07-29,112.81,116.28,112.52,113.39,673962.0
2015-07-30,114.94,116.2,112.18,112.93,280755.0
2015-07-31,113.18,114.56,110.34,111.3,123650.0
2015-08-01,113.18,114.56,110.34,111.3,123650.0
2015-08-02,113.18,114.56,110.34,111.3,123650.0
2015-08-03,112.47,113.77,110.47,112.93,109671.0
2015-08-04,113.69,118.29,109.59,115.15,980370.0
2015-08-05,115.94,121.13,115.4,117.66,379128.0
2015-08-06,118.29,118.29,114.52,115.99,129768.0
2015-08-07,118.79,123.64,115.44,118.66,507518.0
2015-08-08,118.79,123.64,115.44,118.66,507518.0
2015-08-09,118.79,123.64,115.44,118.66,507518.0
2015-08-10,119.04,121.3,115.9,118.12,314858.0
2015-08-11,117.95,120.29,117.58,118.79,84463.0
2015-08-12,119.33,119.71,114.65,115.4,99844.0
2015-08-13,116.61,118.45,113.77,115.11,47195.0
2015-08-14,114.77,119.04,113.85,115.44,126914.0
2015-08-15,114.77,119.04,113.85,115.44,126914.0
2015-08-16,114.77,119.04,113.85,115.44,126914.0
2015-08-17,117.03,118.79,115.86,117.12,54397.0
2015-08-18,116.15,119.12,114.61,118.66,72403.0
2015-08-19,120.59,120.59,117.16,119.5,139377.0
2015-08-20,118.96,119.63,115.82,116.7,42718.0
2015-08-21,112.93,115.44,112.93,114.9,137264.0
2015-08-22,112.93,115.44,112.93,114.9,137264.0
2015-08-23,112.93,115.44,112.93,114.9,137264.0
2015-08-24,112.85,113.23,105.07,108.75,1135815.0
2015-08-25,110.88,120.04,91.6,111.05,70250.0
2015-08-26,109.34,118.79,109.34,110.51,51954.0
2015-08-27,116.87,117.12,110.97,112.18,450717.0
2015-08-28,114.4,117.12,111.34,112.18,581349.0
2015-08-29,114.4,117.12,111.34,112.18,581349.0
2015-08-30,114.4,117.12,111.34,112.18,581349.0
2015-08-31,112.1,116.2,111.26,114.1,101213.0
2015-09-01,115.44,115.44,111.34,111.97,40559.0
2015-09-02,112.26,114.56,111.43,112.52,1204658.0
2015-09-03,114.52,115.19,112.1,113.35,108560.0
2015-09-04,113.98,114.36,111.89,113.52,53701.0
2015-09-05,113.98,114.36,111.89,113.52,53701.0
2015-09-06,113.98,114.36,111.89,113.52,53701.0
2015-09-07,113.77,113.77,109.29,110.51,21407.0
2015-09-08,109.75,111.09,107.08,108.92,50113.0
2015-09-09,109.0,111.18,108.75,109.96,25595.0
2015-09-10,109.17,110.76,108.5,109.88,39112.0
2015-09-11,112.1,114.61,109.88,111.89,111940.0
2015-09-12,112.1,114.61,109.88,111.89,111940.0
2015-09-13,112.1,114.61,109.88,111.89,111940.0
2015-09-14,112.6,114.61,110.84,111.76,19300.0
2015-09-15,111.26,113.27,108.96,111.09,74454.0
2015-09-16,113.84,114.27,108.3,112.85,98753.0
2015-09-17,113.84,114.27,108.3,112.85,98753.0
2015-09-18,113.84,121.92,112.98,119.47,144061.0
2015-09-19,113.84,121.92,112.98,119.47,144061.0
2015-09-20,113.84,121.92,112.98,119.47,144061.0
2015-09-21,119.81,119.86,116.63,118.14,158329.0
2015-09-22,118.95,119.04,115.99,117.41,65510.0
2015-09-23,116.85,120.11,115.52,118.87,86750.0
2015-09-24,117.92,121.1,117.92,119.43,81779.0
2015-09-25,117.92,121.1,117.92,119.43,81779.0
2015-09-26,117.92,121.1,117.92,119.43,81779.0
2015-09-27,117.92,121.1,117.92,119.43,81779.0
2015-09-28,120.29,124.02,119.0,123.08,64967.0
2015-09-29,123.47,123.72,119.47,121.36,39170.0
2015-09-30,121.49,123.29,120.89,122.13,20082.0
2015-10-01,122.61,123.16,120.33,122.31,14264.0
2015-10-02,122.61,123.16,120.33,122.31,14264.0
2015-10-03,122.61,123.16,120.33,122.31,14264.0
2015-10-04,122.61,123.16,120.33,122.31,14264.0
2015-10-05,123.21,124.8,121.15,123.51,40263.0
2015-10-06,124.32,126.39,122.26,125.27,85212.0
2015-10-07,127.16,128.88,123.42,124.24,69709.0
2015-10-08,125.78,125.78,121.4,122.86,25727.0
2015-10-09,125.36,132.92,121.88,124.32,694481.0
2015-10-10,125.36,132.92,121.88,124.32,694481.0
2015-10-11,125.36,132.92,121.88,124.32,694481.0
2015-10-12,127.03,127.07,121.36,122.65,119822.0
2015-10-13,122.65,122.86,119.77,120.76,274332.0
2015-10-14,120.93,121.66,118.48,120.76,57498.0
2015-10-15,120.46,125.66,120.37,124.8,181443.0
2015-10-16,126.13,126.13,122.43,124.02,42084.0
2015-10-17,126.13,126.13,122.43,124.02,42084.0
2015-10-18,126.13,126.13,122.43,124.02,42084.0
2015-10-19,124.32,126.3,120.72,122.52,120237.0
2015-10-20,122.52,124.75,121.36,124.02,94139.0
2015-10-21,123.34,124.32,122.52,123.64,35532.0
2015-10-22,123.34,124.32,122.52,123.64,35532.0
2015-10-23,124.88,124.88,122.22,122.99,50198.0
2015-10-24,124.88,124.88,122.22,122.99,50198.0
2015-10-25,124.88,124.88,122.22,122.99,50198.0
2015-10-26,122.56,124.37,122.43,123.38,20025.0
2015-10-27,122.0,123.42,121.57,122.61,7757.0
2015-10-28,123.25,124.32,122.65,123.51,28190.0
2015-10-29,122.61,124.15,122.0,122.73,49410.0
2015-10-30,122.73,126.09,117.84,119.86,123189.0
2015-10-31,122.73,126.09,117.84,119.86,123189.0
2015-11-01,122.73,126.09,117.84,119.86,123189.0
2015-11-02,119.47,122.0,119.47,121.4,52574.0
2015-11-03,122.61,124.32,120.72,122.31,71506.0
2015-11-04,123.29,130.51,121.96,125.23,1049795.0
2015-11-05,125.66,128.88,122.0,123.04,160734.0
2015-11-06,123.04,125.01,119.04,122.91,16432.0
2015-11-07,123.04,125.01,119.04,122.91,16432.0
2015-11-08,123.04,125.01,119.04,122.91,16432.0
2015-11-09,121.06,124.63,118.57,123.64,28044.0
2015-11-10,124.32,129.14,122.09,127.8,204300.0
2015-11-11,129.48,133.6,128.1,131.46,103118.0
2015-11-12,129.48,133.6,128.1,131.46,103118.0
2015-11-13,131.03,131.28,127.16,129.05,64407.0
2015-11-14,131.03,131.28,127.16,129.05,64407.0
2015-11-15,131.03,131.28,127.16,129.05,64407.0
2015-11-16,129.74,133.09,127.07,128.62,31747.0
2015-11-17,130.55,131.03,126.47,126.9,87845.0
2015-11-18,127.46,130.17,125.01,125.87,65998.0
2015-11-19,125.91,128.28,124.88,125.53,35375.0
2015-11-20,124.97,127.55,122.69,122.95,70754.0
2015-11-21,124.97,127.55,122.69,122.95,70754.0
2015-11-22,124.97,127.55,122.69,122.95,70754.0
2015-11-23,126.99,126.99,122.35,123.16,691611.0
2015-11-24,122.56,124.88,120.72,122.22,56913.0
2015-11-25,122.56,124.88,120.72,122.22,56913.0
2015-11-26,122.52,124.58,121.49,122.35,49139.0
2015-11-27,122.43,126.6,122.09,124.28,45129.0
2015-11-28,122.43,126.6,122.09,124.28,45129.0
2015-11-29,122.43,126.6,122.09,124.28,45129.0
2015-11-30,125.44,130.55,123.89,128.32,134009.0
2015-12-01,131.97,132.74,128.88,131.8,81139.0
2015-12-02,132.31,134.46,128.88,133.09,163548.0
2015-12-03,132.96,135.32,128.23,129.69,54039.0
2015-12-04,128.66,129.61,125.01,127.03,130845.0
2015-12-05,128.66,129.61,125.01,127.03,130845.0
2015-12-06,128.66,129.61,125.01,127.03,130845.0
2015-12-07,128.53,129.01,124.54,125.61,70231.0
2015-12-08,125.48,128.88,125.1,128.06,48091.0
2015-12-09,128.88,140.91,127.76,129.99,696035.0
2015-12-10,130.6,134.98,130.6,132.19,159218.0
2015-12-11,132.1,132.1,128.02,129.65,150220.0
2015-12-12,132.1,132.1,128.02,129.65,150220.0
2015-12-13,132.1,132.1,128.02,129.65,150220.0
2015-12-14,126.04,132.57,126.04,131.46,76007.0
2015-12-15,131.46,135.75,129.74,134.85,82270.0
2015-12-16,134.89,136.61,131.2,131.8,79260.0
2015-12-17,133.09,137.47,131.54,136.44,139691.0
2015-12-18,136.95,137.04,133.17,135.67,100444.0
2015-12-19,136.95,137.04,133.17,135.67,100444.0
2015-12-20,136.95,137.04,133.17,135.67,100444.0
2015-12-21,134.89,138.07,134.08,136.35,131568.0
2015-12-22,138.5,138.5,134.46,135.02,59007.0
2015-12-23,136.57,138.33,135.11,136.31,114217.0
2015-12-24,136.35,137.34,134.89,136.05,8860.0
2015-12-25,136.35,137.34,134.89,136.05,8860.0
2015-12-26,136.35,137.34,134.89,136.05,8860.0
2015-12-27,136.35,137.34,134.89,136.05,8860.0
2015-12-28,137.47,137.47,135.45,136.48,31287.0
2015-12-29,138.24,139.62,134.08,134.76,65358.0
2015-12-30,136.61,138.84,135.32,136.65,57658.0
2015-12-31,137.47,138.29,135.45,137.17,25643.0
2016-01-01,137.47,144.94,135.02,142.84,261355.0
2016-01-02,137.47,144.94,135.02,142.84,261355.0
2016-01-03,137.47,144.94,135.02,142.84,261355.0
2016-01-04,146.06,150.36,140.05,141.51,111885.0
2016-01-05,142.62,146.84,141.77,142.62,211699.0
2016-01-06,144.77,145.93,141.12,144.64,43757.0
2016-01-07,144.3,144.73,138.93,143.36,76093.0
2016-01-08,143.48,145.72,142.15,144.9,80366.0
2016-01-09,143.48,145.72,142.15,144.9,80366.0
2016-01-10,143.48,145.72,142.15,144.9,80366.0
2016-01-11,144.77,147.22,140.99,144.77,40535.0
2016-01-12,143.48,151.22,142.71,144.77,75107.0
2016-01-13,142.8,148.81,131.24,138.8,176980.0
2016-01-14,137.47,139.83,131.46,137.6,384040.0
2016-01-15,139.62,139.62,129.01,132.49,36470.0
2016-01-16,139.62,139.62,129.01,132.49,36470.0
2016-01-17,139.62,139.62,129.01,132.49,36470.0
2016-01-18,135.49,135.75,124.58,130.68,119613.0
2016-01-19,130.94,136.14,127.55,135.19,40693.0
2016-01-20,134.03,145.12,130.51,135.84,48619.0
2016-01-21,136.01,148.04,136.01,141.55,136789.0
2016-01-22,146.06,146.06,135.97,140.69,128449.0
2016-01-23,146.06,146.06,135.97,140.69,128449.0
2016-01-24,146.06,146.06,135.97,140.69,128449.0
2016-01-25,140.91,144.26,138.89,141.34,52672.0
2016-01-26,140.91,144.26,138.89,141.34,52672.0
2016-01-27,142.54,149.5,139.66,141.25,107794.0
2016-01-28,142.5,143.05,138.41,139.27,53052.0
2016-01-29,139.49,141.25,133.6,139.1,110217.0
2016-01-30,139.49,141.25,133.6,139.1,110217.0
2016-01-31,139.49,141.25,133.6,139.1,110217.0
2016-02-01,141.77,148.21,137.47,138.16,156373.0
2016-02-02,138.97,139.15,134.03,134.85,65150.0
2016-02-03,134.85,134.89,130.81,133.17,170910.0
2016-02-04,135.75,135.75,129.52,134.25,48427.0
2016-02-05,134.76,138.97,129.91,137.43,157209.0
2016-02-06,134.76,138.97,129.91,137.43,157209.0
2016-02-07,134.76,138.97,129.91,137.43,157209.0
2016-02-08,135.15,139.53,134.89,137.73,166924.0
2016-02-09,138.5,138.5,133.3,137.38,140878.0
2016-02-10,136.61,137.9,133.65,137.38,148622.0
2016-02-11,136.61,137.21,129.99,133.99,122227.0
2016-02-12,130.81,134.29,126.47,132.57,85979.0
2016-02-13,130.81,134.29,126.47,132.57,85979.0
2016-02-14,130.81,134.29,126.47,132.57,85979.0
2016-02-15,130.81,148.81,130.81,134.38,35887.0
2016-02-16,136.52,136.52,131.37,133.43,33645.0
2016-02-17,136.44,136.44,130.81,133.39,43025.0
2016-02-18,133.17,136.52,128.84,130.21,122501.0
2016-02-19,131.37,131.58,128.88,129.69,43134.0
2016-02-20,131.37,131.58,128.88,129.69,43134.0
2016-02-21,131.37,131.58,128.88,129.69,43134.0
2016-02-22,131.41,131.41,126.82,128.92,45526.0
2016-02-23,130.51,130.6,126.17,128.84,234111.0
2016-02-24,129.22,129.69,125.01,128.88,160068.0
2016-02-25,128.45,128.71,126.3,126.9,186885.0
2016-02-26,128.02,128.02,125.74,127.07,15273.0
2016-02-27,128.02,128.02,125.74,127.07,15273.0
2016-02-28,128.02,128.02,125.74,127.07,15273.0
2016-02-29,127.93,132.31,127.07,127.93,70046.0
2016-03-01,128.88,136.18,128.66,135.02,41805.0
2016-03-02,137.38,140.05,130.38,131.58,94208.0
2016-03-03,132.66,141.77,131.58,136.61,289286.0
2016-03-04,136.27,136.95,132.4,134.72,25794.0
2016-03-05,136.27,136.95,132.4,134.72,25794.0
2016-03-06,136.27,136.95,132.4,134.72,25794.0
2016-03-07,136.27,136.95,132.4,134.72,25794.0
2016-03-08,135.75,137.13,132.4,133.6,26570.0
2016-03-09,132.92,134.72,131.63,133.13,19493.0
2016-03-10,134.89,134.89,129.91,132.36,37056.0
2016-03-11,131.07,133.09,129.78,130.47,48808.0
2016-03-12,131.07,133.09,129.78,130.47,48808.0
2016-03-13,131.07,133.09,129.78,130.47,48808.0
2016-03-14,130.81,131.93,127.25,128.02,108825.0
2016-03-15,127.16,129.69,125.05,127.46,114703.0
2016-03-16,125.87,127.93,124.75,125.53,69497.0
2016-03-17,125.66,127.68,124.84,127.16,165690.0
2016-03-18,125.87,128.79,123.72,126.21,979830.0
2016-03-19,125.87,128.79,123.72,126.21,979830.0
2016-03-20,125.87,128.79,123.72,126.21,979830.0
2016-03-21,128.53,130.38,126.09,129.14,25267.0
2016-03-22,131.03,133.99,126.77,131.97,63316.0
2016-03-23,133.78,134.89,130.38,133.09,60419.0
2016-03-24,133.78,134.89,130.38,133.09,60419.0
2016-03-25,133.78,134.89,130.38,133.09,60419.0
2016-03-26,133.78,134.89,130.38,133.09,60419.0
2016-03-27,133.78,134.89,130.38,133.09,60419.0
2016-03-28,133.09,134.59,129.31,129.91,134762.0
2016-03-29,129.31,134.89,128.49,134.12,90167.0
2016-03-30,134.98,144.34,132.62,139.57,127320.0
2016-03-31,143.44,143.44,134.68,137.73,162087.0
2016-04-01,136.87,140.05,135.49,136.27,26726.0
2016-04-02,136.87,140.05,135.49,136.27,26726.0
2016-04-03,136.87,140.05,135.49,136.27,26726.0
2016-04-04,137.47,138.54,133.47,136.57,39915.0
2016-04-05,137.43,138.8,134.89,136.31,13601.0
2016-04-06,138.24,138.97,135.79,136.31,73274.0
2016-04-07,137.47,137.47,134.03,135.15,54084.0
2016-04-08,134.94,139.19,134.03,134.89,41963.0
2016-04-09,134.94,139.19,134.03,134.89,41963.0
2016-04-10,134.94,139.19,134.03,134.89,41963.0
2016-04-11,137.04,138.2,134.33,136.57,18595.0
2016-04-12,137.81,139.1,134.89,136.01,22820.0
2016-04-13,137.47,139.19,136.1,138.29,25557.0
2016-04-14,137.47,139.19,136.1,138.29,25557.0
2016-04-15,137.47,139.19,136.1,138.29,25557.0
2016-04-16,137.47,139.19,136.1,138.29,25557.0
2016-04-17,137.47,139.19,136.1,138.29,25557.0
2016-04-18,139.96,139.96,136.27,139.02,22850.0
2016-04-19,139.96,139.96,136.27,139.02,22850.0
2016-04-20,139.96,149.33,137.99,146.58,96863.0
2016-04-21,145.2,150.87,144.77,149.54,67374.0
2016-04-22,146.88,152.68,144.77,146.49,99416.0
2016-04-23,146.88,152.68,144.77,146.49,99416.0
2016-04-24,146.88,152.68,144.77,146.49,99416.0
2016-04-25,145.2,146.49,142.71,143.74,23881.0
2016-04-26,144.52,149.07,138.33,139.88,93180.0
2016-04-27,140.69,141.77,138.76,140.05,22970.0
2016-04-28,140.61,143.48,139.27,140.35,176941.0
2016-04-29,140.69,144.34,135.79,137.04,1513013.0
2016-04-30,140.69,144.34,135.79,137.04,1513013.0
2016-05-01,140.69,144.34,135.79,137.04,1513013.0
2016-05-02,138.07,144.26,134.89,140.26,216165.0
2016-05-03,141.68,143.87,135.62,141.42,198622.0
2016-05-04,141.77,145.55,139.19,143.23,279627.0
2016-05-05,145.98,145.98,140.13,142.54,228746.0
2016-05-06,145.07,145.07,138.41,140.39,140712.0
2016-05-07,145.07,145.07,138.41,140.39,140712.0
2016-05-08,145.07,145.07,138.41,140.39,140712.0
