,TRUL CN Equity,TRUL CN Equity,TRUL CN Equity,TRUL CN Equity,TRUL CN Equity
2023-01-28,8.25,8.89,8.2,8.54,364082.0
2023-01-29,8.25,8.89,8.2,8.54,364082.0
2023-01-30,8.59,8.86,8.54,8.65,222138.0
2023-01-31,8.81,9.0,8.51,8.99,614678.0
2023-02-01,8.9,9.26,8.63,8.9,621448.0
2023-02-02,9.01,9.29,8.88,8.9,407290.0
2023-02-03,8.99,9.17,8.77,8.82,419350.0
2023-02-04,8.99,9.17,8.77,8.82,419350.0
2023-02-05,8.99,9.17,8.77,8.82,419350.0
2023-02-06,8.9,9.04,8.74,8.8,169674.0
2023-02-07,8.79,8.92,8.52,8.55,265229.0
2023-02-08,8.56,8.65,8.44,8.47,126314.0
2023-02-09,8.5,8.52,8.13,8.16,216221.0
2023-02-10,8.21,8.57,8.12,8.32,339009.0
2023-02-11,8.21,8.57,8.12,8.32,339009.0
2023-02-12,8.21,8.57,8.12,8.32,339009.0
2023-02-13,8.33,8.37,8.09,8.2,211452.0
2023-02-14,8.13,8.62,8.13,8.53,251290.0
2023-02-15,8.59,9.0,8.49,8.99,217691.0
2023-02-16,8.97,9.5,8.63,9.4,382865.0
2023-02-17,9.62,9.62,9.15,9.35,221909.0
2023-02-18,9.62,9.62,9.15,9.35,221909.0
2023-02-19,9.62,9.62,9.15,9.35,221909.0
2023-02-20,9.62,9.62,9.15,9.35,221909.0
2023-02-21,9.58,9.58,8.72,9.27,180538.0
2023-02-22,9.33,9.33,8.54,8.65,239721.0
2023-02-23,9.39,9.39,8.46,8.51,250473.0
2023-02-24,8.59,8.6,8.3,8.37,254888.0
2023-02-25,8.59,8.6,8.3,8.37,254888.0
2023-02-26,8.59,8.6,8.3,8.37,254888.0
2023-02-27,8.42,8.73,8.26,8.29,155318.0
2023-02-28,8.38,8.79,8.3,8.65,263007.0
2023-03-01,8.45,8.71,8.37,8.49,437356.0
2023-03-02,8.36,8.88,8.36,8.51,297073.0
2023-03-03,8.58,8.84,8.54,8.83,223310.0
2023-03-04,8.58,8.84,8.54,8.83,223310.0
2023-03-05,8.58,8.84,8.54,8.83,223310.0
2023-03-06,8.72,9.05,8.71,9.04,276070.0
2023-03-07,8.98,9.14,8.8,9.02,351076.0
2023-03-08,8.53,8.9,8.36,8.69,557766.0
2023-03-09,8.34,8.8,8.34,8.47,253006.0
2023-03-10,8.33,8.49,8.27,8.35,318792.0
2023-03-11,8.33,8.49,8.27,8.35,318792.0
2023-03-12,8.33,8.49,8.27,8.35,318792.0
2023-03-13,8.17,8.39,8.17,8.33,238402.0
2023-03-14,8.29,8.56,8.29,8.45,203535.0
2023-03-15,8.4,8.41,8.15,8.35,217982.0
2023-03-16,8.41,8.96,8.31,8.4,628214.0
2023-03-17,8.5,8.54,8.31,8.44,272091.0
2023-03-18,8.5,8.54,8.31,8.44,272091.0
2023-03-19,8.5,8.54,8.31,8.44,272091.0
2023-03-20,8.27,8.58,8.16,8.16,205572.0
2023-03-21,8.37,8.48,8.02,8.36,283146.0
2023-03-22,8.35,8.35,8.13,8.13,166589.0
2023-03-23,8.1,8.27,7.85,7.95,169495.0
2023-03-24,7.97,7.98,7.66,7.93,116462.0
2023-03-25,7.97,7.98,7.66,7.93,116462.0
2023-03-26,7.97,7.98,7.66,7.93,116462.0
2023-03-27,7.62,7.97,7.62,7.87,232102.0
2023-03-28,7.87,8.08,7.81,7.89,142817.0
2023-03-29,7.99,8.05,7.69,7.79,138778.0
2023-03-30,7.9,8.0,7.55,7.58,805038.0
2023-03-31,7.78,7.78,7.37,7.48,712441.0
2023-04-01,7.78,7.78,7.37,7.48,712441.0
2023-04-02,7.78,7.78,7.37,7.48,712441.0
2023-04-03,7.36,7.54,7.05,7.15,311832.0
2023-04-04,7.12,7.22,6.82,6.88,413439.0
2023-04-05,6.9,6.97,6.5,6.69,276221.0
2023-04-06,6.8,7.31,6.59,7.16,489445.0
2023-04-07,6.8,7.31,6.59,7.16,489445.0
2023-04-08,6.8,7.31,6.59,7.16,489445.0
2023-04-09,6.8,7.31,6.59,7.16,489445.0
2023-04-10,7.18,7.18,6.87,6.9,207365.0
2023-04-11,7.07,7.07,6.61,6.68,178820.0
2023-04-12,6.75,7.06,6.75,7.06,213328.0
2023-04-13,7.12,7.53,6.87,7.49,226070.0
2023-04-14,7.36,7.45,7.15,7.2,202456.0
2023-04-15,7.36,7.45,7.15,7.2,202456.0
2023-04-16,7.36,7.45,7.15,7.2,202456.0
2023-04-17,7.1,7.67,7.1,7.31,108161.0
2023-04-18,7.34,7.35,7.06,7.16,177788.0
2023-04-19,7.06,7.29,7.05,7.14,127854.0
2023-04-20,7.13,7.21,6.8,6.8,124099.0
2023-04-21,6.76,6.99,6.76,6.96,137229.0
2023-04-22,6.76,6.99,6.76,6.96,137229.0
2023-04-23,6.76,6.99,6.76,6.96,137229.0
2023-04-24,6.95,7.04,6.76,7.0,147351.0
2023-04-25,6.91,7.0,6.8,6.82,60030.0
2023-04-26,6.95,6.95,6.75,6.8,135258.0
2023-04-27,7.0,7.94,7.0,7.15,830724.0
2023-04-28,7.03,7.45,7.03,7.32,516166.0
2023-04-29,7.03,7.45,7.03,7.32,516166.0
2023-04-30,7.03,7.45,7.03,7.32,516166.0
2023-05-01,7.21,7.86,7.21,7.59,451155.0
2023-05-02,7.53,7.81,7.15,7.42,531294.0
2023-05-03,7.58,7.68,6.85,6.94,494699.0
2023-05-04,7.11,7.8,6.86,7.35,1090548.0
2023-05-05,7.5,8.03,7.46,7.63,1158488.0
2023-05-06,7.5,8.03,7.46,7.63,1158488.0
2023-05-07,7.5,8.03,7.46,7.63,1158488.0
2023-05-08,7.85,7.98,7.39,7.55,723522.0
2023-05-09,7.7,7.7,7.1,7.15,1059533.0
2023-05-10,7.1,7.25,6.84,7.0,1177689.0
2023-05-11,7.11,7.11,6.19,6.22,1192900.0
2023-05-12,6.36,6.51,5.88,6.06,954128.0
2023-05-13,6.36,6.51,5.88,6.06,954128.0
2023-05-14,6.36,6.51,5.88,6.06,954128.0
2023-05-15,6.11,6.14,5.76,5.8,581757.0
2023-05-16,5.86,6.41,5.8,6.16,1324254.0
2023-05-17,6.12,6.21,5.91,5.96,480319.0
2023-05-18,6.05,6.06,5.84,5.85,1381197.0
2023-05-19,5.94,5.94,5.65,5.7,591714.0
2023-05-20,5.94,5.94,5.65,5.7,591714.0
2023-05-21,5.94,5.94,5.65,5.7,591714.0
2023-05-22,5.94,5.94,5.65,5.7,591714.0
2023-05-23,5.85,6.09,5.78,6.02,335326.0
2023-05-24,5.9,6.09,5.9,6.04,159572.0
2023-05-25,6.01,6.08,5.78,5.85,251910.0
2023-05-26,5.84,5.93,5.7,5.74,178276.0
2023-05-27,5.84,5.93,5.7,5.74,178276.0
2023-05-28,5.84,5.93,5.7,5.74,178276.0
2023-05-29,5.75,5.97,5.75,5.8,23397.0
2023-05-30,5.77,6.1,5.74,5.87,388164.0
2023-05-31,5.92,5.98,5.77,5.77,172855.0
2023-06-01,5.8,5.87,5.47,5.52,298797.0
2023-06-02,5.54,5.63,5.11,5.21,823417.0
2023-06-03,5.54,5.63,5.11,5.21,823417.0
2023-06-04,5.54,5.63,5.11,5.21,823417.0
2023-06-05,5.32,5.56,5.06,5.56,201488.0
2023-06-06,5.4,5.46,5.26,5.37,295662.0
2023-06-07,5.38,5.76,5.32,5.48,755606.0
2023-06-08,5.55,5.6,5.37,5.49,569489.0
2023-06-09,5.46,5.56,5.26,5.35,257813.0
2023-06-10,5.46,5.56,5.26,5.35,257813.0
2023-06-11,5.46,5.56,5.26,5.35,257813.0
2023-06-12,5.41,5.43,5.31,5.34,171564.0
2023-06-13,5.3,5.44,5.28,5.32,210227.0
2023-06-14,5.3,5.49,5.28,5.49,237639.0
2023-06-15,5.46,5.48,5.26,5.33,255845.0
2023-06-16,5.35,5.58,5.26,5.34,368972.0
2023-06-17,5.35,5.58,5.26,5.34,368972.0
2023-06-18,5.35,5.58,5.26,5.34,368972.0
2023-06-19,5.25,5.4,5.25,5.31,9203.0
2023-06-20,5.32,5.42,5.23,5.27,194738.0
2023-06-21,5.27,5.52,5.23,5.29,385187.0
2023-06-22,5.3,5.43,5.27,5.36,174053.0
2023-06-23,5.38,5.42,5.2,5.2,254847.0
2023-06-24,5.38,5.42,5.2,5.2,254847.0
2023-06-25,5.38,5.42,5.2,5.2,254847.0
2023-06-26,5.3,5.34,5.2,5.2,103344.0
2023-06-27,5.2,5.27,5.19,5.21,379178.0
2023-06-28,5.2,5.24,5.14,5.2,150594.0
2023-06-29,5.16,5.48,5.14,5.2,176493.0
2023-06-30,5.25,5.25,5.13,5.2,356615.0
2023-07-01,5.25,5.25,5.13,5.2,356615.0
2023-07-02,5.25,5.25,5.13,5.2,356615.0
2023-07-03,5.25,5.25,5.13,5.2,356615.0
2023-07-04,5.25,5.5,5.25,5.42,69780.0
2023-07-05,5.39,5.9,5.36,5.86,298939.0
2023-07-06,5.83,6.19,5.58,6.05,485839.0
2023-07-07,6.04,6.6,5.74,6.44,664182.0
2023-07-08,6.04,6.6,5.74,6.44,664182.0
2023-07-09,6.04,6.6,5.74,6.44,664182.0
2023-07-10,6.65,6.86,6.37,6.4,551091.0
2023-07-11,6.36,6.54,6.18,6.5,205048.0
2023-07-12,6.57,6.6,5.83,6.15,795095.0
2023-07-13,6.14,6.48,5.92,6.3,366558.0
2023-07-14,6.38,6.4,6.1,6.23,220427.0
2023-07-15,6.38,6.4,6.1,6.23,220427.0
2023-07-16,6.38,6.4,6.1,6.23,220427.0
2023-07-17,6.03,6.33,5.73,5.77,343988.0
2023-07-18,5.77,5.96,5.61,5.68,251148.0
2023-07-19,5.87,5.87,5.56,5.69,260664.0
2023-07-20,5.64,5.76,5.35,5.69,456587.0
2023-07-21,5.73,5.73,5.39,5.4,504084.0
2023-07-22,5.73,5.73,5.39,5.4,504084.0
2023-07-23,5.73,5.73,5.39,5.4,504084.0
2023-07-24,5.32,5.59,5.27,5.3,311430.0
2023-07-25,5.3,5.38,5.24,5.24,189561.0
2023-07-26,5.3,5.43,5.19,5.26,278814.0
2023-07-27,5.24,5.35,5.21,5.22,257084.0
2023-07-28,5.22,5.49,5.17,5.33,450970.0
2023-07-29,5.22,5.49,5.17,5.33,450970.0
2023-07-30,5.22,5.49,5.17,5.33,450970.0
2023-07-31,5.36,5.62,5.27,5.62,354419.0
2023-08-01,5.66,5.66,5.47,5.53,171177.0
2023-08-02,5.52,5.61,5.41,5.49,108409.0
2023-08-03,5.37,5.55,5.36,5.41,210046.0
2023-08-04,5.31,5.48,5.31,5.42,170690.0
2023-08-05,5.31,5.48,5.31,5.42,170690.0
2023-08-06,5.31,5.48,5.31,5.42,170690.0
2023-08-07,5.31,5.48,5.31,5.42,170690.0
2023-08-08,5.4,5.71,5.35,5.69,420326.0
2023-08-09,5.48,5.83,5.34,5.7,663259.0
2023-08-10,5.56,5.75,5.49,5.65,442372.0
2023-08-11,5.51,5.61,5.35,5.47,186395.0
2023-08-12,5.51,5.61,5.35,5.47,186395.0
2023-08-13,5.51,5.61,5.35,5.47,186395.0
2023-08-14,5.35,5.46,5.3,5.3,120006.0
2023-08-15,5.26,5.32,5.13,5.13,180572.0
2023-08-16,5.12,5.23,5.11,5.14,70799.0
2023-08-17,5.11,5.17,5.07,5.1,231561.0
2023-08-18,5.03,5.33,5.02,5.28,113042.0
2023-08-19,5.03,5.33,5.02,5.28,113042.0
2023-08-20,5.03,5.33,5.02,5.28,113042.0
2023-08-21,5.19,5.22,5.04,5.1,211533.0
2023-08-22,5.18,5.18,5.03,5.08,91582.0
2023-08-23,5.02,5.12,5.0,5.05,131709.0
2023-08-24,5.06,5.08,4.77,4.78,181847.0
2023-08-25,4.93,4.93,4.78,4.78,84381.0
2023-08-26,4.93,4.93,4.78,4.78,84381.0
2023-08-27,4.93,4.93,4.78,4.78,84381.0
2023-08-28,4.72,4.84,4.66,4.68,209083.0
2023-08-29,4.76,4.93,4.7,4.77,147138.0
2023-08-30,4.77,5.99,4.7,5.98,1689736.0
2023-08-31,6.3,7.96,6.16,7.71,1706734.0
2023-09-01,7.99,8.16,7.22,7.83,1362715.0
2023-09-02,7.99,8.16,7.22,7.83,1362715.0
2023-09-03,7.99,8.16,7.22,7.83,1362715.0
2023-09-04,7.99,8.16,7.22,7.83,1362715.0
2023-09-05,7.9,9.07,7.8,8.88,1345668.0
2023-09-06,9.15,9.44,8.41,8.41,1233597.0
2023-09-07,8.45,8.83,7.69,8.45,1178548.0
2023-09-08,8.21,9.66,8.21,8.58,1349871.0
2023-09-09,8.21,9.66,8.21,8.58,1349871.0
2023-09-10,8.21,9.66,8.21,8.58,1349871.0
2023-09-11,8.86,9.82,8.71,9.78,858739.0
2023-09-12,9.5,9.6,8.67,9.06,789268.0
2023-09-13,8.87,9.6,8.65,8.86,620057.0
2023-09-14,9.18,9.7,9.01,9.53,563546.0
2023-09-15,9.81,10.59,9.81,10.12,1031132.0
2023-09-16,9.81,10.59,9.81,10.12,1031132.0
2023-09-17,9.81,10.59,9.81,10.12,1031132.0
2023-09-18,9.7,10.09,9.3,9.54,681494.0
2023-09-19,9.46,9.59,8.46,8.47,632514.0
2023-09-20,8.5,9.17,8.5,8.87,377171.0
2023-09-21,8.6,8.77,8.12,8.2,483229.0
2023-09-22,8.16,8.59,8.16,8.34,275874.0
2023-09-23,8.16,8.59,8.16,8.34,275874.0
2023-09-24,8.16,8.59,8.16,8.34,275874.0
2023-09-25,8.41,9.2,8.35,8.43,501391.0
2023-09-26,8.47,9.22,8.42,9.15,783258.0
2023-09-27,9.32,9.885,8.58,8.58,1117162.0
2023-09-28,8.63,8.96,8.13,8.37,511035.0
2023-09-29,8.3,8.6,8.19,8.25,368060.0
2023-09-30,8.3,8.6,8.19,8.25,368060.0
2023-10-01,8.3,8.6,8.19,8.25,368060.0
2023-10-02,8.45,8.54,8.24,8.43,323215.0
2023-10-03,8.31,8.41,7.95,7.95,330439.0
2023-10-04,7.94,8.13,7.3,7.36,496863.0
2023-10-05,7.45,7.57,6.82,6.9,526260.0
2023-10-06,6.76,7.26,6.68,7.03,360855.0
2023-10-07,6.76,7.26,6.68,7.03,360855.0
2023-10-08,6.76,7.26,6.68,7.03,360855.0
2023-10-09,6.76,7.26,6.68,7.03,360855.0
2023-10-10,7.1,7.15,6.84,6.84,173277.0
2023-10-11,6.9,7.1,6.65,6.96,274860.0
2023-10-12,7.02,7.3,6.74,6.85,221309.0
2023-10-13,6.92,7.31,6.71,6.87,407969.0
2023-10-14,6.92,7.31,6.71,6.87,407969.0
2023-10-15,6.92,7.31,6.71,6.87,407969.0
2023-10-16,6.75,7.05,6.67,6.82,195485.0
2023-10-17,6.83,7.5,6.71,7.12,392552.0
2023-10-18,7.01,7.45,6.64,6.9,477000.0
2023-10-19,6.87,7.04,6.71,6.95,225565.0
2023-10-20,6.76,6.9,6.5,6.87,220789.0
2023-10-21,6.76,6.9,6.5,6.87,220789.0
2023-10-22,6.76,6.9,6.5,6.87,220789.0
2023-10-23,6.66,6.78,6.44,6.44,197605.0
2023-10-24,6.54,6.64,6.11,6.23,354730.0
2023-10-25,6.31,6.31,5.74,5.9,341817.0
2023-10-26,5.88,5.89,5.22,5.22,480730.0
2023-10-27,5.32,5.6,5.25,5.3,546989.0
2023-10-28,5.32,5.6,5.25,5.3,546989.0
2023-10-29,5.32,5.6,5.25,5.3,546989.0
2023-10-30,5.37,5.68,5.27,5.5,500229.0
2023-10-31,5.5,6.25,5.5,6.25,396536.0
2023-11-01,6.2,6.35,5.99,6.13,254328.0
2023-11-02,6.12,6.75,6.1,6.5,350093.0
2023-11-03,6.42,6.75,6.29,6.5,207842.0
2023-11-04,6.42,6.75,6.29,6.5,207842.0
2023-11-05,6.42,6.75,6.29,6.5,207842.0
2023-11-06,6.51,6.76,6.35,6.4,141452.0
2023-11-07,6.46,6.7,6.36,6.53,96378.0
2023-11-08,6.69,7.0,6.5,6.75,367236.0
2023-11-09,7.04,7.15,6.76,6.88,402674.0
2023-11-10,6.94,7.45,6.83,7.44,201253.0
2023-11-11,6.94,7.45,6.83,7.44,201253.0
2023-11-12,6.94,7.45,6.83,7.44,201253.0
2023-11-13,7.4,7.99,7.16,7.8,309035.0
2023-11-14,7.89,8.09,7.54,7.56,375279.0
2023-11-15,7.6,7.8,7.37,7.58,256859.0
2023-11-16,7.68,7.68,7.16,7.3,175163.0
2023-11-17,7.21,7.73,7.21,7.73,447186.0
2023-11-18,7.21,7.73,7.21,7.73,447186.0
2023-11-19,7.21,7.73,7.21,7.73,447186.0
2023-11-20,7.69,7.72,7.46,7.54,270266.0
2023-11-21,7.41,7.95,7.34,7.95,240282.0
2023-11-22,7.9,8.1,7.64,7.66,220106.0
2023-11-23,7.85,7.85,7.75,7.81,7406.0
2023-11-24,7.83,7.83,7.36,7.44,116864.0
2023-11-25,7.83,7.83,7.36,7.44,116864.0
2023-11-26,7.83,7.83,7.36,7.44,116864.0
2023-11-27,7.42,7.61,7.33,7.46,195107.0
2023-11-28,7.43,7.53,7.25,7.46,273388.0
2023-11-29,7.4,7.56,7.32,7.33,225003.0
2023-11-30,7.27,7.6,7.22,7.52,173047.0
2023-12-01,7.52,7.82,7.3,7.48,296343.0
2023-12-02,7.52,7.82,7.3,7.48,296343.0
2023-12-03,7.52,7.82,7.3,7.48,296343.0
2023-12-04,7.46,8.5,7.43,8.0,710891.0
2023-12-05,8.06,8.07,7.77,7.8,406586.0
2023-12-06,7.88,8.19,7.76,8.04,734409.0
2023-12-07,8.06,8.17,7.92,8.15,471919.0
2023-12-08,8.1,8.25,7.95,8.18,421282.0
2023-12-09,8.1,8.25,7.95,8.18,421282.0
2023-12-10,8.1,8.25,7.95,8.18,421282.0
2023-12-11,8.23,8.32,7.59,7.61,446133.0
2023-12-12,7.51,7.71,6.51,6.51,612774.0
2023-12-13,6.69,7.11,6.4,7.1,437930.0
2023-12-14,7.06,7.2,6.77,6.96,292401.0
2023-12-15,7.2,7.2,6.78,7.13,164448.0
2023-12-16,7.2,7.2,6.78,7.13,164448.0
2023-12-17,7.2,7.2,6.78,7.13,164448.0
2023-12-18,7.19,7.2,6.83,6.86,232738.0
2023-12-19,6.79,6.95,6.74,6.8,172679.0
2023-12-20,6.66,6.75,6.53,6.59,312620.0
2023-12-21,6.64,6.64,6.31,6.38,267746.0
2023-12-22,6.39,6.83,6.32,6.7,437657.0
2023-12-23,6.39,6.83,6.32,6.7,437657.0
2023-12-24,6.39,6.83,6.32,6.7,437657.0
2023-12-25,6.39,6.83,6.32,6.7,437657.0
2023-12-26,6.39,6.83,6.32,6.7,437657.0
2023-12-27,6.89,7.25,6.72,6.93,409774.0
2023-12-28,6.96,7.23,6.85,6.92,268985.0
2023-12-29,6.91,7.08,6.79,6.85,154992.0
2023-12-30,6.91,7.08,6.79,6.85,154992.0
2023-12-31,6.91,7.08,6.79,6.85,154992.0
2024-01-01,6.91,7.08,6.79,6.85,154992.0
2024-01-02,6.85,7.08,6.71,6.87,196328.0
2024-01-03,6.94,7.4,6.73,7.09,550105.0
2024-01-04,7.14,7.48,7.08,7.25,532909.0
2024-01-05,7.2,8.06,7.0,7.92,716223.0
2024-01-06,7.2,8.06,7.0,7.92,716223.0
2024-01-07,7.2,8.06,7.0,7.92,716223.0
2024-01-08,7.95,8.18,7.8,8.01,444144.0
2024-01-09,8.0,8.13,7.73,7.87,163402.0
2024-01-10,7.87,7.87,7.33,7.35,314256.0
2024-01-11,7.27,7.73,7.27,7.43,344842.0
2024-01-12,7.46,8.2,7.46,8.15,698458.0
2024-01-13,7.46,8.2,7.46,8.15,698458.0
2024-01-14,7.46,8.2,7.46,8.15,698458.0
2024-01-15,8.49,9.5,8.49,9.5,289415.0
2024-01-16,9.15,9.37,8.76,9.23,1143863.0
2024-01-17,9.08,9.47,8.9,9.15,421186.0
2024-01-18,9.18,9.3,8.48,8.48,427315.0
2024-01-19,8.56,9.21,8.35,9.09,397729.0
2024-01-20,8.56,9.21,8.35,9.09,397729.0
2024-01-21,8.56,9.21,8.35,9.09,397729.0
2024-01-22,9.16,10.09,8.98,9.99,911522.0
2024-01-23,9.7,10.08,9.7,9.88,369842.0
2024-01-24,9.84,11.25,9.82,11.11,933471.0
2024-01-25,11.01,11.53,10.73,11.47,538981.0
2024-01-26,11.21,12.1,11.21,11.71,562770.0
2024-01-27,11.21,12.1,11.21,11.71,562770.0
2024-01-28,11.21,12.1,11.21,11.71,562770.0
2024-01-29,11.88,12.34,11.38,12.28,693361.0
2024-01-30,12.45,13.22,12.22,13.03,618564.0
2024-01-31,13.15,13.3,12.36,12.7,600379.0
2024-02-01,12.58,14.22,12.51,14.22,766756.0
2024-02-02,13.9,15.95,13.46,14.85,1496175.0
2024-02-03,13.9,15.95,13.46,14.85,1496175.0
2024-02-04,13.9,15.95,13.46,14.85,1496175.0
2024-02-05,14.37,15.32,14.21,14.76,385957.0
2024-02-06,14.5,15.94,14.44,15.7,1003649.0
2024-02-07,15.51,15.65,14.7,14.78,383981.0
2024-02-08,14.78,14.8,13.1,14.12,1033711.0
2024-02-09,14.24,14.24,13.11,13.46,435030.0
2024-02-10,14.24,14.24,13.11,13.46,435030.0
2024-02-11,14.24,14.24,13.11,13.46,435030.0
2024-02-12,13.24,13.32,11.52,11.65,1285254.0
2024-02-13,11.39,11.8,10.93,11.6,1280821.0
2024-02-14,11.75,11.87,10.89,11.34,1361460.0
2024-02-15,11.45,12.22,11.3,11.65,1317542.0
2024-02-16,11.61,11.62,10.95,11.5,880862.0
2024-02-17,11.61,11.62,10.95,11.5,880862.0
2024-02-18,11.61,11.62,10.95,11.5,880862.0
2024-02-19,11.61,11.62,10.95,11.5,880862.0
2024-02-20,11.48,11.9,11.2,11.73,273629.0
2024-02-21,11.44,12.14,11.44,12.0,394420.0
2024-02-22,12.05,12.68,11.81,12.55,494767.0
2024-02-23,12.69,14.11,12.62,13.92,512413.0
2024-02-24,12.69,14.11,12.62,13.92,512413.0
2024-02-25,12.69,14.11,12.62,13.92,512413.0
2024-02-26,14.2,14.2,12.9,13.51,634589.0
2024-02-27,13.26,13.8,13.12,13.15,227572.0
2024-02-28,13.19,13.84,13.07,13.3,255904.0
2024-02-29,13.74,14.39,13.07,13.07,648665.0
2024-03-01,12.91,14.25,12.69,14.17,581725.0
2024-03-02,12.91,14.25,12.69,14.17,581725.0
2024-03-03,12.91,14.25,12.69,14.17,581725.0
2024-03-04,14.17,14.51,13.73,13.77,235011.0
2024-03-05,13.35,14.44,13.24,13.67,365061.0
2024-03-06,13.89,14.19,12.77,12.83,448411.0
2024-03-07,12.93,13.16,12.13,12.68,611709.0
2024-03-08,12.76,13.56,12.75,13.5,277239.0
2024-03-09,12.76,13.56,12.75,13.5,277239.0
2024-03-10,12.76,13.56,12.75,13.5,277239.0
2024-03-11,13.39,13.39,12.46,12.46,289815.0
2024-03-12,12.8,12.89,12.27,12.58,321183.0
2024-03-13,12.32,13.14,12.32,12.99,305389.0
2024-03-14,12.84,13.36,12.84,13.15,208541.0
2024-03-15,13.25,15.23,13.25,14.86,989473.0
2024-03-16,13.25,15.23,13.25,14.86,989473.0
2024-03-17,13.25,15.23,13.25,14.86,989473.0
2024-03-18,15.42,16.18,15.26,16.17,490062.0
2024-03-19,16.34,16.45,15.4,15.56,466429.0
2024-03-20,15.84,15.9,14.97,15.28,312277.0
2024-03-21,15.24,16.69,14.91,16.24,370749.0
2024-03-22,16.24,16.85,15.89,16.07,374363.0
2024-03-23,16.24,16.85,15.89,16.07,374363.0
2024-03-24,16.24,16.85,15.89,16.07,374363.0
2024-03-25,16.5,16.53,14.99,15.5,471752.0
2024-03-26,15.0,16.0,15.0,15.65,398063.0
2024-03-27,15.45,16.75,15.2,16.41,431036.0
2024-03-28,16.41,17.35,16.13,16.78,466786.0
2024-03-29,16.41,17.35,16.13,16.78,466786.0
2024-03-30,16.41,17.35,16.13,16.78,466786.0
2024-03-31,16.41,17.35,16.13,16.78,466786.0
2024-04-01,16.5,17.755,16.3,17.36,480421.0
2024-04-02,17.6,17.92,16.47,16.86,685332.0
2024-04-03,16.94,17.75,16.12,17.56,488094.0
2024-04-04,17.59,18.56,15.52,16.33,745771.0
2024-04-05,16.31,17.14,16.17,16.89,384552.0
2024-04-06,16.31,17.14,16.17,16.89,384552.0
2024-04-07,16.31,17.14,16.17,16.89,384552.0
2024-04-08,16.75,17.49,16.52,16.84,261439.0
2024-04-09,16.85,17.35,16.12,17.14,328268.0
2024-04-10,16.73,17.31,16.4,16.5,200671.0
2024-04-11,16.53,16.98,15.84,16.53,504980.0
2024-04-12,16.385,16.6,14.63,15.5,569734.0
2024-04-13,16.385,16.6,14.63,15.5,569734.0
2024-04-14,16.385,16.6,14.63,15.5,569734.0
2024-04-15,15.22,15.5,14.65,15.15,390776.0
2024-04-16,15.08,15.14,14.35,15.04,330458.0
2024-04-17,15.06,16.32,14.665,16.25,483251.0
2024-04-18,16.21,16.24,15.62,15.72,132467.0
2024-04-19,15.66,15.68,14.75,14.88,242641.0
2024-04-20,15.66,15.68,14.75,14.88,242641.0
2024-04-21,15.66,15.68,14.75,14.88,242641.0
2024-04-22,14.7,14.95,13.86,14.56,300612.0
2024-04-23,14.54,15.2,14.53,14.53,153337.0
2024-04-24,14.46,15.05,14.05,14.87,237911.0
2024-04-25,14.45,14.61,13.71,13.8,238749.0
2024-04-26,13.51,14.5,13.51,14.37,246978.0
2024-04-27,13.51,14.5,13.51,14.37,246978.0
2024-04-28,13.51,14.5,13.51,14.37,246978.0
2024-04-29,14.22,14.95,13.67,14.16,535678.0
2024-04-30,14.36,20.0,14.32,19.75,2104078.0
2024-05-01,19.0,19.22,16.36,16.51,1341029.0
